page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,タイトル選定の年,別名,動物,名前の謂れ,国,国内位置,幅,座標・経度,座標・緯度,所在地,植物,構成する地形,水深,種類,読み,選定されたタイトル,長さ,面積,高さ
103027,与勝半島,42390,9296,False,0,,,,,,,,,,,,,,,,,,,,
103066,ナイアガラの滝,71439,21249,False,1,,,,,,,,,,,,,,,,,,,,
103813,納沙布岬,44856,12299,False,0,,,,,,,,,,,,,,,,,,,,
104680,溶岩台地,56790,9945,False,0,,,,,,,,,,,,,,,,,,,,
107332,普天満宮洞穴,36290,8399,False,0,,,,,,,,,,,,,,,,,,,,
108254,巾着田,46938,13868,False,0,,,,,,,,,,,,,,,,,,,,
110614,桂浜,33419,9121,False,0,,,,,,,,,,,,,,,,,,,,
111294,駿河トラフ,50622,10557,False,0,,,,,,,,,,,,,,,,,,,,
111566,留萌炭田,26069,7529,False,0,,,,,,,,,,,,,,,,,,,,
112699,カーティヤーワール半島,24962,6601,False,0,,,,,,,,,,,,,,,,,,,,
113269,下総台地,38536,11436,False,1,,,,,,,,,,,,,,,,,,,,
114149,袋田の滝,61966,15278,False,1,,,,,,,,,,,,,,,,,,,,
115032,摺手岩,46344,11028,False,0,24,0,10,0,1,2,0,1,0,0,3,0,4,0,1,1,0,1,0,0
115137,三陸海岸,101995,24448,False,2,,,,,,,,,,,,,,,,,,,,
115267,知床半島,125095,26886,False,0,,,,,,,,,,,,,,,,,,,,
117387,耶馬渓,59354,17449,False,0,,,,,,,,,,,,,,,,,,,,
118159,道後平野,39584,8667,False,0,,,,,,,,,,,,,,,,,,,,
119938,シナイ半島,33921,9798,False,0,,,,,,,,,,,,,,,,,,,,
119961,ベリーズ珊瑚礁保護区,35241,9304,False,1,26,4,2,2,0,2,0,0,0,0,0,0,2,0,2,1,10,0,1,0
125839,喜望峰,34894,9816,False,0,,,,,,,,,,,,,,,,,,,,
128751,シラス台地,35899,13729,False,0,41,0,0,0,0,0,0,0,0,0,7,14,16,0,3,1,0,0,0,0
129978,武蔵野台地,57526,19157,False,0,,,,,,,,,,,,,,,,,,,,
130504,鮎壺の滝,31859,8334,False,1,22,1,2,0,1,0,0,2,1,1,4,0,0,0,6,1,1,0,0,2
133327,福岡平野,36821,7311,False,0,,,,,,,,,,,,,,,,,,,,
133671,コーラート台地,22662,7526,False,0,,,,,,,,,,,,,,,,,,,,
133944,ユカタン半島,35668,10733,False,0,,,,,,,,,,,,,,,,,,,,
133970,相模野台地,55784,20652,False,0,,,,,,,,,,,,,,,,,,,,
133990,甲府盆地,56472,13915,False,0,21,0,0,1,0,0,0,0,0,0,1,3,10,0,3,1,0,0,1,1
134721,紀伊半島,98003,30131,False,0,,,,,,,,,,,,,,,,,,,,
135479,天竜峡,44138,13624,False,0,,,,,,,,,,,,,,,,,,,,
136182,大地溝帯,77642,17596,False,0,,,,,,,,,,,,,,,,,,,,
136529,播磨平野,55704,14688,False,0,,,,,,,,,,,,,,,,,,,,
138333,カトマンズの渓谷,54823,15074,False,1,,,,,,,,,,,,,,,,,,,,
139350,ヴィクトリアの滝,108279,40389,False,2,,,,,,,,,,,,,,,,,,,,
140768,滝観洞,50427,11997,False,1,19,0,1,0,0,0,0,0,1,1,3,0,7,0,2,1,0,2,0,1
140934,ディエゴガルシア島,74117,15115,False,1,,,,,,,,,,,,,,,,,,,,
143319,那智滝,66626,14076,False,1,,,,,,,,,,,,,,,,,,,,
143889,壇ノ浦,24127,6643,False,0,,,,,,,,,,,,,,,,,,,,
144559,渡島半島,44053,10041,False,0,,,,,,,,,,,,,,,,,,,,
144601,ラブラドル半島,32376,8977,False,1,,,,,,,,,,,,,,,,,,,,
144602,高縄半島,37778,8544,False,0,,,,,,,,,,,,,,,,,,,,
144911,大王崎,31038,9121,False,0,,,,,,,,,,,,,,,,,,,,
146243,房総半島,46165,11382,False,0,,,,,,,,,,,,,,,,,,,,
147909,イグアスの滝,44265,13291,False,1,,,,,,,,,,,,,,,,,,,,
148515,志摩半島,47033,10934,False,0,,,,,,,,,,,,,,,,,,,,
149116,カムイワッカ湯の滝,52232,13002,False,0,8,0,1,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1
149634,龍泉洞,76894,15743,False,0,,,,,,,,,,,,,,,,,,,,
149732,カラクム砂漠,49315,9393,False,1,,,,,,,,,,,,,,,,,,,,
150211,野付半島,62269,14188,False,0,,,,,,,,,,,,,,,,,,,,
150633,巫峡,32443,9173,False,0,,,,,,,,,,,,,,,,,,,,
153096,東松浦半島,46617,11527,False,0,,,,,,,,,,,,,,,,,,,,
153660,宮崎・境海岸,31414,8778,False,0,,,,,,,,,,,,,,,,,,,,
154189,黒部峡谷,40021,13098,False,0,,,,,,,,,,,,,,,,,,,,
154931,十二湖,61986,14332,False,0,,,,,,,,,,,,,,,,,,,,
156039,タール砂漠,51798,10513,False,0,,,,,,,,,,,,,,,,,,,,
156932,ロード・ハウ島群,42010,9710,False,1,26,2,2,0,0,1,0,0,1,1,1,0,9,0,2,0,6,0,1,0
157489,ウェーク島,59326,14528,False,1,,,,,,,,,,,,,,,,,,,,
158409,クイーンズランドの湿潤熱帯地域,42281,10430,False,1,,,,,,,,,,,,,,,,,,,,
162537,耳納山地,49134,9789,False,1,,,,,,,,,,,,,,,,,,,,
162654,能登半島,71293,17969,False,1,,,,,,,,,,,,,,,,,,,,
165268,涸沢カール,28113,8824,False,0,,,,,,,,,,,,,,,,,,,,
167499,烏丸半島,41113,8602,False,0,,,,,,,,,,,,,,,,,,,,
168070,佐田岬半島,48615,12403,False,0,,,,,,,,,,,,,,,,,,,,
168833,中之島 (大阪府),103231,22733,False,0,,,,,,,,,,,,,,,,,,,,
168871,万座毛,33322,8962,False,0,,,,,,,,,,,,,,,,,,,,
169933,ランズ・エンド (岬),32437,8180,False,0,,,,,,,,,,,,,,,,,,,,
171273,近江盆地,40446,8203,False,0,,,,,,,,,,,,,,,,,,,,
171794,亀岡盆地,60096,15311,False,0,,,,,,,,,,,,,,,,,,,,
172468,大阪平野,44486,11150,False,0,18,0,3,0,0,0,0,0,0,0,5,0,8,0,1,1,0,0,0,0
172802,三江併流,97153,16355,False,1,,,,,,,,,,,,,,,,,,,,
175684,バリンジャー・クレーター,46265,14194,False,0,,,,,,,,,,,,,,,,,,,,
177835,下北半島,64385,16607,False,0,,,,,,,,,,,,,,,,,,,,
178194,螻向崎,22406,6115,False,0,,,,,,,,,,,,,,,,,,,,
178196,安渡移矢岬,23785,6440,False,0,,,,,,,,,,,,,,,,,,,,
178204,大間崎,33659,9202,False,0,,,,,,,,,,,,,,,,,,,,
178215,とどヶ崎,33557,9306,False,0,,,,,,,,,,,,,,,,,,,,
178230,門倉崎,34996,10653,False,0,24,0,3,0,1,0,0,0,6,6,1,0,0,0,5,1,0,0,0,1
178252,ロカ岬,29386,8189,False,0,,,,,,,,,,,,,,,,,,,,
178261,アガラス岬,28321,7553,False,0,,,,,,,,,,,,,,,,,,,,
180323,佐賀平野,53546,14802,False,0,,,,,,,,,,,,,,,,,,,,
180852,尻屋崎,30993,9177,False,0,,,,,,,,,,,,,,,,,,,,
182785,竜化の滝,32562,8872,False,1,,,,,,,,,,,,,,,,,,,,
182792,伏見ヶ滝,24815,7108,False,1,,,,,,,,,,,,,,,,,,,,
182797,雨降り滝,26660,7171,False,1,,,,,,,,,,,,,,,,,,,,
183452,滑津大滝,28221,7432,False,1,,,,,,,,,,,,,,,,,,,,
183461,秋保大滝,65154,12699,False,2,,,,,,,,,,,,,,,,,,,,
183467,鳳鳴四十八滝,28504,7794,False,1,,,,,,,,,,,,,,,,,,,,
183473,乙字ケ滝,42441,8901,False,1,,,,,,,,,,,,,,,,,,,,
183651,秋田平野,37725,7638,False,0,,,,,,,,,,,,,,,,,,,,
183652,横手盆地,64627,13246,False,0,,,,,,,,,,,,,,,,,,,,
184623,ルブアルハリ砂漠,52173,11277,False,0,,,,,,,,,,,,,,,,,,,,
185118,秋吉台,87488,28223,False,0,,,,,,,,,,,,,,,,,,,,
185786,トラファルガー岬,27828,7750,False,0,,,,,,,,,,,,,,,,,,,,
185862,バンザイクリフ,32007,9210,False,0,,,,,,,,,,,,,,,,,,,,
187120,太平洋プレート,83923,13823,False,0,,,,,,,,,,,,,,,,,,,,
187248,男鹿半島,47080,12497,False,0,,,,,,,,,,,,,,,,,,,,
188314,稲積水中鍾乳洞,45787,13786,False,0,,,,,,,,,,,,,,,,,,,,
188971,津軽半島,41847,8968,False,0,,,,,,,,,,,,,,,,,,,,
188991,大隅半島,67727,18431,False,0,,,,,,,,,,,,,,,,,,,,
189085,コンゴ盆地,33602,9400,False,0,,,,,,,,,,,,,,,,,,,,
189104,島原半島,59106,13529,False,0,,,,,,,,,,,,,,,,,,,,
189743,青木ヶ原,72205,18140,False,0,,,,,,,,,,,,,,,,,,,,
190373,キングマン・リーフ,45209,9929,False,1,,,,,,,,,,,,,,,,,,,,
190405,パルミラ環礁,60082,17110,False,1,,,,,,,,,,,,,,,,,,,,
190689,グレートサンディ砂漠,45093,8627,False,0,,,,,,,,,,,,,,,,,,,,
190714,ヨーク岬半島,26109,7511,False,0,,,,,,,,,,,,,,,,,,,,
190951,秋芳洞,71477,23689,False,0,,,,,,,,,,,,,,,,,,,,
190953,龍河洞,47009,11226,False,0,,,,,,,,,,,,,,,,,,,,
191194,根室半島,36368,7775,False,0,,,,,,,,,,,,,,,,,,,,
191278,牡鹿半島,49319,12489,False,0,,,,,,,,,,,,,,,,,,,,
191347,薩摩半島,63074,18020,False,0,,,,,,,,,,,,,,,,,,,,
191382,デジニョフ岬,31178,8640,False,0,,,,,,,,,,,,,,,,,,,,
191386,長崎半島,56194,14924,False,0,,,,,,,,,,,,,,,,,,,,
191395,西彼杵半島,47350,12184,False,0,,,,,,,,,,,,,,,,,,,,
191600,アンガヴァ半島,27482,8080,False,0,,,,,,,,,,,,,,,,,,,,
191715,ギブソン砂漠,48320,9357,False,0,,,,,,,,,,,,,,,,,,,,
191726,グレートビクトリア砂漠,45382,8932,False,0,,,,,,,,,,,,,,,,,,,,
191966,アタカマ砂漠,58202,13086,False,0,13,0,1,0,0,1,0,1,0,0,1,0,2,0,4,1,0,1,0,1
191976,シンプソン砂漠,51549,9841,False,1,,,,,,,,,,,,,,,,,,,,
192382,諏訪洞,36864,8189,False,0,,,,,,,,,,,,,,,,,,,,
192639,キジルクム砂漠,47145,8948,False,0,,,,,,,,,,,,,,,,,,,,
193133,タリム盆地,30621,8662,False,0,,,,,,,,,,,,,,,,,,,,
193478,幽玄洞,33507,7904,False,0,,,,,,,,,,,,,,,,,,,,
193667,城ヶ崎海岸,38033,10737,False,0,,,,,,,,,,,,,,,,,,,,
194399,ナミブ砂漠,65847,14176,False,1,,,,,,,,,,,,,,,,,,,,
194889,ナヌメア環礁,24874,6928,False,0,,,,,,,,,,,,,,,,,,,,
195036,小動岬,31385,9765,False,0,,,,,,,,,,,,,,,,,,,,
197871,コラ半島,30245,8065,False,1,,,,,,,,,,,,,,,,,,,,
199905,仙台平野,52352,13952,False,0,,,,,,,,,,,,,,,,,,,,
200108,越後平野,48556,11909,False,0,,,,,,,,,,,,,,,,,,,,
200132,津軽平野,38074,7831,False,0,,,,,,,,,,,,,,,,,,,,
202338,カヴィール砂漠,47577,9634,False,0,,,,,,,,,,,,,,,,,,,,
202550,ルート砂漠,62532,11619,False,1,,,,,,,,,,,,,,,,,,,,
203369,北上盆地,57314,12019,False,1,,,,,,,,,,,,,,,,,,,,
203911,チュクチ半島,55745,15417,False,0,,,,,,,,,,,,,,,,,,,,
203935,バターン半島,27957,7562,False,0,,,,,,,,,,,,,,,,,,,,
203957,ユトランド半島,47667,14103,False,0,,,,,,,,,,,,,,,,,,,,
204299,上川盆地,41795,8610,False,0,9,0,0,0,0,0,0,0,0,0,2,1,3,0,2,1,0,0,0,0
204363,ヌビア砂漠,48551,9449,False,0,,,,,,,,,,,,,,,,,,,,
204419,ニーリ砂漠,44699,8613,False,0,,,,,,,,,,,,,,,,,,,,
204436,グルバンテュンギュト砂漠,46515,8952,False,0,,,,,,,,,,,,,,,,,,,,
204452,サルイイシコトラウ砂漠,49008,9555,False,0,,,,,,,,,,,,,,,,,,,,
204480,ジュンガル盆地,31000,8386,False,0,,,,,,,,,,,,,,,,,,,,
205085,名寄盆地,40094,7969,False,0,,,,,,,,,,,,,,,,,,,,
205095,富良野盆地,43557,8800,False,0,,,,,,,,,,,,,,,,,,,,
206378,平尾台,59137,11511,False,0,,,,,,,,,,,,,,,,,,,,
206926,西シベリア平原,28669,7099,False,0,,,,,,,,,,,,,,,,,,,,
207249,南極半島,48581,11306,False,0,,,,,,,,,,,,,,,,,,,,
207362,サンボアンガ半島,26392,6657,False,0,,,,,,,,,,,,,,,,,,,,
208664,ヴェルデ岬,29206,7734,False,0,12,0,2,0,1,1,0,0,2,2,2,0,1,0,1,0,0,0,0,0
208707,パリニャス岬,26307,7156,False,0,,,,,,,,,,,,,,,,,,,,
209151,タイミル半島,27963,7813,False,0,,,,,,,,,,,,,,,,,,,,
209159,チェリュスキン岬,46200,10496,False,0,,,,,,,,,,,,,,,,,,,,
209350,由比ヶ浜,45213,10377,False,1,,,,,,,,,,,,,,,,,,,,
209482,モハーヴェ砂漠,140041,18972,False,0,,,,,,,,,,,,,,,,,,,,
209520,ソノラ砂漠,52134,10483,False,0,,,,,,,,,,,,,,,,,,,,
209781,コロラド砂漠,49860,9423,False,0,,,,,,,,,,,,,,,,,,,,
209931,デスヴァレー (カリフォルニア州),92558,16100,False,0,,,,,,,,,,,,,,,,,,,,
210041,カラハリ砂漠,53415,11673,False,0,,,,,,,,,,,,,,,,,,,,
210287,玄武洞,52850,14543,False,0,,,,,,,,,,,,,,,,,,,,
210335,オーエンズヴァレー,71237,11105,False,0,,,,,,,,,,,,,,,,,,,,
210390,マリネリス峡谷,78736,14092,False,1,,,,,,,,,,,,,,,,,,,,
210432,8000メートル峰,75336,19933,False,0,,,,,,,,,,,,,,,,,,,,
210682,フロリダ半島,59124,10298,False,0,,,,,,,,,,,,,,,,,,,,
211774,ブルース半島,29775,7290,False,1,,,,,,,,,,,,,,,,,,,,
211996,コロンビア氷原,25377,7440,False,0,,,,,,,,,,,,,,,,,,,,
213400,四国カルスト,34824,9319,False,0,,,,,,,,,,,,,,,,,,,,
213705,ホーン岬,32905,9175,False,0,,,,,,,,,,,,,,,,,,,,
213982,サンボアンガ半島地方,48334,9195,False,0,,,,,,,,,,,,,,,,,,,,
214845,ロンゲリック環礁,35748,8049,False,0,,,,,,,,,,,,,,,,,,,,
215789,小清水原生花園,28302,7409,False,0,,,,,,,,,,,,,,,,,,,,
216127,オシンコシンの滝,47296,10304,False,1,,,,,,,,,,,,,,,,,,,,
218094,シルバーピット・クレーター,61401,21455,False,0,45,0,9,0,2,2,0,1,1,1,7,0,0,0,22,0,0,0,0,0
220429,富山平野,38863,8116,False,0,,,,,,,,,,,,,,,,,,,,
220486,砺波平野,43707,9823,False,0,,,,,,,,,,,,,,,,,,,,
220487,カラモアン半島,24538,6264,False,0,,,,,,,,,,,,,,,,,,,,
220511,射水平野,23033,6099,False,0,,,,,,,,,,,,,,,,,,,,
221252,金沢平野,43665,9796,False,0,,,,,,,,,,,,,,,,,,,,
221481,本部半島,54172,10771,False,0,,,,,,,,,,,,,,,,,,,,
222472,漫湖,60190,13073,False,0,,,,,,,,,,,,,,,,,,,,
225321,浄蓮の滝,50270,10873,False,1,18,0,0,0,1,1,0,2,1,1,3,2,0,0,3,1,1,0,0,2
229988,荘内半島,38000,8586,False,0,,,,,,,,,,,,,,,,,,,,
230133,ベイスン・アンド・レンジ,27695,7556,False,0,,,,,,,,,,,,,,,,,,,,
232796,アラスカ半島,28266,8042,False,0,,,,,,,,,,,,,,,,,,,,
236462,セントラル・バレー (カリフォルニア),76150,12061,False,0,,,,,,,,,,,,,,,,,,,,
238654,コリントス地峡,34606,10298,False,0,,,,,,,,,,,,,,,,,,,,
241094,ヘラクレスの柱,34655,11708,False,0,6,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
241995,春日山原始林,41281,10038,False,0,,,,,,,,,,,,,,,,,,,,
244002,蒲生田岬,33222,8512,False,0,,,,,,,,,,,,,,,,,,,,
244675,中津峡 (埼玉県),34164,8835,False,0,,,,,,,,,,,,,,,,,,,,
245414,鉄門 (ドナウ川),26507,7170,False,0,,,,,,,,,,,,,,,,,,,,
245940,エバーグレーズ,27833,7518,False,0,,,,,,,,,,,,,,,,,,,,
246830,カナダ楯状地,29603,8615,False,0,,,,,,,,,,,,,,,,,,,,
247558,長瀞渓谷,62748,14183,False,0,,,,,,,,,,,,,,,,,,,,
247646,陣ヶ下渓谷,44229,11943,False,2,,,,,,,,,,,,,,,,,,,,
247775,浮島の森,64055,22163,False,0,,,,,,,,,,,,,,,,,,,,
247924,生野銀山,48659,13361,False,1,,,,,,,,,,,,,,,,,,,,
248077,足摺岬,45029,12712,False,0,,,,,,,,,,,,,,,,,,,,
248126,室戸岬,43995,12041,False,0,,,,,,,,,,,,,,,,,,,,
249611,葦毛湿原,37157,9501,False,0,,,,,,,,,,,,,,,,,,,,
249629,戸倉三山,19087,5262,False,0,9,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,0
251593,ショーヴェ洞窟,54636,13568,False,1,,,,,,,,,,,,,,,,,,,,
252262,日ノ御埼,27530,7301,False,0,12,0,1,0,0,0,0,0,2,2,4,0,0,0,1,1,0,0,0,1
252312,和田岬,27798,7691,False,0,,,,,,,,,,,,,,,,,,,,
256415,藤前干潟,101961,23847,False,1,133,3,1,96,0,1,0,0,6,4,6,0,0,0,8,1,5,0,2,0
257176,華北平原,25102,7065,False,0,,,,,,,,,,,,,,,,,,,,
257301,エニウェトク環礁,42850,10964,False,0,,,,,,,,,,,,,,,,,,,,
259188,クェゼリン環礁,46872,10847,False,0,,,,,,,,,,,,,,,,,,,,
259225,ジャルート環礁,54550,13785,False,1,,,,,,,,,,,,,,,,,,,,
260387,ミリ環礁,44221,10435,False,0,,,,,,,,,,,,,,,,,,,,
260481,大浦半島,38514,8458,False,0,,,,,,,,,,,,,,,,,,,,
261058,中池見湿地,61230,16086,False,0,38,2,0,8,0,1,0,0,2,2,3,7,1,0,3,1,7,0,1,0
264878,京都盆地,46071,9404,False,0,,,,,,,,,,,,,,,,,,,,
266581,ゼーロウ高地,22231,6906,False,0,8,0,1,0,0,1,1,0,0,0,1,0,3,0,1,0,0,0,0,0
267859,讃岐七富士,34941,8848,False,0,,,,,,,,,,,,,,,,,,,,
269604,合衆国領有小離島,49432,11228,False,0,,,,,,,,,,,,,,,,,,,,
269730,福井平野,45474,9896,False,0,,,,,,,,,,,,,,,,,,,,
270433,五浦海岸,39499,10950,False,0,,,,,,,,,,,,,,,,,,,,
270468,伊師浜海岸,24220,6647,False,0,,,,,,,,,,,,,,,,,,,,
271263,足柄平野,46146,11724,False,0,,,,,,,,,,,,,,,,,,,,
271935,ドナウ・デルタ,47442,12209,False,1,,,,,,,,,,,,,,,,,,,,
275241,大瀬崎,64276,21991,False,0,,,,,,,,,,,,,,,,,,,,
275587,御浜岬,37465,9655,False,0,,,,,,,,,,,,,,,,,,,,
277482,八垂別の滝,20787,6195,False,0,,,,,,,,,,,,,,,,,,,,
281654,鵝鑾鼻,43918,12659,False,1,,,,,,,,,,,,,,,,,,,,
281799,野寒布岬,32191,8543,False,0,7,0,1,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0
281806,田倉崎,23651,6544,False,0,,,,,,,,,,,,,,,,,,,,
281933,御崎,32294,8517,False,0,,,,,,,,,,,,,,,,,,,,
282601,経ヶ岬,55741,12251,False,1,,,,,,,,,,,,,,,,,,,,
282733,辺戸岬,39395,11009,False,0,9,0,0,0,0,0,0,0,1,1,5,0,0,0,1,1,0,0,0,0
282785,喜屋武岬,41405,11941,False,0,,,,,,,,,,,,,,,,,,,,
282809,都井岬,35490,9157,False,0,,,,,,,,,,,,,,,,,,,,
283497,屯鶴峯,46055,9604,False,0,,,,,,,,,,,,,,,,,,,,
283527,松帆崎,27377,7344,False,0,,,,,,,,,,,,,,,,,,,,
283596,生石鼻,26778,7330,False,0,,,,,,,,,,,,,,,,,,,,
283702,猫崎,30196,8230,False,0,15,0,0,0,0,0,0,0,2,2,8,0,0,0,1,1,0,0,0,1
283743,博奕岬,23425,6530,False,0,,,,,,,,,,,,,,,,,,,,
283822,チキウ岬,39455,11396,False,0,,,,,,,,,,,,,,,,,,,,
284293,襟裳岬,40794,13301,False,0,,,,,,,,,,,,,,,,,,,,
284302,きらら浜,33717,9135,False,0,8,0,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
284307,知床岬,38546,12507,False,0,,,,,,,,,,,,,,,,,,,,
284365,観音崎 (石川県),35670,8574,False,1,,,,,,,,,,,,,,,,,,,,
284516,三島山 (三重県),22338,6403,False,0,,,,,,,,,,,,,,,,,,,,
284640,御前崎,41878,10968,False,0,,,,,,,,,,,,,,,,,,,,
284786,奥多摩三山,20360,5476,False,0,,,,,,,,,,,,,,,,,,,,
285170,橋杭岩,41996,12226,False,1,16,0,0,0,1,1,0,0,3,2,2,0,1,0,1,1,3,1,0,0
286527,浄土ヶ浜,41008,13340,False,0,,,,,,,,,,,,,,,,,,,,
