page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,下部組織,予算データの年,人数,人数データの年,代表者,代表者の地位職業,初代代表者,別名,国名,年間予算,後継組織,成立年,成立時の構成組織,所在地,所属組織,業務内容,法令,種類,解散年,読み
7084,最高裁判所 (日本),135633,33418,False,1,,,,,,,,,,,,,,,,,,,,,
7244,アメリカ国家安全保障局,168577,44019,False,1,158,7,1,3,2,4,12,1,45,17,3,0,3,12,2,5,31,7,2,0,1
8397,アメリカ統合参謀本部,87030,19715,False,0,,,,,,,,,,,,,,,,,,,,,
10505,文部省,55597,14386,False,0,,,,,,,,,,,,,,,,,,,,,
10730,ソビエト,141615,25367,False,0,,,,,,,,,,,,,,,,,,,,,
11663,イラク統治評議会,26889,7548,False,0,,,,,,,,,,,,,,,,,,,,,
13788,さいたま市議会,96186,19878,False,1,,,,,,,,,,,,,,,,,,,,,
18719,箱館府,42419,12343,False,0,54,9,0,0,0,2,4,2,3,0,0,5,7,4,6,0,5,0,1,5,1
19584,開拓使,57318,20698,False,0,,,,,,,,,,,,,,,,,,,,,
19670,樺太開拓使,198916,28803,False,0,,,,,,,,,,,,,,,,,,,,,
19879,国税庁,121826,40759,False,1,,,,,,,,,,,,,,,,,,,,,
19881,宮内庁,127838,25263,False,1,,,,,,,,,,,,,,,,,,,,,
19882,防衛施設庁,64747,23459,False,0,,,,,,,,,,,,,,,,,,,,,
19883,金融庁,85573,20806,False,1,,,,,,,,,,,,,,,,,,,,,
19884,消防庁,102554,22997,False,1,,,,,,,,,,,,,,,,,,,,,
19886,公安調査庁,175904,54108,False,1,,,,,,,,,,,,,,,,,,,,,
19888,文化庁,110625,34581,False,1,,,,,,,,,,,,,,,,,,,,,
19889,食糧庁,27885,7460,False,0,,,,,,,,,,,,,,,,,,,,,
19890,林野庁,129720,47530,False,1,,,,,,,,,,,,,,,,,,,,,
19891,水産庁,60599,17947,False,1,,,,,,,,,,,,,,,,,,,,,
19893,資源エネルギー庁,94719,18181,False,1,,,,,,,,,,,,,,,,,,,,,
19895,特許庁,90536,24262,False,1,,,,,,,,,,,,,,,,,,,,,
19896,中小企業庁,89386,21283,False,1,,,,,,,,,,,,,,,,,,,,,
19897,海上保安庁,165937,46764,False,1,,,,,,,,,,,,,,,,,,,,,
19900,海難審判庁,55879,15291,False,0,,,,,,,,,,,,,,,,,,,,,
22018,総合通信基盤局,65979,14461,False,0,21,4,0,0,0,1,2,1,0,0,0,0,1,2,0,1,7,0,1,0,1
23858,アメリカ国防総省,100298,22597,False,1,,,,,,,,,,,,,,,,,,,,,
23933,帝国議会,80177,32324,False,1,,,,,,,,,,,,,,,,,,,,,
24227,ペンタゴン,49013,12715,False,1,,,,,,,,,,,,,,,,,,,,,
24964,石狩支庁,58765,12437,False,1,,,,,,,,,,,,,,,,,,,,,
26057,内務省 (日本),158355,44563,False,1,,,,,,,,,,,,,,,,,,,,,
26065,大蔵省,105361,26431,False,0,,,,,,,,,,,,,,,,,,,,,
27105,上川支庁,93652,22730,False,1,,,,,,,,,,,,,,,,,,,,,
28216,航空・鉄道事故調査委員会,65982,15242,False,0,37,0,0,0,0,0,3,0,6,1,0,7,1,1,0,4,5,2,4,2,1
28305,裁判官弾劾裁判所,81222,25941,False,0,,,,,,,,,,,,,,,,,,,,,
30853,空知支庁,69825,14386,False,1,,,,,,,,,,,,,,,,,,,,,
30855,後志支庁,59955,11666,False,1,,,,,,,,,,,,,,,,,,,,,
30856,渡島支庁,58470,12276,False,1,,,,,,,,,,,,,,,,,,,,,
30857,檜山支庁,43723,9794,False,1,,,,,,,,,,,,,,,,,,,,,
30859,胆振支庁,54674,11213,False,1,,,,,,,,,,,,,,,,,,,,,
30873,日高支庁,49923,10338,False,1,,,,,,,,,,,,,,,,,,,,,
30876,留萌支庁,51038,11533,False,1,,,,,,,,,,,,,,,,,,,,,
30877,宗谷支庁,43821,10272,False,1,,,,,,,,,,,,,,,,,,,,,
30878,網走支庁,65871,13313,False,1,,,,,,,,,,,,,,,,,,,,,
30879,十勝支庁,62125,13051,False,1,,,,,,,,,,,,,,,,,,,,,
30881,根室支庁,63211,13056,False,1,,,,,,,,,,,,,,,,,,,,,
30883,釧路支庁,62840,14371,False,1,,,,,,,,,,,,,,,,,,,,,
31041,警察予備隊,89187,26807,False,1,,,,,,,,,,,,,,,,,,,,,
32000,統監府,40484,10975,False,2,,,,,,,,,,,,,,,,,,,,,
33867,三部会,270270,63511,False,0,,,,,,,,,,,,,,,,,,,,,
33928,特別高等警察,96835,25248,False,0,,,,,,,,,,,,,,,,,,,,,
35258,国防委員会,22099,5884,False,0,,,,,,,,,,,,,,,,,,,,,
35355,アメリカ合衆国内国歳入庁,61915,16653,False,1,,,,,,,,,,,,,,,,,,,,,
39979,紋章院,93202,32444,False,1,,,,,,,,,,,,,,,,,,,,,
41378,台湾総督府,135699,33970,False,1,,,,,,,,,,,,,,,,,,,,,
41572,自衛隊地方連絡部,24920,7405,False,0,,,,,,,,,,,,,,,,,,,,,
41648,朝鮮総督府,159966,43165,False,2,,,,,,,,,,,,,,,,,,,,,
42802,保安局 (イギリス),54128,13573,False,1,,,,,,,,,,,,,,,,,,,,,
44804,入国管理局,116368,25380,False,0,,,,,,,,,,,,,,,,,,,,,
46088,公害等調整委員会,50455,12119,False,1,,,,,,,,,,,,,,,,,,,,,
46505,国家平和発展評議会,40985,9981,False,1,,,,,,,,,,,,,,,,,,,,,
47297,海上警備隊,95889,36722,False,0,79,3,0,3,0,0,5,1,7,10,0,3,7,0,1,26,1,4,5,2,1
47393,北京政府,80733,21139,False,0,,,,,,,,,,,,,,,,,,,,,
49241,中央労働委員会,50578,11318,False,1,,,,,,,,,,,,,,,,,,,,,
49630,公安審査委員会,47660,11697,False,1,,,,,,,,,,,,,,,,,,,,,
51440,警備局,78847,24222,False,0,,,,,,,,,,,,,,,,,,,,,
51494,アレオパゴス会議,40219,12306,False,0,,,,,,,,,,,,,,,,,,,,,
52915,フランス学士院,50736,11585,False,0,,,,,,,,,,,,,,,,,,,,,
54695,東京気象台,21978,5901,False,0,,,,,,,,,,,,,,,,,,,,,
55996,電波監理委員会,44227,11412,False,0,,,,,,,,,,,,,,,,,,,,,
56455,警視庁,344763,90601,False,1,,,,,,,,,,,,,,,,,,,,,
56846,京都所司代,56733,13859,False,0,,,,,,,,,,,,,,,,,,,,,
57987,クリルタイ,29499,9404,False,0,,,,,,,,,,,,,,,,,,,,,
60265,クネセト,108739,16060,False,1,,,,,,,,,,,,,,,,,,,,,
61835,内閣情報調査室,132117,47522,False,0,,,,,,,,,,,,,,,,,,,,,
61895,秘密情報部,92293,22950,False,1,,,,,,,,,,,,,,,,,,,,,
62906,児童相談所,83589,28477,False,0,,,,,,,,,,,,,,,,,,,,,
63811,軍機処,23711,7313,False,0,,,,,,,,,,,,,,,,,,,,,
63861,連邦捜査局,158428,35291,False,1,,,,,,,,,,,,,,,,,,,,,
64035,八丈支庁,68597,10800,False,0,,,,,,,,,,,,,,,,,,,,,
64037,小笠原支庁,71510,13177,False,0,,,,,,,,,,,,,,,,,,,,,
64455,上院ウォーターゲート特別委員会,30388,9719,False,0,,,,,,,,,,,,,,,,,,,,,
66289,サンヘドリン,26954,8460,False,0,,,,,,,,,,,,,,,,,,,,,
67549,最高人民会議,125214,28319,False,2,,,,,,,,,,,,,,,,,,,,,
71850,建設省,37867,9496,False,0,,,,,,,,,,,,,,,,,,,,,
74980,内閣官房,123649,30316,False,1,,,,,,,,,,,,,,,,,,,,,
76177,全国人民代表大会,132957,22125,False,1,,,,,,,,,,,,,,,,,,,,,
79114,電気通信局,21817,6877,False,0,,,,,,,,,,,,,,,,,,,,,
79115,郵政行政部,42676,10377,False,0,,,,,,,,,,,,,,,,,,,,,
79117,情報通信政策局,57394,14457,False,0,,,,,,,,,,,,,,,,,,,,,
80017,ローマ共和国 (19世紀),33156,8179,False,0,,,,,,,,,,,,,,,,,,,,,
80026,陸軍省,119107,41349,False,1,,,,,,,,,,,,,,,,,,,,,
81581,親衛隊 (ナチス),332948,100226,False,1,,,,,,,,,,,,,,,,,,,,,
82069,厚生省,98103,24287,False,0,,,,,,,,,,,,,,,,,,,,,
82546,警察署,73177,28670,False,0,,,,,,,,,,,,,,,,,,,,,
83233,ゲシュタポ,139461,47018,False,0,,,,,,,,,,,,,,,,,,,,,
83352,イスラエル諜報特務庁,62680,19836,False,1,,,,,,,,,,,,,,,,,,,,,
83891,朝鮮民主主義人民共和国国防委員会,95728,25182,False,3,,,,,,,,,,,,,,,,,,,,,
85186,個人情報保護審査会,33276,13474,False,0,,,,,,,,,,,,,,,,,,,,,
86270,太政官,70096,26292,False,0,,,,,,,,,,,,,,,,,,,,,
87065,アメリカ合衆国上院,128936,26184,False,1,,,,,,,,,,,,,,,,,,,,,
87066,アメリカ合衆国下院,125367,20704,False,1,,,,,,,,,,,,,,,,,,,,,
87484,宮内省,60108,16389,False,1,98,41,0,1,0,0,11,2,0,4,0,4,7,0,1,0,3,4,5,14,1
89328,琉球政府,64520,15344,False,2,,,,,,,,,,,,,,,,,,,,,
89336,東京消防庁,299061,77160,False,1,,,,,,,,,,,,,,,,,,,,,
89544,海軍省,81272,23687,False,2,,,,,,,,,,,,,,,,,,,,,
90078,大臣官房,34840,11548,False,0,,,,,,,,,,,,,,,,,,,,,
90103,琉球列島米国民政府,45993,12671,False,2,91,55,0,1,2,1,5,1,9,0,0,0,2,2,8,1,0,0,1,2,1
92526,アルシング,101900,16061,False,1,25,0,0,3,1,1,1,0,5,4,0,0,1,0,3,0,3,0,3,0,0
94394,村山総合支庁,23606,6561,False,0,,,,,,,,,,,,,,,,,,,,,
95727,スカーピバーン,23825,8027,False,0,,,,,,,,,,,,,,,,,,,,,
96992,運輸省,92097,19897,False,0,,,,,,,,,,,,,,,,,,,,,
97585,ウォーレン委員会,109942,65484,False,0,,,,,,,,,,,,,,,,,,,,,
98029,逓信省,174196,44862,False,2,,,,,,,,,,,,,,,,,,,,,
107902,百条委員会,27777,9060,False,0,,,,,,,,,,,,,,,,,,,,,
108281,教育委員会,192943,72338,False,0,,,,,,,,,,,,,,,,,,,,,
108503,金座,46182,12316,False,0,,,,,,,,,,,,,,,,,,,,,
108768,鎌倉府,126212,42939,False,0,,,,,,,,,,,,,,,,,,,,,
108985,公共職業安定所,192970,77391,False,0,,,,,,,,,,,,,,,,,,,,,
109263,スコットランドヤード,58394,19326,False,0,,,,,,,,,,,,,,,,,,,,,
112166,東京都都市整備局,37005,7959,False,1,,,,,,,,,,,,,,,,,,,,,
113297,五衛府,22757,7195,False,0,,,,,,,,,,,,,,,,,,,,,
113960,革命指導評議会,24886,7808,False,0,,,,,,,,,,,,,,,,,,,,,
117019,沖縄県八重山事務所,25314,7148,False,0,,,,,,,,,,,,,,,,,,,,,
117427,北海道庁 (1886-1947),38617,11451,False,0,,,,,,,,,,,,,,,,,,,,,
117705,矯正局,86441,14742,False,0,,,,,,,,,,,,,,,,,,,,,
117710,大阪矯正管区,73181,12069,False,0,,,,,,,,,,,,,,,,,,,,,
117714,広島矯正管区,73578,11716,False,0,,,,,,,,,,,,,,,,,,,,,
117723,東京矯正管区,81010,13210,False,0,,,,,,,,,,,,,,,,,,,,,
117725,札幌矯正管区,74082,11500,False,0,,,,,,,,,,,,,,,,,,,,,
119835,第二次臨時行政調査会,38912,9067,False,0,,,,,,,,,,,,,,,,,,,,,
120515,名古屋矯正管区,75750,12056,False,0,,,,,,,,,,,,,,,,,,,,,
120523,福岡矯正管区,75068,11485,False,0,,,,,,,,,,,,,,,,,,,,,
120526,高松矯正管区,74757,12183,False,0,,,,,,,,,,,,,,,,,,,,,
120529,仙台矯正管区,72995,11633,False,0,,,,,,,,,,,,,,,,,,,,,
121368,中央教育審議会,94471,23790,False,0,,,,,,,,,,,,,,,,,,,,,
123413,大宰府,91477,32656,False,0,,,,,,,,,,,,,,,,,,,,,
123826,日本学士院,168696,33736,False,1,,,,,,,,,,,,,,,,,,,,,
123828,東京学士会院,46186,12854,False,1,,,,,,,,,,,,,,,,,,,,,
123853,日本芸術院,166012,38367,False,1,,,,,,,,,,,,,,,,,,,,,
123999,日本学術会議,85272,21150,False,1,,,,,,,,,,,,,,,,,,,,,
126585,原子力安全・保安院,136490,22539,False,1,,,,,,,,,,,,,,,,,,,,,
128931,アメリカ合衆国国土安全保障省,87596,19995,False,1,,,,,,,,,,,,,,,,,,,,,
128996,保安隊,38425,11077,False,0,34,2,0,0,0,0,0,0,3,1,0,6,1,8,0,4,2,2,2,2,1
129081,自治省,71578,20989,False,0,,,,,,,,,,,,,,,,,,,,,
129943,政所,35751,11332,False,0,,,,,,,,,,,,,,,,,,,,,
131339,税関,66384,16787,False,0,,,,,,,,,,,,,,,,,,,,,
131506,財務局,60063,15671,False,0,,,,,,,,,,,,,,,,,,,,,
131618,人事院,80766,30764,False,1,,,,,,,,,,,,,,,,,,,,,
131621,会計検査院,99269,28164,False,1,,,,,,,,,,,,,,,,,,,,,
136070,地方整備局,166559,41037,False,0,,,,,,,,,,,,,,,,,,,,,
138598,樺太民政署,38071,8618,False,0,,,,,,,,,,,,,,,,,,,,,
139396,樺太庁,110522,28405,False,2,,,,,,,,,,,,,,,,,,,,,
142096,行政委員会,46869,14962,False,0,,,,,,,,,,,,,,,,,,,,,
142272,内閣法制局,56053,17462,False,1,106,31,1,1,0,1,8,0,5,2,1,0,1,7,2,13,21,8,3,0,1
142274,法制局,22385,7242,False,0,,,,,,,,,,,,,,,,,,,,,
143067,問注所,33202,11640,False,0,,,,,,,,,,,,,,,,,,,,,
143364,トルコ大国民議会,107404,25191,False,1,,,,,,,,,,,,,,,,,,,,,
145769,行政院,106751,17364,False,2,,,,,,,,,,,,,,,,,,,,,
145983,庶民院 (イギリス),141569,28663,False,1,,,,,,,,,,,,,,,,,,,,,
149282,海上交通センター,36025,11881,False,0,,,,,,,,,,,,,,,,,,,,,
149548,特殊警備隊,82415,23795,False,0,78,3,0,0,0,0,2,0,20,0,0,0,2,16,8,11,9,1,5,0,1
150059,人事委員会,47640,11859,False,0,,,,,,,,,,,,,,,,,,,,,
150061,公平委員会,26645,9746,False,0,,,,,,,,,,,,,,,,,,,,,
150068,都道府県労働委員会,25606,7830,False,0,,,,,,,,,,,,,,,,,,,,,
150069,農業委員会,35054,12093,False,0,,,,,,,,,,,,,,,,,,,,,
150073,収用委員会,29419,10019,False,0,,,,,,,,,,,,,,,,,,,,,
150075,漁業調整委員会,50649,16633,False,0,,,,,,,,,,,,,,,,,,,,,
150078,内水面漁場管理委員会,23431,6543,False,0,,,,,,,,,,,,,,,,,,,,,
150581,農商務省 (日本),47717,14609,False,2,,,,,,,,,,,,,,,,,,,,,
151138,台北経済文化代表処,53345,18520,False,0,,,,,,,,,,,,,,,,,,,,,
154364,選挙管理委員会,58807,19092,False,1,,,,,,,,,,,,,,,,,,,,,
157671,行中書省,28570,10905,False,0,,,,,,,,,,,,,,,,,,,,,
159613,SDU,31896,9286,False,1,,,,,,,,,,,,,,,,,,,,,
159897,労働委員会,76241,13074,False,0,,,,,,,,,,,,,,,,,,,,,
160604,経済企画庁,58639,16444,False,0,,,,,,,,,,,,,,,,,,,,,
162496,運輸通信省 (日本),115307,22010,False,1,,,,,,,,,,,,,,,,,,,,,
163365,大韓民国の警察,97632,23168,False,0,,,,,,,,,,,,,,,,,,,,,
166045,沖縄県宮古事務所,26362,7312,False,0,,,,,,,,,,,,,,,,,,,,,
166318,アメリカ食品医薬品局,93890,29365,False,1,,,,,,,,,,,,,,,,,,,,,
171760,内閣安全保障室,41499,14467,False,0,,,,,,,,,,,,,,,,,,,,,
172977,鎮西探題,29939,8225,False,0,,,,,,,,,,,,,,,,,,,,,
174323,尚書省,26585,8661,False,0,,,,,,,,,,,,,,,,,,,,,
177084,フランス第四共和政,64693,13790,False,5,,,,,,,,,,,,,,,,,,,,,
177316,中華人民共和国公安部,57797,13832,False,0,,,,,,,,,,,,,,,,,,,,,
177563,検察庁,127639,34718,False,1,,,,,,,,,,,,,,,,,,,,,
177573,在外公館,57317,14672,False,1,,,,,,,,,,,,,,,,,,,,,
178514,警察本部,63210,16851,False,0,,,,,,,,,,,,,,,,,,,,,
179324,証券取引等監視委員会,79412,15362,False,0,,,,,,,,,,,,,,,,,,,,,
181005,テネシー川流域開発公社,28136,8108,False,0,,,,,,,,,,,,,,,,,,,,,
186856,神祇省,31973,8204,False,0,,,,,,,,,,,,,,,,,,,,,
186891,神祇院,35939,9275,False,0,,,,,,,,,,,,,,,,,,,,,
187713,情報通信局,62926,13485,False,0,30,8,0,0,0,0,4,0,0,0,0,0,0,0,0,7,7,2,1,0,1
187871,地方厚生局,56540,11073,False,0,,,,,,,,,,,,,,,,,,,,,
193487,臨時教育審議会,40507,12171,False,0,,,,,,,,,,,,,,,,,,,,,
193937,中華人民共和国国務院,168328,31593,False,0,,,,,,,,,,,,,,,,,,,,,
194159,国家民族事務委員会,50553,12091,False,0,,,,,,,,,,,,,,,,,,,,,
195765,司法省,46471,14250,False,1,57,0,0,0,0,0,9,3,1,6,0,19,3,0,0,0,6,4,2,3,1
196386,ガンデンポタン,106879,36707,False,0,,,,,,,,,,,,,,,,,,,,,
197881,グレーター・ロンドン・カウンシル,39614,10697,False,0,,,,,,,,,,,,,,,,,,,,,
198588,アメリカ合衆国国務省,142040,18387,False,1,,,,,,,,,,,,,,,,,,,,,
199198,福祉事務所,34439,10199,False,0,,,,,,,,,,,,,,,,,,,,,
199314,国家安全保障会議,27254,7291,False,0,,,,,,,,,,,,,,,,,,,,,
199891,議院運営委員会,109723,29362,False,0,,,,,,,,,,,,,,,,,,,,,
200163,総合通信局,70498,16086,False,0,,,,,,,,,,,,,,,,,,,,,
200970,電波監理局,19230,5847,False,0,,,,,,,,,,,,,,,,,,,,,
203211,保護観察所,48836,10205,False,0,,,,,,,,,,,,,,,,,,,,,
204473,アメリカ合衆国国勢調査局,74590,15290,False,1,,,,,,,,,,,,,,,,,,,,,
205193,酒類総合研究所,78609,17357,False,1,,,,,,,,,,,,,,,,,,,,,
207728,陰陽寮,36335,13315,False,0,19,0,0,0,0,0,8,0,2,1,0,0,2,0,0,1,1,0,1,0,3
208384,海洋警察庁,63148,19002,False,1,,,,,,,,,,,,,,,,,,,,,
211039,銃器対策部隊,88464,25232,False,1,,,,,,,,,,,,,,,,,,,,,
216561,皇族会議,82571,18548,False,0,,,,,,,,,,,,,,,,,,,,,
216682,中華人民共和国国家安全部,50171,11720,False,1,,,,,,,,,,,,,,,,,,,,,
217377,皇室裁判所,23222,6556,False,0,,,,,,,,,,,,,,,,,,,,,
217430,大韓民国国家情報院,73278,17150,False,2,,,,,,,,,,,,,,,,,,,,,
218519,市町村議会,61997,10523,False,0,,,,,,,,,,,,,,,,,,,,,
221416,地方運輸局,79983,15221,False,0,,,,,,,,,,,,,,,,,,,,,
221587,京都府中丹広域振興局,28594,7666,False,0,,,,,,,,,,,,,,,,,,,,,
221764,民政局,35582,10810,False,0,,,,,,,,,,,,,,,,,,,,,
222516,中書省,27191,9652,False,0,,,,,,,,,,,,,,,,,,,,,
222811,大韓民国中央情報部,32340,8373,False,1,,,,,,,,,,,,,,,,,,,,,
223817,統一主体国民会議,30759,7995,False,1,,,,,,,,,,,,,,,,,,,,,
224638,門下省,19649,5841,False,0,,,,,,,,,,,,,,,,,,,,,
226378,総務庁,62598,14101,False,0,,,,,,,,,,,,,,,,,,,,,
227475,地方航空局,76140,18640,False,0,,,,,,,,,,,,,,,,,,,,,
228414,海洋水産部,55312,14506,False,1,,,,,,,,,,,,,,,,,,,,,
228499,元老院 (フランス),66148,12910,False,1,,,,,,,,,,,,,,,,,,,,,
228509,国民議会 (フランス),79305,16053,False,1,,,,,,,,,,,,,,,,,,,,,
230344,内大臣府,49865,14674,False,1,,,,,,,,,,,,,,,,,,,,,
232677,参議院議員団,73387,20701,False,0,,,,,,,,,,,,,,,,,,,,,
232878,第二共和国 (大韓民国),49376,13412,False,2,,,,,,,,,,,,,,,,,,,,,
233225,九州探題,32485,9466,False,0,,,,,,,,,,,,,,,,,,,,,
233474,京都府庁,45960,11154,False,1,,,,,,,,,,,,,,,,,,,,,
233734,皇宮警察本部,99984,18688,False,1,,,,,,,,,,,,,,,,,,,,,
234235,警察庁交通局,20614,6164,False,0,,,,,,,,,,,,,,,,,,,,,
236495,工部省,127176,23067,False,0,,,,,,,,,,,,,,,,,,,,,
237536,文化財研究所,34771,11010,False,0,,,,,,,,,,,,,,,,,,,,,
240284,中華民国総統府,70514,15051,False,2,,,,,,,,,,,,,,,,,,,,,
241598,沖縄振興局,94918,22400,False,1,,,,,,,,,,,,,,,,,,,,,
242339,国家安全保障会議 (日本),134884,37046,False,1,,,,,,,,,,,,,,,,,,,,,
243886,北海道開発庁,75350,24855,False,1,,,,,,,,,,,,,,,,,,,,,
243908,国土庁,47362,14183,False,0,,,,,,,,,,,,,,,,,,,,,
243933,科学技術庁,41067,11271,False,0,,,,,,,,,,,,,,,,,,,,,
244070,行政管理庁,28899,9358,False,0,,,,,,,,,,,,,,,,,,,,,
244086,労働省,84771,23037,False,0,,,,,,,,,,,,,,,,,,,,,
244475,イラク移行政府,28302,9099,False,0,,,,,,,,,,,,,,,,,,,,,
244699,NBCテロ対応専門部隊,51101,12124,False,0,,,,,,,,,,,,,,,,,,,,,
244701,原子力関連施設警戒隊,58007,17515,False,0,,,,,,,,,,,,,,,,,,,,,
245445,中華人民共和国外交部,109624,15638,False,1,,,,,,,,,,,,,,,,,,,,,
246063,中国民用航空局,95338,19474,False,2,,,,,,,,,,,,,,,,,,,,,
248351,王立カナダ騎馬警察,38221,11713,False,0,48,0,0,1,1,0,0,0,23,3,0,0,1,4,2,1,9,0,2,0,1
252611,法務局,54550,12179,False,0,,,,,,,,,,,,,,,,,,,,,
252682,南洋庁,90015,33316,False,1,,,,,,,,,,,,,,,,,,,,,
258732,国家政治保安部,52138,12514,False,1,,,,,,,,,,,,,,,,,,,,,
260482,皇室会議,90662,24001,False,0,,,,,,,,,,,,,,,,,,,,,
260501,皇室経済会議,31617,7852,False,0,,,,,,,,,,,,,,,,,,,,,
267870,電気通信省,94394,18153,False,0,,,,,,,,,,,,,,,,,,,,,
269212,議政府,58408,10030,False,1,,,,,,,,,,,,,,,,,,,,,
270620,ロシア対外情報庁,75447,13156,False,1,,,,,,,,,,,,,,,,,,,,,
270772,ロシア連邦保安庁,86616,17767,False,1,,,,,,,,,,,,,,,,,,,,,
271461,アメリカ国防情報局,98036,15716,False,1,,,,,,,,,,,,,,,,,,,,,
271465,アメリカ国家偵察局,59136,13435,False,1,,,,,,,,,,,,,,,,,,,,,
272702,東京航空交通管制部,74116,15723,False,0,,,,,,,,,,,,,,,,,,,,,
274042,生活安全局,58985,11289,False,0,,,,,,,,,,,,,,,,,,,,,
274657,ロシア連邦軍参謀本部情報総局,55959,17998,False,1,,,,,,,,,,,,,,,,,,,,,
274800,熊毛支庁,39508,13126,False,0,,,,,,,,,,,,,,,,,,,,,
276898,陸上幕僚監部,101007,25423,False,1,,,,,,,,,,,,,,,,,,,,,
277021,法務省刑事局,30293,6999,False,0,,,,,,,,,,,,,,,,,,,,,
279013,ソ連国家保安委員会,80489,21761,False,1,,,,,,,,,,,,,,,,,,,,,
279162,朝鮮民主主義人民共和国国家保衛省,58583,12206,False,2,,,,,,,,,,,,,,,,,,,,,
282779,トルキスタン総督府,138259,16406,False,0,,,,,,,,,,,,,,,,,,,,,
283732,予算委員会,91978,21504,False,0,,,,,,,,,,,,,,,,,,,,,
283811,保安庁,41061,15927,False,0,,,,,,,,,,,,,,,,,,,,,
284999,海上幕僚監部,82063,19758,False,1,,,,,,,,,,,,,,,,,,,,,
285743,対外治安総局,48001,11011,False,0,,,,,,,,,,,,,,,,,,,,,
287331,連邦情報局,56583,11633,False,1,,,,,,,,,,,,,,,,,,,,,
287938,監察院,72427,13746,False,1,,,,,,,,,,,,,,,,,,,,,
288010,参謀本部 (日本),78984,25299,False,0,,,,,,,,,,,,,,,,,,,,,
289674,赤道ギニア亡命政府,25083,7973,False,0,,,,,,,,,,,,,,,,,,,,,
290491,機動隊,233940,84529,False,0,,,,,,,,,,,,,,,,,,,,,
292220,国会 (大韓民国),124006,22946,False,2,,,,,,,,,,,,,,,,,,,,,
292799,外交部 (中華民国),121758,14385,False,1,,,,,,,,,,,,,,,,,,,,,
293888,元老院,38486,11611,False,0,,,,,,,,,,,,,,,,,,,,,
294454,ソビエト連邦人民代議員大会,42049,12993,False,1,,,,,,,,,,,,,,,,,,,,,
299889,警察庁長官官房,27488,8490,False,0,,,,,,,,,,,,,,,,,,,,,
301913,臨時仮名遣調査委員会,29132,9458,False,0,,,,,,,,,,,,,,,,,,,,,
302145,民部省,48437,14995,False,0,,,,,,,,,,,,,,,,,,,,,
302158,刑部省,32679,9269,False,0,,,,,,,,,,,,,,,,,,,,,
302222,式部省,30224,9337,False,0,,,,,,,,,,,,,,,,,,,,,
302395,中務省,30947,8818,False,0,,,,,,,,,,,,,,,,,,,,,
302404,兵部省,38394,11502,False,0,,,,,,,,,,,,,,,,,,,,,
307093,大東亜省,38169,11927,False,1,,,,,,,,,,,,,,,,,,,,,
309212,特別警備隊 (皇宮警察),36597,8720,False,0,,,,,,,,,,,,,,,,,,,,,
309234,警視庁航空隊,31771,9345,False,0,,,,,,,,,,,,,,,,,,,,,
310314,禁衛府,63699,14714,False,0,,,,,,,,,,,,,,,,,,,,,
312806,アメリカ海洋大気庁,85386,23008,False,1,,,,,,,,,,,,,,,,,,,,,
315802,静岡県警察,121892,37447,False,1,,,,,,,,,,,,,,,,,,,,,
316975,ドイツ連邦議会,90138,17936,False,1,,,,,,,,,,,,,,,,,,,,,
