page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,人口,人口データの年,人口密度,別名,国,国内位置,地名の謂れ,地形,所在地,構成自治体,産業,読み,面積
118450,タンガニーカ,50009,11192,False,0,,,,,,,,,,,,,,
120388,トゥンヤイ-フワイ・カーケン野生生物保護区,43135,10855,False,1,,,,,,,,,,,,,,
121235,間島,108447,27171,False,3,,,,,,,,,,,,,,
124228,ポントス,86245,17290,False,0,,,,,,,,,,,,,,
125060,両毛,40548,9567,False,0,,,,,,,,,,,,,,
125926,ローヌ＝アルプ地域圏,47261,11210,False,1,,,,,,,,,,,,,,
125975,トゥンヤイ・ナレースワン野生生物保護区,30635,9653,False,0,,,,,,,,,,,,,,
127732,フワイ・カーケン野生生物保護区,23485,6546,False,0,,,,,,,,,,,,,,
128158,北日本,45474,10762,False,1,6,0,0,0,0,2,1,0,0,1,0,0,2,0
128159,東日本,64913,15369,False,0,,,,,,,,,,,,,,
128160,西日本,64441,16166,False,0,,,,,,,,,,,,,,
128161,南日本,41089,9039,False,0,,,,,,,,,,,,,,
130217,筑後地方,31506,8517,False,0,,,,,,,,,,,,,,
130883,多摩,35248,9112,False,0,,,,,,,,,,,,,,
131440,灘五郷,53615,16651,False,0,,,,,,,,,,,,,,
132513,南イタリア,52804,10656,False,0,,,,,,,,,,,,,,
134246,宗像,21314,6401,False,0,,,,,,,,,,,,,,
138131,札幌都市圏,84534,16935,False,1,,,,,,,,,,,,,,
138583,北河内 (大阪府),29389,7601,False,1,,,,,,,,,,,,,,
140643,阪神間,80697,23966,False,0,,,,,,,,,,,,,,
145369,モアブ,36193,11864,False,0,,,,,,,,,,,,,,
145479,谷根千,29822,9477,False,0,,,,,,,,,,,,,,
145551,ガリア,72404,17943,False,5,,,,,,,,,,,,,,
146730,飯塚都市圏,26947,6788,False,0,,,,,,,,,,,,,,
147389,蘭州軍区,66813,13311,False,0,,,,,,,,,,,,,,
147407,広州軍区,63033,12557,False,0,,,,,,,,,,,,,,
147445,成都軍区,62921,12669,False,0,,,,,,,,,,,,,,
147471,中国・四国地方,77182,15566,False,1,,,,,,,,,,,,,,
147473,山陽地方,64695,13994,False,1,,,,,,,,,,,,,,
147474,瀬戸内地方,39310,8388,False,1,24,1,1,1,2,2,0,0,3,1,10,1,1,1
148577,瀋陽軍区,101913,21086,False,1,,,,,,,,,,,,,,
148593,南京軍区,73301,15088,False,0,,,,,,,,,,,,,,
148873,北京軍区,88341,18506,False,0,,,,,,,,,,,,,,
150870,筑豊,37875,10816,False,0,,,,,,,,,,,,,,
152164,サンシティ (アリゾナ州),36922,11180,False,0,,,,,,,,,,,,,,
152806,中予地方,34722,11496,False,0,,,,,,,,,,,,,,
153388,ミディ＝ピレネー地域圏,37480,8474,False,1,,,,,,,,,,,,,,
155881,バス＝ノルマンディー地域圏,41771,10266,False,1,,,,,,,,,,,,,,
155915,アキテーヌ地域圏,46747,10753,False,1,,,,,,,,,,,,,,
155917,シャンパーニュ＝アルデンヌ地域圏,33777,8141,False,1,,,,,,,,,,,,,,
157180,下越地方,62760,13139,False,0,,,,,,,,,,,,,,
157426,グレーター・ブルー・マウンテンズ地域,45369,10854,False,1,,,,,,,,,,,,,,
157867,タスマニア原生地域,50041,13701,False,1,,,,,,,,,,,,,,
158028,中京圏,104981,25981,False,1,,,,,,,,,,,,,,
158920,済南軍区,60800,11946,False,0,,,,,,,,,,,,,,
159110,ポーランド回廊,64130,13018,False,0,,,,,,,,,,,,,,
159114,ズデーテン地方,101060,34044,False,0,,,,,,,,,,,,,,
159126,東プロイセン,86757,23542,False,1,,,,,,,,,,,,,,
159205,ルール地方,102720,29505,False,0,,,,,,,,,,,,,,
159282,嶺北,54937,11677,False,1,,,,,,,,,,,,,,
159283,嶺南,66880,16860,False,0,,,,,,,,,,,,,,
159449,アウトバック,30162,8240,False,0,,,,,,,,,,,,,,
160449,オーヴェルニュ地域圏,37449,9189,False,1,,,,,,,,,,,,,,
160451,ラングドック＝ルシヨン地域圏,38185,9775,False,1,,,,,,,,,,,,,,
161272,ノール＝パ・ド・カレー地域圏,34243,9237,False,1,,,,,,,,,,,,,,
163004,アルザス＝ロレーヌ,57590,14439,False,1,,,,,,,,,,,,,,
163368,津軽地方,52163,15270,False,0,33,1,1,0,0,0,0,0,1,4,24,0,1,1
163377,南部地方 (青森県),40365,10744,False,0,,,,,,,,,,,,,,
163934,下北地方,29218,7772,False,0,,,,,,,,,,,,,,
165302,外が浜,32281,10054,False,0,13,0,0,0,3,0,0,1,2,1,5,0,1,0
165497,リムーザン地域圏,30710,7550,False,1,,,,,,,,,,,,,,
166582,西讃,40081,9734,False,0,,,,,,,,,,,,,,
166947,南九州,78402,24539,False,0,,,,,,,,,,,,,,
168177,関西文化学術研究都市,105088,35385,False,0,,,,,,,,,,,,,,
168206,奥多摩,57912,13071,False,1,,,,,,,,,,,,,,
170817,越国,60518,14526,False,0,,,,,,,,,,,,,,
176916,エメンタール,25267,7719,False,0,,,,,,,,,,,,,,
177185,マールワー,31844,9697,False,0,,,,,,,,,,,,,,
177379,ハット・リバー公国,84705,17546,False,0,,,,,,,,,,,,,,
181565,ジャービス湾特別地域,32483,8100,False,0,,,,,,,,,,,,,,
183939,北九州都市圏,95878,19043,False,1,,,,,,,,,,,,,,
185426,ワラキア,141277,52007,False,1,,,,,,,,,,,,,,
185873,日高見国,33781,10758,False,0,9,0,0,0,0,1,0,3,0,4,0,0,1,0
187072,宗像地方,64060,17630,False,0,,,,,,,,,,,,,,
188984,カオラック (タイ),23228,6827,False,0,8,0,0,0,1,1,1,1,0,1,1,2,0,0
190166,ノルマンディー,63263,13965,False,0,24,0,1,0,5,1,1,2,1,2,5,5,0,1
190968,クルナ管区,70985,11312,False,1,28,1,1,0,3,3,0,0,5,0,10,3,0,2
190976,シュンドルボン,45324,10972,False,1,,,,,,,,,,,,,,
191427,チッタゴン管区,78283,12285,False,0,,,,,,,,,,,,,,
191595,東讃,33437,8594,False,0,,,,,,,,,,,,,,
191597,中讃,33580,8865,False,0,,,,,,,,,,,,,,
192093,ウェストポイント (ニューヨーク州),30466,9278,False,0,,,,,,,,,,,,,,
192499,房総,26608,8011,False,0,15,0,0,0,0,0,0,0,3,5,6,0,1,0
195241,奥能登,39936,11973,False,0,,,,,,,,,,,,,,
196207,シレット管区,64528,9973,False,0,,,,,,,,,,,,,,
196221,ダッカ管区,74664,10761,False,1,39,2,1,0,0,2,0,0,11,1,17,2,1,2
196227,バリサル管区,65548,9970,False,0,,,,,,,,,,,,,,
196244,ラジシャヒ管区,72182,10693,False,1,17,1,1,0,2,2,0,0,0,0,8,1,0,2
196899,吉野,88330,37311,False,1,44,1,1,0,0,1,0,1,27,10,0,1,1,1
198170,多摩田園都市,120520,48221,False,0,,,,,,,,,,,,,,
198911,オーデル・ナイセ線,92355,25025,False,0,,,,,,,,,,,,,,
199751,ヘルツェゴヴィナ,26526,7460,False,0,8,0,0,0,2,5,0,1,0,0,0,0,0,0
200789,アルカディア,36016,10993,False,0,,,,,,,,,,,,,,
205271,那須,29041,7919,False,0,,,,,,,,,,,,,,
205371,スラヴォニア,41692,10095,False,0,,,,,,,,,,,,,,
205586,京築,37599,9355,False,0,,,,,,,,,,,,,,
209913,グレートベースン,182766,21444,False,0,,,,,,,,,,,,,,
210474,ミマロパ地方,51362,10108,False,0,,,,,,,,,,,,,,
210507,カラバルソン地方,46765,8819,False,0,,,,,,,,,,,,,,
211383,北ミンダナオ地方,47380,8842,False,0,,,,,,,,,,,,,,
211394,中部ビサヤ地方,55061,9880,False,1,,,,,,,,,,,,,,
211681,ソクサージェン地方,49258,9477,False,0,,,,,,,,,,,,,,
211701,中部ルソン地方,46698,8690,False,0,,,,,,,,,,,,,,
211922,ダバオ地方,46733,8749,False,0,,,,,,,,,,,,,,
212082,イロコス地方,46068,8462,False,0,,,,,,,,,,,,,,
212141,フォー・コーナーズ (アメリカ合衆国),60550,14106,False,0,,,,,,,,,,,,,,
212736,マニラ首都圏,82194,13918,False,1,,,,,,,,,,,,,,
212757,コルディリェラ行政地域,49885,9398,False,0,,,,,,,,,,,,,,
212846,カラガ地方,48769,9280,False,0,,,,,,,,,,,,,,
214292,ラウジッツ,35690,9347,False,0,,,,,,,,,,,,,,
214901,東ビサヤ地方,50297,9098,False,0,,,,,,,,,,,,,,
214910,カガヤン・バレー地方,47961,8831,False,0,,,,,,,,,,,,,,
215131,十津川,28107,7776,False,0,,,,,,,,,,,,,,
215377,華北,33821,8398,False,0,,,,,,,,,,,,,,
215380,華南,34835,9069,False,1,,,,,,,,,,,,,,
216006,会津,105565,25984,False,1,69,1,1,1,1,1,0,1,48,4,7,1,2,1
216189,ビコル地方,52677,9307,False,0,,,,,,,,,,,,,,
217409,道東,39071,9127,False,0,9,1,1,1,0,0,0,0,0,1,4,0,0,1
217410,道南,38979,8579,False,0,,,,,,,,,,,,,,
217412,道北,40628,10237,False,0,,,,,,,,,,,,,,
217413,道央,44894,10963,False,0,,,,,,,,,,,,,,
217872,ベッサラビア,99409,33804,False,0,,,,,,,,,,,,,,
218954,ラングドック,30846,8671,False,0,,,,,,,,,,,,,,
218955,プロヴァンス,125386,48540,False,0,70,0,0,0,3,15,1,1,25,2,20,3,0,0
219204,上越地方,64305,15383,False,0,,,,,,,,,,,,,,
221692,熊野,86183,26404,False,0,,,,,,,,,,,,,,
222434,葛城,28183,8090,False,0,,,,,,,,,,,,,,
234314,ガザ地区,85761,25623,False,1,,,,,,,,,,,,,,
234373,ブジャク,36667,9120,False,0,,,,,,,,,,,,,,
234580,ロマーニャ,23546,6402,False,0,,,,,,,,,,,,,,
236902,オルテニア,23608,6295,False,0,,,,,,,,,,,,,,
237337,ムンテニア,24797,6751,False,0,,,,,,,,,,,,,,
240485,東京地方,38094,9010,False,0,,,,,,,,,,,,,,
240615,ンゴロンゴロ保全地域,49727,11974,False,2,,,,,,,,,,,,,,
242030,マルチメディア・スーパーコリドー,23954,6539,False,0,10,0,0,0,5,1,0,0,0,1,2,0,0,1
245421,ツァン,25300,6243,False,0,,,,,,,,,,,,,,
247134,チベット十三万戸,30539,9171,False,0,,,,,,,,,,,,,,
247628,淀橋,39743,11085,False,1,,,,,,,,,,,,,,
248263,イースト・アングリア,25221,6974,False,0,7,0,0,0,1,1,1,1,0,0,3,0,0,0
250329,モンフェッラート,24913,6538,False,0,,,,,,,,,,,,,,
251997,潮岬,40442,10546,False,0,,,,,,,,,,,,,,
253251,鈴鹿,22051,6439,False,0,,,,,,,,,,,,,,
254701,中信地方,89587,20459,False,2,,,,,,,,,,,,,,
255739,ランドスタット,25171,7356,False,0,,,,,,,,,,,,,,
257076,不来方,27641,10178,False,0,,,,,,,,,,,,,,
259507,中日本,43494,9961,False,0,,,,,,,,,,,,,,
260777,西湘,22077,6234,False,0,,,,,,,,,,,,,,
260880,ブラックベルト,33969,10627,False,0,,,,,,,,,,,,,,
261165,イリ地方,25328,6668,False,0,,,,,,,,,,,,,,
261906,テックコースト,24192,6735,False,0,,,,,,,,,,,,,,
263623,遼西,20121,5383,False,0,,,,,,,,,,,,,,
264452,アンドラ・ラ・ベリャ,62164,13505,False,2,,,,,,,,,,,,,,
267927,北見,25980,7309,False,0,,,,,,,,,,,,,,
268310,奥羽,24584,6850,False,0,,,,,,,,,,,,,,
269863,ヴェストファーレン,26168,7311,False,0,15,1,0,0,3,3,0,0,1,2,4,0,0,1
284385,ゲールタハト,55203,12551,False,0,,,,,,,,,,,,,,
290186,行徳,64084,17891,False,0,,,,,,,,,,,,,,
292618,フランデレン地域,38923,9591,False,1,,,,,,,,,,,,,,
295538,三遠南信,59687,13462,False,1,,,,,,,,,,,,,,
295890,仙台都市圏,218054,72329,False,1,,,,,,,,,,,,,,
296126,テッサリア,131515,22921,False,4,52,1,1,2,3,3,1,0,21,1,17,0,0,2
297319,ナゴルノ・カラバフ,43546,12312,False,1,,,,,,,,,,,,,,
299129,浜通り,120650,32491,False,1,,,,,,,,,,,,,,
299527,中越地方,86661,17409,False,2,,,,,,,,,,,,,,
304644,ミドルタウン (カリフォルニア),34457,9795,False,1,,,,,,,,,,,,,,
304915,広島都市圏,100292,18215,False,1,48,1,1,0,0,0,0,0,0,1,42,0,1,2
305809,FOMAプラスエリア,262070,41479,False,0,,,,,,,,,,,,,,
306087,アングーモワ,25126,6828,False,0,,,,,,,,,,,,,,
307081,ベリー (フランス),25716,7489,False,0,,,,,,,,,,,,,,
308960,中通り,92597,25577,False,1,,,,,,,,,,,,,,
308967,南東北,152383,47592,False,1,,,,,,,,,,,,,,
308980,アルスター,40324,9448,False,0,,,,,,,,,,,,,,
312386,岡南,70893,19058,False,0,,,,,,,,,,,,,,
313091,両丹,19867,5757,False,0,,,,,,,,,,,,,,
314019,北東北,75333,19272,False,1,,,,,,,,,,,,,,
315245,佐渡地方,26387,6755,False,0,,,,,,,,,,,,,,
316650,北総,22410,6415,True,0,,,,,,,,,,,,,,
320711,油壺,33963,9896,False,0,,,,,,,,,,,,,,
323121,中丹,24161,6891,False,0,,,,,,,,,,,,,,
324722,北信地方,76327,17109,False,2,,,,,,,,,,,,,,
324726,東信地方,69963,16672,False,1,,,,,,,,,,,,,,
325108,北信越地方,37474,9281,False,0,8,0,0,0,2,0,0,0,0,0,5,0,1,0
325456,上信越,46194,9112,False,0,9,0,0,0,0,0,0,0,0,2,6,0,1,0
330986,カシオペア連邦,23706,6794,False,0,,,,,,,,,,,,,,
332477,東海3県,105798,23937,False,0,73,1,1,0,2,0,0,0,61,2,3,1,1,1
333679,岡山都市圏,78734,16634,False,1,,,,,,,,,,,,,,
334113,北海道第1区,121232,16137,False,1,,,,,,,,,,,,,,
334176,北海道第2区,128282,17452,False,1,,,,,,,,,,,,,,
335622,プレクムリェ地方,65600,13527,False,0,,,,,,,,,,,,,,
337070,安曇野,69847,15991,False,0,31,0,0,0,2,0,0,1,15,2,6,3,2,0
337223,甲信地方,59308,12960,False,1,,,,,,,,,,,,,,
341785,西三河,67571,17642,False,1,,,,,,,,,,,,,,
342691,ラダック,68353,26100,False,1,,,,,,,,,,,,,,
344544,北海道第3区,117839,15550,False,1,,,,,,,,,,,,,,
346627,松本地域,36925,10498,False,0,,,,,,,,,,,,,,
348357,バイブル・ベルト,70184,20270,False,0,,,,,,,,,,,,,,
349453,シュタイエルスカ地方,61321,12695,False,0,,,,,,,,,,,,,,
350289,関門都市圏,136739,36830,False,1,,,,,,,,,,,,,,
351917,曳舟 (東京都),21694,6307,False,0,,,,,,,,,,,,,,
353122,北九州・福岡大都市圏,106914,21844,False,1,,,,,,,,,,,,,,
353327,東三省,21889,6364,False,0,,,,,,,,,,,,,,
353833,神奈川県第3区,129654,16433,False,1,,,,,,,,,,,,,,
357282,熊本都市圏,91836,26502,False,1,,,,,,,,,,,,,,
357381,神戸都市圏,60034,13474,False,1,19,3,2,0,0,1,0,0,0,1,9,0,1,2
358278,奄美地方,18807,5301,False,0,,,,,,,,,,,,,,
359526,ヴェネツィア・ジュリア,78779,27150,False,0,,,,,,,,,,,,,,
363320,秋田都市圏,47351,11122,False,1,,,,,,,,,,,,,,
369231,ザクセン,34439,10504,False,0,22,0,0,0,6,12,0,0,0,4,0,0,0,0
370386,東山地方,34776,8583,False,0,18,0,0,0,0,1,0,1,0,4,11,0,1,0
374276,スコーネ,35498,10471,False,0,,,,,,,,,,,,,,
381018,バハ・カリフォルニア,25566,7434,False,0,,,,,,,,,,,,,,
389755,東部軍管区 (日本軍),27821,7769,False,0,,,,,,,,,,,,,,
392947,弥刀,40577,9778,False,1,,,,,,,,,,,,,,
396478,東毛,37510,10715,False,0,,,,,,,,,,,,,,
397130,ヨークシャー,925270,252931,False,0,,,,,,,,,,,,,,
398628,ガッルーラ,25022,7116,False,0,,,,,,,,,,,,,,
399777,ダルフール,63594,20837,False,0,,,,,,,,,,,,,,
401113,諏訪地域,56646,18408,False,0,,,,,,,,,,,,,,
402040,マンスター,35033,7849,False,0,,,,,,,,,,,,,,
402092,コノート,41489,8856,False,1,,,,,,,,,,,,,,
403567,上小地域,27296,6676,False,0,,,,,,,,,,,,,,
409425,北信地域,46735,10430,False,0,,,,,,,,,,,,,,
409435,長野地域,44697,9246,False,0,,,,,,,,,,,,,,
409683,佐久地域,29116,6993,False,0,,,,,,,,,,,,,,
409695,大北地域,28705,7253,False,0,,,,,,,,,,,,,,
409720,木曽地域,34195,8440,False,0,,,,,,,,,,,,,,
410481,上伊那地域,34207,9222,False,0,,,,,,,,,,,,,,
410493,飯伊地域,29194,7223,False,0,,,,,,,,,,,,,,
412184,寧古塔,30631,10342,False,0,,,,,,,,,,,,,,
421147,東京都第22区,127155,16149,False,1,,,,,,,,,,,,,,
422625,グルカランド,21086,6309,False,0,,,,,,,,,,,,,,
428705,南インド,72867,19919,False,0,,,,,,,,,,,,,,
429125,エラム,87005,27355,False,0,,,,,,,,,,,,,,
434397,東三河,66991,18601,False,1,,,,,,,,,,,,,,
436445,宇摩,23306,7998,False,0,,,,,,,,,,,,,,
436973,伊勢志摩,44251,13024,False,0,,,,,,,,,,,,,,
438454,奥三河,29037,8202,False,0,,,,,,,,,,,,,,
439512,久春古丹,25148,6835,False,0,,,,,,,,,,,,,,
440337,中国西北部,24070,5965,False,0,,,,,,,,,,,,,,
441821,東葛地域,46150,14182,False,1,,,,,,,,,,,,,,
442646,中央高地,43436,8934,False,0,13,0,0,0,0,0,0,0,0,4,8,0,1,0
445325,堺泉北臨海工業地帯,41204,12719,False,0,,,,,,,,,,,,,,
447763,鬼北,19342,5913,False,0,,,,,,,,,,,,,,
448791,南西アイスランド,21376,6125,False,0,,,,,,,,,,,,,,
448797,中国本土,73481,26975,False,0,,,,,,,,,,,,,,
448812,南満州,25267,6914,False,0,,,,,,,,,,,,,,
449271,西部フィヨルド,25549,6940,False,0,,,,,,,,,,,,,,
452946,小戸地域自治区,40156,8461,False,1,,,,,,,,,,,,,,
452987,中央西地域自治区,42130,8807,False,1,27,1,1,1,1,1,0,0,1,4,15,0,1,1
453374,北九州地区,32104,9444,False,0,,,,,,,,,,,,,,
456415,鶴間,21618,5958,False,0,,,,,,,,,,,,,,
456506,富良野,23447,6601,True,0,,,,,,,,,,,,,,
457188,ブリアンツァ,35245,10569,False,0,,,,,,,,,,,,,,
457928,北毛,32345,7669,False,0,,,,,,,,,,,,,,
457949,西毛,30558,7061,False,0,,,,,,,,,,,,,,
457966,中毛,31833,7526,False,0,,,,,,,,,,,,,,
459651,阿賀北地域,40236,10016,False,0,30,1,1,0,1,1,0,0,4,4,16,0,1,1
465482,ローランド地方,24233,6674,False,0,,,,,,,,,,,,,,
468353,東京都第25区,121509,15859,False,1,,,,,,,,,,,,,,
471257,東京都第24区,120966,16534,False,1,8,0,0,0,0,1,0,0,0,2,4,0,1,0
471358,東京都第23区,125040,16310,False,1,,,,,,,,,,,,,,
471751,東京都第21区,125599,16999,False,1,,,,,,,,,,,,,,
471766,東京都第1区,146416,20199,False,1,,,,,,,,,,,,,,
