page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,pH,付近の河川,別名,名前の謂れ,国名,属する温泉郷,座標・経度,座標・緯度,所在地,最寄路線,最寄駅,構成する温泉,泉温,泉質,液性,湧出量,源泉名,観光地,記念碑,読み,開湯年
141573,微温湯温泉,43850,9120,False,1,,,,,,,,,,,,,,,,,,,,,,
141979,三朝温泉,66825,14360,False,1,,,,,,,,,,,,,,,,,,,,,,
142152,尻焼温泉,48682,10379,False,1,,,,,,,,,,,,,,,,,,,,,,
142615,日中温泉,47654,9833,False,1,,,,,,,,,,,,,,,,,,,,,,
142655,川中温泉,48175,9912,False,1,,,,,,,,,,,,,,,,,,,,,,
142710,長湯温泉,62015,17356,False,1,,,,,,,,,,,,,,,,,,,,,,
142730,祖谷温泉,44696,8825,False,1,,,,,,,,,,,,,,,,,,,,,,
142818,作並温泉,57379,13544,False,1,,,,,,,,,,,,,,,,,,,,,,
142852,寒の地獄温泉,29029,7916,False,1,20,0,0,0,0,0,1,0,0,5,0,2,0,2,3,0,2,0,4,0,1,0
142908,磯部温泉,53590,12101,False,1,,,,,,,,,,,,,,,,,,,,,,
143031,松ノ湯温泉,44998,9180,False,1,15,0,0,0,0,0,1,0,0,3,2,2,0,2,2,0,0,0,2,0,1,0
143057,入之波温泉,51443,10926,False,1,,,,,,,,,,,,,,,,,,,,,,
143069,湯河原温泉,56421,13822,False,1,,,,,,,,,,,,,,,,,,,,,,
143087,法師温泉,50504,10120,False,1,19,0,0,0,1,0,0,3,3,3,0,0,0,0,2,0,0,0,5,0,1,1
143135,五色温泉 (長野県),49985,10027,False,1,19,0,0,0,1,0,0,2,2,4,3,2,0,0,4,0,0,0,0,0,1,0
143653,木賊温泉,54145,11609,False,1,,,,,,,,,,,,,,,,,,,,,,
143660,大川温泉,27095,6976,False,1,,,,,,,,,,,,,,,,,,,,,,
143667,赤湯温泉 (山形県),49269,10749,False,1,,,,,,,,,,,,,,,,,,,,,,
143885,鳴子温泉,56015,12810,False,1,,,,,,,,,,,,,,,,,,,,,,
143925,湯ノ口温泉,50373,10931,False,1,24,0,1,0,0,0,0,0,0,5,2,3,0,1,2,0,1,0,5,0,1,3
143999,いわき湯本温泉,53276,13631,False,1,,,,,,,,,,,,,,,,,,,,,,
144061,あつみ温泉,59263,16128,False,1,,,,,,,,,,,,,,,,,,,,,,
144170,阿蘇内牧温泉,51002,10602,False,1,,,,,,,,,,,,,,,,,,,,,,
144178,湯原温泉,54042,18982,False,1,62,1,4,0,2,0,3,2,2,4,1,4,0,1,4,2,2,0,26,1,1,2
144191,湯郷温泉,39225,12041,False,1,,,,,,,,,,,,,,,,,,,,,,
144194,湯之谷温泉郷,49509,11056,False,0,,,,,,,,,,,,,,,,,,,,,,
144231,阿蘇赤水温泉,46828,8973,False,1,20,1,0,0,0,0,1,2,2,4,2,2,0,1,3,0,1,0,0,0,1,0
144287,飯山温泉,56042,11713,False,1,,,,,,,,,,,,,,,,,,,,,,
144323,鶴の湯温泉 (北海道),48203,10086,False,1,25,2,0,0,0,0,0,0,0,2,2,2,0,2,8,3,0,0,0,0,1,3
144383,鹿沢温泉,49227,10702,False,1,24,0,0,0,1,0,0,0,0,5,2,2,4,0,2,0,0,0,5,0,1,2
144511,水上温泉,51804,12629,False,1,,,,,,,,,,,,,,,,,,,,,,
145257,志戸平温泉,29221,7610,False,1,,,,,,,,,,,,,,,,,,,,,,
145263,中山平温泉,45841,9617,False,1,,,,,,,,,,,,,,,,,,,,,,
146032,瀬見温泉,45547,9511,False,1,,,,,,,,,,,,,,,,,,,,,,
146370,東鳴子温泉,46797,10437,False,1,,,,,,,,,,,,,,,,,,,,,,
146390,台温泉,29121,7950,False,1,,,,,,,,,,,,,,,,,,,,,,
146403,青荷温泉,31230,7647,False,1,,,,,,,,,,,,,,,,,,,,,,
146632,鬼首温泉,47355,10098,False,1,,,,,,,,,,,,,,,,,,,,,,
146640,鉛温泉,28863,8151,False,1,,,,,,,,,,,,,,,,,,,,,,
146674,黒湯温泉,51337,10907,False,1,25,0,1,1,0,0,4,2,2,3,3,2,0,0,3,0,0,0,0,0,1,3
146712,妙乃湯温泉,46818,9645,False,1,,,,,,,,,,,,,,,,,,,,,,
146719,蟹場温泉,50219,10084,False,1,,,,,,,,,,,,,,,,,,,,,,
146725,大釜温泉,33477,8398,False,1,17,0,0,0,0,0,2,2,2,2,2,2,0,0,0,2,0,0,0,0,1,2
146737,孫六温泉,46714,9722,False,1,,,,,,,,,,,,,,,,,,,,,,
146750,落合温泉,29332,7349,False,1,,,,,,,,,,,,,,,,,,,,,,
146757,板留温泉,30136,7646,False,1,,,,,,,,,,,,,,,,,,,,,,
146805,平湯温泉,58422,12748,False,1,,,,,,,,,,,,,,,,,,,,,,
147177,赤倉温泉 (山形県),45855,9280,False,1,,,,,,,,,,,,,,,,,,,,,,
147182,赤倉温泉 (新潟県),49049,10511,False,1,,,,,,,,,,,,,,,,,,,,,,
147248,新穂高温泉,53640,12031,False,1,,,,,,,,,,,,,,,,,,,,,,
147301,新平湯温泉,33327,8604,False,1,,,,,,,,,,,,,,,,,,,,,,
147564,渡り温泉,27029,6885,False,1,,,,,,,,,,,,,,,,,,,,,,
147593,高倉山温泉,29014,7321,False,1,,,,,,,,,,,,,,,,,,,,,,
147893,山の神温泉 (岩手県),28332,7120,False,1,,,,,,,,,,,,,,,,,,,,,,
147898,新鉛温泉,27096,7330,False,1,,,,,,,,,,,,,,,,,,,,,,
147899,松倉温泉,28351,7162,False,1,16,0,1,0,0,0,1,0,0,5,2,2,0,0,2,2,0,0,0,0,1,0
148308,栃尾温泉,28522,7162,False,1,,,,,,,,,,,,,,,,,,,,,,
148316,福地温泉,29291,7788,False,1,,,,,,,,,,,,,,,,,,,,,,
148335,遠刈田温泉,57814,13117,False,1,,,,,,,,,,,,,,,,,,,,,,
148726,青根温泉,52443,11092,False,1,,,,,,,,,,,,,,,,,,,,,,
148734,蒸ノ湯温泉,48458,9792,False,1,,,,,,,,,,,,,,,,,,,,,,
148748,城ヶ倉温泉,47549,9357,False,1,,,,,,,,,,,,,,,,,,,,,,
148754,湯田川温泉,47508,10568,False,1,23,0,0,1,0,0,0,0,0,5,2,2,0,2,2,0,0,0,5,1,1,2
149252,湯村温泉 (山梨県),60305,12922,False,1,,,,,,,,,,,,,,,,,,,,,,
149260,出雲湯村温泉,47401,9635,False,1,,,,,,,,,,,,,,,,,,,,,,
149268,黄金崎不老不死温泉,50774,10487,False,1,,,,,,,,,,,,,,,,,,,,,,
149274,国見温泉,30936,8537,False,1,,,,,,,,,,,,,,,,,,,,,,
149280,瀬波温泉,50006,10101,False,1,,,,,,,,,,,,,,,,,,,,,,
149284,由良温泉,45948,9601,False,1,,,,,,,,,,,,,,,,,,,,,,
149292,草薙温泉,46588,9700,False,1,,,,,,,,,,,,,,,,,,,,,,
149298,東根温泉,43833,9101,False,1,,,,,,,,,,,,,,,,,,,,,,
149323,大平温泉,46504,9365,False,1,,,,,,,,,,,,,,,,,,,,,,
149338,上山温泉,44011,9637,False,1,,,,,,,,,,,,,,,,,,,,,,
149352,肘折温泉,48744,11185,False,1,,,,,,,,,,,,,,,,,,,,,,
149382,磐梯熱海温泉,61586,15068,False,1,,,,,,,,,,,,,,,,,,,,,,
149394,熱塩温泉,49347,9843,False,1,,,,,,,,,,,,,,,,,,,,,,
149445,湯の花温泉 (和歌山県),45561,9370,False,1,,,,,,,,,,,,,,,,,,,,,,
149450,湯ノ花温泉,45931,9348,False,1,,,,,,,,,,,,,,,,,,,,,,
149521,稲取温泉,45629,9338,False,1,,,,,,,,,,,,,,,,,,,,,,
149528,熱川温泉,48925,10192,False,1,,,,,,,,,,,,,,,,,,,,,,
149532,赤沢温泉,43007,8610,False,1,,,,,,,,,,,,,,,,,,,,,,
149541,北川温泉 (静岡県),44115,9223,False,1,,,,,,,,,,,,,,,,,,,,,,
149551,北川温泉 (高知県),44579,8678,False,1,,,,,,,,,,,,,,,,,,,,,,
149560,はわい温泉,82759,21010,False,1,,,,,,,,,,,,,,,,,,,,,,
149566,下田温泉 (静岡県),44726,9174,False,1,,,,,,,,,,,,,,,,,,,,,,
149588,白馬八方温泉,52936,11094,False,1,,,,,,,,,,,,,,,,,,,,,,
149780,鎌先温泉,46196,9477,False,1,,,,,,,,,,,,,,,,,,,,,,
149833,温根湯温泉,51888,11056,False,1,28,1,2,1,1,0,0,2,2,2,2,2,0,2,5,1,0,0,4,0,1,0
150062,湯涌温泉,59821,14731,False,1,,,,,,,,,,,,,,,,,,,,,,
150190,湯瀬温泉,47865,10025,False,1,26,1,2,0,1,0,0,2,2,4,2,2,0,3,3,1,1,0,0,0,1,1
150198,矢立温泉,52883,10722,False,1,,,,,,,,,,,,,,,,,,,,,,
150201,象潟温泉,46937,9289,False,1,24,2,0,0,0,0,0,0,0,4,2,2,0,4,5,0,2,0,2,0,1,0
150209,大湯温泉 (鹿角市),52326,10578,False,1,30,0,1,1,0,0,0,2,2,4,3,4,0,0,2,1,0,0,7,0,1,2
150215,大湯温泉 (湯沢市),50236,10011,False,1,20,0,0,2,0,0,0,2,2,4,2,2,0,2,2,0,0,0,0,0,1,1
150521,小谷温泉,47039,9440,False,1,12,0,0,0,0,0,0,0,0,4,1,2,0,0,2,0,0,0,1,0,1,1
150538,中の湯温泉,52244,12226,False,1,,,,,,,,,,,,,,,,,,,,,,
150569,湯田中温泉,49335,11080,False,1,24,0,1,4,0,0,1,3,2,2,2,3,0,0,4,0,0,0,0,0,1,1
150629,上湯温泉,49341,10161,False,1,,,,,,,,,,,,,,,,,,,,,,
150634,十津川温泉,47142,9312,False,1,,,,,,,,,,,,,,,,,,,,,,
150719,三谷温泉,39465,11222,False,1,,,,,,,,,,,,,,,,,,,,,,
150737,山田温泉 (北海道),66107,17288,False,1,,,,,,,,,,,,,,,,,,,,,,
150747,秋ノ宮温泉郷,50603,11280,False,1,,,,,,,,,,,,,,,,,,,,,,
151244,湯の峰温泉,63513,16422,False,1,,,,,,,,,,,,,,,,,,,,,,
151251,男鹿温泉郷,49472,10346,False,1,,,,,,,,,,,,,,,,,,,,,,
151737,四万温泉,54801,12067,False,1,,,,,,,,,,,,,,,,,,,,,,
152624,豊平峡温泉,48702,10114,False,1,,,,,,,,,,,,,,,,,,,,,,
152652,真湯温泉,28793,7260,False,1,15,0,0,0,0,0,0,0,0,4,2,2,0,2,2,0,0,0,0,0,1,2
154545,岩蔵温泉,46631,9411,False,1,,,,,,,,,,,,,,,,,,,,,,
154826,湯泉地温泉,55163,12074,False,1,31,0,0,1,1,0,1,0,0,4,8,6,2,2,4,0,0,0,0,0,1,1
154842,湯の山温泉 (広島県),48398,9992,False,1,,,,,,,,,,,,,,,,,,,,,,
155334,中川温泉,56490,9928,False,1,,,,,,,,,,,,,,,,,,,,,,
155344,広沢寺温泉,52464,11897,False,1,,,,,,,,,,,,,,,,,,,,,,
155349,七沢温泉,52230,11739,False,1,,,,,,,,,,,,,,,,,,,,,,
155356,根府川温泉,26740,6817,False,1,,,,,,,,,,,,,,,,,,,,,,
155384,三浦マホロバ温泉,28849,7061,False,1,,,,,,,,,,,,,,,,,,,,,,
155387,渡瀬温泉,31972,8228,False,1,,,,,,,,,,,,,,,,,,,,,,
155398,鶴の湯温泉 (和歌山県),44175,9002,False,1,,,,,,,,,,,,,,,,,,,,,,
155467,碇ヶ関温泉郷,45047,9522,False,1,30,0,2,0,0,0,0,0,0,2,1,2,14,0,8,0,0,0,0,0,1,0
155584,裂石温泉,48448,9606,False,1,,,,,,,,,,,,,,,,,,,,,,
155844,見奈良温泉,30372,7565,False,1,,,,,,,,,,,,,,,,,,,,,,
155972,宇奈月温泉,92132,26582,False,1,,,,,,,,,,,,,,,,,,,,,,
155975,藪塚温泉,45940,9539,False,1,12,0,0,0,0,0,0,0,0,3,2,2,0,0,2,0,0,0,2,0,1,0
156457,寸又峡温泉,46979,9673,False,1,,,,,,,,,,,,,,,,,,,,,,
156832,舘山寺温泉,51602,11342,False,1,32,0,0,0,1,0,0,0,0,3,2,2,0,0,1,0,0,11,9,0,1,2
157254,増富温泉,52707,12291,False,1,,,,,,,,,,,,,,,,,,,,,,
157595,伊香保温泉,63754,15788,False,1,,,,,,,,,,,,,,,,,,,,,,
158209,湯田温泉峡,63144,16418,False,0,,,,,,,,,,,,,,,,,,,,,,
158270,湯之谷温泉 (鹿児島県),29574,7399,False,1,,,,,,,,,,,,,,,,,,,,,,
158284,長門湯本温泉,35345,8832,False,1,31,1,2,1,0,0,0,2,2,3,2,2,0,1,2,2,1,0,8,0,1,1
158300,今神温泉,50538,11547,False,1,,,,,,,,,,,,,,,,,,,,,,
158531,湯田温泉,43081,11901,False,1,,,,,,,,,,,,,,,,,,,,,,
158790,奈良田温泉,58064,13262,False,1,,,,,,,,,,,,,,,,,,,,,,
158798,西山温泉 (山梨県),55288,11430,False,1,26,0,1,0,0,0,0,0,0,6,2,3,0,2,2,1,2,0,4,0,1,2
158802,湯の川温泉 (北海道),72574,15539,False,1,,,,,,,,,,,,,,,,,,,,,,
158822,層雲峡温泉,57151,12513,False,1,,,,,,,,,,,,,,,,,,,,,,
158840,然別湖畔温泉,46830,9681,False,1,26,0,0,0,0,0,0,2,2,5,0,4,0,2,5,1,0,0,4,0,1,0
158847,阿寒湖温泉,56067,12515,False,1,32,0,0,0,0,0,0,2,2,4,1,3,0,1,6,2,0,0,9,0,1,1
158854,支笏湖温泉,47496,9920,False,1,22,0,0,0,0,0,0,2,2,3,2,2,0,2,4,0,0,0,2,0,1,2
158860,洞爺湖温泉,105441,22274,False,3,,,,,,,,,,,,,,,,,,,,,,
158897,定山渓温泉,101267,24673,False,1,,,,,,,,,,,,,,,,,,,,,,
158926,岩尾別温泉,49876,10670,False,1,,,,,,,,,,,,,,,,,,,,,,
159344,都幾川温泉,43133,8506,False,1,21,2,0,0,0,0,0,0,0,3,2,2,0,0,7,3,0,0,0,0,1,1
159634,池田温泉,29353,7826,False,1,,,,,,,,,,,,,,,,,,,,,,
159961,船小屋温泉,31806,8103,False,1,,,,,,,,,,,,,,,,,,,,,,
160014,下諏訪温泉,48038,10608,False,1,,,,,,,,,,,,,,,,,,,,,,
161218,渋温泉,56272,13876,False,1,,,,,,,,,,,,,,,,,,,,,,
161241,湯平温泉,34025,10913,False,1,39,0,5,0,0,0,1,0,0,5,2,5,0,0,3,0,0,0,15,0,1,2
161255,湯之谷温泉 (愛媛県),56514,15648,False,1,,,,,,,,,,,,,,,,,,,,,,
161260,本谷温泉,30853,7995,False,1,,,,,,,,,,,,,,,,,,,,,,
161278,多々羅温泉,30678,7894,False,1,,,,,,,,,,,,,,,,,,,,,,
161295,湯ノ浦温泉,52861,11894,False,1,44,2,0,0,0,0,0,0,0,4,3,3,0,1,24,1,2,0,3,0,1,0
161311,温泉津温泉,51538,11915,False,1,,,,,,,,,,,,,,,,,,,,,,
161314,有福温泉,44235,9236,False,1,,,,,,,,,,,,,,,,,,,,,,
161324,岩井温泉,82939,21439,False,1,,,,,,,,,,,,,,,,,,,,,,
161382,鹿野温泉,61436,12628,False,1,,,,,,,,,,,,,,,,,,,,,,
161394,吉岡温泉,66571,14236,False,1,,,,,,,,,,,,,,,,,,,,,,
161404,東郷温泉,79271,17818,False,1,,,,,,,,,,,,,,,,,,,,,,
