page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,ダム,別名,動物,名前の謂れ,国,国内位置,平均流量,所在地,橋・トンネル,水源,水源の標高,流入・合流先,流入元,流域面積,観光地,読み,長さ
93415,入間川 (多摩川水系),31642,9341,False,1,40,0,3,0,0,0,0,0,19,2,0,0,12,0,1,0,2,1
93420,愛知川,30059,7333,False,1,,,,,,,,,,,,,,,,,,
93435,日野川 (滋賀県),30575,7227,False,1,30,2,0,0,0,1,0,0,12,0,2,2,4,4,1,0,1,1
94167,ブラマプトラ川,43606,12158,False,1,,,,,,,,,,,,,,,,,,
94312,明石川,28321,7179,False,1,,,,,,,,,,,,,,,,,,
96113,チャオプラヤー川,34268,9244,False,1,,,,,,,,,,,,,,,,,,
96147,メコン川,96935,30614,False,1,,,,,,,,,,,,,,,,,,
97354,柳瀬川,39450,11101,False,1,,,,,,,,,,,,,,,,,,
97518,猪名川,40035,10275,False,1,,,,,,,,,,,,,,,,,,
101464,常願寺川,80710,21483,False,1,,,,,,,,,,,,,,,,,,
102619,神田川 (東京都),119171,30035,False,1,,,,,,,,,,,,,,,,,,
102923,妙正寺川,34546,9914,False,1,,,,,,,,,,,,,,,,,,
103994,日本橋川,40767,10384,False,1,,,,,,,,,,,,,,,,,,
104013,亀島川,30261,8076,False,0,,,,,,,,,,,,,,,,,,
105282,三滝川,30814,7786,False,1,,,,,,,,,,,,,,,,,,
106585,黒部川,78700,20471,False,1,78,24,1,0,1,1,0,1,20,15,4,1,4,1,1,2,1,1
106802,クリシュナ川,23945,7005,False,0,,,,,,,,,,,,,,,,,,
106819,ナルマダー川,23038,6538,False,0,,,,,,,,,,,,,,,,,,
107280,ゴーダーヴァリ川,27149,7746,False,0,,,,,,,,,,,,,,,,,,
107775,トゥンガバドラー川,21069,5866,False,0,,,,,,,,,,,,,,,,,,
108518,善福寺川,34981,9978,False,1,,,,,,,,,,,,,,,,,,
108735,ヴルタヴァ川,39559,10208,False,1,,,,,,,,,,,,,,,,,,
108970,仙川,58734,14923,False,1,,,,,,,,,,,,,,,,,,
109518,高麗川,39160,10018,False,1,,,,,,,,,,,,,,,,,,
109698,グアイレ川,24854,7272,False,0,,,,,,,,,,,,,,,,,,
109931,エル・バジェ川,20218,5893,False,0,,,,,,,,,,,,,,,,,,
109933,カウリマレ川,20109,5549,False,0,,,,,,,,,,,,,,,,,,
109936,トコメ川,21783,6284,False,0,,,,,,,,,,,,,,,,,,
109941,チャカイト沢,20491,5737,False,0,,,,,,,,,,,,,,,,,,
109944,セブカン沢,19940,5507,False,0,,,,,,,,,,,,,,,,,,
109949,カリクアオ沢,20316,5734,False,0,,,,,,,,,,,,,,,,,,
111422,漢江,52537,12798,False,2,,,,,,,,,,,,,,,,,,
114036,山国川,66891,15453,False,1,,,,,,,,,,,,,,,,,,
114489,香東川,34267,8436,False,1,,,,,,,,,,,,,,,,,,
118416,アムダリヤ川,78512,20056,False,1,,,,,,,,,,,,,,,,,,
120837,釣川,34511,7933,False,1,,,,,,,,,,,,,,,,,,
121240,豆満江,37069,9542,False,3,,,,,,,,,,,,,,,,,,
121939,久慈川,50774,10287,False,1,,,,,,,,,,,,,,,,,,
121957,阿武隈川,136209,31314,False,1,,,,,,,,,,,,,,,,,,
128414,櫛田川,51479,10510,False,1,,,,,,,,,,,,,,,,,,
128431,小田川 (高梁川水系),38888,9710,False,1,,,,,,,,,,,,,,,,,,
130213,花宗川,26001,6560,False,0,,,,,,,,,,,,,,,,,,
130348,ラグアイリタ沢,21672,6596,False,0,23,0,5,0,1,1,0,0,6,0,2,0,3,5,0,0,0,0
130356,トゥイ川,21375,6701,False,0,,,,,,,,,,,,,,,,,,
130902,サンペドロ川,23375,6759,False,0,,,,,,,,,,,,,,,,,,
131193,日高川,28859,8176,False,1,,,,,,,,,,,,,,,,,,
131583,矢勝川,25334,7337,False,0,,,,,,,,,,,,,,,,,,
132128,千歳川,68308,13918,False,1,,,,,,,,,,,,,,,,,,
133983,尻別川,83971,13067,False,1,,,,,,,,,,,,,,,,,,
135151,ラプラタ川,35690,9785,False,0,,,,,,,,,,,,,,,,,,
135212,パラナ川,31965,7987,False,1,,,,,,,,,,,,,,,,,,
135668,パラグアイ川,33192,7936,False,1,,,,,,,,,,,,,,,,,,
136219,ウルグアイ川,29681,8259,False,1,,,,,,,,,,,,,,,,,,
136948,夕張川,60891,10430,False,1,,,,,,,,,,,,,,,,,,
137611,常呂川,88101,13692,False,1,,,,,,,,,,,,,,,,,,
137672,湧別川,78505,11918,False,1,,,,,,,,,,,,,,,,,,
137693,渚滑川,80825,12570,False,1,,,,,,,,,,,,,,,,,,
137696,後志利別川,88086,14509,False,1,,,,,,,,,,,,,,,,,,
137770,沙流川,93922,16224,False,1,,,,,,,,,,,,,,,,,,
137778,鵡川,89612,15224,False,1,,,,,,,,,,,,,,,,,,
138121,タカグア沢,25151,7738,False,0,,,,,,,,,,,,,,,,,,
138344,利別川,61230,10511,False,1,41,0,0,0,0,0,0,0,20,0,3,2,4,9,1,0,1,1
139297,マカラオ川,23119,6976,False,0,,,,,,,,,,,,,,,,,,
139602,秋川 (東京都),35989,8730,False,1,,,,,,,,,,,,,,,,,,
140070,カトゥチェ川,20318,5957,False,0,,,,,,,,,,,,,,,,,,
140290,安濃川,40458,9646,False,1,,,,,,,,,,,,,,,,,,
140294,雲出川,52855,11231,False,1,,,,,,,,,,,,,,,,,,
140715,海老取川,29896,7909,False,1,20,0,0,0,0,0,0,0,2,6,3,1,2,3,0,0,1,2
141166,国府川,32564,8091,False,1,,,,,,,,,,,,,,,,,,
142047,紀の川,151510,54812,False,1,,,,,,,,,,,,,,,,,,
142233,伊川,25251,6847,False,0,,,,,,,,,,,,,,,,,,
142500,岩田川,29916,8034,False,1,,,,,,,,,,,,,,,,,,
142501,志登茂川,29334,7648,False,1,18,0,0,0,0,0,0,1,3,3,2,1,2,2,1,0,1,2
143623,アナウコ川,20340,6157,False,0,,,,,,,,,,,,,,,,,,
143700,バルタ沢,19824,5711,False,0,,,,,,,,,,,,,,,,,,
144418,ラウネナイ川,33640,9086,False,1,,,,,,,,,,,,,,,,,,
144433,うらうちない川,29519,8235,False,1,,,,,,,,,,,,,,,,,,
144862,漁川,32253,9552,False,1,,,,,,,,,,,,,,,,,,
145089,いたち川 (富山市),34485,8885,False,1,,,,,,,,,,,,,,,,,,
147443,赤川,45320,9424,False,1,,,,,,,,,,,,,,,,,,
148807,荒川 (羽越),51073,10842,False,1,,,,,,,,,,,,,,,,,,
151267,琴似川,41652,9219,False,1,,,,,,,,,,,,,,,,,,
151810,グランデ川 (ベネズエラ),21727,6355,False,0,,,,,,,,,,,,,,,,,,
154284,茨戸川,64875,13029,False,1,,,,,,,,,,,,,,,,,,
154703,球磨川,62272,17332,False,1,,,,,,,,,,,,,,,,,,
154800,伏籠川,30722,8650,False,1,,,,,,,,,,,,,,,,,,
155506,矢部川,52141,10779,False,1,,,,,,,,,,,,,,,,,,
156203,員弁川,32873,8357,False,1,32,0,1,2,0,1,0,0,12,5,3,1,3,1,1,0,1,1
156594,厚別川,90019,38064,False,1,,,,,,,,,,,,,,,,,,
157721,日野川 (福井県),37787,8887,False,1,,,,,,,,,,,,,,,,,,
157811,山鼻川,28233,7764,False,1,,,,,,,,,,,,,,,,,,
159050,九頭竜川,89704,27054,False,1,,,,,,,,,,,,,,,,,,
159112,声問川,40064,9149,False,1,,,,,,,,,,,,,,,,,,
160468,沖端川,35056,8896,False,0,39,0,0,0,0,0,0,0,8,22,3,0,2,2,0,0,1,1
160980,矢作川,58783,12562,False,1,,,,,,,,,,,,,,,,,,
161091,魚野川,37825,10460,False,0,,,,,,,,,,,,,,,,,,
161591,天野川 (滋賀県),31165,7835,False,1,,,,,,,,,,,,,,,,,,
162586,手取川,71848,16451,False,1,,,,,,,,,,,,,,,,,,
163083,小樽内川,26063,7947,False,0,,,,,,,,,,,,,,,,,,
163092,盤の沢川,22327,6613,False,0,15,0,0,0,0,0,0,0,3,6,2,0,3,0,0,0,1,0
164148,都幾川,39013,10135,False,1,,,,,,,,,,,,,,,,,,
164173,越辺川,47000,11630,False,1,,,,,,,,,,,,,,,,,,
165642,足羽川,45290,13620,False,1,,,,,,,,,,,,,,,,,,
166370,梅田川 (宮城県),43142,14642,False,1,,,,,,,,,,,,,,,,,,
166687,セントローレンス川,45708,11306,False,1,,,,,,,,,,,,,,,,,,
166691,日光川,42903,10654,False,1,,,,,,,,,,,,,,,,,,
167064,庄内川,107176,26670,False,1,,,,,,,,,,,,,,,,,,
168134,インダス川,136120,43158,False,1,,,,,,,,,,,,,,,,,,
169473,石神井川,106401,35200,False,1,,,,,,,,,,,,,,,,,,
169506,江川 (北本市・桶川市),39628,9894,False,1,,,,,,,,,,,,,,,,,,
170913,イグアス川,27123,7177,False,1,,,,,,,,,,,,,,,,,,
171081,テムズ川,69018,21442,False,1,189,0,14,1,0,4,1,0,112,19,3,1,9,21,1,1,0,2
171787,ワンドル川,106693,24449,False,1,,,,,,,,,,,,,,,,,,
171849,リー川,29767,8132,False,0,38,0,4,0,0,1,0,0,20,0,1,0,12,0,0,0,0,0
172566,星置川,45661,11038,False,1,,,,,,,,,,,,,,,,,,
172811,ウェストボーン川,29807,8625,False,0,,,,,,,,,,,,,,,,,,
173554,フリート川,25243,7531,False,0,,,,,,,,,,,,,,,,,,
173682,土器川,47616,10289,False,1,,,,,,,,,,,,,,,,,,
173866,アルノ川,30025,7310,False,1,,,,,,,,,,,,,,,,,,
177362,肱川,56690,15145,False,1,,,,,,,,,,,,,,,,,,
178794,発寒川,29212,8686,False,1,,,,,,,,,,,,,,,,,,
179118,大海川,28071,6981,False,1,,,,,,,,,,,,,,,,,,
183587,奥入瀬渓流,37180,9776,False,0,,,,,,,,,,,,,,,,,,
183656,雄物川,59973,12929,False,1,,,,,,,,,,,,,,,,,,
184887,エーヤワディー川,30061,8578,False,0,,,,,,,,,,,,,,,,,,
184891,遠賀川,60471,14566,False,1,,,,,,,,,,,,,,,,,,
185599,宮川 (山梨県),31449,8763,False,1,,,,,,,,,,,,,,,,,,
186290,間堀川,29162,8523,False,1,,,,,,,,,,,,,,,,,,
186316,呑川,39866,10696,False,1,,,,,,,,,,,,,,,,,,
187148,第二寝屋川,52785,17870,False,1,,,,,,,,,,,,,,,,,,
188834,五反田川 (神奈川県),33602,8335,False,1,,,,,,,,,,,,,,,,,,
188911,天神川 (埼玉県),32947,7919,False,1,,,,,,,,,,,,,,,,,,
191176,太田川 (静岡県),28687,6860,False,1,,,,,,,,,,,,,,,,,,
191177,太田川,147418,43993,False,1,,,,,,,,,,,,,,,,,,
191199,元安川,43871,9888,False,1,,,,,,,,,,,,,,,,,,
191476,円山川 (札幌市),22078,6597,False,0,15,0,3,0,0,0,0,0,5,0,1,0,4,0,0,0,1,1
191614,旧太田川,48299,10576,False,1,,,,,,,,,,,,,,,,,,
192613,イリ川,33713,8133,False,1,,,,,,,,,,,,,,,,,,
192630,エルティシ川,34831,9171,False,1,,,,,,,,,,,,,,,,,,
192636,エシム川,31425,7763,False,1,,,,,,,,,,,,,,,,,,
192935,ベヌエ川,31052,8545,False,1,,,,,,,,,,,,,,,,,,
193167,タリム川,34655,8234,False,1,,,,,,,,,,,,,,,,,,
193200,セーヌ川,49201,12613,False,1,,,,,,,,,,,,,,,,,,
193449,高津川,50702,10991,False,1,,,,,,,,,,,,,,,,,,
193501,ザンベジ川,47087,11824,False,1,,,,,,,,,,,,,,,,,,
193674,オレンジ川,39751,9359,False,1,,,,,,,,,,,,,,,,,,
193756,テレク川,38496,8162,False,1,,,,,,,,,,,,,,,,,,
194007,ヘルマンド川,26536,6767,False,0,,,,,,,,,,,,,,,,,,
194391,クネネ川,26877,7078,False,0,,,,,,,,,,,,,,,,,,
194412,ヴォルタ川,29233,8006,False,0,,,,,,,,,,,,,,,,,,
194416,セネガル川,35579,8930,False,0,,,,,,,,,,,,,,,,,,
195223,クバン川,26442,6963,False,0,,,,,,,,,,,,,,,,,,
196247,ウファ川,27408,6765,False,1,,,,,,,,,,,,,,,,,,
196260,ベラヤ川 (ヴォルガ川水系),31329,7955,False,1,,,,,,,,,,,,,,,,,,
196276,カマ川,32630,7945,False,1,,,,,,,,,,,,,,,,,,
196280,揖保川,59672,13159,False,1,,,,,,,,,,,,,,,,,,
197083,アトバラ川,27123,7117,False,0,,,,,,,,,,,,,,,,,,
197724,五十嵐川,42394,13323,False,1,,,,,,,,,,,,,,,,,,
198227,ヴィスワ川,46144,10253,False,1,,,,,,,,,,,,,,,,,,
200101,ディチュ河,22262,6559,False,0,,,,,,,,,,,,,,,,,,
200770,千種川,49596,10543,False,1,,,,,,,,,,,,,,,,,,
201144,リタニ川,27025,6941,False,1,,,,,,,,,,,,,,,,,,
201155,シンガポール川,38389,11787,False,0,,,,,,,,,,,,,,,,,,
201209,神崎川,49345,14120,False,1,,,,,,,,,,,,,,,,,,
202250,湊川 (兵庫県),35696,10010,False,1,,,,,,,,,,,,,,,,,,
203671,犀川 (長野県),75276,21014,False,1,,,,,,,,,,,,,,,,,,
205108,銅山川 (四国),38363,10064,False,1,,,,,,,,,,,,,,,,,,
208246,ウバンギ川,32023,7982,False,1,23,0,0,0,0,7,0,1,6,0,0,0,3,4,1,0,0,1
208523,ユーコン川,32622,8579,False,1,,,,,,,,,,,,,,,,,,
208540,マッケンジー川,34711,8500,False,1,,,,,,,,,,,,,,,,,,
208880,コロラド川,44223,11277,False,1,,,,,,,,,,,,,,,,,,
209871,黒目川,45445,13908,False,1,,,,,,,,,,,,,,,,,,
209979,武庫川,56964,19524,False,1,,,,,,,,,,,,,,,,,,
210089,姉川,42537,10084,False,1,,,,,,,,,,,,,,,,,,
210100,大野川,63418,13305,False,1,,,,,,,,,,,,,,,,,,
210108,宮川 (三重県),72835,16189,False,1,,,,,,,,,,,,,,,,,,
210115,菊川,54923,11906,False,1,,,,,,,,,,,,,,,,,,
210155,有田川,29961,7315,False,1,,,,,,,,,,,,,,,,,,
210215,竜田川,37578,9506,False,1,,,,,,,,,,,,,,,,,,
210267,サクラメント川,51404,11705,False,1,,,,,,,,,,,,,,,,,,
210383,オーエンズ川,32885,8078,False,1,,,,,,,,,,,,,,,,,,
210403,ドニエストル川,51840,11139,False,0,,,,,,,,,,,,,,,,,,
210819,プルト川,39989,9577,False,1,,,,,,,,,,,,,,,,,,
210954,クラマス川,31107,7438,False,1,,,,,,,,,,,,,,,,,,
210978,錦川,34717,9643,False,1,,,,,,,,,,,,,,,,,,
211070,宇曽川,35789,8087,False,1,,,,,,,,,,,,,,,,,,
211109,犬上川,31380,7490,False,1,,,,,,,,,,,,,,,,,,
211117,芹川 (滋賀県),32626,7949,False,1,,,,,,,,,,,,,,,,,,
211202,コロンビア川,498344,115389,False,0,,,,,,,,,,,,,,,,,,
211742,旧淀川,75409,18865,False,1,,,,,,,,,,,,,,,,,,
211775,デトロイト川,27712,7223,False,0,,,,,,,,,,,,,,,,,,
211789,サグネ川,22932,6349,False,0,,,,,,,,,,,,,,,,,,
211790,リシュリュー川,27674,6950,False,1,,,,,,,,,,,,,,,,,,
211847,余呉川,30105,7583,False,1,,,,,,,,,,,,,,,,,,
212202,大淀川,60966,13564,False,1,,,,,,,,,,,,,,,,,,
212213,小丸川,46841,9046,False,1,,,,,,,,,,,,,,,,,,
212469,五ヶ瀬川,49326,9733,False,1,,,,,,,,,,,,,,,,,,
212535,サスカチュワン川,31237,8385,False,1,,,,,,,,,,,,,,,,,,
212546,サウスサスカチュワン川,32216,7709,False,1,,,,,,,,,,,,,,,,,,
212555,ボウ川,27553,6923,False,1,,,,,,,,,,,,,,,,,,
212575,ノースサスカチュワン川,30817,7843,False,1,,,,,,,,,,,,,,,,,,
212595,イエローストーン川,31444,8258,False,0,21,0,1,0,0,1,1,0,8,0,2,0,2,5,0,0,0,1
212603,スネーク川,35955,8514,False,1,,,,,,,,,,,,,,,,,,
212607,リオ・グランデ川,66835,13528,False,1,,,,,,,,,,,,,,,,,,
212615,プラット川,29283,9257,False,0,,,,,,,,,,,,,,,,,,
212616,番匠川,45839,9405,False,1,,,,,,,,,,,,,,,,,,
212620,大分川,57729,12038,False,1,,,,,,,,,,,,,,,,,,
212621,本明川,50510,12786,False,1,,,,,,,,,,,,,,,,,,
212624,六角川,48812,9664,False,1,,,,,,,,,,,,,,,,,,
212625,ピース川,33759,8423,False,1,,,,,,,,,,,,,,,,,,
212629,嘉瀬川,73206,18571,False,1,,,,,,,,,,,,,,,,,,
212653,クートネー川,30842,8210,False,0,,,,,,,,,,,,,,,,,,
212667,リアード川,23930,6425,False,0,,,,,,,,,,,,,,,,,,
212688,白川 (熊本県),110231,25012,False,2,,,,,,,,,,,,,,,,,,
212689,緑川,56211,11657,False,1,,,,,,,,,,,,,,,,,,
212691,菊池川,49346,9525,False,1,,,,,,,,,,,,,,,,,,
212708,鳥山川,34666,7793,False,1,,,,,,,,,,,,,,,,,,
212709,矢上川,41273,10248,False,1,,,,,,,,,,,,,,,,,,
212710,早渕川,42049,10749,False,1,,,,,,,,,,,,,,,,,,
212711,恩田川,126631,44992,False,2,,,,,,,,,,,,,,,,,,
212718,松浦川,49733,11368,False,1,,,,,,,,,,,,,,,,,,
212721,黒須田川,33654,7427,False,1,,,,,,,,,,,,,,,,,,
212926,那賀川,62963,14895,False,1,,,,,,,,,,,,,,,,,,
212989,ミズーリ川,42062,10504,False,1,,,,,,,,,,,,,,,,,,
213028,フレーザー川,29231,7573,False,0,,,,,,,,,,,,,,,,,,
213399,ネルソン川,36867,9157,False,0,,,,,,,,,,,,,,,,,,
213430,オタワ川,30643,7787,False,1,,,,,,,,,,,,,,,,,,
213828,グリーン川 (ユタ州),29733,7910,False,0,,,,,,,,,,,,,,,,,,
215131,十津川,28107,7776,False,0,,,,,,,,,,,,,,,,,,
215285,岩尾別川,34180,9448,False,1,,,,,,,,,,,,,,,,,,
215960,梯川,44711,9227,False,1,,,,,,,,,,,,,,,,,,
216455,小矢部川,59869,13057,False,1,,,,,,,,,,,,,,,,,,
216879,三峰川,42618,11916,False,1,,,,,,,,,,,,,,,,,,
217135,富丘川,25345,6776,False,1,,,,,,,,,,,,,,,,,,
217852,立会川,35471,9260,False,1,,,,,,,,,,,,,,,,,,
218432,オミ川,26162,6806,False,1,,,,,,,,,,,,,,,,,,
218807,鈴鹿川,45549,9368,False,1,,,,,,,,,,,,,,,,,,
218841,旭川 (岡山県),88778,23841,False,1,,,,,,,,,,,,,,,,,,
218888,旭川 (秋田県),48382,14782,False,1,,,,,,,,,,,,,,,,,,
219460,ヴェーザー川,297999,138958,False,1,,,,,,,,,,,,,,,,,,
220384,北川,46162,9487,False,1,,,,,,,,,,,,,,,,,,
220422,庄川,65405,15523,False,1,,,,,,,,,,,,,,,,,,
220703,片貝川,36694,10014,False,1,,,,,,,,,,,,,,,,,,
221492,肝属川,52176,12101,False,1,,,,,,,,,,,,,,,,,,
