page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,人口,人口データの年,人口密度,別名,友好市区町村,合併市区町村,国,国内位置,地名の謂れ,地形,座標・経度,座標・緯度,恒例行事,成立年,所在地,旧称,温泉・鉱泉,特産品,産業,種類,観光地,読み,鉄道会社,面積,首長
8937,竹野町,42033,9939,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8952,青葉区 (仙台市),154618,33936,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8953,泉区 (仙台市),121638,27801,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8954,宮城野区,91949,17720,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8989,コンスタンティノープル,88450,31723,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,倶知安町,196884,36457,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
9297,岸和田市,182319,43163,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9465,ウィーン,200935,58848,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9467,ストックホルム,129009,26669,False,1,72,1,1,2,6,0,0,9,1,1,19,3,3,0,2,4,0,0,0,3,0,11,1,3,2,0
9548,マンハッタン,302723,75576,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9682,佐倉市,223769,46258,False,4,118,1,1,1,0,0,20,6,0,0,16,1,1,3,1,10,0,0,3,3,1,41,2,4,1,2
9755,南小国町,93655,17120,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10032,アムステルダム,179173,44047,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10091,日高町 (兵庫県),43592,10029,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10104,箱根町,124794,25733,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10180,音更町,192851,36012,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
10282,ダブリン,133525,36522,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10589,長野市,333094,71970,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10634,山口市,247047,59261,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10674,萩市,206253,53749,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10676,周南市,173432,43303,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10677,下松市,94736,21494,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10728,津市,259807,55120,False,2,270,1,1,1,0,6,41,10,0,1,37,2,2,16,3,12,1,5,9,17,2,87,2,9,1,4
10741,練馬区,323061,91388,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10742,板橋区,233482,63665,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10787,軽井沢町,171264,28750,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
10910,四街道市,116604,31351,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11056,平壌,146880,37342,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11177,ロマニャーノ・セージア,49995,9856,False,1,22,2,0,1,1,0,0,3,0,0,1,4,4,0,0,4,0,0,0,0,1,0,0,0,1,0
11192,バンクーバー (ブリティッシュコロンビア州),195178,43107,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11361,岐阜市,346789,75659,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11435,猪苗代町,118110,23696,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11505,狭山市,238005,73142,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11800,川越市,451059,125795,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11921,戸倉町,38737,8707,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11922,上田市,232711,57586,False,2,241,1,1,1,0,17,12,6,0,0,40,2,2,0,6,12,2,12,12,11,6,86,2,8,1,1
12215,四日市市,389944,102064,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
12216,南部町 (和歌山県),41027,9081,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
12225,七尾市,256392,48113,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
12494,ワシントンD.C.,481354,145961,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
12520,所沢市,285535,64888,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
12594,墨田区,170532,44894,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
12606,大阪,77406,25582,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
13022,ラーワルピンディー,46628,12778,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13124,東大阪市,171094,39426,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13161,敦煌市,72444,17354,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13164,上海市,299238,91833,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
13212,長安,59436,18928,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13278,ラサ市,108268,24911,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13366,カーブル,107186,25490,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13401,テヘラン,144789,43513,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13462,上野,66007,14163,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13484,マディーナ,36216,9644,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13585,尾道市,272462,65953,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13595,田原市,164505,33958,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13693,秦野市,151445,37788,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13722,北区 (東京都),231176,51384,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13727,田沢湖町,49720,10552,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13805,バグダード,224221,67040,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13823,神戸市,673555,132637,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13873,柏市,233113,54592,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
14168,ニハーヴァンド,32550,9613,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
14381,瑞穂町,104535,23915,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
14629,取手市,159377,40690,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
14762,マーストリヒト,51632,15072,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
14800,鎌ケ谷市,148447,38160,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
14854,宮古市,291703,72398,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
14921,枚方市,266685,76774,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
14922,交野市,109185,26897,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
14977,鏡石町,78317,15103,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
15350,府中市 (東京都),307932,83986,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
15351,府中市 (広島県),113395,26076,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
15700,岡山市,430031,102393,False,5,287,1,1,1,0,9,62,2,0,0,37,20,19,17,5,7,0,1,46,11,5,25,2,12,1,3
15795,四條畷市,216832,48148,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
16031,中村区,113690,22161,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16033,常滑市,167694,42806,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16058,金沢市,640363,122153,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
16059,由仁町,78204,17106,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16224,スラカルタ,37968,11076,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16417,千曲市,163206,29412,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16460,中区 (名古屋市),180768,29126,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16539,大宮市,69429,16517,False,1,47,1,1,0,0,3,14,2,0,2,0,1,1,0,1,10,0,0,0,0,1,0,1,7,1,1
16600,鹿児島市,544166,128526,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16602,茅ヶ崎市,213654,51007,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16628,中川区,114844,23120,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16705,久留米市,261232,53931,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16708,秩父市,180214,38657,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16734,松平郷,42737,13418,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
16893,ウル,39402,11391,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
16978,カーディフ,81063,15594,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
16992,マチュ・ピチュ,66450,23751,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17082,高雄市,147117,31769,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17193,宝塚市,189270,38023,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17206,新竹市,88109,15764,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17323,松山市,434639,97254,False,2,456,1,1,1,0,4,102,10,0,0,26,2,2,18,1,28,0,24,50,37,2,120,2,22,1,2
17382,天津小湊町,47040,11256,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17387,成田市,516197,163083,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17529,仁川広域市,113580,26587,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17634,藤原町 (栃木県),44602,9813,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17721,シティ・オブ・ロンドン,188367,37028,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17819,中野区,218075,56151,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17834,三郷市,144561,35757,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17977,鈴鹿市,159813,39121,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18049,ビュザンティオン,33412,10854,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18098,福井市,303544,70111,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18277,山県市,91049,21638,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18468,小山市,280357,73052,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
18497,若柳町,46428,11270,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18529,ワルシャワ,184240,51897,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18551,ヒューストン,318314,95875,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
18691,デュッセルドルフ,158963,46302,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18724,目黒区,176732,36392,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18792,文京区,192791,45757,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18827,防府市,164838,42721,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18837,宇部市,472101,117436,False,5,,,,,,,,,,,,,,,,,,,,,,,,,,
18849,西宮市,291805,73810,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18878,中町 (兵庫県),84819,16592,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18986,荒川区,161910,38118,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19016,網走市,289811,73701,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19179,志木市,164054,46927,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19181,戸田市,167076,43518,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19220,松川町,78629,14500,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19385,小樽市,425969,102573,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19391,相模原市,415452,150479,False,1,184,1,1,1,0,29,4,1,0,0,86,2,2,16,4,4,2,0,0,5,0,15,2,2,1,6
19397,朝霞市,124693,27196,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19462,常州市,80368,20291,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
19527,イスタンブール,619377,180434,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19594,カンヌ,41967,9900,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19633,備前,23159,6586,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19661,新潟市,525120,134212,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
19686,別府市,230453,69209,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19838,栃木市,335477,90372,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
19852,ロサンゼルス,332646,68933,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19876,飯田市,235119,48204,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
19892,パータリプトラ,26202,7377,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19922,ペルセポリス,53291,14815,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19958,和光市,133990,35766,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20048,左京区,104109,22341,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20061,トロント,285135,78745,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20146,大坂城,151255,52337,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20148,サラエヴォ,307134,78454,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20182,コロール (都市),37308,11430,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20253,三宮,88258,21437,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20256,阪神,30389,8969,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20351,飯塚市,137767,33942,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20381,港北区,110547,29830,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20558,札幌村,43859,12972,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20725,明石市,213623,46461,False,2,64,2,2,1,0,7,3,2,0,0,7,2,2,5,1,5,1,0,9,3,0,2,2,3,1,4
20964,台北市,229152,50397,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21116,函館市,621803,147295,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
21197,グルノーブル,67913,13079,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21321,戸塚区,173080,42687,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21535,西春日井郡,99361,24900,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
21688,三鷹市,251645,72960,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21842,白浜町 (千葉県),154026,26749,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22003,生駒市,136225,37814,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22005,御宿町,81623,16000,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22031,堺,31082,10312,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
22076,バレッタ,112210,21869,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
22418,湯沢町,112362,25945,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22509,町田市,323893,94549,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22548,甘,19944,5700,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
22648,岡崎市,633992,124795,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22738,名駅,153633,30664,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
22810,滝川市,126725,27224,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
23005,稚内市,335827,66405,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
23219,大都市,34233,8107,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23472,柳川市,138698,38838,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
23626,美唄市,143416,34907,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
23631,佐賀市,379334,104461,False,5,,,,,,,,,,,,,,,,,,,,,,,,,,
23752,大邱広域市,125523,29488,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
23769,カルカソンヌ,39010,9553,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
23901,大分市,281771,61094,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
23923,駿府,34244,9378,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23973,ハルビン市,146688,32593,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
24217,エスファハーン,148501,45693,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
24291,ホーチミン市,185074,56530,False,1,168,1,1,1,56,17,1,5,2,1,4,3,4,0,2,1,4,0,0,5,0,58,1,0,1,0
24504,留辺蘂町,53009,13674,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
24681,大津町,95307,20646,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
24713,斑鳩町,98294,20886,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
24786,中興新村,24041,6695,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24942,呉市,244661,53527,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
24961,新京,180789,79922,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
24962,長春市,139265,31499,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
24975,木頭村,47943,10867,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25081,苫小牧市,443250,97204,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,
25092,南牧村,20819,6104,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,
25155,北広島市,143683,29395,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25157,精華町,127243,29231,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25185,沼津市,260562,70780,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
25187,ティラナ,161808,42566,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25196,ティンプー,57997,13089,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25198,アシガバート,75309,15970,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25245,富士見市,135881,36804,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25329,楊原村,29414,7186,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25429,三島市,133635,36118,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25466,丹波町,47842,11092,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25485,我入道,43548,9856,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25561,浅草,103228,24967,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25572,ダラス,127162,26019,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25659,北投区,59724,11880,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25663,松山区 (台北市),51785,12050,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25673,ハリウッド,42866,15026,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
25689,蒲郡市,304329,83562,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25697,長泉町,82161,16038,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25886,浦和市,130928,36231,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25889,与野市,59838,16071,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26006,島原市,131704,33869,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26011,ランダウ,28306,7542,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26014,原町 (静岡県),29914,7290,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26017,吉原市,32687,8253,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26035,内灘町,89581,19235,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26108,瀋陽市,178822,37606,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
26140,つくば市,303690,71161,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26248,西安市,166666,42487,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
26338,北区 (札幌市),96154,24386,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26360,フエ,156494,53359,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
26440,ニコシア,103667,20094,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
26473,フランクフルト・アム・マイン,449424,181811,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26604,新居浜市,288439,85772,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26692,片浜村,28441,6960,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26693,金岡村 (静岡県),29328,7076,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26694,大岡村 (静岡県),29089,6949,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26695,静浦村,28432,7025,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26697,愛鷹村,28767,7104,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26698,内浦村 (静岡県),29450,7104,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26709,伊豆長岡町,36235,8103,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26817,津幡町,92116,18929,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26895,東鷹栖町,44236,16217,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
27145,みなとみらい,40453,10804,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,
27355,羽島市,105964,25911,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
