page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,オーナー,クラブカラー,スローガン,ホームスタジアム,マスコット,人数,代表,優勝大会,別名,創立年,創設関係者,参加大会,名前の謂れ,国,後継組織,成績,所在地,所属リーグ,所属組織,歌,永久欠番,監督・指導者,競技,解散年,読み,運営組織,過去の組織名,開催大会,関連組織
58555,FC刈谷,119875,24343,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59238,ニューヨーク・ヤンキース,507260,105633,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62846,ソニー仙台FC,210087,39510,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62848,国士舘大学サッカー部,63504,14492,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65618,ボローニャFC,131110,23572,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67770,プロレスリング・ノア,210433,75917,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67772,全日本プロレス,331845,102355,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69900,日本高等学校野球連盟,107466,26745,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72427,特別区競馬組合,23776,7475,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73520,K-1,192838,50156,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74245,フェイエノールト,254701,56056,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74562,ミナルディ,169045,55596,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83228,スチュワート・グランプリ,49409,12386,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84129,コスモ石油四日市FC,46936,10451,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84841,FCプリメーロ,72094,12654,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86248,世界ボクシング基金,51255,12021,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88182,アリゾナ・ダイヤモンドバックス,155641,28933,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88703,アズーリ,29780,7919,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89557,東アジアサッカー連盟,287037,28291,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92985,2004年アテネオリンピックの野球競技・日本代表,72802,19206,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96139,プロレスリングZERO-ONE,38689,11701,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96393,ミルウォーキー・ブルワーズ,180425,38744,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96631,国際ボクシング連盟,124616,33595,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96632,世界ボクシング機構,116945,32083,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96834,みちのくプロレス,98880,29113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97200,西鉄軍,64907,16960,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97240,ロサンゼルス・レイカーズ,341744,66294,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111671,UFC,200851,60719,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112848,超星舞団,23520,8119,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112864,貴乃花部屋,118178,21237,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112948,養神館合気道,47298,21472,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115657,マイアミ・ヒート,200964,37109,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117219,沖縄かりゆしフットボールクラブ,68120,16342,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117854,高砂部屋,127496,21602,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117857,片男波部屋,110853,19338,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118016,東関部屋,109446,16284,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118030,大島部屋,100035,16434,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118043,武蔵川部屋,103713,15122,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118144,九重部屋,118201,21748,False,0,30,0,0,0,0,0,0,5,1,0,3,8,0,0,0,0,1,1,0,1,0,0,5,1,1,1,0,0,0,2
119751,岩手県競馬組合,70016,27884,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120859,プロフェソール宮崎FC,45554,11117,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121652,静岡FC,44389,10842,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121655,鳥取キッカーズFC,47470,11719,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121656,アイゴッソ高知,71370,15543,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123216,塩釜NTFCヴィーゼ,73364,15505,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123223,青梅FC,70098,14047,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124296,サッカー日本代表,724727,115231,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125489,盛岡ゼブラ,96035,16237,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131141,B・A・R,101785,32688,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131493,サッカー日本女子代表,464521,66948,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132399,藤島部屋,112304,17600,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132419,マック体操クラブ,26201,6863,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132729,新日鐵住金かずさマジック,87646,17560,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133157,新日鐵住金東海REX,79446,15489,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134135,オレンジ軍団,29151,8389,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135357,ボストン・レッドソックス,368416,83979,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135649,ザ・ミイラ,28239,7148,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138382,TSV1973四日市,95097,18199,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138532,カマタマーレ讃岐,188436,43274,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138535,ベンターナAC,80588,14852,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138882,韮崎アストロス,70339,13492,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139266,徳島ヴォルティス・セカンド,39370,10825,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140312,札幌ホーネッツ,39152,9195,False,1,21,0,1,0,0,0,0,0,3,0,2,0,4,0,0,0,3,2,2,0,0,0,1,1,0,1,1,0,0,0
140939,コロラド・ロッキーズ,147824,27753,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140956,カンザスシティ・ロイヤルズ,204708,50527,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141280,日本プロレス,113806,44705,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142288,ドリームステージエンターテインメント,55316,19137,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142673,ジェフユナイテッド市原・千葉リザーブズ,63948,19160,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,全日本女子プロレス,261246,99370,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143155,世界キックボクシング協会 (WKA),75946,18944,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143289,ザ・ファンクス,101458,22245,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143437,ニューアーク・ベアーズ,44250,10628,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143503,国際キックボクシング連盟,45519,11138,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144907,国際競技空手協会,57392,15338,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146704,正道会館,56126,20873,False,0,29,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,16,0
146949,サンワード貿易硬式野球部,36467,9372,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147148,シダックス野球部,60147,14150,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147290,アヤックス・アムステルダム,315358,50343,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148008,南海土建野球部,35952,10441,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148398,修斗,87082,23801,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148439,極真会館,172635,50884,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149173,白蓮会館,35726,11214,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149174,芦原会館,30451,9465,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149175,士道館,47132,15237,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149177,佐藤塾,24907,8119,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149873,Honda硬式野球部,89854,18764,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150008,Honda鈴鹿硬式野球部,65042,15567,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150018,Honda熊本硬式野球部,44912,11518,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150583,パナソニック野球部,103995,19543,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150599,NOMOベースボールクラブ,81819,20724,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151151,友綱部屋,114167,19578,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151257,世界キックボクシング連盟,36623,7325,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152926,全足利クラブ,54046,14451,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152957,現代ユニコーンズ,91366,36419,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153175,大和高田クラブ,50137,11998,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153188,トヨタ自動車硬式野球部,81470,16519,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154101,王子硬式野球部,61350,13761,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154445,日本生命硬式野球部,105248,20547,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154554,H.C.栃木日光アイスバックス,112540,26081,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155501,三菱自動車倉敷オーシャンズ,47934,12713,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155542,1984年ロサンゼルスオリンピックの野球競技・日本代表,58257,11903,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155555,1988年ソウルオリンピックの野球競技・日本代表,55078,11036,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155576,1992年バルセロナオリンピックの野球競技・日本代表,56621,11099,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155599,1996年アトランタオリンピックの野球競技・日本代表,56663,11404,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155617,2000年シドニーオリンピックの野球競技・日本代表,62887,15055,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155739,東芝硬式野球部,100212,20452,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155888,JX-ENEOS野球部,106006,24444,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156817,ホンダルミノッソ狭山FC,44832,10474,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156835,日産自動車硬式野球部,89849,18803,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157897,日産自動車九州硬式野球部,39235,10041,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158287,三菱ふそう川崎硬式野球部,84606,17574,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158838,日本通運硬式野球部,88015,16889,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159294,三菱自動車岡崎硬式野球部,47606,11711,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159301,デュプロ硬式野球部,43550,10789,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159475,ブルーインパルスジュニア,49429,15665,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159757,大阪ガス硬式野球部,48278,11755,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159880,NTT西日本硬式野球部,102861,20659,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159888,NTT東日本硬式野球部,107136,21221,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159910,日立製作所硬式野球部,82995,16072,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159936,SUBARU硬式野球部,54431,11739,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159976,新日鐵住金鹿島硬式野球部,73406,14629,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160877,一光硬式野球部,40272,10026,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160898,バイタルネット硬式野球部,37042,9378,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160917,西濃運輸硬式野球部,65809,14557,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161699,TDK千曲川硬式野球部,34598,8625,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161711,信越硬式野球クラブ,41881,11215,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161770,伏木海陸運送硬式野球部,34646,8840,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163101,茂原アルカス,65948,14605,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163105,日立ベルフィーユ,119244,21697,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163109,日立リヴァーレ,113829,24856,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163156,堺ブレイザーズ,162842,31164,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163444,日本新薬硬式野球部,73341,11071,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163456,ニチダイ硬式野球部,39901,10073,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164121,東レ・アローズ (女子バレーボール),149103,28337,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164126,武富士バンブー,69697,14899,False,1,29,1,2,0,0,0,0,0,0,0,3,0,2,1,0,0,4,4,3,0,0,0,1,1,3,1,2,1,0,0
164129,日テレ・ベレーザ,205146,42121,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164441,JR東海硬式野球部,58747,12167,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164453,東海理化硬式野球部,38680,9385,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164460,東邦ガス硬式野球部,35157,8722,False,1,54,1,1,0,0,0,0,0,9,1,2,0,15,0,0,0,14,2,1,2,0,0,1,1,0,1,1,2,0,0
164555,伊賀フットボールクラブくノ一,164800,27955,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164910,三菱重工名古屋硬式野球部,82464,14705,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165205,ヤマハ硬式野球部,93447,17772,False,1,106,1,1,0,0,0,0,0,24,3,2,0,35,0,0,0,29,2,2,0,0,0,1,1,0,1,1,3,0,0
165359,JT硬式野球部,35354,9592,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165376,JR東日本東北硬式野球部,70205,14295,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165383,七十七銀行硬式野球部,37401,9314,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165458,JFE東日本硬式野球部,42200,10424,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165675,NECグリーンロケッツ,151357,25771,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165678,神戸製鋼コベルコスティーラーズ,189236,44555,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166236,IWA・JAPAN,60327,15835,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166697,浦和レッドダイヤモンズ・レディース,147648,26725,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166704,東京電力女子サッカー部マリーゼ,148538,31472,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166711,ジェフユナイテッド市原・千葉レディース,125426,24383,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166967,合気道S.A.,24742,7963,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168376,沖縄海邦銀行サッカークラブ,76911,15127,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168840,ノルブリッツ北海道FC,66964,13959,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168846,ベアフット北海道,47073,12015,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169409,Lamigoモンキーズ,82962,15966,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169478,JR東日本硬式野球部,88446,17375,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169542,鷺宮製作所硬式野球部,44177,11300,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169575,東京ガス硬式野球部,47521,11365,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169870,tonan前橋,137513,28920,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170841,静岡産業大学サッカー部,46055,11205,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171019,明治安田生命硬式野球部,34517,8751,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171030,三菱日立パワーシステムズ硬式野球部,88466,16392,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171039,JR北海道硬式野球クラブ,90127,17136,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171365,NTT北海道 (野球チーム),43327,11061,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171385,TDK硬式野球部,57635,11936,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171401,ミキハウス硬式野球部,34951,8573,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171489,JFE西日本硬式野球部,51789,11492,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172050,JR九州硬式野球部,93906,16606,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172057,JR四国硬式野球部,41829,9671,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172078,JR西日本硬式野球部,71841,14677,False,1,34,0,1,0,0,0,0,0,0,5,2,0,9,0,0,0,1,2,3,0,0,0,1,1,0,1,0,8,0,0
172154,サントリーサンバーズ,175475,33444,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172375,エリースFC東京,122361,21097,False,2,49,0,2,0,0,0,0,1,10,2,2,0,5,1,0,0,8,2,7,0,0,0,2,1,0,0,2,1,0,3
172967,ゴールズFC,49762,14462,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173505,天勝野球団,31381,11202,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174356,三菱重工神戸・高砂硬式野球部,93272,15887,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174387,和歌山箕島球友会,47762,11309,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174625,アビラーション,54132,14134,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174736,インディアナ・ペイサーズ,203613,43502,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174784,伯和ビクトリーズ,39149,10218,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174835,ミルウォーキー・バックス,198171,37978,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175003,三菱水島FC,159269,26149,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175284,シアトル・スーパーソニックス,134235,28339,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175298,トロント・ラプターズ,184749,38062,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176165,流通経済大学サッカー部,160668,35842,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176247,ホンダロックSC,114681,27785,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176539,釜石シーウェイブス,211826,46306,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176817,ミネソタ・ティンバーウルブズ,182657,32689,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177303,サンアントニオ・スパーズ,809362,182689,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177748,新日鐵住金広畑硬式野球部,93465,17498,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179374,AC長野パルセイロ・レディース,95537,20763,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180266,沖縄電力硬式野球部,34655,8437,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180270,松山フェニックス,35060,9262,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180279,VfBシュトゥットガルト,157681,33294,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180305,VfLボーフム,171098,27085,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180307,ボルシア・ドルトムント,245585,49974,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180310,三菱重工広島硬式野球部,94721,15752,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180311,シャルケ04,209819,43307,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181903,三菱重工長崎硬式野球部,96988,17336,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182619,四国銀行硬式野球部,31526,7681,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183414,豊田自動織機サッカー部,81668,13245,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183420,名古屋WESTフットボールクラブ,43909,10258,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183434,日本鋼管サッカー部,101229,19862,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183459,古河電気工業サッカー部,151190,29966,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183582,東北マークス,41185,10784,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183634,三菱重工三原硬式野球部,81033,14800,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184045,伊勢崎硬建クラブ,41431,9475,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185027,丸の内御三家,54394,16029,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
