page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,人数,人数データの年,代表者,代表者の役職,出版物,別名,後継組織,成立時の構成組織,所属組織,本拠地,本拠地国,業界,機関紙,法令,活動内容,種類,解散年,設立年,設立目的,設立者,読み,資本金,資本金データの年
17758,救世軍,261915,68328,False,2,,,,,,,,,,,,,,,,,,,,,,,,
18192,国際航空運送協会,54157,14769,False,1,,,,,,,,,,,,,,,,,,,,,,,,
18481,住宅・都市整備公団,30288,9080,False,0,,,,,,,,,,,,,,,,,,,,,,,,
19947,国鉄労働組合,188610,70985,False,1,,,,,,,,,,,,,,,,,,,,,,,,
20931,アメリカ新世紀プロジェクト,38338,10348,False,0,17,0,0,1,1,0,4,0,0,0,1,1,0,0,0,4,2,0,1,1,0,1,0,0
21260,PCオープン・アーキテクチャー推進協議会,27760,8289,False,0,,,,,,,,,,,,,,,,,,,,,,,,
25460,キリスト教青年会,56022,14587,False,1,,,,,,,,,,,,,,,,,,,,,,,,
26032,Desktop Linux Consortium,23777,6472,False,0,,,,,,,,,,,,,,,,,,,,,,,,
26917,全日本ぷよ協会,36613,8670,False,0,,,,,,,,,,,,,,,,,,,,,,,,
27945,国際純正・応用化学連合,79952,21620,False,1,,,,,,,,,,,,,,,,,,,,,,,,
28020,全日本学生自治会総連合,619862,175667,False,5,,,,,,,,,,,,,,,,,,,,,,,,
28141,メンサ,91500,27066,False,0,,,,,,,,,,,,,,,,,,,,,,,,
28675,日本鉄道建設公団,105593,22993,False,1,,,,,,,,,,,,,,,,,,,,,,,,
29089,アメリカ映画協会 (業界団体),35861,12998,False,0,,,,,,,,,,,,,,,,,,,,,,,,
33244,関西棋院,86124,20599,False,1,,,,,,,,,,,,,,,,,,,,,,,,
33370,インターネットアーカイブ,85094,28443,False,2,,,,,,,,,,,,,,,,,,,,,,,,
33826,日本百貨店協会,109351,39804,False,0,,,,,,,,,,,,,,,,,,,,,,,,
34031,日本広告審査機構,52889,16735,False,1,,,,,,,,,,,,,,,,,,,,,,,,
34156,都営バス,243523,98009,False,0,,,,,,,,,,,,,,,,,,,,,,,,
35452,ナショナルドラッグチェーン,79230,18236,False,0,,,,,,,,,,,,,,,,,,,,,,,,
35609,日本棋院,104452,22026,False,1,,,,,,,,,,,,,,,,,,,,,,,,
35622,国境なき医師団,77203,23640,False,2,,,,,,,,,,,,,,,,,,,,,,,,
37282,ASTMインターナショナル,24127,6601,False,0,,,,,,,,,,,,,,,,,,,,,,,,
38407,鉄道弘済会,100388,21044,False,1,,,,,,,,,,,,,,,,,,,,,,,,
39858,東京吹奏楽団,31951,8758,False,0,,,,,,,,,,,,,,,,,,,,,,,,
42204,東京俳優生活協同組合,206432,34625,False,1,,,,,,,,,,,,,,,,,,,,,,,,
42508,兵庫県競馬組合,92380,35744,False,0,,,,,,,,,,,,,,,,,,,,,,,,
42760,日本アマチュア無線連盟,90855,24977,False,1,,,,,,,,,,,,,,,,,,,,,,,,
43408,造幣局 (日本),158890,34275,False,2,,,,,,,,,,,,,,,,,,,,,,,,
44092,日本アマチュア無線振興協会,76518,22507,False,1,,,,,,,,,,,,,,,,,,,,,,,,
44094,日本アマチュア無線機器工業会,29298,8665,False,1,,,,,,,,,,,,,,,,,,,,,,,,
45045,日本麻雀連盟,21513,6118,False,0,,,,,,,,,,,,,,,,,,,,,,,,
46080,日本自動車タイヤ協会,39128,13988,False,1,,,,,,,,,,,,,,,,,,,,,,,,
47966,コンピュータソフトウェア著作権協会,87894,17920,False,1,,,,,,,,,,,,,,,,,,,,,,,,
48632,地方競馬全国協会,37381,9624,False,1,,,,,,,,,,,,,,,,,,,,,,,,
49155,全国独立放送協議会,131446,45958,False,0,,,,,,,,,,,,,,,,,,,,,,,,
49779,アミティエSC,122785,25066,False,2,,,,,,,,,,,,,,,,,,,,,,,,
50308,全国赤帽軽自動車運送協同組合連合会,34355,11610,False,0,,,,,,,,,,,,,,,,,,,,,,,,
50570,赤十字社,181005,52204,False,1,,,,,,,,,,,,,,,,,,,,,,,,
54507,国際バカロレア,87348,27823,False,0,,,,,,,,,,,,,,,,,,,,,,,,
55338,山形県スポーツ振興21世紀協会,42485,12043,False,1,,,,,,,,,,,,,,,,,,,,,,,,
55443,日本民間放送連盟,160750,48662,False,3,73,1,1,1,3,0,20,0,0,0,1,1,2,0,1,30,7,0,2,2,0,1,0,0
57061,新しい歴史教科書をつくる会,241694,77803,False,1,,,,,,,,,,,,,,,,,,,,,,,,
57836,日本スポーツ振興センター,95986,23986,False,0,,,,,,,,,,,,,,,,,,,,,,,,
57946,心霊現象研究協会,41193,10771,False,0,,,,,,,,,,,,,,,,,,,,,,,,
58009,日本聖書協会,53432,11957,False,1,,,,,,,,,,,,,,,,,,,,,,,,
59489,Japan Skeptics,73015,20594,False,0,,,,,,,,,,,,,,,,,,,,,,,,
59833,カトリック中央協議会,33788,8086,False,1,,,,,,,,,,,,,,,,,,,,,,,,
60387,漫画原稿を守る会,36652,11245,False,0,,,,,,,,,,,,,,,,,,,,,,,,
60588,世界自然保護基金,255241,81107,False,1,,,,,,,,,,,,,,,,,,,,,,,,
63039,国民生活センター,136708,26345,False,1,,,,,,,,,,,,,,,,,,,,,,,,
63660,豪友会,40153,8485,False,0,,,,,,,,,,,,,,,,,,,,,,,,
64475,日本相撲協会,179429,53110,False,1,,,,,,,,,,,,,,,,,,,,,,,,
64764,日本労働組合総連合会,152817,43299,False,1,,,,,,,,,,,,,,,,,,,,,,,,
64767,全国労働組合総連合,116910,31930,False,1,80,2,1,4,4,0,26,0,0,0,1,2,1,2,0,16,8,0,1,11,0,1,0,0
65622,コンピュータソフトウェア倫理機構,66651,24000,False,1,,,,,,,,,,,,,,,,,,,,,,,,
66026,日本美術院,73902,20696,False,1,,,,,,,,,,,,,,,,,,,,,,,,
66318,サイコップ,56287,15001,False,0,,,,,,,,,,,,,,,,,,,,,,,,
66443,アカデミー・フランセーズ,54159,14489,False,0,,,,,,,,,,,,,,,,,,,,,,,,
66904,全国労働者共済生活協同組合連合会,34478,9574,False,1,,,,,,,,,,,,,,,,,,,,,,,,
67178,ACジャパン,297508,127545,False,1,,,,,,,,,,,,,,,,,,,,,,,,
67477,国際数学連合,24140,6813,False,0,,,,,,,,,,,,,,,,,,,,,,,,
67515,日本金属学会,26219,8331,False,0,,,,,,,,,,,,,,,,,,,,,,,,
68193,鉄道建設・運輸施設整備支援機構,169199,41312,False,1,,,,,,,,,,,,,,,,,,,,,,,,
68199,大学入試センター,78353,15338,False,1,,,,,,,,,,,,,,,,,,,,,,,,
68366,日本テレビネットワーク協議会,207788,54291,False,0,,,,,,,,,,,,,,,,,,,,,,,,
69172,ピープル・ファースト,22779,7352,False,0,,,,,,,,,,,,,,,,,,,,,,,,
69785,研究学園都市コミュニティケーブルサービス,60722,14532,False,1,,,,,,,,,,,,,,,,,,,,,,,,
70276,上方落語協会,103526,19056,False,1,,,,,,,,,,,,,,,,,,,,,,,,
70862,FEBC,78327,26937,False,2,,,,,,,,,,,,,,,,,,,,,,,,
71164,山形国際ドキュメンタリー映画祭,56857,26408,False,0,,,,,,,,,,,,,,,,,,,,,,,,
71169,コンテンツ・ソフト協同組合,39733,11232,False,0,,,,,,,,,,,,,,,,,,,,,,,,
71477,ほっちゃテレビ,58082,15544,False,1,,,,,,,,,,,,,,,,,,,,,,,,
72427,特別区競馬組合,23776,7475,False,0,,,,,,,,,,,,,,,,,,,,,,,,
73039,沖縄放送協会,87991,20554,False,1,,,,,,,,,,,,,,,,,,,,,,,,
73985,日本オリンピック委員会,84445,21970,False,1,,,,,,,,,,,,,,,,,,,,,,,,
74442,日本心霊科学協会,82005,28744,False,1,,,,,,,,,,,,,,,,,,,,,,,,
74458,日本サイ科学会,21827,6221,False,0,,,,,,,,,,,,,,,,,,,,,,,,
74647,養父市ケーブルテレビジョン,36106,9145,False,1,,,,,,,,,,,,,,,,,,,,,,,,
75041,日本生活教育連盟,22850,6781,False,0,,,,,,,,,,,,,,,,,,,,,,,,
76268,国際協力機構,112457,29041,False,1,,,,,,,,,,,,,,,,,,,,,,,,
78912,日本プロ野球名球会,121145,33328,False,1,,,,,,,,,,,,,,,,,,,,,,,,
78925,日本プロ野球OBクラブ,43487,10006,False,1,,,,,,,,,,,,,,,,,,,,,,,,
79693,東京シューレ,44907,14184,False,1,,,,,,,,,,,,,,,,,,,,,,,,
79822,エンターテインメントソフトウェアレイティング委員会,57647,20194,False,0,,,,,,,,,,,,,,,,,,,,,,,,
80653,電子情報技術産業協会,35907,10489,False,0,,,,,,,,,,,,,,,,,,,,,,,,
82738,淡路五色ケーブルテレビ,36645,9001,False,0,,,,,,,,,,,,,,,,,,,,,,,,
82995,日本損害保険協会,45707,13129,False,1,,,,,,,,,,,,,,,,,,,,,,,,
83619,ブロック紙3社連合,110231,18086,False,0,,,,,,,,,,,,,,,,,,,,,,,,
85054,テート・ギャラリー,46154,16163,False,0,,,,,,,,,,,,,,,,,,,,,,,,
85397,国際関係大学院協会,47754,9370,False,0,,,,,,,,,,,,,,,,,,,,,,,,
86647,日本ネットワークインフォメーションセンター,31646,8730,False,1,,,,,,,,,,,,,,,,,,,,,,,,
88290,X.Org Foundation,37114,9795,False,0,,,,,,,,,,,,,,,,,,,,,,,,
88518,地方民間放送共同制作協議会,66607,13381,False,0,26,0,0,0,0,0,5,0,12,0,0,1,1,0,0,2,2,0,1,1,0,1,0,0
88612,日本弁護士連合会,107125,31457,False,1,,,,,,,,,,,,,,,,,,,,,,,,
89720,著作権情報センター,32258,7768,False,0,,,,,,,,,,,,,,,,,,,,,,,,
89730,私的録音補償金管理協会,23904,6491,False,0,,,,,,,,,,,,,,,,,,,,,,,,
89737,私的録画補償金管理協会,37184,10462,False,0,,,,,,,,,,,,,,,,,,,,,,,,
90254,落語芸術協会,332405,37181,False,1,,,,,,,,,,,,,,,,,,,,,,,,
90265,落語協会,460247,37170,False,1,,,,,,,,,,,,,,,,,,,,,,,,
90985,ユニオン・デ・ファブリカン,24919,6704,False,1,,,,,,,,,,,,,,,,,,,,,,,,
91511,保安通信協会,38214,14159,False,0,,,,,,,,,,,,,,,,,,,,,,,,
93305,姫路市企業局交通事業部,118130,42543,False,2,,,,,,,,,,,,,,,,,,,,,,,,
94819,日本トロッキスト聯盟,38595,9670,False,0,,,,,,,,,,,,,,,,,,,,,,,,
94876,テレビ都南,54285,14980,False,1,,,,,,,,,,,,,,,,,,,,,,,,
95207,西会津町ケーブルテレビ,41282,9480,False,1,,,,,,,,,,,,,,,,,,,,,,,,
95208,伊達市ケーブルテレビ,35319,8860,False,1,,,,,,,,,,,,,,,,,,,,,,,,
95225,さぬき市ケーブルネットワーク,60365,21077,False,1,,,,,,,,,,,,,,,,,,,,,,,,
96184,上島町CATV,44600,11454,False,1,,,,,,,,,,,,,,,,,,,,,,,,
96193,八西地域総合情報センター,47088,11413,False,1,,,,,,,,,,,,,,,,,,,,,,,,
96394,那賀町ケーブルテレビ,40430,11320,False,0,,,,,,,,,,,,,,,,,,,,,,,,
97157,日本プロ野球選手会,71499,18550,False,1,,,,,,,,,,,,,,,,,,,,,,,,
98217,本州四国連絡橋公団,89843,16774,False,1,,,,,,,,,,,,,,,,,,,,,,,,
101849,高梁市成羽有線テレビジョン,34662,9152,False,0,,,,,,,,,,,,,,,,,,,,,,,,
101855,鏡野町有線テレビ,35277,9149,False,1,,,,,,,,,,,,,,,,,,,,,,,,
101881,サンネットにちはら,38218,10428,False,0,,,,,,,,,,,,,,,,,,,,,,,,
104572,日本英語検定協会,30943,8584,False,1,,,,,,,,,,,,,,,,,,,,,,,,
105830,台北捷運,110821,23126,False,2,,,,,,,,,,,,,,,,,,,,,,,,
107478,日本教職員組合,245307,75094,False,1,,,,,,,,,,,,,,,,,,,,,,,,
107758,北京地下鉄,128896,27312,False,2,,,,,,,,,,,,,,,,,,,,,,,,
108137,シャプラニール,29965,10053,False,0,,,,,,,,,,,,,,,,,,,,,,,,
108163,日本住宅公団,22521,6340,False,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,1,1,1,0,0,1,0,0
109558,全米ライフル協会,53778,17378,False,1,,,,,,,,,,,,,,,,,,,,,,,,
110212,日本労働組合総評議会,82206,23014,False,1,,,,,,,,,,,,,,,,,,,,,,,,
110759,民間放送教育協会,130255,32639,False,1,,,,,,,,,,,,,,,,,,,,,,,,
112948,養神館合気道,47298,21472,False,0,,,,,,,,,,,,,,,,,,,,,,,,
113108,朝鮮放送協会,65815,28669,False,1,,,,,,,,,,,,,,,,,,,,,,,,
113661,新聞公正取引協議会,20914,6508,False,0,,,,,,,,,,,,,,,,,,,,,,,,
114104,宇宙開発協同組合SOHLA,89321,17243,False,0,,,,,,,,,,,,,,,,,,,,,,,,
114486,バンコク・メトロ,116713,29782,False,0,,,,,,,,,,,,,,,,,,,,,,,,
114663,学士会,50429,15368,False,1,,,,,,,,,,,,,,,,,,,,,,,,
114990,日本ゴルフツアー機構,86191,24474,False,1,,,,,,,,,,,,,,,,,,,,,,,,
116452,北朝鮮に拉致された日本人を救出するための全国協議会,68045,23969,False,1,,,,,,,,,,,,,,,,,,,,,,,,
117354,国際自然保護連合,33621,10212,False,0,,,,,,,,,,,,,,,,,,,,,,,,
119376,ミナミ活性化委員会,74156,13148,False,0,,,,,,,,,,,,,,,,,,,,,,,,
119751,岩手県競馬組合,70016,27884,False,0,,,,,,,,,,,,,,,,,,,,,,,,
122968,懐徳堂記念会,23337,6294,False,0,,,,,,,,,,,,,,,,,,,,,,,,
123027,バスケットボール日本リーグ機構,30631,9659,False,0,,,,,,,,,,,,,,,,,,,,,,,,
123073,名古屋市営バス,221322,74715,False,0,,,,,,,,,,,,,,,,,,,,,,,,
123360,全米黒人地位向上協会,38123,12113,False,0,,,,,,,,,,,,,,,,,,,,,,,,
123829,帝国学士院,42684,11073,False,1,,,,,,,,,,,,,,,,,,,,,,,,
123996,日本学術振興会,89166,17684,False,1,,,,,,,,,,,,,,,,,,,,,,,,
124028,メディア教育開発センター,48277,13386,False,0,,,,,,,,,,,,,,,,,,,,,,,,
124100,日本貿易振興機構,106068,23420,False,1,,,,,,,,,,,,,,,,,,,,,,,,
124138,大学改革支援・学位授与機構,141333,34103,False,1,,,,,,,,,,,,,,,,,,,,,,,,
124141,日本私立学校振興・共済事業団,61823,12933,False,1,,,,,,,,,,,,,,,,,,,,,,,,
124297,徳洲会,83305,29084,False,0,,,,,,,,,,,,,,,,,,,,,,,,
124998,国立京都国際会館,61046,15678,False,0,,,,,,,,,,,,,,,,,,,,,,,,
126121,法律扶助協会,26145,8216,False,0,,,,,,,,,,,,,,,,,,,,,,,,
126424,日本国有鉄道清算事業団,100540,23599,False,1,,,,,,,,,,,,,,,,,,,,,,,,
126456,如水会,37739,10499,False,0,,,,,,,,,,,,,,,,,,,,,,,,
127388,持株会社整理委員会,36771,11946,False,0,,,,,,,,,,,,,,,,,,,,,,,,
131464,太平洋放送協会,63516,13127,False,0,,,,,,,,,,,,,,,,,,,,,,,,
133375,国際記念物遺跡会議,27209,7673,False,0,,,,,,,,,,,,,,,,,,,,,,,,
133736,SMPTE,22459,6639,False,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0
138188,ICANN,29867,8927,False,1,,,,,,,,,,,,,,,,,,,,,,,,
139270,ローマクラブ,49475,14600,False,0,,,,,,,,,,,,,,,,,,,,,,,,
139698,日本看護協会,59855,14668,False,1,,,,,,,,,,,,,,,,,,,,,,,,
141073,日本商工会議所,74302,16995,False,1,,,,,,,,,,,,,,,,,,,,,,,,
141092,日本感染症学会,33600,8378,False,0,,,,,,,,,,,,,,,,,,,,,,,,
143075,日本気象協会,50304,11973,False,1,,,,,,,,,,,,,,,,,,,,,,,,
143097,体育会と文化会,39477,17326,False,0,,,,,,,,,,,,,,,,,,,,,,,,
144665,女流育成会,33473,11114,False,0,,,,,,,,,,,,,,,,,,,,,,,,
144683,AMDA,21122,6072,False,0,,,,,,,,,,,,,,,,,,,,,,,,
144737,日本野鳥の会,48569,17243,False,1,,,,,,,,,,,,,,,,,,,,,,,,
144922,日本音楽事業者協会,92975,20853,False,1,40,0,0,3,4,0,8,0,0,0,1,2,3,0,0,8,4,0,2,4,0,1,0,0
144923,日本音楽制作者連盟,40232,11577,False,0,,,,,,,,,,,,,,,,,,,,,,,,
144925,日本芸能マネージメント事業者協会,59100,12057,False,0,10,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,0,1,0,0,1,0,0
145866,日本中古自動車販売協会連合会,28056,7224,False,0,,,,,,,,,,,,,,,,,,,,,,,,
146823,小倉百人一首文化財団,38988,8738,False,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,0
147193,三沢市ケーブルテレビ,47990,11969,False,1,,,,,,,,,,,,,,,,,,,,,,,,
147295,四国中央テレビ,52852,12381,False,1,,,,,,,,,,,,,,,,,,,,,,,,
147671,日本ファイナンシャル・プランナーズ協会,64191,27306,False,1,,,,,,,,,,,,,,,,,,,,,,,,
147823,金融財政事情研究会,39265,10763,False,1,,,,,,,,,,,,,,,,,,,,,,,,
148747,野球殿堂博物館 (日本),56541,13224,False,1,,,,,,,,,,,,,,,,,,,,,,,,
149173,白蓮会館,35726,11214,False,1,,,,,,,,,,,,,,,,,,,,,,,,
150136,メジャーリーグベースボール選手会,79181,22484,False,0,,,,,,,,,,,,,,,,,,,,,,,,
150926,講道館,63621,15353,False,1,,,,,,,,,,,,,,,,,,,,,,,,
152565,高吾北広域町村事務組合,52884,11790,False,1,,,,,,,,,,,,,,,,,,,,,,,,
154143,唯物論研究会,26852,7665,False,0,,,,,,,,,,,,,,,,,,,,,,,,
155731,新進棋士奨励会,82991,33185,False,0,,,,,,,,,,,,,,,,,,,,,,,,
157294,FMレイクトピア,21000,6108,False,0,,,,,,,,,,,,,,,,,,,,,,,,
157818,日本道路交通情報センター,56610,16461,False,1,,,,,,,,,,,,,,,,,,,,,,,,
158082,日本SF作家クラブ,68674,24055,False,0,,,,,,,,,,,,,,,,,,,,,,,,
158255,生活協同組合コープこうべ,92911,39206,False,2,,,,,,,,,,,,,,,,,,,,,,,,
159093,製品評価技術基盤機構,73404,16819,False,0,,,,,,,,,,,,,,,,,,,,,,,,
159580,国際フィルム・アーカイヴ連盟,24956,6965,False,0,,,,,,,,,,,,,,,,,,,,,,,,
159728,日本建築学会,56744,16146,False,1,,,,,,,,,,,,,,,,,,,,,,,,
160609,放送大学教育振興会,27352,7311,False,0,,,,,,,,,,,,,,,,,,,,,,,,
161482,大日本武徳会,71648,21426,False,1,,,,,,,,,,,,,,,,,,,,,,,,
161534,全国地方銀行協会,78066,17119,False,1,,,,,,,,,,,,,,,,,,,,,,,,
164142,日本PTA全国協議会,52213,17146,False,1,,,,,,,,,,,,,,,,,,,,,,,,
164193,中国紅十字会,113068,20134,False,0,,,,,,,,,,,,,,,,,,,,,,,,
165287,国際赤十字赤新月社連盟,123222,20284,False,2,,,,,,,,,,,,,,,,,,,,,,,,
166922,日弁連法務研究財団,40496,8254,False,0,,,,,,,,,,,,,,,,,,,,,,,,
166924,商事法務研究会,28471,7920,False,1,,,,,,,,,,,,,,,,,,,,,,,,
168252,日本保健医療社会学会,22779,6283,False,0,,,,,,,,,,,,,,,,,,,,,,,,
168658,日本公衆衛生学会,52684,10540,False,0,,,,,,,,,,,,,,,,,,,,,,,,
170156,大気環境学会,24462,6452,False,0,,,,,,,,,,,,,,,,,,,,,,,,
170411,アイメイト協会,25552,7616,False,0,,,,,,,,,,,,,,,,,,,,,,,,
172462,新温泉町ケーブルテレビ夢ネット,45496,11652,False,0,,,,,,,,,,,,,,,,,,,,,,,,
172760,建設業振興基金,26343,7101,False,0,,,,,,,,,,,,,,,,,,,,,,,,
172886,東京無線協同組合,105653,36833,False,0,,,,,,,,,,,,,,,,,,,,,,,,
174025,中央無線タクシー協同組合,47048,15545,False,0,,,,,,,,,,,,,,,,,,,,,,,,
174042,共同無線,30844,10108,False,0,,,,,,,,,,,,,,,,,,,,,,,,
174336,イーエム無線協同組合,38563,13525,False,0,27,0,0,0,0,0,7,0,11,0,1,0,1,0,0,5,1,0,1,0,0,0,0,0
176268,放送倫理・番組向上機構,157545,55454,False,1,,,,,,,,,,,,,,,,,,,,,,,,
177370,東京私鉄自動車協同組合,124633,25352,False,0,,,,,,,,,,,,,,,,,,,,,,,,
177879,北港梅田ハイタク事業協同組合,36360,11366,False,0,,,,,,,,,,,,,,,,,,,,,,,,
178706,合気会,41721,13126,False,1,,,,,,,,,,,,,,,,,,,,,,,,
179707,日本漢字能力検定協会,58022,14827,False,2,,,,,,,,,,,,,,,,,,,,,,,,
179879,全国有線音楽放送協会,28048,7622,False,0,,,,,,,,,,,,,,,,,,,,,,,,
181013,創画会,28752,7476,False,0,,,,,,,,,,,,,,,,,,,,,,,,
181860,英霊にこたえる会,43393,11957,False,0,,,,,,,,,,,,,,,,,,,,,,,,
182985,日本財団,83244,30301,False,1,,,,,,,,,,,,,,,,,,,,,,,,
187910,日本物理学会,47963,15558,False,1,61,1,0,1,2,0,11,0,3,0,1,2,1,7,0,20,5,0,7,0,0,0,0,0
188464,日本科学技術振興財団,66234,16609,False,2,,,,,,,,,,,,,,,,,,,,,,,,
190717,日本ラグビーフットボール協会,98751,19226,False,1,,,,,,,,,,,,,,,,,,,,,,,,
193298,東京グラフィックサービス工業会,22113,6354,False,0,,,,,,,,,,,,,,,,,,,,,,,,
195725,和敬塾,35931,9606,False,0,,,,,,,,,,,,,,,,,,,,,,,,
196437,原水爆禁止日本協議会,109766,29606,False,0,45,0,0,8,2,0,20,0,0,0,0,1,0,0,0,8,4,0,1,0,0,1,0,0
196518,全日本教職員組合,94717,22801,False,1,,,,,,,,,,,,,,,,,,,,,,,,
196582,日本産業衛生学会,24507,6823,False,0,,,,,,,,,,,,,,,,,,,,,,,,
199048,日本数学会,46083,14673,False,1,,,,,,,,,,,,,,,,,,,,,,,,
199052,日本物理教育学会,26150,7304,False,1,,,,,,,,,,,,,,,,,,,,,,,,
200042,ヤマハ音楽振興会,52962,14841,False,1,,,,,,,,,,,,,,,,,,,,,,,,
203900,大学基準協会,42713,9119,False,1,,,,,,,,,,,,,,,,,,,,,,,,
204604,日本歯科医史学会,36241,8458,False,1,,,,,,,,,,,,,,,,,,,,,,,,
205589,嘉穂劇場,35383,10695,False,1,19,0,0,2,2,0,2,0,0,0,3,0,0,0,0,2,5,0,1,0,1,1,0,0
206572,黒人差別をなくす会,43827,15288,False,0,,,,,,,,,,,,,,,,,,,,,,,,
207093,日本作文の会,26916,7423,False,0,,,,,,,,,,,,,,,,,,,,,,,,
207204,日本体育協会,92572,21996,False,1,,,,,,,,,,,,,,,,,,,,,,,,
208030,野村ケーブルテレビ,38776,11133,False,0,,,,,,,,,,,,,,,,,,,,,,,,
209477,科学アカデミー (フランス),31146,8682,False,0,,,,,,,,,,,,,,,,,,,,,,,,
210051,全国漁業協同組合連合会,31219,7987,False,1,,,,,,,,,,,,,,,,,,,,,,,,
212171,実践倫理宏正会,46716,13156,False,1,46,3,1,4,5,0,8,0,2,0,2,2,0,1,0,7,5,0,2,1,2,1,0,0
212682,グッドウィル・インダストリーズ,38305,13784,False,0,,,,,,,,,,,,,,,,,,,,,,,,
214987,米国銃所有者協会,22179,6307,False,0,16,1,0,1,1,0,4,0,0,0,0,1,0,0,0,0,3,0,1,2,1,1,0,0
215444,南越前町ケーブルテレビ,32932,7885,False,0,,,,,,,,,,,,,,,,,,,,,,,,
215538,日本環境感染学会,37630,9553,False,0,,,,,,,,,,,,,,,,,,,,,,,,
216041,ap bank,103666,31279,False,1,,,,,,,,,,,,,,,,,,,,,,,,
216309,日本技術者教育認定機構,52900,13577,False,1,,,,,,,,,,,,,,,,,,,,,,,,
216468,関東学生陸上競技連盟,26505,7518,False,0,,,,,,,,,,,,,,,,,,,,,,,,
216592,メイク・ア・ウィッシュ,47845,14523,False,0,,,,,,,,,,,,,,,,,,,,,,,,
216653,電子工業会,24044,6472,False,0,,,,,,,,,,,,,,,,,,,,,,,,
216723,JPCERT/CC,67541,13870,False,1,,,,,,,,,,,,,,,,,,,,,,,,
217099,関西大学野球連合,28502,10226,False,0,,,,,,,,,,,,,,,,,,,,,,,,
217226,日本細菌学会,40882,10039,False,0,,,,,,,,,,,,,,,,,,,,,,,,
217256,歯科基礎医学会,59825,15747,False,1,,,,,,,,,,,,,,,,,,,,,,,,
218995,運輸施設整備事業団,30408,8400,False,1,,,,,,,,,,,,,,,,,,,,,,,,
219548,全日本野球協会,42846,14102,False,1,,,,,,,,,,,,,,,,,,,,,,,,
219842,ハングル学会,31706,10729,False,1,,,,,,,,,,,,,,,,,,,,,,,,
219998,日本冒険小説協会,40015,9920,False,0,,,,,,,,,,,,,,,,,,,,,,,,
220001,日本推理作家協会,33247,10885,False,0,,,,,,,,,,,,,,,,,,,,,,,,
