page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,付近の山地名,公園,初登頂年,初登頂者名・登山隊名,別名,動物,名前の謂れ,含有岩石,国,国内位置,大陸地域,大陸地域内位置,属する山系,幅,座標・経度,座標・緯度,延長,所在地,最高峰,植物,構成する山,標高,河川,湖沼,産業,登山隊,登頂者,登頂者の国籍,神霊,種類,観光地,読み
79408,雲仙岳,211343,80040,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82060,チベット高原,33255,8692,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82846,大菩薩峠,48323,12560,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83895,衣笠山 (京都府),31343,7662,False,1,23,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,5,0,2,0,0,0,2,0,0,0,0,0,0,0,2,4,1
85184,昭和新山,69235,18667,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86258,開聞岳,97352,17989,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86307,大江山,82243,17435,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88046,アララト山,48107,11856,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88100,那須岳,84545,19906,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88121,天香久山,61179,14844,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88124,耳成山,56505,12142,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88130,畝傍山,58040,11893,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88250,大峰山,135137,26453,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90438,漢拏山,57939,21666,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91636,オロドルイン,29814,11106,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94600,二ッ箭山,30042,7422,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96245,ロッキー山脈,122388,39542,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96406,狭山丘陵,53772,15012,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97116,太閤山,30517,9128,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99321,狩勝峠,69079,15765,False,1,29,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,5,0,2,0,0,0,2,2,0,0,0,0,0,0,3,6,1
101341,廬山,114729,26658,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104663,金剛山 (金剛山地),158033,26937,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104666,金剛山 (朝鮮),61325,18079,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107289,荒島岳,91867,18152,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108419,石垣山,36440,9469,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109111,杖突峠,31380,8428,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109115,駒ヶ根高原,27093,7003,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109129,天保山,77187,18023,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112365,三坂峠,39650,10436,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114039,英彦山,94865,17687,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114854,由布岳,107382,17781,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115456,ウー (チベット),26820,6477,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116264,蒿里山,35003,14078,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116266,泰山,112238,25660,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116844,パラティーノ,86858,19319,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116846,書写山,35013,8794,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117437,大山 (愛知県),88660,20170,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117713,浅間山,167533,41658,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119387,蔵王連峰,161356,37904,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121371,有珠山,148078,41087,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124644,登竜峠,25684,7347,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128164,榛名山,104822,19562,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129014,クケナン山,32985,8682,False,1,40,2,0,0,0,2,2,0,0,4,0,1,0,4,0,6,6,0,2,0,1,0,2,1,1,0,0,0,0,0,5,0,1
129038,キラウエア火山,69933,17152,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131085,生駒山,112151,17615,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131619,白馬山脈,39894,8035,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131795,真妻山,30396,7493,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131997,白山,215886,53107,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132387,箱根山,102683,22778,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132416,フレ岳,29513,7289,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134782,木ノ芽峠,34738,9251,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134901,雲取山,118407,19845,False,1,55,20,1,0,0,0,0,0,0,1,0,0,0,1,0,5,5,0,5,0,2,0,2,3,0,0,0,0,0,0,4,4,2
135799,日高山脈,123571,24638,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136330,摩耶山,76609,15502,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137622,ブレンナー峠,34615,8588,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138534,上町台地,68230,22776,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143497,大台ヶ原山,144261,26061,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144728,関東山地,45292,9163,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145368,佐渡金山,52384,16872,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145650,野口五郎岳,49068,9574,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146650,鳥海山,163232,41988,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146760,乗鞍岳,408470,93695,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146807,白馬岳,171667,38610,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147654,カタ・ジュタ,25612,7921,False,0,13,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0
147927,烏帽子岳,46947,11600,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147930,烏帽子岳 (飛騨山脈),54405,12132,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148573,大屯山,31711,10748,False,1,26,1,2,0,0,0,0,0,0,2,0,0,0,0,0,6,6,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,1
148575,陽明山,44794,12484,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148722,キナバル山,36392,9875,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149537,九重山,86757,19200,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150632,巫山,43949,10558,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154688,菱刈鉱山,31009,8982,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154945,加波山,49018,16206,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155069,ピレネー山脈 (月),21187,5646,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155132,妙高山,98091,17674,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155147,ピレネー山脈,125127,22768,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155220,雨引山 (茨城県),38805,8318,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155221,羽田山,30078,7391,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157888,釜臥山,46092,12784,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160982,荒神山 (滋賀県),51407,12637,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163011,笠ヶ岳,85548,19648,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164428,燧ヶ岳,77165,15035,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165288,薬師岳,93094,22323,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165944,知床硫黄山,129053,20098,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166033,黒部五郎岳,80242,18006,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166638,西穂高岳,76990,19122,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167154,観音岩山,68636,12325,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169396,北見山地,42227,9037,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169981,太平山 (栃木県),38145,10138,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171353,武夷山,94957,17063,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171411,峨眉山,79287,12760,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171822,モン・ヴァントゥ,60423,15201,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174012,御在所岳,143254,31757,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174071,手稲山,138269,32432,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175000,ナンガ・パルバット,56631,15248,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178019,恐山,109922,25579,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178022,恐山山地,46245,9518,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178324,別山,44130,10692,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179288,新田金山,45519,13262,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180183,チッタゴン丘陵地帯,43380,10914,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184224,倶利伽羅峠,71969,14133,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184629,磐梯山,123384,31346,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184904,城山 (宗像市・岡垣町),37500,10526,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185016,高見山,99591,15428,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185444,大山 (神奈川県),84638,25449,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186096,円山 (札幌市),78578,15345,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187062,九州山地,53603,10508,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187076,宇津ノ谷峠,76293,18258,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187743,神引山,23962,6378,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188551,モンテ・カッシーノ,35084,11857,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189639,天上山 (東京都),35771,9180,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190309,脊振山地,61145,13396,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191570,金華山 (岐阜県),60501,18124,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191748,クリュチェフスカヤ山,34465,8780,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192809,天王山,40880,10645,False,1,33,2,0,0,0,0,0,1,0,1,0,0,0,1,0,4,5,0,4,0,2,0,1,5,0,0,0,0,0,1,2,3,1
193202,崑崙山脈,35088,9463,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193211,タンラ山脈,75816,12511,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193598,紫雲出山,47223,9923,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194017,ティベスティ山地,35247,8197,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194024,ホガール山地,27374,7086,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194475,エルスワース山脈,25574,6531,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194814,エミクーシ山,34016,7882,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195036,小動岬,31385,9765,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196685,アトラス山脈,36623,9161,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196907,妙義山,56146,13443,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197449,ドラケンスバーグ山脈,36958,10116,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198680,南アルプス山脈,29749,7676,False,1,28,2,4,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,1,3,0,6,2,0,0,0,0,0,0,0,2,0,1
198727,柳沢峠,38964,10893,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199251,日勝峠,64460,16171,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200052,シエラネバダ山脈 (アメリカ合衆国),106772,15297,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200850,メリダ山脈,20414,6172,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200988,ウィックロー山地,51986,10021,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201013,エッドゥルーズ山地,26897,6965,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201042,エルツ山地,30901,8390,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201050,ロタール山地,33434,12516,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201060,ホワイト山地 (ニューハンプシャー州),45821,8435,False,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1,2,0,0,0,0,0,0,2,0,0
201075,リビングストン山地,26510,6865,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201090,ウルグル山地,24614,6628,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
