page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,人口,人口データの年,人口密度,別名,国,国内位置,地名の謂れ,地形,座標・経度,座標・緯度,恒例行事,成立年,所在地,消滅年,種類,観光地,読み,面積
77769,スンニー・トライアングル,25825,7456,False,0,9,0,0,0,2,3,0,1,0,0,0,0,0,2,0,1,0,0,0
77774,唐古特,22111,5945,False,0,,,,,,,,,,,,,,,,,,,
79295,東亜,28946,7440,False,0,,,,,,,,,,,,,,,,,,,
81655,泉北,28336,7944,False,1,,,,,,,,,,,,,,,,,,,
82547,港北ニュータウン,88198,26607,False,0,,,,,,,,,,,,,,,,,,,
82703,イベロアメリカ,39712,10629,False,0,,,,,,,,,,,,,,,,,,,
83286,アカデメイア,90790,14823,False,0,,,,,,,,,,,,,,,,,,,
83634,アルダ,22258,6112,False,0,,,,,,,,,,,,,,,,,,,
83636,アマン (トールキン),23577,6380,False,0,,,,,,,,,,,,,,,,,,,
85327,スペイン坂,31477,8666,False,0,,,,,,,,,,,,,,,,,,,
85343,文化村通り,34158,8293,False,0,,,,,,,,,,,,,,,,,,,
85414,泉南,24677,7308,False,1,,,,,,,,,,,,,,,,,,,
85640,ミナス・ティリス,30239,9754,False,0,,,,,,,,,,,,,,,,,,,
88085,リューネブルガーハイデ,25166,7265,False,0,,,,,,,,,,,,,,,,,,,
88274,日本三大夜景,29233,7617,False,0,,,,,,,,,,,,,,,,,,,
89182,板門店,88066,34704,False,1,,,,,,,,,,,,,,,,,,,
89401,神戸ハーバーランド,168404,39114,False,0,34,0,0,0,9,0,0,0,0,0,0,0,2,5,0,15,1,1,1
89558,ヴォルプスヴェーデ,28744,8210,False,0,,,,,,,,,,,,,,,,,,,
89749,表参道 (原宿),75778,20638,False,0,,,,,,,,,,,,,,,,,,,
90911,五丈原,23113,6381,False,0,,,,,,,,,,,,,,,,,,,
91170,上七軒,50414,12040,False,0,,,,,,,,,,,,,,,,,,,
92156,祇園甲部,59329,15664,False,0,,,,,,,,,,,,,,,,,,,
92524,西陣,44824,12324,False,0,,,,,,,,,,,,,,,,,,,
93352,開城工業地区,74938,20162,False,1,,,,,,,,,,,,,,,,,,,
93729,汐留,71145,19629,False,0,,,,,,,,,,,,,,,,,,,
93741,サンポート高松,43603,12272,False,0,,,,,,,,,,,,,,,,,,,
93911,島原 (京都),72846,21972,False,0,,,,,,,,,,,,,,,,,,,
95160,御徒町,33410,9787,False,0,,,,,,,,,,,,,,,,,,,
95252,西国三十三所,161128,48555,False,1,,,,,,,,,,,,,,,,,,,
95751,穴川インターチェンジ,44180,9155,False,1,,,,,,,,,,,,,,,,,,,
96951,東大阪ジャンクション,51415,9059,False,1,,,,,,,,,,,,,,,,,,,
97184,堺ジャンクション,46934,8734,False,1,,,,,,,,,,,,,,,,,,,
97573,梅田新道,110005,19826,False,0,,,,,,,,,,,,,,,,,,,
98352,ブラキストン線,30303,8799,False,0,,,,,,,,,,,,,,,,,,,
99181,美女木ジャンクション,83771,17757,False,1,,,,,,,,,,,,,,,,,,,
100595,かなっくシティ,29782,8571,False,0,,,,,,,,,,,,,,,,,,,
101870,宮川町,50078,11293,False,0,,,,,,,,,,,,,,,,,,,
102660,南極点,142699,34144,False,0,,,,,,,,,,,,,,,,,,,
103191,神楽坂,61054,16722,False,0,,,,,,,,,,,,,,,,,,,
104177,飛行禁止空域 (イラク),23598,6830,False,0,,,,,,,,,,,,,,,,,,,
104253,千葉ニュータウン,130428,42783,False,0,,,,,,,,,,,,,,,,,,,
104368,東京臨海副都心,131489,35738,False,0,116,0,0,0,21,0,0,0,2,0,0,0,5,13,0,8,65,1,1
104588,日本橋 (大阪市),71972,15618,False,1,,,,,,,,,,,,,,,,,,,
105187,砧地域,62632,12425,False,1,,,,,,,,,,,,,,,,,,,
106484,トルテカ帝国,60971,28599,False,0,,,,,,,,,,,,,,,,,,,
108254,巾着田,46938,13868,False,0,,,,,,,,,,,,,,,,,,,
108500,川中島古戦場,34138,9837,False,0,,,,,,,,,,,,,,,,,,,
109469,湯河原市,27244,8196,False,0,,,,,,,,,,,,,,,,,,,
111009,難波,81127,20992,False,1,,,,,,,,,,,,,,,,,,,
112165,天王寺,61334,15288,False,0,,,,,,,,,,,,,,,,,,,
113599,宇宙域,38265,9332,False,0,,,,,,,,,,,,,,,,,,,
114637,代々木,77326,20434,False,0,,,,,,,,,,,,,,,,,,,
114648,堂島,76549,17650,False,0,,,,,,,,,,,,,,,,,,,
114681,蒲池,25177,6774,False,0,,,,,,,,,,,,,,,,,,,
114980,宇都宮清原工業団地,28952,8094,False,0,11,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,1,1
115301,仙台若林ジャンクション,54639,8973,False,1,,,,,,,,,,,,,,,,,,,
115456,ウー (チベット),26820,6477,False,0,,,,,,,,,,,,,,,,,,,
115588,祇園,54448,12435,False,0,27,0,0,0,0,0,0,1,2,2,2,1,0,4,0,3,11,1,0
116415,京阪東ローズタウン,145244,60745,False,0,,,,,,,,,,,,,,,,,,,
119001,コモンシティ星田,27886,8455,False,0,,,,,,,,,,,,,,,,,,,
119792,ルルイエ,44169,9798,False,0,,,,,,,,,,,,,,,,,,,
120805,嵐山,59583,13912,False,0,65,0,0,0,0,0,0,0,10,2,2,1,0,8,0,4,37,1,0
121631,先斗町,50557,12187,False,0,,,,,,,,,,,,,,,,,,,
121705,祇園東,37108,8835,False,0,,,,,,,,,,,,,,,,,,,
123681,楠ジャンクション,89425,15913,False,1,,,,,,,,,,,,,,,,,,,
123799,万代シテイ,78830,25337,False,0,,,,,,,,,,,,,,,,,,,
124045,千里ニュータウン,73741,25341,False,0,,,,,,,,,,,,,,,,,,,
124050,高円寺,72150,18610,False,0,28,0,0,0,5,1,0,1,0,0,0,4,0,4,0,6,6,1,0
125916,吉原 (東京都),79032,22911,False,0,,,,,,,,,,,,,,,,,,,
126790,西大寺 (旧市域),159732,48977,False,2,,,,,,,,,,,,,,,,,,,
127552,ひばりが丘団地,31732,9703,False,0,,,,,,,,,,,,,,,,,,,
127659,メトロプロムナード,26695,7358,False,0,,,,,,,,,,,,,,,,,,,
128485,ワリオの森,118256,33018,False,2,,,,,,,,,,,,,,,,,,,
128641,リヨン歴史地区,61254,16339,False,1,,,,,,,,,,,,,,,,,,,
130052,八千代台団地,33728,10564,False,0,,,,,,,,,,,,,,,,,,,
130464,北新地,57149,13791,False,0,,,,,,,,,,,,,,,,,,,
130713,吉原遊廓,74084,25619,False,0,60,1,1,0,25,0,0,1,0,0,0,0,2,11,2,15,0,1,1
131699,春日 (奈良市),23142,6458,False,0,,,,,,,,,,,,,,,,,,,
132648,北九州学術研究都市,51301,15636,False,0,,,,,,,,,,,,,,,,,,,
132788,大阪ビジネスパーク,66093,15749,False,0,,,,,,,,,,,,,,,,,,,
133491,児島地域,232924,79912,False,5,,,,,,,,,,,,,,,,,,,
135243,りんくうタウン,61648,19124,False,0,,,,,,,,,,,,,,,,,,,
135942,霞ヶ丘団地,24474,6974,False,0,,,,,,,,,,,,,,,,,,,
135943,上野台団地,24227,6979,False,0,,,,,,,,,,,,,,,,,,,
136099,永井谷ジャンクション,60114,10585,False,0,,,,,,,,,,,,,,,,,,,
136201,鍾路,33627,9720,False,1,,,,,,,,,,,,,,,,,,,
138459,西荻窪,41755,10022,False,0,,,,,,,,,,,,,,,,,,,
139642,坂東三十三箇所,67677,13947,False,1,,,,,,,,,,,,,,,,,,,
140566,秩父三十四箇所,66619,14802,False,1,,,,,,,,,,,,,,,,,,,
140632,帝塚山,55212,13748,False,0,,,,,,,,,,,,,,,,,,,
141448,イスタンブール歴史地域,68231,21035,False,1,,,,,,,,,,,,,,,,,,,
142074,玉島地域,112658,27075,False,2,,,,,,,,,,,,,,,,,,,
142339,北神,33038,7405,False,0,,,,,,,,,,,,,,,,,,,
142844,すすきの,104865,27548,False,0,,,,,,,,,,,,,,,,,,,
144143,近江大津宮,49652,16324,False,0,,,,,,,,,,,,,,,,,,,
146826,東レンネル,34191,9118,False,1,,,,,,,,,,,,,,,,,,,
149065,クールラント,39882,12043,False,0,,,,,,,,,,,,,,,,,,,
149379,九龍,84584,29387,False,2,,,,,,,,,,,,,,,,,,,
150204,開陽台,32124,8977,False,0,,,,,,,,,,,,,,,,,,,
153380,バース市街,50704,12151,False,1,35,1,0,0,2,4,1,1,0,0,0,0,1,2,0,14,8,0,1
153819,白川郷,40146,10714,False,0,,,,,,,,,,,,,,,,,,,
156636,高天原,91983,25318,False,0,,,,,,,,,,,,,,,,,,,
157176,オーストラリアのゴンドワナ多雨林群,47579,12200,False,1,,,,,,,,,,,,,,,,,,,
157825,長崎多良見インターチェンジ,55364,11023,False,1,22,0,0,0,10,0,0,1,0,1,1,0,2,4,0,2,0,1,0
158046,熊襲,37529,10308,False,0,,,,,,,,,,,,,,,,,,,
158267,ウィランドラ湖群地域,43177,9856,False,1,,,,,,,,,,,,,,,,,,,
158807,明洞,54015,11481,False,1,,,,,,,,,,,,,,,,,,,
158825,南大門市場,37479,11862,False,1,,,,,,,,,,,,,,,,,,,
158853,東大門市場,33861,9606,False,1,,,,,,,,,,,,,,,,,,,
159157,フオルン,22554,6837,False,0,,,,,,,,,,,,,,,,,,,
159440,リュケイオン,28482,8277,False,0,6,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0
161337,高坂ニュータウン,55930,18777,False,0,,,,,,,,,,,,,,,,,,,
164519,黄龍風景区,98647,18435,False,2,,,,,,,,,,,,,,,,,,,
165320,東道後温泉郷,32947,8792,False,1,,,,,,,,,,,,,,,,,,,
165590,江波 (広島市),150959,39786,False,2,,,,,,,,,,,,,,,,,,,
166268,ポホヨラ,24114,7710,False,0,,,,,,,,,,,,,,,,,,,
170258,リンゴット,31569,9873,False,0,15,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,10,0,0
171384,黄山,92701,17122,False,1,,,,,,,,,,,,,,,,,,,
172132,武陵源,86601,14083,False,1,,,,,,,,,,,,,,,,,,,
172207,福井臨海工業地帯,32751,8678,False,0,15,0,0,0,2,0,0,0,4,0,0,0,1,2,0,1,3,1,1
172699,チンクエ・テッレ,70198,17856,False,1,,,,,,,,,,,,,,,,,,,
174040,唐戸,53090,15866,False,0,,,,,,,,,,,,,,,,,,,
176180,瀬戸地域,87351,19774,False,2,,,,,,,,,,,,,,,,,,,
176409,メーアー・シェアーリーム,22009,6347,False,0,,,,,,,,,,,,,,,,,,,
177454,スラートターニー教区,32648,8280,False,0,,,,,,,,,,,,,,,,,,,
179255,リトル・トーキョー,109591,37243,False,1,,,,,,,,,,,,,,,,,,,
181116,アロマスクエア,48648,11134,False,0,,,,,,,,,,,,,,,,,,,
181452,長府,77576,21106,False,2,,,,,,,,,,,,,,,,,,,
181469,新下関,63959,17152,False,2,,,,,,,,,,,,,,,,,,,
181993,ポートサイド地区,121176,32593,False,0,,,,,,,,,,,,,,,,,,,
182405,若槻,99765,21455,False,2,,,,,,,,,,,,,,,,,,,
183328,東駅,39216,10102,False,0,,,,,,,,,,,,,,,,,,,
183568,建部,98740,21634,False,2,,,,,,,,,,,,,,,,,,,
186714,クリスタニア,190429,121428,False,0,,,,,,,,,,,,,,,,,,,
189743,青木ヶ原,72205,18140,False,0,,,,,,,,,,,,,,,,,,,
190118,新札幌副都心,73009,18834,False,0,,,,,,,,,,,,,,,,,,,
190569,成田 (杉並区),38298,10973,False,0,,,,,,,,,,,,,,,,,,,
192506,ニセコ温泉郷,48880,10519,False,1,,,,,,,,,,,,,,,,,,,
192618,浜坂温泉郷,46611,9787,False,0,,,,,,,,,,,,,,,,,,,
194318,腰越地域,30890,10140,False,0,,,,,,,,,,,,,,,,,,,
196251,恭仁京,40783,11565,False,0,,,,,,,,,,,,,,,,,,,
197763,早稲田,42753,10595,False,0,,,,,,,,,,,,,,,,,,,
198627,ミーミルの泉,48914,9739,False,0,,,,,,,,,,,,,,,,,,,
200262,カンピドリオ,49948,11404,False,0,,,,,,,,,,,,,,,,,,,
200614,天満橋,61939,14516,False,0,,,,,,,,,,,,,,,,,,,
201107,あいりん地区,96851,37928,False,0,,,,,,,,,,,,,,,,,,,
202397,スピラ,37758,18351,False,0,,,,,,,,,,,,,,,,,,,
202504,権現堂堤,41838,12294,False,1,47,0,0,0,3,0,0,0,9,3,3,8,1,4,0,11,4,1,0
204616,上片寄,24968,5975,False,0,,,,,,,,,,,,,,,,,,,
204637,下片寄,22686,5896,False,0,,,,,,,,,,,,,,,,,,,
205448,八大聖地,46538,9108,False,0,,,,,,,,,,,,,,,,,,,
205837,月の岬,25660,7614,False,0,11,0,0,0,1,0,0,5,0,0,0,0,0,1,2,1,0,1,0
206357,紀尾井坂,35175,9374,False,0,,,,,,,,,,,,,,,,,,,
207317,銀座煉瓦街,31719,10870,False,0,,,,,,,,,,,,,,,,,,,
208117,伊皿子坂,25944,6997,False,0,,,,,,,,,,,,,,,,,,,
208755,泉北ニュータウン,76003,25092,False,0,,,,,,,,,,,,,,,,,,,
208793,敦化市,49802,10750,False,2,,,,,,,,,,,,,,,,,,,
209095,タイミル自治管区,47220,10184,False,0,,,,,,,,,,,,,,,,,,,
209329,日本さくら名所100選,77040,16360,False,0,,,,,,,,,,,,,,,,,,,
211694,飛田遊廓,44639,11646,False,0,,,,,,,,,,,,,,,,,,,
212814,エヴェンキ自治管区,47035,10002,False,0,,,,,,,,,,,,,,,,,,,
213427,フォー・コーナーズ (カナダ),45304,12035,False,0,,,,,,,,,,,,,,,,,,,
213460,天神 (福岡市),98066,22285,False,1,,,,,,,,,,,,,,,,,,,
214340,南セントレア市,39073,11342,False,0,,,,,,,,,,,,,,,,,,,
214341,葛西,60180,22145,False,0,,,,,,,,,,,,,,,,,,,
215201,イス (伝説都市),33151,12651,False,0,,,,,,,,,,,,,,,,,,,
215789,小清水原生花園,28302,7409,False,0,,,,,,,,,,,,,,,,,,,
215991,紀伊国坂 (港区),26585,7420,False,0,,,,,,,,,,,,,,,,,,,
216341,常総ニュータウン,63926,20550,False,0,,,,,,,,,,,,,,,,,,,
217162,灘崎,65931,13180,False,2,,,,,,,,,,,,,,,,,,,
217893,舟入 (広島市),81423,26368,False,1,,,,,,,,,,,,,,,,,,,
219005,黄金の三角地帯,36004,11871,False,0,,,,,,,,,,,,,,,,,,,
219885,横浜中華街,103644,26011,False,0,76,0,0,0,7,4,0,0,0,2,2,13,2,10,0,18,16,1,1
221711,衣笠 (京都市),63718,16973,False,2,,,,,,,,,,,,,,,,,,,
221807,HAT神戸,44695,9986,False,0,,,,,,,,,,,,,,,,,,,
223646,長崎新地中華街,38901,10755,False,0,,,,,,,,,,,,,,,,,,,
224764,喜多工業団地,30301,7834,False,0,,,,,,,,,,,,,,,,,,,
225394,北野町山本通,98363,22227,False,0,,,,,,,,,,,,,,,,,,,
225843,トアロード,58825,17453,False,0,,,,,,,,,,,,,,,,,,,
226603,エーリュシオン,60466,11902,False,0,,,,,,,,,,,,,,,,,,,
227116,樫原,23512,7202,False,0,,,,,,,,,,,,,,,,,,,
230405,倉谷工業団地 (京都),28786,7312,False,0,,,,,,,,,,,,,,,,,,,
233618,ねむの木村,29230,9090,False,0,,,,,,,,,,,,,,,,,,,
234060,八潮ジャンクション,42175,8540,False,1,,,,,,,,,,,,,,,,,,,
234775,金津園,33199,9212,False,0,,,,,,,,,,,,,,,,,,,
235360,東舞鶴,36845,9763,False,1,33,1,1,0,5,1,0,0,1,0,0,0,2,15,3,1,0,2,1
235365,西舞鶴,32996,8035,False,1,,,,,,,,,,,,,,,,,,,
235424,ヨトゥンヘイム,50047,10688,False,0,,,,,,,,,,,,,,,,,,,
236234,ミズガルズ,41851,8431,False,0,,,,,,,,,,,,,,,,,,,
237049,桜坂 (大田区),32178,8927,False,0,,,,,,,,,,,,,,,,,,,
237531,大黒流,39581,18332,False,0,,,,,,,,,,,,,,,,,,,
240586,乞食谷戸,37159,11955,False,0,,,,,,,,,,,,,,,,,,,
240611,ツィンギ・デ・ベマラ厳正自然保護区,45034,10645,False,2,34,0,0,0,5,4,2,1,1,4,6,0,2,0,0,6,1,1,1
240751,津高地域,80572,16280,False,2,,,,,,,,,,,,,,,,,,,
240989,シオン,43369,8800,False,0,,,,,,,,,,,,,,,,,,,
241094,ヘラクレスの柱,34655,11708,False,0,,,,,,,,,,,,,,,,,,,
241827,心斎橋,75153,17359,False,0,,,,,,,,,,,,,,,,,,,
243400,みなみ野シティ,42680,13358,False,0,,,,,,,,,,,,,,,,,,,
243476,ザンジバル島のストーン・タウン,41249,9870,False,1,,,,,,,,,,,,,,,,,,,
245412,タイムズスクエア,69756,17714,False,1,,,,,,,,,,,,,,,,,,,
245858,幽霊坂,34080,10453,False,0,,,,,,,,,,,,,,,,,,,
245910,聖坂,26901,7078,False,0,,,,,,,,,,,,,,,,,,,
246776,牛込,63209,15348,False,0,,,,,,,,,,,,,,,,,,,
247502,羊ケ丘,46912,11835,False,1,,,,,,,,,,,,,,,,,,,
247872,飛騨・美濃紅葉三十三選,31021,8530,False,0,,,,,,,,,,,,,,,,,,,
247894,那覇新都心,73661,18377,False,0,,,,,,,,,,,,,,,,,,,
248116,御茶ノ水,90632,18487,False,0,,,,,,,,,,,,,,,,,,,
248474,飛騨・美濃さくら三十三選,40187,11434,False,0,,,,,,,,,,,,,,,,,,,
248600,龍口,26027,8158,False,0,,,,,,,,,,,,,,,,,,,
248620,魚籃坂,27372,7564,False,0,,,,,,,,,,,,,,,,,,,
249129,嵯峨鳥居本,56073,13353,False,0,,,,,,,,,,,,,,,,,,,
249464,遊歩百選,53300,14351,False,0,,,,,,,,,,,,,,,,,,,
249949,南京町 (神戸),53111,14503,False,0,,,,,,,,,,,,,,,,,,,
249985,淀,50796,10627,False,1,,,,,,,,,,,,,,,,,,,
251876,北緯38度線,124678,19465,False,1,,,,,,,,,,,,,,,,,,,
252177,上毛三山,26202,7667,False,0,,,,,,,,,,,,,,,,,,,
252815,新世界 (大阪),102503,34208,False,2,,,,,,,,,,,,,,,,,,,
255231,船場 (大阪市),82319,28675,False,0,,,,,,,,,,,,,,,,,,,
255278,住友村,28550,7509,False,0,,,,,,,,,,,,,,,,,,,
255788,タルタロス,59900,12065,False,0,,,,,,,,,,,,,,,,,,,
256294,徳丸ヶ原,29569,8877,False,0,,,,,,,,,,,,,,,,,,,
256560,マサイマラ国立保護区,30993,8101,False,1,,,,,,,,,,,,,,,,,,,
258742,阪急村,59792,12939,False,0,,,,,,,,,,,,,,,,,,,
258748,ウルズの泉,46898,9473,False,0,,,,,,,,,,,,,,,,,,,
260796,中洲流,22610,6781,False,0,,,,,,,,,,,,,,,,,,,
262243,日本の音風景100選,65281,12856,False,0,,,,,,,,,,,,,,,,,,,
266450,上六,47879,10692,False,0,,,,,,,,,,,,,,,,,,,
266610,南海橋本林間田園都市,37966,11430,False,0,,,,,,,,,,,,,,,,,,,
266633,横浜若葉台団地,117319,52497,False,0,,,,,,,,,,,,,,,,,,,
269109,ファーレ立川,29633,8280,False,0,,,,,,,,,,,,,,,,,,,
269959,春日インターチェンジ,61231,10709,False,1,,,,,,,,,,,,,,,,,,,
270366,永山 (旭川市),54285,14419,False,1,64,1,1,0,24,1,0,2,2,0,0,2,2,13,0,9,6,1,0
270658,垓下,20951,5778,False,0,,,,,,,,,,,,,,,,,,,
271487,釜ヶ崎,39594,13069,False,0,,,,,,,,,,,,,,,,,,,
271690,堀之内 (川崎市),57857,12561,False,1,,,,,,,,,,,,,,,,,,,
272671,日本の秘境100選,50733,11106,False,0,,,,,,,,,,,,,,,,,,,
272679,ティル・ナ・ノーグ,27410,7816,False,0,,,,,,,,,,,,,,,,,,,
272953,コルドバ歴史地区,56766,13616,False,1,,,,,,,,,,,,,,,,,,,
274144,平工業団地,27208,7114,False,0,,,,,,,,,,,,,,,,,,,
276336,江戸三十三箇所,64182,14929,False,1,,,,,,,,,,,,,,,,,,,
277983,ジェームス山,55538,13682,False,0,21,0,0,0,0,0,0,1,0,0,0,3,2,6,0,3,5,1,0
278718,ウートガルズ,44117,8714,False,0,,,,,,,,,,,,,,,,,,,
279119,ダウニング街10番地,53224,20645,False,1,,,,,,,,,,,,,,,,,,,
279803,北八王子工業団地,31277,7886,False,0,,,,,,,,,,,,,,,,,,,
281608,大江戸,26565,7415,False,0,,,,,,,,,,,,,,,,,,,
281770,広畑,58690,16384,False,1,,,,,,,,,,,,,,,,,,,
284582,合羽橋,32519,10166,False,0,,,,,,,,,,,,,,,,,,,
287204,三方原,31533,9682,False,0,,,,,,,,,,,,,,,,,,,
288195,関内,111017,30826,False,0,74,0,0,0,9,0,0,4,8,0,0,0,1,17,0,16,18,1,0
288346,南一番街,36958,12247,False,0,,,,,,,,,,,,,,,,,,,
288514,三途川,46844,15705,False,0,,,,,,,,,,,,,,,,,,,
288750,三都,126438,49209,False,0,,,,,,,,,,,,,,,,,,,
289466,江坂,49802,15598,False,0,,,,,,,,,,,,,,,,,,,
289723,愛宕グリーンヒルズ,54962,12299,False,3,,,,,,,,,,,,,,,,,,,
290186,行徳,64084,17891,False,0,,,,,,,,,,,,,,,,,,,
291785,エストリル,25574,6968,False,0,,,,,,,,,,,,,,,,,,,
292524,知床 (世界遺産),142818,42872,False,1,,,,,,,,,,,,,,,,,,,
292595,池田町洋館街,33757,8812,False,0,10,0,0,0,0,0,0,0,0,1,1,0,1,3,0,2,1,1,0
293810,ライブヒルズ,26303,7124,False,0,,,,,,,,,,,,,,,,,,,
295001,森田 (福井市),25550,6657,False,0,,,,,,,,,,,,,,,,,,,
295598,須弥山,77168,13902,False,0,,,,,,,,,,,,,,,,,,,
