page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,下部組織,主義・主張,人数,人数データの年,代表者,代表者の地位職業,任務,別名,協力国,参加した戦争,同盟国,国,基地,成立年,所在地,所属組織,所有兵器,種類,解散年,設立者,読み,起源
89078,クメール・ルージュ,104120,38831,False,1,,,,,,,,,,,,,,,,,,,,,,,
89554,軍令部,59083,16698,False,1,,,,,,,,,,,,,,,,,,,,,,,
92537,ポリサリオ戦線,56490,11199,False,2,,,,,,,,,,,,,,,,,,,,,,,
98545,在韓米軍,81057,19799,False,1,,,,,,,,,,,,,,,,,,,,,,,
99598,健児,24669,9597,False,0,,,,,,,,,,,,,,,,,,,,,,,
102282,三別抄,43060,15364,False,1,,,,,,,,,,,,,,,,,,,,,,,
105442,奇兵隊,50425,17032,False,0,,,,,,,,,,,,,,,,,,,,,,,
105900,白虎隊,56546,17995,False,0,,,,,,,,,,,,,,,,,,,,,,,
108893,バルチック艦隊,66678,23205,False,0,,,,,,,,,,,,,,,,,,,,,,,
109388,第7艦隊 (アメリカ軍),175458,49736,False,1,,,,,,,,,,,,,,,,,,,,,,,
110666,緑林軍,34371,12799,False,0,,,,,,,,,,,,,,,,,,,,,,,
112331,ガンダム・チーム,181659,36684,False,0,,,,,,,,,,,,,,,,,,,,,,,
114225,百人組,21696,6605,False,0,,,,,,,,,,,,,,,,,,,,,,,
114384,アメリカ空軍,183454,42000,False,0,,,,,,,,,,,,,,,,,,,,,,,
115166,ジャンジャウィード,29965,8584,False,0,,,,,,,,,,,,,,,,,,,,,,,
117550,参謀本部,38620,14175,False,0,,,,,,,,,,,,,,,,,,,,,,,
117743,アメリカ陸軍,153943,27010,False,0,,,,,,,,,,,,,,,,,,,,,,,
118254,第3回十字軍,45209,15351,False,0,,,,,,,,,,,,,,,,,,,,,,,
121387,第2歩兵師団 (アメリカ軍),80439,16971,False,1,,,,,,,,,,,,,,,,,,,,,,,
121463,第8軍 (アメリカ軍),92521,16267,False,1,71,33,2,1,1,4,3,5,1,0,5,0,1,3,2,5,2,0,2,0,0,1,0
121534,第7空軍 (アメリカ軍),43809,10002,False,1,,,,,,,,,,,,,,,,,,,,,,,
121855,ロンド・ベル,166071,28139,False,0,,,,,,,,,,,,,,,,,,,,,,,
122025,デルタフォース,110598,44220,False,1,,,,,,,,,,,,,,,,,,,,,,,
122037,GSG-9,46384,14617,False,0,,,,,,,,,,,,,,,,,,,,,,,
127846,海軍陸戦隊,96244,35906,False,1,,,,,,,,,,,,,,,,,,,,,,,
130408,黒い三連星,196260,46014,False,0,,,,,,,,,,,,,,,,,,,,,,,
133964,ドイツ海軍,65936,21097,False,0,,,,,,,,,,,,,,,,,,,,,,,
135344,アメリカ沿岸警備隊,164383,32931,False,1,,,,,,,,,,,,,,,,,,,,,,,
135615,カラバ,144768,18363,False,0,,,,,,,,,,,,,,,,,,,,,,,
135963,舞鶴地方隊,81731,21967,False,1,,,,,,,,,,,,,,,,,,,,,,,
137273,アメリカ北方軍,45757,10235,False,1,,,,,,,,,,,,,,,,,,,,,,,
138922,防疫給水部,28505,8549,False,0,,,,,,,,,,,,,,,,,,,,,,,
139575,サンダーバーズ,123128,21651,False,1,,,,,,,,,,,,,,,,,,,,,,,
144476,ブルーインパルス,636989,187407,False,1,,,,,,,,,,,,,,,,,,,,,,,
147389,蘭州軍区,66813,13311,False,0,,,,,,,,,,,,,,,,,,,,,,,
147407,広州軍区,63033,12557,False,0,,,,,,,,,,,,,,,,,,,,,,,
147445,成都軍区,62921,12669,False,0,,,,,,,,,,,,,,,,,,,,,,,
148108,インド国民軍,72111,29066,False,1,55,2,2,1,0,5,2,2,8,3,17,0,0,0,1,0,5,0,1,1,2,1,2
148577,瀋陽軍区,101913,21086,False,1,,,,,,,,,,,,,,,,,,,,,,,
148593,南京軍区,73301,15088,False,0,,,,,,,,,,,,,,,,,,,,,,,
148873,北京軍区,88341,18506,False,0,,,,,,,,,,,,,,,,,,,,,,,
150340,ザイトゥーン部隊,29212,8995,False,0,,,,,,,,,,,,,,,,,,,,,,,
150508,マッドアングラー隊,157185,25269,False,0,,,,,,,,,,,,,,,,,,,,,,,
151029,トルコ軍,95324,20404,False,1,,,,,,,,,,,,,,,,,,,,,,,
158092,ニューディサイズ,150926,21754,False,0,,,,,,,,,,,,,,,,,,,,,,,
158920,済南軍区,60800,11946,False,0,,,,,,,,,,,,,,,,,,,,,,,
159285,プロイセン参謀本部,61882,16904,False,0,,,,,,,,,,,,,,,,,,,,,,,
159574,デラーズ・フリート,158251,24407,False,0,,,,,,,,,,,,,,,,,,,,,,,
160584,ドイツ国防軍,81792,22468,False,1,,,,,,,,,,,,,,,,,,,,,,,
162135,第13独立部隊,145482,18859,False,0,,,,,,,,,,,,,,,,,,,,,,,
184478,北部方面隊,110155,25811,False,1,,,,,,,,,,,,,,,,,,,,,,,
184505,東北方面隊,100317,22710,False,1,,,,,,,,,,,,,,,,,,,,,,,
184524,西部方面隊,103979,24501,False,1,90,60,0,0,0,1,4,1,4,0,0,0,1,6,2,5,2,0,3,0,0,1,0
184533,東部方面隊 (陸上自衛隊),105958,24342,False,1,,,,,,,,,,,,,,,,,,,,,,,
184686,大番,29638,9804,False,0,,,,,,,,,,,,,,,,,,,,,,,
185524,赤報隊,46069,16184,False,0,,,,,,,,,,,,,,,,,,,,,,,
191681,中津隊,20861,6216,False,0,,,,,,,,,,,,,,,,,,,,,,,
191734,近衛師団,96315,29290,False,1,,,,,,,,,,,,,,,,,,,,,,,
192862,独立軍 (朝鮮),29667,9107,False,1,,,,,,,,,,,,,,,,,,,,,,,
192961,特殊空挺部隊,69757,20084,False,0,,,,,,,,,,,,,,,,,,,,,,,
204228,レバノン軍団,33876,8940,False,1,,,,,,,,,,,,,,,,,,,,,,,
204487,第442連隊戦闘団,128553,34462,False,1,,,,,,,,,,,,,,,,,,,,,,,
204711,サパティスタ民族解放軍,44768,14345,False,0,,,,,,,,,,,,,,,,,,,,,,,
205240,コロンビア革命軍,71334,24314,False,1,,,,,,,,,,,,,,,,,,,,,,,
205463,革命人民軍,26898,7183,False,0,,,,,,,,,,,,,,,,,,,,,,,
206029,タイ王国軍,48756,15217,False,1,,,,,,,,,,,,,,,,,,,,,,,
206099,タイ王国陸軍,64261,18714,False,0,,,,,,,,,,,,,,,,,,,,,,,
208503,抜刀隊,79073,20862,False,0,,,,,,,,,,,,,,,,,,,,,,,
210099,西部方面普通科連隊,89768,25856,False,1,,,,,,,,,,,,,,,,,,,,,,,
211446,スカル隊,110919,24773,False,0,,,,,,,,,,,,,,,,,,,,,,,
211820,スーダン人民解放軍,48105,12679,False,2,,,,,,,,,,,,,,,,,,,,,,,
214824,第1空挺団 (陸上自衛隊),125168,28877,False,1,,,,,,,,,,,,,,,,,,,,,,,
226239,ギニュー特戦隊,147735,57187,False,0,,,,,,,,,,,,,,,,,,,,,,,
226350,独島義勇守備隊,32009,11068,False,0,,,,,,,,,,,,,,,,,,,,,,,
227054,民防衛隊,30286,9385,False,1,,,,,,,,,,,,,,,,,,,,,,,
228225,ドイツ陸軍,35754,9562,False,0,,,,,,,,,,,,,,,,,,,,,,,
230009,UGSF,72343,39886,False,0,,,,,,,,,,,,,,,,,,,,,,,
230747,ローグ中隊,53747,12584,False,0,,,,,,,,,,,,,,,,,,,,,,,
235852,ドイツ赤軍,52371,15258,False,1,,,,,,,,,,,,,,,,,,,,,,,
237691,佐世保地方隊,83750,22843,False,1,,,,,,,,,,,,,,,,,,,,,,,
237694,呉地方隊,78678,19775,False,1,,,,,,,,,,,,,,,,,,,,,,,
246151,中国人民志願軍,59876,17300,False,0,,,,,,,,,,,,,,,,,,,,,,,
251546,第1師団 (陸上自衛隊),79579,18756,False,1,,,,,,,,,,,,,,,,,,,,,,,
257189,大本営,43896,16253,False,0,78,42,0,0,0,1,7,1,1,0,14,0,1,0,3,0,1,0,3,3,0,1,0
268732,紅軍,29819,8348,False,0,,,,,,,,,,,,,,,,,,,,,,,
271170,ファントムペイン (ガンダムシリーズ),79388,15514,False,0,,,,,,,,,,,,,,,,,,,,,,,
275157,赤い旅団,40584,11725,False,1,,,,,,,,,,,,,,,,,,,,,,,
281282,中央即応集団,86648,20066,False,1,,,,,,,,,,,,,,,,,,,,,,,
286291,空間騎兵隊,78865,17963,False,0,,,,,,,,,,,,,,,,,,,,,,,
294516,建国義勇軍,29998,10842,False,0,,,,,,,,,,,,,,,,,,,,,,,
294932,第16任務部隊,25769,7065,False,0,,,,,,,,,,,,,,,,,,,,,,,
296590,国際連合キプロス平和維持軍,32851,9537,False,1,,,,,,,,,,,,,,,,,,,,,,,
298161,天誅組,38057,11707,False,0,,,,,,,,,,,,,,,,,,,,,,,
298283,護国団,25808,8101,False,0,,,,,,,,,,,,,,,,,,,,,,,
298358,第5艦隊 (アメリカ軍),57374,13122,False,1,,,,,,,,,,,,,,,,,,,,,,,
298364,第3艦隊 (アメリカ軍),76486,13202,False,1,,,,,,,,,,,,,,,,,,,,,,,
298385,太平洋艦隊 (アメリカ海軍),76551,14751,False,0,,,,,,,,,,,,,,,,,,,,,,,
299387,掃海隊群,85930,26800,False,1,,,,,,,,,,,,,,,,,,,,,,,
299388,情報業務群,71141,15817,False,1,,,,,,,,,,,,,,,,,,,,,,,
299428,地方隊,74846,23234,False,0,,,,,,,,,,,,,,,,,,,,,,,
299429,横須賀地方隊,83500,22130,False,1,,,,,,,,,,,,,,,,,,,,,,,
299430,大湊地方隊,87884,24200,False,1,,,,,,,,,,,,,,,,,,,,,,,
302008,一領具足,28879,9526,False,0,,,,,,,,,,,,,,,,,,,,,,,
304330,航空集団,67623,17902,False,1,,,,,,,,,,,,,,,,,,,,,,,
304357,遊撃隊 (幕府軍),25197,6739,False,0,,,,,,,,,,,,,,,,,,,,,,,
304425,イスラム革命防衛隊,75742,24747,False,1,,,,,,,,,,,,,,,,,,,,,,,
304551,第4師団 (陸上自衛隊),84117,19339,False,1,,,,,,,,,,,,,,,,,,,,,,,
305295,英印軍,34460,10029,False,0,,,,,,,,,,,,,,,,,,,,,,,
305963,対馬警備隊,20986,5902,True,0,,,,,,,,,,,,,,,,,,,,,,,
306710,第8空軍 (アメリカ軍),46278,9465,False,1,37,0,0,0,0,0,1,2,4,0,8,0,1,2,2,0,8,8,1,0,0,0,0
312594,エアロック・エアロバティックチーム,27770,9289,False,0,,,,,,,,,,,,,,,,,,,,,,,
315905,特殊作戦群,84706,24242,False,1,,,,,,,,,,,,,,,,,,,,,,,
318179,旧東側の空軍組織,47954,12461,False,0,,,,,,,,,,,,,,,,,,,,,,,
318463,第1回十字軍,112476,54292,False,0,,,,,,,,,,,,,,,,,,,,,,,
318835,新宮党,31248,10998,False,0,,,,,,,,,,,,,,,,,,,,,,,
319422,特別警備隊 (海上自衛隊),78264,23592,False,1,,,,,,,,,,,,,,,,,,,,,,,
324531,護衛艦付き立入検査隊,51567,13729,False,1,,,,,,,,,,,,,,,,,,,,,,,
324724,基地警備教導隊,59865,11212,False,1,,,,,,,,,,,,,,,,,,,,,,,
328059,満州国軍,86384,24974,False,1,,,,,,,,,,,,,,,,,,,,,,,
328930,カナダ海軍,51540,15304,False,0,,,,,,,,,,,,,,,,,,,,,,,
329477,第4回十字軍,61948,20414,False,1,16,0,0,0,0,0,0,1,0,0,3,0,0,0,2,1,0,0,3,2,3,1,0
330030,ドイツ空軍,38239,10209,False,0,,,,,,,,,,,,,,,,,,,,,,,
330119,イタリア海軍,145073,57744,False,1,,,,,,,,,,,,,,,,,,,,,,,
331440,ルーマニア空軍,84866,19177,False,0,,,,,,,,,,,,,,,,,,,,,,,
333596,中央情報隊,76535,16206,False,1,,,,,,,,,,,,,,,,,,,,,,,
334029,ドラゴン騎士団,26453,7125,False,0,,,,,,,,,,,,,,,,,,,,,,,
334772,アメリカ太平洋軍,71314,16435,False,1,,,,,,,,,,,,,,,,,,,,,,,
335881,山岳警備隊,62925,18190,False,0,,,,,,,,,,,,,,,,,,,,,,,
336053,常勝軍,24921,7100,False,0,,,,,,,,,,,,,,,,,,,,,,,
338224,第2回十字軍,41751,14718,False,0,,,,,,,,,,,,,,,,,,,,,,,
338301,アイスランド防衛隊,27123,8306,False,0,,,,,,,,,,,,,,,,,,,,,,,
339532,ベルギー空軍,54118,13419,False,0,,,,,,,,,,,,,,,,,,,,,,,
342322,歩兵第31連隊,34328,9256,False,1,,,,,,,,,,,,,,,,,,,,,,,
344337,海上自衛隊,250481,63686,False,1,,,,,,,,,,,,,,,,,,,,,,,
345988,第1混成団,45490,12624,False,1,,,,,,,,,,,,,,,,,,,,,,,
347979,アグレッサー部隊,53689,18351,False,0,,,,,,,,,,,,,,,,,,,,,,,
348156,フランス海軍,186278,51594,False,0,,,,,,,,,,,,,,,,,,,,,,,
349498,歩兵第3連隊,37411,9472,False,1,,,,,,,,,,,,,,,,,,,,,,,
351966,ヴェアヴォルフ,32123,11214,False,0,15,0,0,1,0,0,0,2,6,0,1,0,2,0,0,0,0,0,3,0,0,0,0
351985,村上水軍,65061,16960,False,0,,,,,,,,,,,,,,,,,,,,,,,
352154,飛行第244戦隊,53054,14796,False,1,,,,,,,,,,,,,,,,,,,,,,,
352657,特別警備隊 (海上保安庁),53509,12126,False,0,,,,,,,,,,,,,,,,,,,,,,,
354634,ビルドロン,116136,35154,False,0,,,,,,,,,,,,,,,,,,,,,,,
355019,第617中隊 (イギリス空軍),41775,13704,False,1,,,,,,,,,,,,,,,,,,,,,,,
355288,震天制空隊,33491,11037,False,0,,,,,,,,,,,,,,,,,,,,,,,
357883,ウクライナ空軍,78934,23783,False,0,,,,,,,,,,,,,,,,,,,,,,,
358484,ウクライナ海軍航空隊,31274,7761,False,0,,,,,,,,,,,,,,,,,,,,,,,
361309,ウクライナ海軍,115426,36341,False,1,,,,,,,,,,,,,,,,,,,,,,,
362207,オーストラリア海軍,64187,17086,False,1,,,,,,,,,,,,,,,,,,,,,,,
362534,第3教育団,40951,12171,False,1,,,,,,,,,,,,,,,,,,,,,,,
363302,飛行教導群,69296,16538,False,1,,,,,,,,,,,,,,,,,,,,,,,
364211,海上護衛総司令部,99821,28099,False,1,122,17,0,0,0,1,5,5,6,0,8,0,16,0,4,0,15,41,1,1,0,1,1
367174,第1方面軍 (日本軍),36391,9519,False,1,,,,,,,,,,,,,,,,,,,,,,,
367185,第122師団 (日本軍),29039,7388,False,1,,,,,,,,,,,,,,,,,,,,,,,
370522,第4師団 (日本軍),50385,14429,False,1,,,,,,,,,,,,,,,,,,,,,,,
372022,デンマーク陸軍,47934,11426,False,0,,,,,,,,,,,,,,,,,,,,,,,
372904,アイルランド空軍,28715,8695,False,0,,,,,,,,,,,,,,,,,,,,,,,
374111,ロシア海軍,168853,68367,False,1,,,,,,,,,,,,,,,,,,,,,,,
380278,千人隊,23031,6335,False,0,,,,,,,,,,,,,,,,,,,,,,,
383349,北洋艦隊,39608,8380,False,0,,,,,,,,,,,,,,,,,,,,,,,
384815,ニュージーランド海軍,37678,9447,False,0,,,,,,,,,,,,,,,,,,,,,,,
385404,第3軍 (日本軍),42080,11954,False,1,,,,,,,,,,,,,,,,,,,,,,,
385434,空母打撃群,113344,39727,False,0,,,,,,,,,,,,,,,,,,,,,,,
385442,遠征打撃群,92367,31104,False,0,,,,,,,,,,,,,,,,,,,,,,,
385487,ウクライナ国海軍,93084,16763,False,0,,,,,,,,,,,,,,,,,,,,,,,
385682,第5軍 (日本軍),37727,11090,False,1,,,,,,,,,,,,,,,,,,,,,,,
385977,第15軍 (日本軍),34705,9601,False,1,,,,,,,,,,,,,,,,,,,,,,,
386023,第3方面軍 (日本軍),30613,7555,False,1,,,,,,,,,,,,,,,,,,,,,,,
386328,スペイン海軍,80172,26245,False,0,,,,,,,,,,,,,,,,,,,,,,,
386395,第17方面軍 (日本軍),34945,9577,False,1,,,,,,,,,,,,,,,,,,,,,,,
386847,第18方面軍 (日本軍),35743,9430,False,1,,,,,,,,,,,,,,,,,,,,,,,
387057,第三四三海軍航空隊,99491,45259,False,0,188,32,0,0,0,6,28,8,44,0,9,0,2,16,4,0,6,20,9,1,2,0,1
387640,第31軍 (日本軍),31389,8743,False,1,,,,,,,,,,,,,,,,,,,,,,,
387706,南方軍 (日本軍),53523,13048,False,1,,,,,,,,,,,,,,,,,,,,,,,
387952,支那派遣軍,43153,11589,False,1,,,,,,,,,,,,,,,,,,,,,,,
387986,アメリカ南方軍,59162,14484,False,1,,,,,,,,,,,,,,,,,,,,,,,
388590,航空総軍,36330,9113,False,1,,,,,,,,,,,,,,,,,,,,,,,
388697,第2総軍 (日本軍),43358,11797,False,1,,,,,,,,,,,,,,,,,,,,,,,
389002,第1総軍 (日本軍),39425,9499,False,1,,,,,,,,,,,,,,,,,,,,,,,
389343,コロンビア自衛軍連合,57262,27055,False,1,,,,,,,,,,,,,,,,,,,,,,,
389755,東部軍管区 (日本軍),27821,7769,False,0,,,,,,,,,,,,,,,,,,,,,,,
389771,東部軍 (日本軍),36577,10854,False,1,,,,,,,,,,,,,,,,,,,,,,,
389898,満州軍 (日本軍),36912,10021,False,1,,,,,,,,,,,,,,,,,,,,,,,
391991,南支那方面軍,30322,7755,False,1,33,7,0,0,0,1,3,0,2,0,4,0,1,0,3,1,6,0,2,2,0,1,0
392062,第23軍 (日本軍),33229,9859,False,1,,,,,,,,,,,,,,,,,,,,,,,
393463,第12方面軍 (日本軍),42833,13098,False,1,,,,,,,,,,,,,,,,,,,,,,,
393807,第13方面軍 (日本軍),32810,8924,False,1,,,,,,,,,,,,,,,,,,,,,,,
394286,直隷派,44569,13190,False,0,,,,,,,,,,,,,,,,,,,,,,,
396785,冬季戦技教育隊,79404,19435,False,1,,,,,,,,,,,,,,,,,,,,,,,
397001,東京湾兵団,31511,8462,False,1,,,,,,,,,,,,,,,,,,,,,,,
397018,東京防衛軍,30526,8724,False,1,,,,,,,,,,,,,,,,,,,,,,,
397406,第14方面軍 (日本軍),51967,14414,False,1,,,,,,,,,,,,,,,,,,,,,,,
403141,特務機関,45027,15618,False,0,,,,,,,,,,,,,,,,,,,,,,,
404369,緑営,27906,9298,False,0,44,4,0,1,0,0,0,0,2,0,9,0,7,0,0,0,1,16,2,0,0,1,1
406214,イギリス軍,101376,21665,False,0,,,,,,,,,,,,,,,,,,,,,,,
406220,IRA暫定派,121906,52178,False,1,,,,,,,,,,,,,,,,,,,,,,,
407764,ウクライィーンスィキ・ソーコルィ,111574,18639,False,1,,,,,,,,,,,,,,,,,,,,,,,
409584,アイルランド国防軍,39931,11251,False,1,,,,,,,,,,,,,,,,,,,,,,,
412978,空の神兵,50875,14758,False,1,,,,,,,,,,,,,,,,,,,,,,,
415787,アメリカ統合戦力軍,61289,14157,False,1,,,,,,,,,,,,,,,,,,,,,,,
416361,トルコ沿岸警備隊,26333,7626,False,0,,,,,,,,,,,,,,,,,,,,,,,
420515,フィリピン空軍,37867,11763,False,0,,,,,,,,,,,,,,,,,,,,,,,
420768,ポルトガル空軍,53604,15021,False,0,,,,,,,,,,,,,,,,,,,,,,,
421686,国家憲兵隊 (フランス),77209,24172,False,0,,,,,,,,,,,,,,,,,,,,,,,
422317,内禁衛,56194,9190,False,1,,,,,,,,,,,,,,,,,,,,,,,
423002,国家憲兵隊空挺介入中隊,23621,7034,False,0,,,,,,,,,,,,,,,,,,,,,,,
423111,レッドリボン軍,127536,42459,False,0,,,,,,,,,,,,,,,,,,,,,,,
423622,国家憲兵隊治安介入部隊,56235,16003,False,1,,,,,,,,,,,,,,,,,,,,,,,
425589,金羊毛騎士団,80475,16596,False,0,,,,,,,,,,,,,,,,,,,,,,,
425646,イギリス空軍,167362,43497,False,0,,,,,,,,,,,,,,,,,,,,,,,
425841,ドイツ連邦軍,91896,28700,False,1,,,,,,,,,,,,,,,,,,,,,,,
425951,ノルウェー郷土防衛隊,31323,7611,False,0,,,,,,,,,,,,,,,,,,,,,,,
428520,第82空挺師団 (アメリカ軍),77880,15224,False,1,60,7,2,1,0,0,0,3,6,0,25,0,2,0,2,1,3,0,7,0,0,1,0
431373,陸上自衛隊中央業務支援隊,36535,9759,False,1,,,,,,,,,,,,,,,,,,,,,,,
434972,ヒズボラ,122808,36803,False,2,,,,,,,,,,,,,,,,,,,,,,,
435598,フェアリィ空軍,46358,21757,False,0,,,,,,,,,,,,,,,,,,,,,,,
436380,第1ヘリコプター団,54860,14442,False,1,,,,,,,,,,,,,,,,,,,,,,,
437113,富士教導団,48703,13635,False,1,,,,,,,,,,,,,,,,,,,,,,,
439414,オランダ王立保安隊,43972,9529,False,0,,,,,,,,,,,,,,,,,,,,,,,
440751,ブルーズ・アンド・ロイヤルズ,37958,13780,False,0,,,,,,,,,,,,,,,,,,,,,,,
441785,フランス軍,98508,24957,False,1,,,,,,,,,,,,,,,,,,,,,,,
444995,パレスチナ解放人民戦線,65614,17831,False,1,,,,,,,,,,,,,,,,,,,,,,,
448929,緬甸方面軍,31740,7802,False,1,,,,,,,,,,,,,,,,,,,,,,,
449117,第2方面軍 (日本軍),32779,8366,False,1,,,,,,,,,,,,,,,,,,,,,,,
451860,インド沿岸警備隊,31854,9117,False,1,,,,,,,,,,,,,,,,,,,,,,,
452805,新人民軍,39304,10727,False,1,,,,,,,,,,,,,,,,,,,,,,,
457093,スウェーデン海軍,61378,19757,False,0,,,,,,,,,,,,,,,,,,,,,,,
457347,黒海艦隊,69998,23993,False,0,,,,,,,,,,,,,,,,,,,,,,,
