page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,下部組織,代表者,代表者の地位職業,別名,国・地域,後継組織,成立年,成立時の構成組織,所在地,所属組織,種類,解散年,読み
43472,沿ヴォルガ連邦管区,54369,11163,False,0,,,,,,,,,,,,,,
43475,南部連邦管区,55978,11679,False,0,,,,,,,,,,,,,,
43477,北西連邦管区,54521,11219,False,0,,,,,,,,,,,,,,
43480,中央連邦管区,55296,11107,False,0,,,,,,,,,,,,,,
44249,つんくファミリー,100647,19008,False,0,,,,,,,,,,,,,,
44527,三都ネット,27593,8522,False,0,,,,,,,,,,,,,,
45063,北部同盟 (アフガニスタン),43732,12102,False,0,,,,,,,,,,,,,,
45695,JRN,266416,81266,False,0,,,,,,,,,,,,,,
45696,全国ラジオネットワーク,239863,89872,False,0,,,,,,,,,,,,,,
45907,ビン・スエン派,31214,9465,False,0,,,,,,,,,,,,,,
47508,ブルーコスモス,84194,17414,False,0,,,,,,,,,,,,,,
48127,コーサ・ノストラ,97690,40652,False,0,,,,,,,,,,,,,,
48216,新ウィーン楽派,35788,9753,False,0,,,,,,,,,,,,,,
48598,五大ファミリー,71141,31712,False,0,,,,,,,,,,,,,,
48614,ボナンノ一家,50345,19445,False,0,,,,,,,,,,,,,,
49054,4Hクラブ,25788,7518,False,0,,,,,,,,,,,,,,
49356,TBS系列,89127,17018,False,0,,,,,,,,,,,,,,
49657,フジテレビ系列,83502,14808,False,0,,,,,,,,,,,,,,
49681,日本テレビ系列,79963,15550,False,0,,,,,,,,,,,,,,
50498,ロシアン・マフィア,47291,13459,False,0,,,,,,,,,,,,,,
50504,メデジン・カルテル,39760,12750,False,1,,,,,,,,,,,,,,
50544,蛇頭,39161,12480,False,0,,,,,,,,,,,,,,
51647,イスタリ,41624,14211,False,0,,,,,,,,,,,,,,
52972,ZUNTATA,91403,28630,False,1,,,,,,,,,,,,,,
53218,クルディスタン労働者党,101721,25325,False,3,,,,,,,,,,,,,,
53485,アーヴ,69145,38956,False,0,,,,,,,,,,,,,,
55676,一和会,33004,11227,False,0,,,,,,,,,,,,,,
56447,御陵衛士,25737,8048,False,0,,,,,,,,,,,,,,
56561,ベネディクト会,38961,10923,False,0,,,,,,,,,,,,,,
57061,新しい歴史教科書をつくる会,241694,77803,False,1,,,,,,,,,,,,,,
57081,新徴組,29848,8905,False,0,,,,,,,,,,,,,,
58774,朝鮮中央放送,50250,14471,False,3,,,,,,,,,,,,,,
59539,騎士修道会,26807,7894,False,0,,,,,,,,,,,,,,
60387,漫画原稿を守る会,36652,11245,False,0,,,,,,,,,,,,,,
60629,リガ・ミリティア,161417,26652,False,0,,,,,,,,,,,,,,
60889,矢立肇,125654,21214,False,0,,,,,,,,,,,,,,
60910,山健組,62655,18545,False,1,,,,,,,,,,,,,,
60913,國領屋一家,51246,12243,False,1,33,0,3,1,0,1,0,1,8,4,12,2,0,1
61064,清水一家,47644,11366,False,1,,,,,,,,,,,,,,
61087,健竜会,33978,11674,False,1,,,,,,,,,,,,,,
61871,ティターンズ,185934,39942,False,0,,,,,,,,,,,,,,
62995,開成会,21349,6294,False,0,,,,,,,,,,,,,,
63111,街宣右翼,104763,34158,False,0,,,,,,,,,,,,,,
63362,ローマ教皇庁,61623,13850,False,0,,,,,,,,,,,,,,
63518,会津小鉄会,47111,13066,False,1,15,7,2,0,0,0,0,2,0,2,0,1,0,1
63522,飯島会,31220,9132,False,0,,,,,,,,,,,,,,
63523,宅見組,48829,19525,False,1,,,,,,,,,,,,,,
63660,豪友会,40153,8485,False,0,,,,,,,,,,,,,,
63690,バスク祖国と自由,67985,22898,False,1,,,,,,,,,,,,,,
64034,三宅支庁,66869,10679,False,0,8,0,0,0,0,0,0,2,2,0,2,1,0,1
64637,古川組,30410,8854,False,1,,,,,,,,,,,,,,
64790,ローマ司教区,22970,6402,False,0,,,,,,,,,,,,,,
65388,大統領再選委員会,21976,6561,False,0,,,,,,,,,,,,,,
66567,グループ49,19873,5808,False,0,,,,,,,,,,,,,,
66829,HBCラジオ,297633,94917,False,1,,,,,,,,,,,,,,
69687,三田会,70909,15340,False,1,,,,,,,,,,,,,,
71477,ほっちゃテレビ,58082,15544,False,1,,,,,,,,,,,,,,
71784,スカル・アンド・ボーンズ,42041,12610,False,0,,,,,,,,,,,,,,
72001,プルシリーズ,206591,48325,False,3,,,,,,,,,,,,,,
72469,中野会,26627,7294,False,0,,,,,,,,,,,,,,
72641,NHK奈良放送局,107328,16127,False,1,,,,,,,,,,,,,,
72770,NHK大阪放送局,229159,54378,False,1,,,,,,,,,,,,,,
72812,NHK水戸放送局,149255,31982,False,1,,,,,,,,,,,,,,
72820,NHK神戸放送局,134982,23416,False,1,,,,,,,,,,,,,,
72950,NHK京都放送局,147573,26218,False,1,,,,,,,,,,,,,,
72961,NHK名古屋放送局,196679,43036,False,1,,,,,,,,,,,,,,
73037,NHK沖縄放送局,179180,41942,False,1,,,,,,,,,,,,,,
73266,NHK大津放送局,117991,17945,False,1,,,,,,,,,,,,,,
74136,NHK鳥取放送局,137091,25786,False,1,,,,,,,,,,,,,,
74140,NHK松江放送局,111750,19352,False,1,,,,,,,,,,,,,,
74632,エゥーゴ,184099,33459,False,0,,,,,,,,,,,,,,
74647,養父市ケーブルテレビジョン,36106,9145,False,1,,,,,,,,,,,,,,
74693,NHK秋田放送局,162745,36798,False,1,25,8,0,0,1,0,0,2,1,3,7,2,0,1
74966,早稲田大学社会科学部,77596,19368,False,0,,,,,,,,,,,,,,
75923,NHK金沢放送局,124290,23622,False,1,,,,,,,,,,,,,,
76209,黄昏フロンティア,76902,24456,False,0,,,,,,,,,,,,,,
76495,薩長土肥,25365,8284,False,0,,,,,,,,,,,,,,
76581,日根野電車区,85913,29269,False,1,,,,,,,,,,,,,,
76805,大石組,36799,7602,False,1,,,,,,,,,,,,,,
77126,フランスパン (同人サークル),48708,17898,False,0,,,,,,,,,,,,,,
77747,NHK和歌山放送局,135446,23426,False,1,,,,,,,,,,,,,,
77748,NHK姫路支局,68792,12965,False,0,18,0,0,0,2,0,2,1,0,5,3,3,1,1
77835,NHK宇都宮放送局,115229,19433,False,1,,,,,,,,,,,,,,
77837,NHK前橋放送局,114699,18953,False,1,,,,,,,,,,,,,,
78048,NHK徳島放送局,123285,20359,False,1,,,,,,,,,,,,,,
78309,早稲田大学第二文学部,83310,22603,False,0,,,,,,,,,,,,,,
79294,ベトナムに平和を!市民連合,78451,22249,False,0,,,,,,,,,,,,,,
79314,コーエン兄弟,204391,40890,False,2,,,,,,,,,,,,,,
79401,天正遣欧少年使節,82705,20288,False,0,11,0,5,1,1,0,0,2,0,0,0,1,0,1
80660,大平組,35653,7370,False,0,,,,,,,,,,,,,,
81854,銀河連邦,44070,14196,False,0,,,,,,,,,,,,,,
82738,淡路五色ケーブルテレビ,36645,9001,False,0,,,,,,,,,,,,,,
82927,J:COM 神戸・三木,97255,15163,False,1,,,,,,,,,,,,,,
86141,ファイ・カッパ・サイ,24093,6364,False,0,,,,,,,,,,,,,,
86720,オデッサ (組織),28868,8096,False,0,,,,,,,,,,,,,,
86895,日本シャーロック・ホームズ・クラブ,30236,7487,False,0,,,,,,,,,,,,,,
87213,藤原四兄弟,26386,7864,False,0,,,,,,,,,,,,,,
87590,NHK鹿児島放送局,140342,23224,False,1,,,,,,,,,,,,,,
88022,八手三郎,197290,37663,False,0,,,,,,,,,,,,,,
89132,NHK松山放送局,149294,31191,False,1,,,,,,,,,,,,,,
90276,渡辺製作所,35872,11541,False,0,,,,,,,,,,,,,,
90322,御楯組,22092,6206,False,0,,,,,,,,,,,,,,
90540,ネオ・ジオン,182991,32153,False,0,,,,,,,,,,,,,,
90599,いつものところ,42210,15331,False,0,,,,,,,,,,,,,,
92530,ボニーとクライド,67284,23721,False,1,,,,,,,,,,,,,,
93278,雑賀衆,47192,17570,False,0,,,,,,,,,,,,,,
93305,姫路市企業局交通事業部,118130,42543,False,2,,,,,,,,,,,,,,
93680,頒暦商社,21393,6145,False,0,,,,,,,,,,,,,,
94014,三隻同盟,80895,14486,False,0,,,,,,,,,,,,,,
94859,スカンクワークス,30662,9699,False,0,,,,,,,,,,,,,,
94876,テレビ都南,54285,14980,False,1,,,,,,,,,,,,,,
95207,西会津町ケーブルテレビ,41282,9480,False,1,,,,,,,,,,,,,,
95208,伊達市ケーブルテレビ,35319,8860,False,1,,,,,,,,,,,,,,
95225,さぬき市ケーブルネットワーク,60365,21077,False,1,,,,,,,,,,,,,,
96163,NHK福岡放送局,179481,37139,False,1,,,,,,,,,,,,,,
96174,NHK大分放送局,141918,23795,False,1,18,2,0,1,1,0,0,3,0,4,5,1,0,1
96184,上島町CATV,44600,11454,False,1,,,,,,,,,,,,,,
96217,NHK札幌放送局,200104,53112,False,1,54,13,0,0,21,0,0,2,1,6,7,3,0,1
96345,NHK千葉放送局,111842,19288,False,1,,,,,,,,,,,,,,
96349,NHKさいたま放送局,136976,22172,False,1,,,,,,,,,,,,,,
96350,NHK横浜放送局,121298,20231,False,1,19,8,0,0,4,0,0,1,0,3,1,1,0,1
96394,那賀町ケーブルテレビ,40430,11320,False,0,,,,,,,,,,,,,,
96450,森ノ宮電車区,44836,12983,False,0,,,,,,,,,,,,,,
96541,NHK北九州放送局,158864,31410,False,1,,,,,,,,,,,,,,
96556,NHK熊本放送局,137582,22053,False,1,,,,,,,,,,,,,,
96797,NHK山口放送局,133282,24637,False,1,,,,,,,,,,,,,,
96803,NHK下関支局,65282,10770,False,0,,,,,,,,,,,,,,
96896,NHK宮崎放送局,133073,20328,False,1,,,,,,,,,,,,,,
96916,NHK佐賀放送局,143324,25798,False,1,,,,,,,,,,,,,,
100552,森コンツェルン,29755,8868,False,0,,,,,,,,,,,,,,
101346,ちよれん,64479,14289,False,0,,,,,,,,,,,,,,
101751,NHK長崎放送局,131978,22392,False,1,,,,,,,,,,,,,,
101849,高梁市成羽有線テレビジョン,34662,9152,False,0,,,,,,,,,,,,,,
101855,鏡野町有線テレビ,35277,9149,False,1,,,,,,,,,,,,,,
101881,サンネットにちはら,38218,10428,False,0,,,,,,,,,,,,,,
102716,大田運輸区,34985,10332,False,0,,,,,,,,,,,,,,
103753,NHK広島放送局,336223,69555,False,1,,,,,,,,,,,,,,
103762,NHK福山支局,82319,16851,False,0,,,,,,,,,,,,,,
104134,VESA,24546,7053,False,0,,,,,,,,,,,,,,
104426,鉄道友の会,49579,16139,False,0,,,,,,,,,,,,,,
105816,コロンボ一家,48780,19264,False,0,,,,,,,,,,,,,,
105830,台北捷運,110821,23126,False,2,,,,,,,,,,,,,,
105997,FANKS,61351,18131,False,0,,,,,,,,,,,,,,
106056,大行社,34985,9667,False,0,,,,,,,,,,,,,,
107358,マフティー・ナビーユ・エリン,157445,24554,False,0,,,,,,,,,,,,,,
107562,たけし軍団セピア,20535,5654,False,0,,,,,,,,,,,,,,
107758,北京地下鉄,128896,27312,False,2,,,,,,,,,,,,,,
108444,伊那松島運輸区,38083,10662,False,0,,,,,,,,,,,,,,
108813,玉川兄弟,25867,7660,False,0,,,,,,,,,,,,,,
109174,パタニ連合解放組織,56461,11788,False,0,,,,,,,,,,,,,,
110583,長津田検車区,40687,11482,False,0,,,,,,,,,,,,,,
110716,NHK仙台放送局,203638,49231,False,1,,,,,,,,,,,,,,
110717,NHK米子支局,70828,13661,False,0,,,,,,,,,,,,,,
111128,円楽一門会,137750,29049,False,0,,,,,,,,,,,,,,
112042,NHK岡山放送局,140691,28567,False,1,,,,,,,,,,,,,,
112331,ガンダム・チーム,181659,36684,False,0,,,,,,,,,,,,,,
112489,NHK青森放送局,155587,32839,False,1,,,,,,,,,,,,,,
112560,ゲリラうどん通ごっこ軍団,41707,12548,False,0,,,,,,,,,,,,,,
112575,東海旅客鉄道飯田支店,27001,7618,False,0,,,,,,,,,,,,,,
112715,黒幕&愛人,31218,8116,False,0,,,,,,,,,,,,,,
113661,新聞公正取引協議会,20914,6508,False,0,,,,,,,,,,,,,,
113749,クリンゴン人,90907,41762,False,0,,,,,,,,,,,,,,
114486,バンコク・メトロ,116713,29782,False,0,,,,,,,,,,,,,,
115076,筑後十五城,37131,10377,False,0,,,,,,,,,,,,,,
115201,豊橋運輸区,32502,9592,False,0,,,,,,,,,,,,,,
115782,情報処理技術者試験センター,39176,10110,False,0,,,,,,,,,,,,,,
116224,尚歯会,40835,14943,False,0,,,,,,,,,,,,,,
116296,下関地域鉄道部,56613,16290,False,1,29,9,0,0,0,0,0,1,4,1,8,5,0,1
116408,聖アウグスチノ修道会,30809,9086,False,0,,,,,,,,,,,,,,
116410,レデンプトール会,23375,6649,False,0,,,,,,,,,,,,,,
117093,日本大学生産工学部・大学院生産工学研究科,92746,21910,False,0,,,,,,,,,,,,,,
117128,壬生浪士,41288,12992,False,0,,,,,,,,,,,,,,
117203,天野組,39996,8659,False,0,,,,,,,,,,,,,,
117634,A-TEAM,23010,6674,False,0,,,,,,,,,,,,,,
117708,SWAT,72440,22471,False,0,,,,,,,,,,,,,,
117729,NHK福島放送局,141779,26444,False,1,,,,,,,,,,,,,,
118054,六人の会,56337,12369,False,0,,,,,,,,,,,,,,
118282,校友会,40905,12612,False,0,,,,,,,,,,,,,,
118635,NHK津放送局,125105,20313,False,1,,,,,,,,,,,,,,
118644,NHK岐阜放送局,132075,22682,False,1,,,,,,,,,,,,,,
118648,NHK豊橋支局,64811,11128,False,0,,,,,,,,,,,,,,
118652,NHK高山支局,65096,10830,False,0,,,,,,,,,,,,,,
118783,NHK静岡放送局,165383,35793,False,1,,,,,,,,,,,,,,
118784,NHK浜松支局,96947,20994,False,1,,,,,,,,,,,,,,
119514,茗渓会,44942,11821,False,0,,,,,,,,,,,,,,
120888,朋ちゃん&コロッケ,38412,9161,False,0,,,,,,,,,,,,,,
121722,コンベンツァル聖フランシスコ修道会,41236,13070,False,0,,,,,,,,,,,,,,
121725,聖スルピス会,30251,8528,False,0,,,,,,,,,,,,,,
121731,厳律シトー会,36445,10656,False,0,,,,,,,,,,,,,,
122174,NHK新潟放送局,183247,46585,False,1,,,,,,,,,,,,,,
122416,武蔵七党,47018,12769,False,0,,,,,,,,,,,,,,
123073,名古屋市営バス,221322,74715,False,0,,,,,,,,,,,,,,
123360,全米黒人地位向上協会,38123,12113,False,0,,,,,,,,,,,,,,
124297,徳洲会,83305,29084,False,0,,,,,,,,,,,,,,
124656,明石電車区,61807,19658,False,0,,,,,,,,,,,,,,
124971,共政会,62667,17479,False,1,,,,,,,,,,,,,,
124980,藤原四家,22755,6166,False,0,,,,,,,,,,,,,,
125636,にざかな,35859,12877,False,0,,,,,,,,,,,,,,
125859,鉄道管理局,152913,45428,False,0,,,,,,,,,,,,,,
126058,ジェマ・イスラミア,78363,17842,False,1,,,,,,,,,,,,,,
126479,四大学連合,41447,13230,False,0,,,,,,,,,,,,,,
126816,愛桜会,37977,8104,False,0,,,,,,,,,,,,,,
127131,北海道旅客鉄道鉄道事業本部,72758,14846,False,0,,,,,,,,,,,,,,
128062,NHK佐世保支局,69475,12651,False,0,,,,,,,,,,,,,,
128074,NHK高知放送局,148279,39766,False,1,,,,,,,,,,,,,,
129222,アマル,31878,8828,False,1,,,,,,,,,,,,,,
129345,グラックス兄弟,35699,13111,False,0,,,,,,,,,,,,,,
129823,ウォルト・ディズニー・スタジオ・モーション・ピクチャーズ,79532,15717,False,1,,,,,,,,,,,,,,
130123,フォト・リーグ,25654,8080,False,0,,,,,,,,,,,,,,
130776,アナキスト革命連合,46288,9767,False,0,,,,,,,,,,,,,,
131909,ヒトラーユーゲント,103137,26848,False,0,,,,,,,,,,,,,,
132564,NHK甲府放送局,120647,20325,False,1,,,,,,,,,,,,,,
132565,NHK長野放送局,125497,24210,False,1,,,,,,,,,,,,,,
132567,NHK松本支局,63436,10676,False,0,,,,,,,,,,,,,,
133110,バンクーバー・スカイトレイン,124375,36702,False,1,,,,,,,,,,,,,,
133726,陸援隊,28604,7952,False,0,,,,,,,,,,,,,,
134268,ストルガツキー兄弟,49725,15078,False,0,,,,,,,,,,,,,,
135160,NHK福井放送局,112679,18759,False,1,,,,,,,,,,,,,,
135161,NHK富山放送局,119050,19295,False,1,,,,,,,,,,,,,,
135193,東京大学出版会,58387,10693,False,1,,,,,,,,,,,,,,
136243,NHK函館放送局,135994,24755,False,1,,,,,,,,,,,,,,
136245,NHK室蘭放送局,133253,22180,False,1,,,,,,,,,,,,,,
136246,NHK旭川放送局,147665,35819,False,1,,,,,,,,,,,,,,
136249,NHK帯広放送局,122115,21819,False,1,,,,,,,,,,,,,,
136252,NHK北見放送局,120065,21042,False,1,,,,,,,,,,,,,,
136254,NHK釧路放送局,120679,21948,False,1,,,,,,,,,,,,,,
136590,カルメル会,50952,14576,False,1,,,,,,,,,,,,,,
136958,NHK郡山支局,69085,12711,False,0,,,,,,,,,,,,,,
136962,NHKいわき支局,67318,11978,False,0,,,,,,,,,,,,,,
136972,NHK山形放送局,125974,20348,False,1,20,6,0,0,1,0,0,2,0,5,4,1,0,1
136979,NHK盛岡放送局,122195,21193,False,1,,,,,,,,,,,,,,
138425,グリム兄弟,40587,13982,False,0,,,,,,,,,,,,,,
139270,ローマクラブ,49475,14600,False,0,,,,,,,,,,,,,,
139575,サンダーバーズ,123128,21651,False,1,,,,,,,,,,,,,,
141088,尚志会,35445,8252,False,0,,,,,,,,,,,,,,
143230,横浜熱闘倶楽部,26978,8454,False,0,,,,,,,,,,,,,,
143847,NHKデジタル衛星ハイビジョン,152520,48547,False,1,,,,,,,,,,,,,,
145977,ハイレッド・センター,28593,8889,False,0,,,,,,,,,,,,,,
147193,三沢市ケーブルテレビ,47990,11969,False,1,,,,,,,,,,,,,,
147295,四国中央テレビ,52852,12381,False,1,,,,,,,,,,,,,,
147389,蘭州軍区,66813,13311,False,0,,,,,,,,,,,,,,
147407,広州軍区,63033,12557,False,0,,,,,,,,,,,,,,
147445,成都軍区,62921,12669,False,0,,,,,,,,,,,,,,
148577,瀋陽軍区,101913,21086,False,1,,,,,,,,,,,,,,
148593,南京軍区,73301,15088,False,0,,,,,,,,,,,,,,
148787,実験工房,30326,8961,False,0,,,,,,,,,,,,,,
148873,北京軍区,88341,18506,False,0,,,,,,,,,,,,,,
149480,東京大学史料編纂所,99656,21254,False,0,,,,,,,,,,,,,,
150519,パロディアス・ユニティ,24716,6827,False,0,,,,,,,,,,,,,,
151155,インクリングズ,30083,8238,False,0,,,,,,,,,,,,,,
151270,シャッフル同盟,44104,11733,False,0,,,,,,,,,,,,,,
151286,泛緑連盟,44671,13608,False,1,,,,,,,,,,,,,,
152289,彰義隊,46808,18553,False,0,,,,,,,,,,,,,,
152718,フジテレビ山形支局,69323,14528,False,0,,,,,,,,,,,,,,
154476,昭和九年会,81315,15453,False,0,,,,,,,,,,,,,,
155208,海援隊,46247,15133,False,0,,,,,,,,,,,,,,
155533,大阪薬科大学附属薬局,32805,7328,False,0,,,,,,,,,,,,,,
157143,硯友社,35734,9955,False,0,,,,,,,,,,,,,,
157294,FMレイクトピア,21000,6108,False,0,,,,,,,,,,,,,,
157929,プラトン・アカデミー,33857,11171,False,0,,,,,,,,,,,,,,
158046,熊襲,37529,10308,False,0,,,,,,,,,,,,,,
158082,日本SF作家クラブ,68674,24055,False,0,,,,,,,,,,,,,,
158086,ハードSF研究所,34948,9420,False,0,,,,,,,,,,,,,,
158092,ニューディサイズ,150926,21754,False,0,,,,,,,,,,,,,,
158293,VJA,84478,23336,False,4,,,,,,,,,,,,,,
158495,ジャン＝ピエール&リュック・ダルデンヌ,49193,12201,False,2,,,,,,,,,,,,,,
158672,エフエム軽井沢,49189,10378,False,1,,,,,,,,,,,,,,
158833,親和会 (高松),57140,12462,False,1,26,6,3,4,2,0,0,1,3,3,0,3,0,1
158920,済南軍区,60800,11946,False,0,,,,,,,,,,,,,,
159541,新疆生産建設兵団,44948,13778,False,1,,,,,,,,,,,,,,
159574,デラーズ・フリート,158251,24407,False,0,,,,,,,,,,,,,,
159814,トゥーレ協会,36718,11075,False,0,,,,,,,,,,,,,,
161573,広島運転所,55482,15788,False,1,,,,,,,,,,,,,,
162936,豊原放送局,72343,13696,False,0,,,,,,,,,,,,,,
163348,法政大学出版局,43901,9103,False,1,,,,,,,,,,,,,,
164185,ドイツ騎士団,157109,33687,False,1,,,,,,,,,,,,,,
164193,中国紅十字会,113068,20134,False,0,,,,,,,,,,,,,,
164811,独立自主管理労働組合「連帯」,44968,12170,False,0,,,,,,,,,,,,,,
167029,東神奈川電車区,32149,9520,False,0,17,0,0,0,3,0,4,1,0,1,3,2,2,1
167647,FM LOVEARTH,48469,17966,False,0,,,,,,,,,,,,,,
167902,NHK鶴岡支局,70488,13124,False,0,21,1,0,0,7,0,0,2,0,2,6,2,0,1
168581,地方六団体,25964,7526,False,0,,,,,,,,,,,,,,
168873,テレビ朝日米子支局,79112,15131,False,1,38,6,3,6,2,0,0,1,2,5,9,3,0,1
168879,テレビ朝日鳥取支局,75796,14097,False,1,,,,,,,,,,,,,,
169608,カティプナン,39960,11321,False,1,,,,,,,,,,,,,,
170674,バンコク大司教区,40301,10611,False,0,,,,,,,,,,,,,,
171969,霊示気学二穣会,20342,6473,False,0,,,,,,,,,,,,,,
172462,新温泉町ケーブルテレビ夢ネット,45496,11652,False,0,,,,,,,,,,,,,,
172900,チェッカーキャブ無線,66654,21600,False,0,,,,,,,,,,,,,,
173073,B'z Party,67050,18472,False,0,,,,,,,,,,,,,,
173553,村山党,77636,10328,False,0,,,,,,,,,,,,,,
174958,武川鎮軍閥,34737,12785,False,0,,,,,,,,,,,,,,
175489,大阪経済法科大学出版部,21187,5801,False,0,,,,,,,,,,,,,,
175761,プロ教師の会,28991,9616,False,0,,,,,,,,,,,,,,
176268,放送倫理・番組向上機構,157545,55454,False,1,,,,,,,,,,,,,,
177738,フジテレビ青森支局,93179,18470,False,1,,,,,,,,,,,,,,
178502,一水会 (思想団体),67137,16941,False,1,,,,,,,,,,,,,,
178629,福博会,46471,12481,False,1,,,,,,,,,,,,,,
179010,だめ連,34872,12395,False,1,14,0,9,0,0,0,0,3,0,0,0,1,0,1
180009,読売放送,30247,9273,False,0,,,,,,,,,,,,,,
181255,太州会,40363,9362,False,1,,,,,,,,,,,,,,
181860,英霊にこたえる会,43393,11957,False,0,,,,,,,,,,,,,,
182653,X-メン,368997,141625,False,0,,,,,,,,,,,,,,
183015,フジテレビ高知支局,58453,11788,False,0,8,0,0,0,0,0,2,0,0,1,1,1,2,1
183680,ジェノヴェーゼ一家,50667,16768,False,1,,,,,,,,,,,,,,
184103,ガンビーノ一家,55391,20938,False,0,,,,,,,,,,,,,,
184258,文化情報学部,30619,9760,False,0,,,,,,,,,,,,,,
184539,経済新人会,42599,13813,False,0,,,,,,,,,,,,,,
185027,丸の内御三家,54394,16029,False,0,,,,,,,,,,,,,,
185172,キュリー夫妻,26682,8446,False,0,,,,,,,,,,,,,,
185275,八戸運輸区,47362,13413,False,1,,,,,,,,,,,,,,
185439,釜石線営業所,31558,8607,False,0,,,,,,,,,,,,,,
185488,大湊線営業所,26606,7790,False,0,,,,,,,,,,,,,,
185752,大東塾,34872,10771,False,1,,,,,,,,,,,,,,
185765,盛岡運輸区,40309,11678,False,0,,,,,,,,,,,,,,
185771,青森運輸区,28597,8002,False,0,,,,,,,,,,,,,,
187473,地方競馬教養センター,43516,13450,False,0,,,,,,,,,,,,,,
189077,釧路運輸車両所,81608,22276,False,1,,,,,,,,,,,,,,
189086,グループf/64,27158,8031,False,0,7,0,0,0,1,1,0,1,0,2,0,1,1,0
192548,小牛田運輸区,76851,24247,False,1,,,,,,,,,,,,,,
192708,ロジャース&ハマースタイン,117905,36724,False,0,,,,,,,,,,,,,,
192729,07th Expansion,89370,21576,False,0,,,,,,,,,,,,,,
192967,伊豆組,43151,9606,False,1,,,,,,,,,,,,,,
