page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,主要都市,人口,人口データの年,人口密度,別名,合併自治体,国,国内位置,地名の謂れ,地形,州都・県庁・郡庁所在地,座標・経度,座標・緯度,恒例行事,成立年,所在地,接する国,消滅年,特産品,産業,種類,観光地,読み,隣接自治体,面積,首長
432,福井県,247483,56350,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,福島県,345738,89075,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,北海道,391961,96989,False,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,宮崎県,332740,97963,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,山口県,257669,66847,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,山梨県,276827,74302,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,和歌山県,249609,51309,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,ワシントン州,332940,96461,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,マハーラーシュトラ州,78962,14552,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,ハワイ州,341467,108076,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,クスコ,100052,22210,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,ニューヨーク州,275900,74565,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,テキサス州,468865,141307,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,大和国,146509,34252,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5856,会津藩,181529,50021,False,0,16,1,0,0,0,0,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4
6069,下総国,150100,30792,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219,武蔵国,165480,45605,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8197,マサチューセッツ州,449170,110937,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8496,パンジャーブ州 (インド),63417,12216,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677,阿蘇郡,79971,24081,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8956,カリフォルニア州,408507,102861,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9146,六大州,58720,10432,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10436,尾張国,182319,49279,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11044,額田郡,121921,28960,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11058,アラバマ州,400747,125460,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11342,尾張藩,131774,38049,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12299,佐渡郡,52450,14194,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12510,オレゴン州,307397,90237,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12756,カンザス州,250334,77730,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12981,四川省,121847,24444,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
13015,出羽国,131631,33008,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13031,陸奥国,139685,37537,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13044,石城国,46996,10350,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13045,石城郡,63835,17575,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13046,石背国,44821,9139,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13048,常陸国,98321,21687,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13059,越後国,103181,22668,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13066,越中国,111009,27355,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13086,能登国,68529,13182,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13268,加賀国,74818,16941,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13289,越前国,89868,18235,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13292,若狭国,81481,18633,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13295,佐渡国,64474,12883,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13303,紀州藩,92529,20068,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13307,水戸藩,100212,25042,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13328,上総国,139917,27173,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13333,安房国,100625,20855,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13435,下野国,234851,59569,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13461,上野国,151063,33367,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13488,信濃国,237569,62279,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489,諏方国,39263,8090,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13545,飛騨国,99583,22168,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13547,美濃国,166796,40272,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13584,近江国,127184,29512,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13608,相模国,143977,37997,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13670,甲斐国,102051,25527,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13721,伊豆国,99764,22398,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
13723,駿河国,119044,29702,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13816,ペンシルベニア州,332760,90738,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083,伊勢国,153371,35056,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
14146,志摩国,75380,16868,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
14263,伊賀国,96844,20542,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
14378,西多摩郡,107058,26264,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14403,紀伊国,144078,32039,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
14407,淡路国,111433,17639,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
14485,阿波国,92051,20975,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
14623,土佐国,108364,23655,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
14626,伊予国,125909,30524,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
14796,丹波国,153169,33893,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
14859,山城国,122559,27420,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
15007,丹後国,126278,27432,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
15176,但馬国,121588,25235,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
15395,伯耆国,96637,21681,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15401,麻植郡,47636,13581,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15698,真庭郡,54474,12575,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15746,出雲国,105253,23574,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
15747,隠岐国,103071,20629,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
16011,石見国,80301,15500,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
16027,福井藩,98388,25536,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16072,播磨国,159735,36788,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
16183,比企郡,87821,27669,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16293,備前国,144395,29216,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
16295,美作国,180487,50621,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
16391,備中国,142947,32815,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
16411,備後国,126527,28354,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
16413,安芸国,78666,15551,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
16415,周防国,95068,19073,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
16563,長門国,116524,22051,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
16797,豊前国,92535,18385,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
16813,豊後国,89062,17224,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
17105,日向国,126173,30758,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
17166,射水郡,74988,26726,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17186,薩摩国,75252,15165,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
17217,多禰国,48908,11157,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17233,邑楽郡,62808,17770,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17286,大隅国,88386,18897,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
17544,対馬国,115642,30330,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
17555,壱岐国,75211,15248,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
17735,肥後国,114137,24082,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18085,熊毛郡 (山口県),57091,15163,False,0,32,1,1,1,1,0,0,1,0,0,8,1,0,0,0,3,10,0,0,0,2,1,0,1,0,1,0
18160,新田郡,55927,18814,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18162,碓氷郡,52103,16037,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18165,群馬郡,66490,21296,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18167,北群馬郡,42051,10916,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18169,多野郡,44313,11368,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18171,甘楽郡,62397,15503,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18172,吾妻郡,57774,15876,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18174,利根郡,61565,18195,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18175,勢多郡,57751,17425,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18182,筑前国,95558,17790,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18241,筑後国,100130,20452,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18271,山県郡,56479,14528,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18471,ブリティッシュコロンビア州,82798,19672,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18666,和泉国,136993,26778,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18855,渡島国,76202,18942,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18857,後志国,66910,17000,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18975,石狩国,68618,17274,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18976,胆振国,79647,18603,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18980,天塩国,58133,13194,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18981,北見国,65502,17212,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19022,日高国,60724,13978,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19023,十勝国,56524,12509,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19024,釧路国,65173,14992,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19130,根室国,69769,16985,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19131,千島国,90717,24039,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19157,河内国,151196,31080,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
19159,羽前国,53662,11472,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19161,陸中国,61572,13293,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19162,陸前国,59639,12314,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19353,磐城国,65026,14608,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19354,岩代国,60077,13571,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19355,摂津国,177932,41797,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
19436,上州,110537,14516,False,0,15,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,1,0,4,0,0,1,0,1,0,0,0
19455,相州,72165,11024,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19473,丹州,70053,10852,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19773,東京府,103671,21497,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000,北魚沼郡,51652,18679,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20415,山東省,86168,18013,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20900,松前藩,106508,26054,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21132,薩摩藩,111945,27687,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21151,盛岡藩,280137,102907,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
21223,宮城,26883,7867,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21299,八戸藩,88029,18450,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
21300,七戸藩,74151,14757,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21535,西春日井郡,99395,24917,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22075,バーモント州,420433,122327,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22466,加賀藩,119486,29529,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23113,台湾省,78433,18502,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23141,東礪波郡,52581,14281,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23144,西礪波郡,52691,14692,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23152,婦負郡,66484,23362,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23155,上新川郡,70106,30555,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23157,中新川郡,46121,11923,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23158,下新川郡,55433,19136,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23203,佐波郡,48007,13039,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23204,佐波郡 (山口県),45399,12871,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23208,安芸郡 (広島県),71642,19480,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23209,安芸郡 (高知県),67028,16819,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23210,安芸郡 (三重県),41150,11725,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24659,南魚沼郡,60733,18828,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24686,黒竜江省,100801,21927,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
24784,福建省,82941,20041,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
24940,吉林省,85116,20460,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
24970,遼寧省,108291,25647,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
25117,京都郡,84331,18611,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25139,東加茂郡,82604,24921,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25143,西加茂郡,70875,20486,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25436,北足立郡,138646,52710,False,0,79,1,1,1,1,0,54,1,0,1,1,1,0,0,0,2,8,0,0,0,0,1,0,1,4,1,0
25441,入間郡,117371,40207,False,0,54,1,1,1,1,1,19,1,0,0,2,1,0,0,0,5,15,0,0,0,0,1,0,1,3,1,0
25442,秩父郡,79937,22661,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25443,児玉郡,68419,18042,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25444,大里郡,87533,24802,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25447,北埼玉郡,90469,33240,False,0,15,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,1,0,0,1,0,1,0,0,0
25448,南埼玉郡,96804,32869,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25449,北葛飾郡,84663,27775,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25591,仙台藩,276016,77782,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
25724,河北郡,78328,25130,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826,広東省,92106,19565,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
26102,長州藩,126502,33871,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26345,ラアス・アル＝ハイマ,40102,9463,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
26705,駿東郡,73028,23066,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26707,田方郡,72260,22193,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26969,高島郡 (滋賀県),61538,19604,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28500,ワイオミング州,229376,62902,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28971,テューリンゲン州,82689,18965,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29098,ザールラント州,68332,15396,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29102,ザクセン州,108090,21277,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29280,ノルトライン＝ヴェストファーレン州,97835,24734,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29489,高岡郡,78645,24331,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29684,対馬府中藩,110200,30180,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29686,鹿野藩,61282,11896,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29687,津和野藩,76655,16204,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29717,若桜藩,59938,11360,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29724,鳥取藩,101471,25691,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29757,上川郡,23380,6979,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29763,天塩郡,76764,14534,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29771,清末藩,64754,13460,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29773,長府藩,77184,17569,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29776,大聖寺藩,66150,13182,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29777,高須藩,72862,15264,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29779,西条藩,81704,17588,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781,佐土原藩,79054,21807,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29788,福江藩,80882,18010,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29802,宇和島藩,208895,57784,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29817,アクレ州,42164,10273,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29820,ブラジリア連邦直轄区,50325,13592,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29853,岩美郡,50636,12493,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29855,気高郡,41938,11385,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29856,東伯郡,74751,18116,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29857,西伯郡,64898,16708,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29858,日野郡,66407,20884,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29861,八束郡,51125,14598,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29862,能義郡,51824,14234,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29863,仁多郡,63822,15373,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29864,大原郡,54542,16740,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29865,飯石郡,69927,19363,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29866,簸川郡,50956,13814,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29867,隠岐郡,33912,7976,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29881,羽島郡,64532,14899,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,空知郡,93951,21273,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30071,勇払郡,84394,16893,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30077,虻田郡,89208,18981,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30476,愛知郡 (愛知県),95116,28647,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30477,丹羽郡,92612,24180,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30478,葉栗郡,51807,14324,False,0,18,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,7,0,1,0,0,1,0,1,0,0,0
30483,中島郡,22760,6532,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30489,海部郡 (愛知県),59218,14040,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30490,知多郡,125828,34007,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30491,幡豆郡,90996,27765,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30500,宝飯郡,90288,25755,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30503,北設楽郡,77939,21129,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31506,土佐藩,107082,25158,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33114,デラウェア州,251798,75462,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33152,ジョージア州,342739,96089,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33234,モンタナ州,237512,82256,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34113,日置郡,64335,15774,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34385,プーケット県,70279,18032,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34527,甲賀郡,67217,20837,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35780,ホークス・ベイ地方,32827,7202,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35933,ホビット庄,26824,10056,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36053,三浦郡,64431,16929,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36059,愛甲郡,59408,15618,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36060,高座郡,103462,26523,False,0,56,5,1,1,1,3,0,0,0,0,13,7,0,0,0,1,13,0,0,0,0,1,0,2,7,1,0
36065,中郡,58149,14145,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36066,足柄上郡,65594,18329,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36070,足柄下郡,75250,21357,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36071,津久井郡,66049,21815,False,0,54,1,1,1,0,10,0,1,0,1,7,1,0,0,0,5,10,0,2,0,2,1,0,1,9,1,0
36129,南秋田郡,74990,25070,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36130,山本郡,68805,20945,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36131,北秋田郡,62509,19860,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36132,鹿角郡,57170,16381,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36134,由利郡,62786,23359,False,0,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,0,2,0,0,1,0,1,0,0,0
36135,仙北郡,80222,26598,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36136,平鹿郡,52830,17973,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36138,雄勝郡,59042,16785,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36173,ノーサンバーランド (イングランド),57762,12900,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
36696,庵原郡,49622,15299,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36697,志太郡,55097,20282,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36699,榛原郡,70691,22694,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,磐田郡,71916,21312,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,浜名郡,71279,20554,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36702,桑名郡,69038,21576,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36705,三重郡,72717,20768,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36706,鈴鹿郡,56610,17358,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36708,久世郡,72194,16847,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36712,愛知郡 (滋賀県),55740,17533,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36730,東葛飾郡,105956,41814,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36748,猿島郡,72530,19887,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
