page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,上位リーグ,下位リーグ,主催団体,代表,優勝決定戦,別名,創立年,創設関係者,名前の謂れ,国・地域,大会,対抗リーグ,後継組織,所属チーム数,所属組織,最多優勝チーム,構成するリーグ,歴代所属チーム,競技,解散年,読み,賞,過去の組織名,開始年
111486,ナショナルホッケーリーグ,188602,48218,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
123027,バスケットボール日本リーグ機構,30631,9659,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
124570,関東大学ラグビー対抗戦グループ,121700,37717,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
135884,中国野球リーグ,88004,22390,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
136166,フーフトクラッセ (野球),97609,23103,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
136209,オーストラリアン・ベースボールリーグ,75011,18954,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
136304,セリエA (野球),93449,24613,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
139023,メキシカンリーグ,88420,24287,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
142529,北信越フットボールリーグ,112669,27866,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
143452,アトランティックリーグ,72939,17083,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
144035,阪神大学野球連盟,84741,29296,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
144640,Sリーグ,178582,29785,False,1,107,1,1,1,0,0,1,3,0,0,7,6,0,0,1,1,1,0,70,1,0,0,12,0,1
145013,マレーシア・スーパーリーグ,101768,17173,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
148010,東北ベースボールアカデミーリーグ,29443,9229,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
150531,セントラル・ベースボール・リーグ,51402,12031,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
150542,フロンティアリーグ,86286,19501,False,1,169,0,0,0,0,0,1,2,0,0,2,0,4,0,2,0,0,3,151,2,0,0,0,0,2
150556,ノーザンリーグ,64871,17580,False,1,106,0,0,0,0,0,1,0,0,0,0,0,7,1,1,0,0,5,84,2,1,0,0,2,2
151604,カナディアン・アメリカン・リーグ,88923,20212,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
151900,日本リーグ,26434,7120,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
152422,カナディアン・ベースボール・リーグ,35970,9803,False,1,50,0,0,0,1,0,3,2,0,0,4,1,0,0,3,0,0,3,24,4,3,0,0,0,2
152444,サウスイースタン・リーグ,34649,8297,False,1,32,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,19,2,2,0,0,3,2
152667,教育リーグ,36625,11276,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
154166,グローバルリーグ,46577,10467,False,1,43,0,0,0,0,0,1,2,4,0,13,2,0,0,1,0,0,0,14,3,2,0,0,0,1
158716,北海道サッカーリーグ,110537,26325,False,1,139,11,16,0,0,0,0,2,0,0,4,4,0,0,3,2,1,3,90,1,0,1,0,0,1
158719,東北社会人サッカーリーグ,129413,30312,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
158720,関東サッカーリーグ,127919,29161,False,1,200,15,2,0,0,0,1,1,0,0,2,6,0,0,4,1,1,25,136,1,0,1,2,1,1
158735,東海社会人サッカーリーグ,110370,25624,False,1,172,10,3,0,0,0,0,0,0,0,2,4,0,0,2,0,2,7,138,1,0,1,0,0,2
158879,関西サッカーリーグ,125988,32226,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
158898,中国サッカーリーグ,115503,25216,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
158906,四国サッカーリーグ,69286,17041,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
158919,九州サッカーリーグ,104992,26713,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
161078,チャレンジリーグ (バレーボール),141137,29061,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
174553,関西学生野球連盟,80386,27203,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
178726,仙台六大学野球連盟,51654,15014,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
194831,日本独立リーグ,31968,10544,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
199228,四国アイランドリーグplus,448538,184679,False,2,495,0,0,21,2,38,30,1,0,1,2,77,15,0,4,3,1,0,278,3,0,1,4,12,2
205278,イースタン・カンファレンス,24158,6388,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
205552,韓国バスケットボールリーグ,93758,16713,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
210690,首都大学野球連盟,101392,35531,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
213839,インターナショナルリーグ,109233,20646,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
214670,関西六大学野球連盟,64219,19955,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
216965,東京新大学野球連盟,105697,37156,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
217500,近畿学生野球連盟,113805,44572,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
217504,京滋大学野球連盟,80215,26942,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
217561,愛知大学野球連盟,123358,48900,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
226793,北海道学生野球連盟,78174,26304,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
226794,札幌学生野球連盟,80108,27511,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
226811,南東北大学野球連盟,70975,24365,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
226821,北東北大学野球連盟,78214,24350,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
226831,関甲新学生野球連盟,98494,32289,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
226838,千葉県大学野球連盟,84169,28156,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
226851,東海地区大学野球連盟,69634,21796,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
226869,北陸大学野球連盟,75610,24691,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
227211,アメリカン・ホッケー・リーグ,105100,19099,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
227341,四国地区大学野球連盟,71035,20578,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
227345,広島六大学野球連盟,46642,12229,False,1,26,0,0,0,1,0,1,2,0,0,1,2,0,0,3,2,1,0,10,1,0,1,0,1,0
227350,九州六大学野球連盟,49789,13001,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
227356,福岡六大学野球連盟,52118,13694,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
227364,九州地区大学野球連盟,109549,33702,False,3,,,,,,,,,,,,,,,,,,,,,,,,,
233021,ゴールデンベースボールリーグ,46666,11481,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
234238,日本プロバスケットボールリーグ,282483,82560,False,3,,,,,,,,,,,,,,,,,,,,,,,,,
242043,スーパーリーグ,28003,7120,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
246811,ペルシアン・ガルフ・プロリーグ,122458,22079,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
247112,エリテセリエン,149309,21853,False,1,120,2,3,0,0,0,4,1,0,0,2,1,0,0,1,2,1,0,83,1,0,0,2,15,2
250560,プレミアスヌーカーリーグ,45160,12759,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
265212,インディペンデンス・リーグ,61410,10891,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
275718,バレーボール・ワールドリーグ,133278,20118,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
277615,オーストラリアン・ナショナルサッカーリーグ,78601,18147,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
281428,プリメーラ・ディビシオン (メキシコ),217400,33646,False,1,215,1,1,0,0,4,4,1,0,0,5,71,0,0,4,2,3,0,116,1,0,0,2,0,0
284515,ジュピラー・プロ・リーグ,238306,50840,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
285611,ロシアサッカー・プレミアリーグ,142522,23730,False,1,85,2,3,0,0,1,4,1,0,0,3,4,0,0,2,2,2,0,50,1,0,0,1,8,1
288065,プリメーラ・ディビシオン,258040,34443,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
288174,韓国女子バスケットボールリーグ,56460,10823,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
291680,レギオナルリーガ (ドイツサッカー),96398,19707,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
292082,高円宮杯U-18サッカーリーグ プリンスリーグ,139131,20663,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
296603,DDRオーバーリーガ,87261,19335,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
297210,スコティッシュ・プレミアシップ,197592,33279,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
306842,パシフィック12カンファレンス,50589,12595,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
308126,ユナイテッドサッカーリーグ,74687,13572,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
308849,JLSLチャレンジリーグ,51832,11520,False,0,40,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0
312475,全国大学野球連盟,33171,13899,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
313115,フットボールリーグ,266578,40744,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
313759,北部地区大学野球連盟,31634,11350,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
319295,アジアリーグアイスホッケー,169916,46504,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
341935,東京六大学リーグ,43440,8776,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
345002,WHA,93413,25118,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
345554,北米サッカーリーグ,100579,19781,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
357334,セリエB,21583,6009,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
357482,JABA関東選抜リーグ,39823,10810,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
372198,関西学生野球連盟 (旧制専門学校),25820,7066,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
372199,関西学生野球連盟 (終戦前),37926,11412,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
372885,関西六大学野球連盟 (旧連盟),104023,53686,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
376911,ブンデスリーガ,33174,8001,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
377303,東京新大学野球連盟 (旧連盟),28154,8159,False,0,32,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,21,3,0,1,0,0,0
378979,関東六大学女子軟式野球連盟,29025,8269,False,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,8,2,0,1,0,2,0
385868,ハンドボール・ブンデスリーガ,78467,15098,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
391765,セリエB (サッカー),165880,24575,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
396216,カンピオナート・ブラジレイロ,98553,18588,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
414340,サッカー・ブンデスリーガ (オーストリア),232374,44963,False,1,181,6,13,3,0,0,15,3,0,0,20,3,0,0,3,6,1,7,83,11,0,0,2,2,3
415800,Vリーグ (韓国),81295,12432,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
416869,プレミアシップ (ラグビー),56944,12262,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
423932,野球ブンデスリーガ,178298,32537,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
424543,Aリーグ,297968,66811,False,1,161,6,0,2,0,6,4,2,3,0,4,2,0,0,5,10,3,0,79,2,0,1,18,12,2
424642,バスケットボール日本リーグ,138182,45272,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
425564,日本アカデミーリーグ,24856,6469,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
425571,九州リーグ (野球),40531,14481,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
426967,ホッケー日本リーグ,49407,12844,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
434568,アメリカン・バスケットボール・アソシエーション (1967-1976年),62417,18423,False,0,124,0,0,0,0,2,21,2,2,0,1,2,25,0,2,0,0,2,56,2,7,0,0,0,0
434988,スーパーリーグ (スイス),190589,31996,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
438126,日本ハンドボールリーグ,86589,23186,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
442431,プライベートリーグ,54284,21005,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
456070,WNBA,93616,18391,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
459753,パシフィック・コーストリーグ,89435,20713,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
484396,HETリガ,152957,23573,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
487888,スーパーラグビー,119134,28814,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
528160,大学体育協会 (NCAAディビジョンIII),23349,6632,False,0,27,0,0,0,0,0,4,0,0,0,1,0,0,0,1,4,0,0,17,0,0,0,0,0,0
539792,ベースボール・チャレンジ・リーグ,269693,88275,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
544800,セリエA (バレーボール),97781,17563,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
547601,東京六大学理工系野球連盟,52997,10704,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
553684,スュペル・リグ,249740,41182,False,1,149,2,3,4,0,0,3,0,0,0,3,5,0,0,4,3,2,0,116,1,0,0,2,0,1
561962,美ら島リーグ,26911,7361,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
562693,XFL,24303,7520,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
578841,ザ・ラグビーチャンピオンシップ,71817,13980,False,1,54,2,0,4,0,0,0,2,0,0,7,7,0,0,1,0,0,0,22,1,0,0,0,5,3
588576,卓球ブンデスリーガ,73570,15831,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
594782,神奈川県社会人サッカーリーグ,55957,13564,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
595788,ハワイ・ウィンターリーグ,35431,10890,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
596406,東京都社会人サッカーリーグ,59001,13850,False,1,92,3,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,12,69,1,0,1,0,0,1
599826,ビッグ・テン・カンファレンス,56258,12158,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
599836,千葉県社会人サッカーリーグ,52828,12567,False,1,74,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,9,56,1,0,1,0,0,0
599838,ビッグ12カンファレンス,38234,8151,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
600046,栃木県社会人サッカーリーグ,58368,17078,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
600077,群馬県社会人サッカーリーグ,55683,15739,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
600168,沖縄県社会人サッカーリーグ,44674,10040,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
600882,鹿児島県社会人サッカーリーグ,60799,14906,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
604139,大分県社会人サッカーリーグ,48703,11172,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
604196,佐賀県社会人サッカーリーグ,43148,8838,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
608223,プリメイラ・リーガ,205358,32055,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
609537,アメリカ女子サッカーリーグ,54303,10866,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
618339,ヴェイッカウスリーガ,217591,33413,False,1,147,2,6,0,0,0,2,3,0,0,3,2,0,0,2,1,2,0,114,1,0,0,2,4,3
645682,ウクライナ・プレミアリーグ,121406,19945,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
664355,ユーロリーグ,238654,40575,False,1,150,0,0,12,1,5,3,2,0,0,20,1,0,1,2,5,2,0,81,3,0,0,0,10,2
669641,アトランティック・コースト・カンファレンス,46949,11691,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
679506,地域リーグ (フットサル),90092,16508,False,0,27,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,18,1,1,0,1,0,0,0
680742,石川県フットボールリーグ,35602,8289,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
683336,サウジ・プロフェッショナルリーグ,115382,19652,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
684143,サウスイースタン・カンファレンス,62707,12522,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
689004,関東大学サッカーリーグ戦,104777,30903,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
689770,アラビアン・ガルフ・リーグ,92308,16627,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
690052,中国プロバスケットボールリーグ,101896,15502,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
697279,道東ブロックリーグ,56431,16068,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
698820,トップイーストリーグ,143621,40011,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
698871,トップウェスト,154011,43466,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
698884,トップキュウシュウ,137057,37136,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
700504,トップノース,50416,10647,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
706130,フットボールリーグ・チャンピオンシップ,121016,19394,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
715127,フランス選手権トップ14,56375,14104,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
730411,関東社会人リーグ (ラグビー),125646,31790,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
736213,セリエA (バスケットボール),141217,20238,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
738378,関西大学ラグビーフットボールリーグ,105429,27596,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
740346,FA女子プレミアリーグ,83610,12690,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
746547,ソビエト連邦サッカーリーグ,115670,19886,False,0,51,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,41,1,1,0,2,0,0
746869,NBAゲータレード・リーグ,197366,37564,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
747854,ナショナル・バスケットボール・リーグ (オーストラリア),131799,19267,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
749442,コンチネンタル・バスケットボール・アソシエーション,82903,17552,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
753836,スーパーリーガ (バレーボール),73485,11466,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
754172,フィリピンプロバスケットボールリーグ,87701,18583,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
765687,チャレンジリーグ,23264,6591,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
767957,中国女子バスケットボールリーグ,54279,10485,False,0,40,0,0,0,0,0,5,1,0,0,1,0,0,0,0,2,0,0,30,1,0,0,0,0,0
768534,バスケットボール・ブンデスリーガ,97817,15187,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
775888,日本フットサルリーグ,210173,43067,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
777937,プロ12,70880,13608,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
778721,東日本トップクラブリーグ,34073,10954,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
782354,リーガACB,130595,18795,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
794164,ロシア・バスケットボール・スーパーリーグ,100422,15290,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
794192,ロシア・スーパーリーグ,36499,8653,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
794729,リーグ・ナショナル・バスケットボール,84839,14574,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
794858,道南ブロックリーグ,55690,15059,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
799386,フランス・バレーボールリーグ,100540,14224,False,1,58,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,0,6,32,3,0,0,0,4,4
801306,スーパー10,53958,10713,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
802517,USBL,62577,11649,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
808324,カリーカップ,30859,8162,False,1,27,0,0,0,0,0,1,1,0,0,2,0,0,0,4,0,0,0,16,2,0,0,0,0,1
810133,USL Wリーグ,100614,19014,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
834636,関西学生サッカーリーグ,131471,41742,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
835045,中国バレーボールリーグ,103185,13004,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
836652,チェコ・エクストラリーグ,70134,12007,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
841690,プレミアリザーブリーグ,30883,8297,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
846771,スーパーリーグ (格闘技),39272,8813,False,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
851850,北関東大学サッカーリーグ戦,33093,8855,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
851970,神奈川県大学サッカーリーグ,31885,9039,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
851973,千葉県大学サッカーリーグ,41270,11407,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
851974,埼玉県大学サッカーリーグ,32021,8955,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
851982,東京都大学サッカーリーグ,33691,9585,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
858359,Fリーグ,21034,5851,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
870541,日本ソフトボールリーグ,105692,28291,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
878128,アルスヴェンスカン,199092,32445,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
879598,イタリアバレーボール連盟,33796,7917,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
895299,リーグ・ドゥ,170043,24021,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
901006,女子超級籃球聯賽,62607,9426,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
902551,ナショナル・バスケットボール・リーグ,25972,6800,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
903786,インターナショナル・バスケットボール・リーグ,63172,11875,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
905323,リーガ・フェミニーナ・バロンセスト,91450,14376,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
905379,ターキッシュ・バスケットボール・リーグ,97192,14281,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
930644,ABAリーグ,177917,23993,False,1,85,0,0,2,1,0,3,2,0,0,15,0,0,0,2,1,2,0,52,2,0,0,0,1,2
933862,北海道地区大学野球連盟,55405,18959,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
934532,リーガ・プロフェッショナル・バロンセスト (ベネズエラ),102827,16496,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
966463,プロヴィンシャル・リーグ,55688,12529,False,1,91,7,0,7,0,1,8,4,0,0,2,1,0,2,0,0,0,10,42,1,4,0,0,2,0
966482,タイ・リーグ,127332,20430,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
