page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,コーポレートスローガン,主要株主,事業内容,代表者,別名,創業国,創業地,創業時の事業,創業者,取扱商品,商品名,売上高データの年,売上高（単体）,売上高（連結）,売上高（連結）データの年,子会社・合弁会社,従業員数（単体）,従業員数（単体）データの年,従業員数（連結）,従業員数（連結）データの年,本拠地,本拠地国,業界,業界内地位・規模,正式名称,社名使用開始年,種類,設立年,読み,買収・合併した会社,資本金,資本金データの年,起源,過去の社名
2124,テクモ,94294,31780,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,日本電気,318198,83107,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,モトローラ,76556,22576,False,1,236,2,0,35,2,1,0,0,0,1,75,91,1,1,0,0,3,0,1,0,0,2,2,1,0,10,1,1,2,0,2,0,0,0,2
2190,ザイログ,34936,11107,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,京王電鉄,313036,101057,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,ツクダオリジナル,37188,10769,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,マイクロソフト,380086,74882,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,日本テレビ放送網,470978,138742,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,Bomis,35900,10834,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,ナイアガラ・レーベル,89679,25590,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,小田急電鉄,324718,103242,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,三越,276688,101378,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,ベル研究所,95549,29943,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,東日本旅客鉄道,470547,110101,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,新京成電鉄,184225,49003,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,SCO,38460,12459,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,阪急電鉄,584379,145982,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,みずほ銀行,277785,70515,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,銀行,132278,41407,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,りそな銀行,229288,68988,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3916,東京地下鉄,280820,79535,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921,東京急行電鉄,516402,172762,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,阪神電気鉄道,332048,114610,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,神戸高速鉄道,141556,36228,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3982,東京臨海高速鉄道,71016,15328,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,オリエンタルランド,400038,116134,False,1,123,0,12,3,2,34,0,1,0,1,0,0,1,1,1,0,47,1,1,1,1,1,1,1,0,4,0,1,2,0,4,1,1,0,0
4288,フィリップス,105181,24912,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,KDDI,384971,90050,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495,NTTドコモ,637004,159546,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,UFJ銀行,153053,51962,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,スタジオジブリ,442930,101967,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490,ESRI,29542,10815,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,東インド会社,29980,7648,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,オランダ東インド会社,69556,19420,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,三井住友銀行,235417,80001,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5966,アルジャジーラ,119560,36899,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6032,パイオニア,136705,50326,False,1,365,6,9,22,1,0,0,0,1,3,191,67,1,1,1,1,26,1,1,1,1,7,2,1,1,5,4,1,1,0,2,1,1,2,3
6070,北海道旅客鉄道,649858,150118,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090,エルフ (ブランド),92859,24264,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395,富士見書房,137015,27488,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404,阪鶴鉄道,86406,27520,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429,摂津鉄道,58127,15066,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,山陽鉄道,118118,34852,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6518,北越鉄道,95259,24697,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6519,九州鉄道,103874,35966,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522,甲武鉄道,90865,27101,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6523,日本鉄道,189206,46093,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6526,総武鉄道,22182,6194,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6530,関西鉄道,144152,29848,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6849,横浜高速鉄道,71605,15789,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6930,ブックオフコーポレーション,106579,32397,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205,アリアンスペース,41273,11437,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7379,サン・マイクロシステムズ,75673,27288,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7528,パナウェーブ研究所,78387,21035,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7550,西武鉄道,506672,184616,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7688,講談社,176322,42671,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7691,メディアリーヴス,67739,21065,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7810,千葉都市モノレール,78808,20541,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7835,第一勧業銀行,80349,22640,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7840,UCS,83974,24033,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8047,東葉高速鉄道,87603,23743,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8074,日本ビクター,159735,56208,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8084,ジャレコ,82910,21174,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8087,アイレムソフトウェアエンジニアリング,61959,19257,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8098,データイースト,133868,34173,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8130,コーエー,115510,40969,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8277,円谷プロダクション,352681,68909,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8403,さくら銀行,92057,27486,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622,りそなホールディングス,153955,36018,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8658,九州旅客鉄道,383561,109946,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9308,大阪電気軌道,85109,30941,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650,シリコングラフィックス,80123,25229,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9832,ジャストシステム,77504,22881,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9838,ロータス・カーズ,148579,48470,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10491,日本電気ホームエレクトロニクス,123130,25490,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10493,ブローダーバンド,38941,11162,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10561,総合車両製作所,141909,30727,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10562,シーメンス,211961,42183,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10565,ローランド,108797,34095,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10578,札幌ドーム,402970,119403,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10869,NNN,221350,57735,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10989,大東急,142067,35208,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10997,東武鉄道,359425,106518,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11744,インデックス・ホールディングス,119480,42385,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11801,阪和電気鉄道,170021,55345,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11867,名古屋鉄道,493498,181146,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11931,ウィルコム,444913,193830,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12110,南海電気鉄道,363985,109594,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12175,サンリオ,137664,39732,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12319,湘南電気鉄道,83212,23088,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12591,ボーランド,61838,20772,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12788,ノベル (企業),147887,53006,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12849,志摩スペイン村,268770,112355,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12957,アドビシステムズ,97058,18958,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13232,集英社,99406,22208,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13237,小学館,148304,32283,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13593,箱根ロープウェイ,98604,21201,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13646,ディジタル・イクイップメント・コーポレーション,201058,76398,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13678,埼玉りそな銀行,136040,28959,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13679,富士銀行,141279,43087,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13680,日本興業銀行,94771,33555,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13740,キヤノンITソリューションズ,73364,23313,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13799,三岐鉄道,65946,19745,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14376,エーディーケイ,56021,20392,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14622,徳間書店,89126,21473,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14637,関東鉄道,238329,73869,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14657,西日本鉄道,390062,132553,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14706,アップル (企業),448464,129226,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14767,日本旅行,171121,32748,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14816,AT&T,184840,39319,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14853,長野電鉄,103249,29176,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14865,南満州鉄道,319302,63920,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15061,マクロメディア,49288,14349,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15142,新潮社,70109,17068,False,1,131,0,0,2,2,1,0,0,1,2,40,68,0,0,0,0,0,1,1,0,0,2,2,1,1,2,0,1,2,1,0,0,0,0,1
15156,クラブメッド,54568,15065,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15203,新交通システム,106272,24322,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15321,タミヤ,131903,47276,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15390,下北交通,77280,27810,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15423,長崎放送,428646,116144,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15424,テレビ長崎,316968,82762,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15452,I've,170683,54809,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15456,アートディンク,71449,23211,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15504,朝日放送,274585,80581,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15697,富山地方鉄道,203944,70223,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15702,豊橋鉄道,106018,23100,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15705,加越能バス,112277,41454,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15716,芝山鉄道,80285,18972,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15945,東京ドーム,474647,129649,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16046,白泉社,67077,14638,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16063,北陸鉄道,188277,58534,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16078,北越急行,60994,18128,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16123,泉北高速鉄道,148284,35194,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16241,首都圏新都市鉄道,81597,20542,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16361,北総鉄道,170777,50490,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16426,大阪港トランスポートシステム,80830,22243,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16442,北九州高速鉄道,71482,18552,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16706,阪堺電気軌道,185474,62057,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16836,海洋堂,68565,31880,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16991,水間鉄道,81394,23423,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17285,日亜化学工業,44280,13206,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17636,野岩鉄道,61758,14654,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17686,電波新聞社,34440,8832,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17693,京王百貨店,221634,52579,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17711,"Quark, Inc.",21647,6704,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17773,東京三菱銀行,79888,19239,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18072,埼玉高速鉄道,103138,30624,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18179,黒部峡谷鉄道,89756,26325,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18205,エコールソフトウェア,39159,10761,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18258,会津鉄道,80330,23165,False,1,30,0,10,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,1,0,4,2,1,2,1,0,1,0,0,0
18281,能勢電鉄,128353,35046,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18284,叡山電鉄,146814,43268,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18449,紀州鉄道,43849,12540,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18452,有田鉄道,51328,13926,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18469,写研,64550,26828,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18634,阿武隈急行,58725,15927,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18642,モリサワ,53417,19121,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18673,秩父鉄道,103057,25643,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18689,くりはら田園鉄道,42226,13840,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18717,伊勢鉄道,47962,13150,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18740,大阪高速鉄道,109311,29731,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18747,北大阪急行電鉄,143176,38556,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18828,東亜プラン,43663,13024,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18860,薛聡,22090,5856,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18916,箱根登山鉄道,293286,80143,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19079,ホビージャパン,127673,29101,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19330,静岡鉄道,127126,40513,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19342,GIZA studio,87384,27032,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19345,日本一ソフトウェア,168152,51742,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19484,近江鉄道,164651,53452,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19490,山陽電気鉄道,682358,120219,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19662,東武ワールドスクウェア,263056,97014,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19668,信楽高原鐵道,64759,17573,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19678,嵯峨野観光鉄道,68116,13663,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19706,横浜シーサイドライン,71119,18116,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19938,北神急行電鉄,118969,25414,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19991,長崎電気軌道,283503,65367,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20006,ケイブ,81615,21337,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20133,比叡山鉄道,73998,15013,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20135,六甲山観光,79625,16808,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20350,神戸電鉄,156767,41992,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20485,神戸新交通,96401,21665,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20622,三木鉄道,49183,14896,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20624,北条鉄道,48492,13726,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20640,すかいらーく,140517,49740,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20764,北近畿タンゴ鉄道,76611,20436,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20770,丹後海陸交通,72122,18671,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20774,智頭急行,62322,21090,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20777,若桜鉄道,75914,21703,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20783,井笠鉄道,193148,56489,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20803,えちぜん鉄道,77203,25819,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20820,岡山電気軌道,228612,79460,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20891,ライジング,25454,7306,False,0,32,0,0,2,0,0,0,0,0,1,8,15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0
21205,井原鉄道,43480,15473,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21257,しなの鉄道,142214,50766,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21275,のと鉄道,68717,22197,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21360,トレジャー,40583,10625,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21390,ハセガワ,105886,31221,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21391,長良川鉄道,69959,21890,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21394,樽見鉄道,118202,36894,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400,フジミ模型,85921,29458,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21412,下津井電鉄,146974,42469,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21420,両備ホールディングス,250234,83747,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21425,中鉄バス,138578,47006,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21427,鞆鉄道,70757,22358,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21450,三陸鉄道,137363,38840,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21596,錦川鉄道,58524,15153,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21601,明知鉄道,65143,17403,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21639,神岡鉄道,38582,12017,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21649,中国ジェイアールバス,223622,57727,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21936,福島テレビ,407047,109916,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22101,福島中央テレビ,350962,96416,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22105,福島放送,238109,67941,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22106,テレビユー福島,212259,59154,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22315,Too,30998,7666,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
