page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,人口,使用言語,別名,名前の謂れ,国,大陸分布地域,宗教・信仰,居住地（地域）,居住地（地形）,属する民族,構成する民族,読み,身体的特徴
135292,ペリシテ人,34688,10334,False,0,18,0,0,7,0,0,0,0,7,4,0,0,0,0
136442,チュクチ,47236,8934,False,0,,,,,,,,,,,,,,
137022,チョロ,30417,11222,False,0,,,,,,,,,,,,,,
137160,ヴォルガ・タタール人,49898,15949,False,1,43,1,2,4,0,11,0,7,2,1,10,3,1,1
139012,カラーリット,22694,6868,False,0,,,,,,,,,,,,,,
139430,オセット人,56512,13143,False,0,,,,,,,,,,,,,,
140771,高麗人,100428,32601,False,2,,,,,,,,,,,,,,
141744,イングーシ人,47700,9641,False,0,,,,,,,,,,,,,,
142210,グウィッチン,21464,5683,False,0,,,,,,,,,,,,,,
142219,ユト,26090,8775,False,0,30,0,0,20,1,0,0,0,4,0,1,4,0,0
142228,南スラヴ人,64638,16003,False,0,,,,,,,,,,,,,,
142854,サルマタイ,100196,46166,False,0,,,,,,,,,,,,,,
142860,アラン人,49615,16332,False,0,,,,,,,,,,,,,,
143597,東ゴート族,35564,9114,False,0,16,0,0,5,1,4,0,0,1,2,2,0,1,0
143604,トリンギット,27106,8498,False,0,,,,,,,,,,,,,,
143611,ゴート族,129323,38167,False,0,,,,,,,,,,,,,,
143878,サカ,110215,19237,False,0,,,,,,,,,,,,,,
144102,トハラ人,46146,15440,False,0,,,,,,,,,,,,,,
148745,中華民族,64401,14307,False,2,,,,,,,,,,,,,,
149792,ナイマン,76417,24962,False,0,,,,,,,,,,,,,,
149841,バルラス,43929,12051,False,0,,,,,,,,,,,,,,
150660,ガラティア人,24796,6974,False,0,,,,,,,,,,,,,,
150792,ダキア人,26125,7297,False,0,,,,,,,,,,,,,,
151816,色目人,32783,11060,False,0,39,0,0,1,1,24,4,2,0,0,0,6,1,0
152351,日系人,186609,54274,False,1,206,2,3,1,0,83,6,0,24,7,20,59,1,0
153619,大和民族,128137,44803,False,1,249,1,24,30,0,75,9,15,38,39,1,16,1,0
153624,日本民族,20762,5893,True,0,,,,,,,,,,,,,,
154307,ヤース,20313,5701,False,0,,,,,,,,,,,,,,
154771,南蛮,43374,13086,False,0,,,,,,,,,,,,,,
155331,ピクト人,87048,14600,False,0,,,,,,,,,,,,,,
155940,キプチャク,165405,66254,False,0,,,,,,,,,,,,,,
156257,トルグート,114724,40146,False,0,66,0,0,6,1,8,0,1,12,7,5,20,6,0
157679,メルキト,59581,25643,False,0,,,,,,,,,,,,,,
158046,熊襲,37529,10308,False,0,,,,,,,,,,,,,,
159148,トゥチャ族,40029,9511,False,1,,,,,,,,,,,,,,
160647,ランゴバルド人,116698,34894,False,0,,,,,,,,,,,,,,
167215,リーヴ人,45000,10048,False,1,,,,,,,,,,,,,,
167494,フール人,23662,6958,False,0,,,,,,,,,,,,,,
170227,フルリ人,76240,30289,False,0,,,,,,,,,,,,,,
172067,コーチン・ユダヤ人,30611,8874,False,1,,,,,,,,,,,,,,
172268,アフリカーナー,93649,26189,False,1,,,,,,,,,,,,,,
172816,ベネ・イスラエル,26535,7312,False,0,,,,,,,,,,,,,,
174296,オロチョン族,41924,10941,False,1,,,,,,,,,,,,,,
174315,ナナイ,45512,11548,False,1,,,,,,,,,,,,,,
175243,台湾人,64541,18271,False,1,,,,,,,,,,,,,,
176193,タングート,35916,11054,False,0,,,,,,,,,,,,,,
177630,エヴェンキ,81224,15698,False,1,35,1,3,5,0,10,0,7,4,1,3,0,1,0
178381,ブラック・ジュー,31059,9585,False,0,,,,,,,,,,,,,,
178767,アジア系民族,52468,13260,False,0,,,,,,,,,,,,,,
180101,イヌイット,34978,9923,False,1,72,1,11,12,1,8,0,3,18,4,13,1,0,0
180832,チャハル,62735,19043,False,1,,,,,,,,,,,,,,
181933,隼人,121458,37739,False,0,77,1,0,7,1,1,0,0,38,11,0,16,1,1
182847,パパゴ,54541,23667,False,0,84,2,6,12,1,8,0,1,48,5,1,0,0,0
183096,ブルガール人,45803,12377,False,0,,,,,,,,,,,,,,
186601,ヒクソス,59427,20239,False,0,,,,,,,,,,,,,,
191733,ブリヤート人,43873,12363,False,1,,,,,,,,,,,,,,
194005,ホシュート,63457,22542,False,0,,,,,,,,,,,,,,
195449,チワン族,84271,25542,False,2,,,,,,,,,,,,,,
199962,チェロキー,55752,16072,False,0,,,,,,,,,,,,,,
200401,日系アメリカ人,218475,68596,False,1,,,,,,,,,,,,,,
204162,チャン族,64192,27038,False,1,,,,,,,,,,,,,,
207262,サーミ人,117683,48139,False,1,,,,,,,,,,,,,,
210593,アチャン族,45427,9905,False,1,,,,,,,,,,,,,,
213483,クリオーリョ,34246,11661,False,0,,,,,,,,,,,,,,
214067,チベット民族,77559,20056,False,1,,,,,,,,,,,,,,
214567,シベ族,45072,10277,False,1,,,,,,,,,,,,,,
216308,オーストラロイド,50691,12779,False,0,,,,,,,,,,,,,,
221033,チャム族,62088,17471,False,1,,,,,,,,,,,,,,
227202,サマリア人,62214,22588,False,0,,,,,,,,,,,,,,
237725,ソリア人,37778,8789,False,0,,,,,,,,,,,,,,
238678,ロマニオット,34886,12387,False,0,,,,,,,,,,,,,,
240497,モンゴル民族,107309,31448,False,0,473,0,11,53,2,67,4,10,53,10,5,257,1,0
243581,オジブワ,36943,9851,False,0,37,1,3,11,1,7,0,0,6,3,3,2,0,0
245038,ボシュニャク人,43431,11111,False,0,,,,,,,,,,,,,,
246442,内蒙古,36473,10777,False,0,,,,,,,,,,,,,,
247198,リス族,60880,13055,False,1,,,,,,,,,,,,,,
247267,ナシ族,42532,10960,False,1,35,2,5,1,0,2,0,9,12,1,0,2,1,0
247781,ハニ族,63722,13418,False,1,,,,,,,,,,,,,,
255004,デーン人,35953,8649,False,0,12,0,0,1,0,6,1,1,1,0,1,0,1,0
260211,トゥバ人,41056,9486,False,1,,,,,,,,,,,,,,
263621,吐谷渾,42016,12132,False,0,,,,,,,,,,,,,,
268644,ケタガラン族,32292,8544,False,0,,,,,,,,,,,,,,
273952,勿吉,65766,21503,False,0,,,,,,,,,,,,,,
275456,靺鞨,63611,17171,False,0,,,,,,,,,,,,,,
278484,ミレー族,27949,8229,False,0,,,,,,,,,,,,,,
278647,キンメリア人,64430,20675,False,0,,,,,,,,,,,,,,
289286,タジク人,78270,20965,False,1,,,,,,,,,,,,,,
289844,カラカルパク人,47775,11474,False,1,,,,,,,,,,,,,,
291975,ヴォルガ・ドイツ人,40886,10967,False,1,38,1,2,1,0,11,3,1,9,3,7,0,0,0
292453,ポマク,47700,11197,False,0,,,,,,,,,,,,,,
293501,アイヌ,178264,57107,False,1,,,,,,,,,,,,,,
302583,タジク族,41788,8908,False,1,34,1,10,4,1,1,0,2,13,0,1,0,1,0
303832,ハザール,132756,45664,False,0,,,,,,,,,,,,,,
303925,アルーマニア人,35222,11860,False,0,,,,,,,,,,,,,,
304384,バシキール人,61677,15931,False,1,,,,,,,,,,,,,,
305902,ネワール族,29002,10488,False,0,,,,,,,,,,,,,,
307129,バカ・ピグミー,37307,12002,False,0,44,1,5,22,0,6,0,1,3,1,4,0,0,1
311603,ピエ・ノワール,27015,7797,False,0,,,,,,,,,,,,,,
312212,ラピテース族,141676,23312,False,0,,,,,,,,,,,,,,
315639,アイリュ,25297,10516,False,0,,,,,,,,,,,,,,
322316,ペルシア人,53660,22950,False,0,64,0,13,19,1,14,6,5,3,1,1,0,1,0
325144,シンティ・ロマ人,25322,7902,False,0,,,,,,,,,,,,,,
345349,粟末靺鞨,24665,7517,False,0,4,0,0,0,0,0,0,0,2,0,1,0,1,0
351041,アヴァール,71848,23341,False,0,,,,,,,,,,,,,,
351753,シャン族,60545,12458,False,0,,,,,,,,,,,,,,
357870,琉球民族,140230,32138,False,1,127,0,23,2,0,21,0,3,53,20,4,0,1,0
358160,アパッチ族,42856,14846,False,0,,,,,,,,,,,,,,
358459,アイオリス人,26025,7026,False,0,,,,,,,,,,,,,,
362968,海西女直,27488,9576,False,0,,,,,,,,,,,,,,
368857,サラセン人,28620,8764,False,0,,,,,,,,,,,,,,
369194,ザクセン人,25209,6782,True,0,,,,,,,,,,,,,,
369773,パイワン族,45019,12441,False,0,,,,,,,,,,,,,,
379371,キクユ族,35572,11339,False,0,,,,,,,,,,,,,,
381018,バハ・カリフォルニア,25566,7434,False,0,,,,,,,,,,,,,,
389833,烏桓,69788,29368,False,0,,,,,,,,,,,,,,
392094,狄,28779,8985,False,0,,,,,,,,,,,,,,
392900,チェケル人,22946,7315,False,0,,,,,,,,,,,,,,
394474,カライ派,34472,10115,False,0,,,,,,,,,,,,,,
401610,オルドス,80583,26487,False,0,,,,,,,,,,,,,,
402606,マサイ族,59299,20998,False,1,,,,,,,,,,,,,,
404254,モリオリ人,28056,8203,False,0,,,,,,,,,,,,,,
406460,アイスランド人,41100,10483,False,1,,,,,,,,,,,,,,
407438,イサック,45569,8095,False,0,14,0,1,3,0,2,2,1,4,0,1,0,0,0
410606,トゥアレグ,51968,13149,False,1,28,2,4,6,0,11,1,1,1,1,1,0,0,0
411508,アルザス人,33773,9798,False,0,45,0,12,8,0,14,0,0,8,0,3,0,0,0
415564,トーアン族,46497,9053,False,1,,,,,,,,,,,,,,
419078,アムル人,44061,15017,False,0,,,,,,,,,,,,,,
419433,カッシート人,62033,16059,False,0,,,,,,,,,,,,,,
422706,コイコイ人,32850,8678,False,1,,,,,,,,,,,,,,
430544,八瀬童子,43201,14287,False,0,,,,,,,,,,,,,,
430940,オルガニア人,38911,9599,False,0,,,,,,,,,,,,,,
443081,バルト・ドイツ人,108051,29792,False,1,,,,,,,,,,,,,,
446096,グアンチェ族,26430,7191,False,0,,,,,,,,,,,,,,
448844,モサラベ,46439,17921,False,0,,,,,,,,,,,,,,
448955,シュードラ,84272,15567,False,0,,,,,,,,,,,,,,
450366,グティ人,29358,9024,False,0,,,,,,,,,,,,,,
452036,マンディンカ族,36370,9393,False,1,,,,,,,,,,,,,,
460209,ナソ族,34256,9721,False,1,,,,,,,,,,,,,,
463384,ノース人,29811,8023,False,0,,,,,,,,,,,,,,
466250,オロチ (民族),55860,11795,False,1,,,,,,,,,,,,,,
466743,バッフ・クラン,58589,30058,False,0,,,,,,,,,,,,,,
468651,クライシュ族,153086,22873,False,0,69,0,0,9,1,3,0,12,27,1,14,2,0,0
471033,チカーノ,28522,8811,False,0,,,,,,,,,,,,,,
473004,ロミュラン人,74316,29659,False,0,,,,,,,,,,,,,,
478431,オゴニ,31993,10077,False,0,,,,,,,,,,,,,,
478822,奚,53099,17504,False,0,30,0,0,15,0,0,0,0,6,5,2,0,2,0
482088,クリミアゴート族,27521,7538,False,0,,,,,,,,,,,,,,
484227,タミル,66054,15858,False,1,,,,,,,,,,,,,,
484919,本島人,30704,9532,False,0,,,,,,,,,,,,,,
484948,ブラックアイリッシュ,27435,8804,False,0,,,,,,,,,,,,,,
486256,イジョ,32003,10701,False,0,30,1,8,6,0,3,0,0,8,4,0,0,0,0
486922,モロ,34581,8191,False,0,,,,,,,,,,,,,,
486931,ネグリト,47063,10939,False,0,,,,,,,,,,,,,,
487619,アヌシーム,20912,6193,False,0,,,,,,,,,,,,,,
487767,クリムチャク人,41266,9919,False,0,,,,,,,,,,,,,,
487833,山岳ユダヤ人,27470,9417,False,0,,,,,,,,,,,,,,
491871,パラデシーム,19630,5508,False,0,12,0,3,4,0,1,0,0,2,0,0,2,0,0
491885,ベネ・エフライム,20954,6110,False,0,,,,,,,,,,,,,,
491902,ブネイ・メナシェ,28408,9295,False,0,,,,,,,,,,,,,,
491914,グルジーム,31427,8725,False,1,,,,,,,,,,,,,,
498007,カリブ族,47700,15815,False,0,,,,,,,,,,,,,,
507948,イボ人,44876,14591,False,1,,,,,,,,,,,,,,
519639,ナバホ族,41972,14694,False,0,,,,,,,,,,,,,,
521326,騎馬民族,25061,6541,False,0,,,,,,,,,,,,,,
525248,イルーヴァタールの子ら,28920,8656,False,0,,,,,,,,,,,,,,
526627,クメール人,53851,10308,False,1,,,,,,,,,,,,,,
529113,ピグミー,69061,24822,False,0,,,,,,,,,,,,,,
529527,セレール族,36845,9266,False,0,,,,,,,,,,,,,,
530448,ウォロフ族,31413,8734,False,0,18,0,5,0,0,7,0,1,5,0,0,0,0,0
530523,フラニ族,35266,9882,False,1,25,0,1,17,0,2,1,1,2,0,0,0,1,0
534227,アメリコ・ライベリアン,27983,8709,False,1,34,1,2,8,0,9,3,1,8,1,1,0,0,0
536556,フィン人,69457,16641,False,1,,,,,,,,,,,,,,
537883,ジョラ族,31384,7493,False,0,37,0,19,1,0,3,0,3,8,3,0,0,0,0
539218,ラピタ人,50283,16817,False,0,,,,,,,,,,,,,,
540990,ガリツィア,77809,17972,False,1,,,,,,,,,,,,,,
542253,マクドナルド氏族,22402,6508,False,0,,,,,,,,,,,,,,
543759,トゥクロール族,31845,8255,False,0,,,,,,,,,,,,,,
543908,ソニンケ族,25452,6863,False,0,,,,,,,,,,,,,,
545496,ヌー族,38900,8446,False,1,,,,,,,,,,,,,,
546579,沙陀族,35752,11282,False,0,,,,,,,,,,,,,,
546786,支那人,27666,8601,False,0,14,0,0,2,1,4,0,0,5,0,1,0,1,0
555099,日本鬼子,44731,11511,False,1,,,,,,,,,,,,,,
583718,クリオ (シエラレオネ),39566,10700,False,1,,,,,,,,,,,,,,
602968,イベリア人,40058,13895,False,0,,,,,,,,,,,,,,
604326,ハルハ,90446,36296,False,1,,,,,,,,,,,,,,
605529,ヤクート,45496,12546,False,1,,,,,,,,,,,,,,
606333,コリャーク人,61042,14399,False,0,,,,,,,,,,,,,,
612444,スコットランド人,100025,25737,False,1,,,,,,,,,,,,,,
614397,ダウール族,41973,11428,False,1,66,2,23,19,0,5,0,2,9,0,5,0,1,0
614580,啓典の民,43272,9667,False,0,,,,,,,,,,,,,,
628043,ヘルウェティイ族,30698,8837,False,0,,,,,,,,,,,,,,
628050,アルウェルニ族,27505,7478,False,0,,,,,,,,,,,,,,
628060,エブロネス族,32285,8380,False,0,,,,,,,,,,,,,,
628715,カレン族,64429,15583,False,1,,,,,,,,,,,,,,
633554,シンハラ人,56826,15836,False,1,,,,,,,,,,,,,,
639807,新界原居民,26746,9572,False,0,18,0,3,5,0,0,0,0,3,0,0,6,1,0
646273,東スラヴ人,90813,19412,False,2,,,,,,,,,,,,,,
654896,クリン人,22972,6191,False,0,,,,,,,,,,,,,,
658150,カナック,27260,9058,False,0,,,,,,,,,,,,,,
663489,ルオ族,27019,7437,False,0,,,,,,,,,,,,,,
686144,ムーア人,31074,8483,False,0,,,,,,,,,,,,,,
686779,アラワク族,26253,8105,False,0,,,,,,,,,,,,,,
705436,メラネシア人,56427,14427,False,1,31,0,5,2,0,0,2,2,1,14,1,2,1,1
710631,ブビ族,27545,7244,False,1,,,,,,,,,,,,,,
710654,フェルナンディノ,25284,7253,False,0,,,,,,,,,,,,,,
713090,コーンウォール人,50894,8973,False,0,5,0,2,1,0,0,0,0,2,0,0,0,0,0
722580,タイノ族,29849,9203,False,0,,,,,,,,,,,,,,
722627,マルーン,56596,18437,False,0,,,,,,,,,,,,,,
730005,メナシクル,43220,15835,False,0,,,,,,,,,,,,,,
737044,レムス人,44237,11056,False,0,,,,,,,,,,,,,,
741406,カーデシア人,56715,19924,False,0,,,,,,,,,,,,,,
742880,ガウチョ,53091,16599,False,0,,,,,,,,,,,,,,
744170,アミ族,68967,23379,False,1,,,,,,,,,,,,,,
745239,イェニシェ,29447,8960,False,0,,,,,,,,,,,,,,
745259,ベイジョー人,47769,12520,False,0,,,,,,,,,,,,,,
745409,ブリーン人,40600,9621,False,0,,,,,,,,,,,,,,
745413,ボルタ人,42560,9932,False,0,,,,,,,,,,,,,,
754642,チョクトー,29261,8150,False,0,,,,,,,,,,,,,,
754691,クレオール (ルイジアナ),28757,10234,False,0,,,,,,,,,,,,,,
755620,文明化五部族,26862,7900,False,0,,,,,,,,,,,,,,
756123,セミノール,51570,19281,False,0,,,,,,,,,,,,,,
756129,ブラック・セミノール,65480,23777,False,0,,,,,,,,,,,,,,
758294,ワロン人,28180,7630,False,0,,,,,,,,,,,,,,
758319,ファースト・ネーション,38238,10425,False,0,,,,,,,,,,,,,,
759743,ガラ人,46298,19667,False,0,,,,,,,,,,,,,,
778554,キン族,64850,14903,False,1,84,1,2,12,0,49,1,12,3,1,1,0,2,0
779071,ベドウィン,54126,20253,False,0,,,,,,,,,,,,,,
785945,ワンパノアグ,41386,15253,False,0,,,,,,,,,,,,,,
789270,ササク人,26200,6973,False,1,,,,,,,,,,,,,,
