page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,メンバー,作品,別名,創設者,創設者の地位職業,受賞歴,名前の謂れ,後継組織,所属組織,本拠地,本拠地の劇場,本拠地国,来日公演年,来日公演時メンバー,活動期間,演目のジャンル,現在の人数,種類,結成年,解散年,読み,過去の組織名
6836,シャ乱Q,155458,35306,False,1,,,,,,,,,,,,,,,,,,,,,,,
10502,サニーデイ・サービス,235170,78991,False,1,,,,,,,,,,,,,,,,,,,,,,,
10511,ジャドーズ,47819,16403,False,1,,,,,,,,,,,,,,,,,,,,,,,
11107,t.A.T.u.,98554,42058,False,1,,,,,,,,,,,,,,,,,,,,,,,
12228,シャカタク,52931,22022,False,1,,,,,,,,,,,,,,,,,,,,,,,
12707,Ya-Ya-yah,131473,27272,False,1,,,,,,,,,,,,,,,,,,,,,,,
14773,T.M.Revolution,152643,54679,False,2,,,,,,,,,,,,,,,,,,,,,,,
15771,ダイアー・ストレイツ,61623,17664,False,1,,,,,,,,,,,,,,,,,,,,,,,
15887,プッチモニ,234831,37617,False,2,,,,,,,,,,,,,,,,,,,,,,,
15944,ノッティング・ヒルビリーズ,37300,8776,False,1,,,,,,,,,,,,,,,,,,,,,,,
15952,エニグマ (ミュージシャン),46496,16804,False,1,,,,,,,,,,,,,,,,,,,,,,,
16505,D-51,82767,26842,False,1,,,,,,,,,,,,,,,,,,,,,,,
16583,大阪フィルハーモニー交響楽団,165664,56554,False,1,,,,,,,,,,,,,,,,,,,,,,,
17260,HALCALI,80786,29704,False,1,,,,,,,,,,,,,,,,,,,,,,,
19343,SOUL'd OUT,125073,44119,False,1,,,,,,,,,,,,,,,,,,,,,,,
20060,シカゴ (バンド),139019,38261,False,1,,,,,,,,,,,,,,,,,,,,,,,
20245,宝塚歌劇団,545737,149325,False,0,,,,,,,,,,,,,,,,,,,,,,,
22022,メッカ (バンド),30504,7757,False,1,,,,,,,,,,,,,,,,,,,,,,,
22074,ウィーン・フィルハーモニー管弦楽団,115821,43698,False,1,,,,,,,,,,,,,,,,,,,,,,,
22331,ベルリン・フィルハーモニー管弦楽団,128157,38272,False,1,,,,,,,,,,,,,,,,,,,,,,,
23514,おニャン子クラブ,241987,82962,False,1,,,,,,,,,,,,,,,,,,,,,,,
24309,ミニモニ。,205836,42089,False,2,,,,,,,,,,,,,,,,,,,,,,,
24354,タンポポ (ハロー!プロジェクト),219091,36032,False,2,,,,,,,,,,,,,,,,,,,,,,,
24366,メロン記念日,148609,37867,False,1,,,,,,,,,,,,,,,,,,,,,,,
24817,Wink,133453,32439,False,1,,,,,,,,,,,,,,,,,,,,,,,
24828,ピンク・レディー,226206,67627,False,1,,,,,,,,,,,,,,,,,,,,,,,
24884,クラフトワーク,196628,73399,False,1,,,,,,,,,,,,,,,,,,,,,,,
25391,キャンディーズ,171206,62550,False,1,,,,,,,,,,,,,,,,,,,,,,,
26055,モーニング娘。さくら組,147649,23575,False,1,,,,,,,,,,,,,,,,,,,,,,,
26740,ダウンタウン (お笑いコンビ),284124,79995,False,1,,,,,,,,,,,,,,,,,,,,,,,
27035,ごまっとう,86273,15229,False,1,,,,,,,,,,,,,,,,,,,,,,,
27412,G-クレフ,40575,12934,False,1,,,,,,,,,,,,,,,,,,,,,,,
27635,クイーン (バンド),256000,82937,False,1,,,,,,,,,,,,,,,,,,,,,,,
28369,THE ALFEE,276612,113905,False,1,,,,,,,,,,,,,,,,,,,,,,,
29981,カントリー娘。,163889,33908,False,1,,,,,,,,,,,,,,,,,,,,,,,
30522,Every Little Thing,208347,84241,False,1,,,,,,,,,,,,,,,,,,,,,,,
30945,第三舞台,47045,16137,False,0,,,,,,,,,,,,,,,,,,,,,,,
30970,KinKi Kids,589329,129664,False,1,,,,,,,,,,,,,,,,,,,,,,,
32052,TNT (バンド),38506,12006,False,1,,,,,,,,,,,,,,,,,,,,,,,
32944,TLC (バンド),72024,21849,False,1,111,49,34,0,0,0,3,1,0,8,0,0,1,4,2,1,6,1,1,0,0,0,0
34308,クライズラー&カンパニー,51729,14341,False,1,,,,,,,,,,,,,,,,,,,,,,,
34563,ヴァイスクロイツ,251059,118745,False,2,,,,,,,,,,,,,,,,,,,,,,,
34913,TM NETWORK,226907,68894,False,1,,,,,,,,,,,,,,,,,,,,,,,
35454,ニルヴァーナ (バンド),75775,21164,False,1,,,,,,,,,,,,,,,,,,,,,,,
39850,東京佼成ウインドオーケストラ,142302,36057,False,0,,,,,,,,,,,,,,,,,,,,,,,
39854,シエナ・ウインド・オーケストラ,46641,12961,False,1,,,,,,,,,,,,,,,,,,,,,,,
39857,Osaka Shion Wind Orchestra,78662,26574,False,1,,,,,,,,,,,,,,,,,,,,,,,
39858,東京吹奏楽団,31951,8758,False,0,,,,,,,,,,,,,,,,,,,,,,,
39918,イーストマン・ウインド・アンサンブル,31458,7960,False,0,,,,,,,,,,,,,,,,,,,,,,,
40795,Laputa,116768,35082,False,1,,,,,,,,,,,,,,,,,,,,,,,
41070,氣志團,199436,55672,False,1,,,,,,,,,,,,,,,,,,,,,,,
41515,V6 (グループ),321396,85779,False,1,,,,,,,,,,,,,,,,,,,,,,,
41530,NHK交響楽団,222867,53775,False,2,,,,,,,,,,,,,,,,,,,,,,,
41968,セックス・ピストルズ,81329,24516,False,1,,,,,,,,,,,,,,,,,,,,,,,
42245,ゆめっこ☆娘,22664,6065,False,0,,,,,,,,,,,,,,,,,,,,,,,
42463,Gパン娘,19935,5734,False,0,,,,,,,,,,,,,,,,,,,,,,,
42464,女子十二楽坊,80471,25685,False,0,,,,,,,,,,,,,,,,,,,,,,,
42524,マナカナ,327243,118380,False,2,,,,,,,,,,,,,,,,,,,,,,,
42687,東京パフォーマンスドール,228653,81520,False,1,357,131,175,11,0,0,0,0,0,10,0,4,2,0,0,6,3,1,6,3,2,1,2
42690,大阪パフォーマンスドール,56251,14554,False,0,,,,,,,,,,,,,,,,,,,,,,,
42692,狩人,51824,19235,False,0,,,,,,,,,,,,,,,,,,,,,,,
42811,つばき (ロックバンド),84469,33910,False,1,,,,,,,,,,,,,,,,,,,,,,,
42872,美少女クラブ31,45467,14062,False,1,,,,,,,,,,,,,,,,,,,,,,,
43046,ココナッツ娘。,104308,21532,False,1,,,,,,,,,,,,,,,,,,,,,,,
43068,キャメル (バンド),70686,29582,False,1,,,,,,,,,,,,,,,,,,,,,,,
43288,オフコース,298612,101133,False,1,,,,,,,,,,,,,,,,,,,,,,,
43494,モーニング娘。おとめ組,150384,23138,False,1,,,,,,,,,,,,,,,,,,,,,,,
43546,ブラッド・スウェット・アンド・ティアーズ,52096,14550,False,0,,,,,,,,,,,,,,,,,,,,,,,
43564,P-MODEL,167197,56068,False,1,,,,,,,,,,,,,,,,,,,,,,,
43605,あぁ!,238579,35012,False,1,,,,,,,,,,,,,,,,,,,,,,,
43606,ZYX,267322,40081,False,2,,,,,,,,,,,,,,,,,,,,,,,
43622,ROMANS,85555,15430,False,1,,,,,,,,,,,,,,,,,,,,,,,
43823,電気グルーヴ,217037,64276,False,1,,,,,,,,,,,,,,,,,,,,,,,
43971,ゴンチチ,73793,28675,False,1,,,,,,,,,,,,,,,,,,,,,,,
44373,Berryz工房,283218,75514,False,1,,,,,,,,,,,,,,,,,,,,,,,
44654,バニーガール向上委員会,30259,8634,False,0,,,,,,,,,,,,,,,,,,,,,,,
44740,ヤードバーズ,101500,34749,False,1,,,,,,,,,,,,,,,,,,,,,,,
45428,ザ・フー,206117,77840,False,1,,,,,,,,,,,,,,,,,,,,,,,
45766,ドアーズ,100271,30504,False,1,,,,,,,,,,,,,,,,,,,,,,,
45919,ザ・ドリフターズ,248877,110088,False,2,,,,,,,,,,,,,,,,,,,,,,,
46039,AsR,45174,10726,False,1,,,,,,,,,,,,,,,,,,,,,,,
46769,スペシャルズ,29516,8585,False,1,,,,,,,,,,,,,,,,,,,,,,,
47380,スモール・フェイセス,61248,17148,False,1,,,,,,,,,,,,,,,,,,,,,,,
47394,XUXU,47320,18271,False,0,,,,,,,,,,,,,,,,,,,,,,,
47877,SUPERCAR,69907,19511,False,1,,,,,,,,,,,,,,,,,,,,,,,
48223,TOKIO,290541,68536,False,1,,,,,,,,,,,,,,,,,,,,,,,
49856,アナル・カント,47443,15908,False,1,,,,,,,,,,,,,,,,,,,,,,,
49859,ブルータル・トゥルース,43225,11755,False,1,,,,,,,,,,,,,,,,,,,,,,,
49860,S.O.B,63654,24066,False,1,,,,,,,,,,,,,,,,,,,,,,,
52575,米米CLUB,214466,66583,False,1,,,,,,,,,,,,,,,,,,,,,,,
52802,レディオヘッド,143891,43348,False,1,,,,,,,,,,,,,,,,,,,,,,,
53336,UNDER17,71133,24088,False,1,,,,,,,,,,,,,,,,,,,,,,,
54452,GARNET CROW,226893,86616,False,1,,,,,,,,,,,,,,,,,,,,,,,
55339,サザンオールスターズ,675515,207014,False,1,,,,,,,,,,,,,,,,,,,,,,,
56876,モンティ・パイソン,113664,40382,False,1,,,,,,,,,,,,,,,,,,,,,,,
57095,T-SQUARE,207293,55632,False,1,,,,,,,,,,,,,,,,,,,,,,,
57377,浮世絵師 (お笑いトリオ),36364,10078,False,1,,,,,,,,,,,,,,,,,,,,,,,
57401,アメリカザリガニ (お笑いコンビ),197415,57826,False,1,,,,,,,,,,,,,,,,,,,,,,,
57997,中田ダイマル・ラケット,50010,17115,False,0,,,,,,,,,,,,,,,,,,,,,,,
58238,普天堡電子楽団,56243,17023,False,1,,,,,,,,,,,,,,,,,,,,,,,
58353,いつもここから,117422,26429,False,1,88,12,52,2,0,0,2,1,0,2,0,0,1,0,0,1,4,8,1,2,0,0,0
58476,X JAPAN,314345,104053,False,1,,,,,,,,,,,,,,,,,,,,,,,
58577,爆笑問題,310444,91300,False,1,,,,,,,,,,,,,,,,,,,,,,,
60323,オタクアミーゴス,22205,5943,False,0,,,,,,,,,,,,,,,,,,,,,,,
60700,DOORS MUSIC ENTERTAINMENT,25332,6998,False,0,,,,,,,,,,,,,,,,,,,,,,,
60789,フットボールアワー,175407,44886,False,1,,,,,,,,,,,,,,,,,,,,,,,
60852,雨上がり決死隊,115093,31065,False,1,,,,,,,,,,,,,,,,,,,,,,,
60853,ココリコ,95691,19251,False,1,,,,,,,,,,,,,,,,,,,,,,,
60856,さくらんぼブービー,49429,16815,False,1,,,,,,,,,,,,,,,,,,,,,,,
60883,さまぁ〜ず,263064,68301,False,1,,,,,,,,,,,,,,,,,,,,,,,
60884,くりぃむしちゅー,160294,47298,False,1,,,,,,,,,,,,,,,,,,,,,,,
61124,ブラー,159419,64458,False,1,,,,,,,,,,,,,,,,,,,,,,,
61234,W (ハロー!プロジェクト),106558,23019,False,1,,,,,,,,,,,,,,,,,,,,,,,
61373,吉本印天然素材,166798,41092,False,1,,,,,,,,,,,,,,,,,,,,,,,
61459,極楽とんぼ,115177,28489,False,1,137,32,66,0,0,0,0,0,0,8,0,0,1,0,0,2,4,18,1,3,1,1,0
61839,劇団四季,255550,50664,False,1,,,,,,,,,,,,,,,,,,,,,,,
61956,麒麟 (お笑いコンビ),183340,53917,False,1,,,,,,,,,,,,,,,,,,,,,,,
62454,GLAY,527080,192404,False,1,,,,,,,,,,,,,,,,,,,,,,,
62460,笑い飯,199916,71309,False,1,,,,,,,,,,,,,,,,,,,,,,,
62861,おぎやはぎ,207547,57006,False,1,,,,,,,,,,,,,,,,,,,,,,,
62867,スピードワゴン,266257,89344,False,1,,,,,,,,,,,,,,,,,,,,,,,
64152,プロレス結社魔界倶楽部,36453,10732,False,0,,,,,,,,,,,,,,,,,,,,,,,
65190,ナンバーガール,104273,39709,False,1,,,,,,,,,,,,,,,,,,,,,,,
65409,DREAMS COME TRUE,448919,142960,False,2,,,,,,,,,,,,,,,,,,,,,,,
66264,サスケ (埼玉県出身のデュオ),88014,31188,False,1,,,,,,,,,,,,,,,,,,,,,,,
66580,FUJIWARA,193739,43614,False,1,,,,,,,,,,,,,,,,,,,,,,,
66582,バッファロー吾郎,97038,28638,False,1,,,,,,,,,,,,,,,,,,,,,,,
68025,コント赤信号,56298,14043,False,1,,,,,,,,,,,,,,,,,,,,,,,
68570,Do As Infinity,171730,53899,False,1,,,,,,,,,,,,,,,,,,,,,,,
68877,女盛りゲザデレタ,23912,6553,False,0,,,,,,,,,,,,,,,,,,,,,,,
68937,中川家,121807,36766,False,1,,,,,,,,,,,,,,,,,,,,,,,
69244,ロンドンブーツ1号2号,92056,21925,False,1,,,,,,,,,,,,,,,,,,,,,,,
70255,L'Arc〜en〜Ciel,593629,169704,False,1,,,,,,,,,,,,,,,,,,,,,,,
70385,ウッチャンナンチャン,174955,51844,False,1,,,,,,,,,,,,,,,,,,,,,,,
70623,ジャニーズ,73338,26476,False,1,,,,,,,,,,,,,,,,,,,,,,,
71196,エマーソン・レイク・アンド・パーマー,119939,45913,False,1,,,,,,,,,,,,,,,,,,,,,,,
71206,ラッシュ (バンド),69045,19183,False,1,,,,,,,,,,,,,,,,,,,,,,,
72521,千原兄弟,81492,22581,False,1,,,,,,,,,,,,,,,,,,,,,,,
72523,コサキン,145545,32959,False,1,,,,,,,,,,,,,,,,,,,,,,,
72525,北陽,95155,21441,False,1,,,,,,,,,,,,,,,,,,,,,,,
72889,ザ・タイガース,191020,46252,False,1,,,,,,,,,,,,,,,,,,,,,,,
73058,ウイングス,129377,39762,False,1,,,,,,,,,,,,,,,,,,,,,,,
73135,オセロ (お笑い),68103,15378,False,1,,,,,,,,,,,,,,,,,,,,,,,
73274,ユートピア (バンド),23529,7144,False,0,,,,,,,,,,,,,,,,,,,,,,,
73759,ACIDMAN,174187,55467,False,1,,,,,,,,,,,,,,,,,,,,,,,
73867,H2O (日本の歌手グループ),54583,16300,False,1,,,,,,,,,,,,,,,,,,,,,,,
74059,ランディーズ,80774,24983,False,1,,,,,,,,,,,,,,,,,,,,,,,
74154,ビリーバンバン,74753,26223,False,1,,,,,,,,,,,,,,,,,,,,,,,
74528,ロザン,130283,43659,False,1,,,,,,,,,,,,,,,,,,,,,,,
74833,浅草キッド,94935,29974,False,1,,,,,,,,,,,,,,,,,,,,,,,
74912,キングコング (お笑いコンビ),106373,30866,False,1,,,,,,,,,,,,,,,,,,,,,,,
75054,インパルス (お笑いコンビ),78574,26278,False,1,,,,,,,,,,,,,,,,,,,,,,,
75062,一世風靡セピア,48140,15849,False,1,,,,,,,,,,,,,,,,,,,,,,,
75095,聖飢魔II,183609,74681,False,1,,,,,,,,,,,,,,,,,,,,,,,
75224,ポケットビスケッツ,150560,50322,False,1,,,,,,,,,,,,,,,,,,,,,,,
75611,ダムド,57696,22123,False,1,,,,,,,,,,,,,,,,,,,,,,,
75616,ザ・クラッシュ,103257,27226,False,1,,,,,,,,,,,,,,,,,,,,,,,
75953,キリングセンス,29185,8094,False,0,,,,,,,,,,,,,,,,,,,,,,,
76826,dCprG,68827,23563,False,1,,,,,,,,,,,,,,,,,,,,,,,
77005,ママスタジヲ,28229,8839,False,1,,,,,,,,,,,,,,,,,,,,,,,
77010,くるり,353737,106849,False,1,,,,,,,,,,,,,,,,,,,,,,,
77165,マーダック,46088,14062,False,1,,,,,,,,,,,,,,,,,,,,,,,
77602,スピッツ (バンド),175347,64866,False,1,,,,,,,,,,,,,,,,,,,,,,,
77851,ゴスペラーズ,127924,41414,False,1,,,,,,,,,,,,,,,,,,,,,,,
78072,和田弘とマヒナスターズ,101228,24879,False,1,,,,,,,,,,,,,,,,,,,,,,,
78354,ロンドン・フィルハーモニー管弦楽団,63929,19879,False,1,,,,,,,,,,,,,,,,,,,,,,,
78899,YOGURT-pooh,23721,7270,False,0,,,,,,,,,,,,,,,,,,,,,,,
78992,ザ・スパイダース,135486,45841,False,1,,,,,,,,,,,,,,,,,,,,,,,
79388,あのねのね,69352,18394,False,1,,,,,,,,,,,,,,,,,,,,,,,
79475,ザ・ワイルドワンズ,82254,20369,False,1,,,,,,,,,,,,,,,,,,,,,,,
79585,ハナ肇とクレージーキャッツ,171560,50474,False,1,,,,,,,,,,,,,,,,,,,,,,,
80244,東京03,209975,57237,False,1,,,,,,,,,,,,,,,,,,,,,,,
80540,ウルフルズ,154377,40773,False,1,,,,,,,,,,,,,,,,,,,,,,,
81281,ラッツ&スター,105533,32501,False,1,,,,,,,,,,,,,,,,,,,,,,,
81468,ガレッジセール,84742,24517,False,1,,,,,,,,,,,,,,,,,,,,,,,
81547,たけし軍団,150107,47042,False,0,,,,,,,,,,,,,,,,,,,,,,,
82047,TUBE,354704,122423,False,1,,,,,,,,,,,,,,,,,,,,,,,
82627,ザ・フォーク・クルセダーズ,71856,22480,False,1,,,,,,,,,,,,,,,,,,,,,,,
82734,サディスティック・ミカ・バンド,103285,24576,False,1,,,,,,,,,,,,,,,,,,,,,,,
82798,スケッチ・ショウ,183008,30516,False,1,,,,,,,,,,,,,,,,,,,,,,,
83030,CHEMISTRY,153326,51214,False,1,,,,,,,,,,,,,,,,,,,,,,,
84080,風の旅団,22605,6268,False,0,18,13,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0
84090,オルケスタ・デル・ビエント,26128,7943,False,0,,,,,,,,,,,,,,,,,,,,,,,
84126,メガデス (バンド),125242,38372,False,1,,,,,,,,,,,,,,,,,,,,,,,
84267,THE BEATNIKS,63441,17685,False,1,,,,,,,,,,,,,,,,,,,,,,,
84290,SEX MACHINEGUNS,98755,36490,False,1,,,,,,,,,,,,,,,,,,,,,,,
84549,ガロ (フォークグループ),123280,29941,False,1,,,,,,,,,,,,,,,,,,,,,,,
84866,黒夢,201665,75207,False,1,,,,,,,,,,,,,,,,,,,,,,,
84878,安田大サーカス,90961,24016,False,1,,,,,,,,,,,,,,,,,,,,,,,
84888,クワバタオハラ,120703,29660,False,1,,,,,,,,,,,,,,,,,,,,,,,
84897,LUNA SEA,283024,104042,False,1,,,,,,,,,,,,,,,,,,,,,,,
84918,DonDokoDon,69962,15443,False,1,,,,,,,,,,,,,,,,,,,,,,,
85101,CHAGE and ASKA,317671,90360,False,2,,,,,,,,,,,,,,,,,,,,,,,
85121,サイモン&ガーファンクル,72314,21446,False,1,,,,,,,,,,,,,,,,,,,,,,,
85137,Rまにあ,48393,14307,False,0,,,,,,,,,,,,,,,,,,,,,,,
85772,フリッパーズ・ギター,69087,20999,False,1,,,,,,,,,,,,,,,,,,,,,,,
85924,チューリッヒ・トーンハレ管弦楽団,42294,13604,False,1,,,,,,,,,,,,,,,,,,,,,,,
85933,ネプチューン (お笑いトリオ),129516,30334,False,2,,,,,,,,,,,,,,,,,,,,,,,
85948,ハレ管弦楽団,40304,12506,False,1,,,,,,,,,,,,,,,,,,,,,,,
86428,アンタッチャブル (お笑いコンビ),207094,49122,False,1,,,,,,,,,,,,,,,,,,,,,,,
86875,CRAZE,60827,24494,False,1,,,,,,,,,,,,,,,,,,,,,,,
86988,La'cryma Christi,100552,33162,False,1,,,,,,,,,,,,,,,,,,,,,,,
87192,東京フィルハーモニー交響楽団,70888,21541,False,1,,,,,,,,,,,,,,,,,,,,,,,
87196,JUDY AND MARY,95437,29687,False,1,,,,,,,,,,,,,,,,,,,,,,,
87871,WEST SIDE,76396,21457,False,1,,,,,,,,,,,,,,,,,,,,,,,
88734,Vo Vo Tau,28706,7645,False,1,,,,,,,,,,,,,,,,,,,,,,,
88856,Dream (音楽ユニット),97962,30146,False,1,,,,,,,,,,,,,,,,,,,,,,,
89272,175R,90497,26847,False,1,,,,,,,,,,,,,,,,,,,,,,,
90180,サンクトペテルブルク・フィルハーモニー交響楽団,37292,10801,False,0,,,,,,,,,,,,,,,,,,,,,,,
90307,ゴダイゴ,158980,80440,False,1,,,,,,,,,,,,,,,,,,,,,,,
90386,サディスティックス,61995,13133,False,1,,,,,,,,,,,,,,,,,,,,,,,
90509,キンモクセイ (バンド),85363,28602,False,1,,,,,,,,,,,,,,,,,,,,,,,
90691,暁伸・ミスハワイ,41658,13526,False,0,43,17,1,0,0,0,3,0,0,3,0,0,0,0,0,0,6,3,4,1,0,1,4
90817,アルバン・ベルク弦楽四重奏団,30135,8767,False,1,,,,,,,,,,,,,,,,,,,,,,,
90951,FENCE OF DEFENSE,72943,22579,False,1,,,,,,,,,,,,,,,,,,,,,,,
91181,キング・クリムゾン,161455,56330,False,1,,,,,,,,,,,,,,,,,,,,,,,
91565,BOWWOW,61355,24383,False,1,,,,,,,,,,,,,,,,,,,,,,,
91760,ジュエミリア,22784,6315,False,0,,,,,,,,,,,,,,,,,,,,,,,
91835,ザ・ビーチ・ボーイズ,119585,47413,False,1,,,,,,,,,,,,,,,,,,,,,,,
91866,NO PLAN,105121,27557,False,1,,,,,,,,,,,,,,,,,,,,,,,
91892,ホワイトスネイク,120100,32987,False,1,,,,,,,,,,,,,,,,,,,,,,,
92390,浅草オペラ,56099,17880,False,0,,,,,,,,,,,,,,,,,,,,,,,
93088,キリング・タイム,28484,7792,False,0,,,,,,,,,,,,,,,,,,,,,,,
93382,SOFT BALLET,76542,25830,False,1,,,,,,,,,,,,,,,,,,,,,,,
93845,パペットマペット,73722,24931,False,1,,,,,,,,,,,,,,,,,,,,,,,
93997,ロス・プリモス,57419,23982,False,1,,,,,,,,,,,,,,,,,,,,,,,
94075,ブラックビスケッツ,86849,22585,False,1,,,,,,,,,,,,,,,,,,,,,,,
94359,Sing Like Talking,107927,34997,False,1,,,,,,,,,,,,,,,,,,,,,,,
94386,野猿,199225,55597,False,1,,,,,,,,,,,,,,,,,,,,,,,
95000,Z-1 (女性アイドルグループ),45415,10587,False,0,,,,,,,,,,,,,,,,,,,,,,,
95284,バイエルン放送交響楽団,41717,13061,False,1,,,,,,,,,,,,,,,,,,,,,,,
95702,ホンジャマカ,118656,25569,False,1,,,,,,,,,,,,,,,,,,,,,,,
95710,TIM (お笑いコンビ),111903,24984,False,1,,,,,,,,,,,,,,,,,,,,,,,
96606,D'ERLANGER,80293,24341,False,1,,,,,,,,,,,,,,,,,,,,,,,
96652,アンジャッシュ,184706,40147,False,1,215,10,155,5,0,0,17,1,0,4,0,0,0,0,0,1,9,8,2,2,0,0,1
96662,森三中,103442,24375,False,1,,,,,,,,,,,,,,,,,,,,,,,
96769,ダチョウ倶楽部,167328,50544,False,1,,,,,,,,,,,,,,,,,,,,,,,
97345,大野克夫バンド,24679,6954,False,0,,,,,,,,,,,,,,,,,,,,,,,
97638,ロイヤル・コンセルトヘボウ管弦楽団,48530,14876,False,1,,,,,,,,,,,,,,,,,,,,,,,
97794,ニューヨーク・フィルハーモニック,80780,26801,False,1,,,,,,,,,,,,,,,,,,,,,,,
97852,山形交響楽団,77177,21258,False,1,,,,,,,,,,,,,,,,,,,,,,,
98157,THEE MICHELLE GUN ELEPHANT,130964,43966,False,1,,,,,,,,,,,,,,,,,,,,,,,
99278,ミッキーカーチス&サムライ,29009,8190,False,0,,,,,,,,,,,,,,,,,,,,,,,
99608,連戦姉妹,46388,13422,False,1,,,,,,,,,,,,,,,,,,,,,,,
100961,欽ちゃん劇団,59300,11989,False,0,,,,,,,,,,,,,,,,,,,,,,,
101820,カンニバル・コープス,45733,13086,False,1,,,,,,,,,,,,,,,,,,,,,,,
102078,LINDBERG,140108,47829,False,1,,,,,,,,,,,,,,,,,,,,,,,
102245,イモ欽トリオ,47454,15218,False,1,,,,,,,,,,,,,,,,,,,,,,,
102322,タッキー&翼,148507,30879,False,1,,,,,,,,,,,,,,,,,,,,,,,
102334,トミーズ,101913,24775,False,2,,,,,,,,,,,,,,,,,,,,,,,
102360,スレイヤー,77291,24921,False,1,,,,,,,,,,,,,,,,,,,,,,,
102453,あさりど,40488,9758,False,0,,,,,,,,,,,,,,,,,,,,,,,
102617,かつみ・さゆり,71027,23102,False,1,,,,,,,,,,,,,,,,,,,,,,,
102623,品川庄司,146653,26240,False,1,,,,,,,,,,,,,,,,,,,,,,,
102633,平川地一丁目,69352,25030,False,1,,,,,,,,,,,,,,,,,,,,,,,
102696,エコモニ。,148054,23096,False,1,,,,,,,,,,,,,,,,,,,,,,,
102781,カシオペア (バンド),229801,79417,False,1,,,,,,,,,,,,,,,,,,,,,,,
102863,ワンジェサン軽音楽団,45130,17220,False,1,,,,,,,,,,,,,,,,,,,,,,,
103264,globe,188072,46367,False,2,,,,,,,,,,,,,,,,,,,,,,,
103480,大事MANブラザーズバンド,50137,17259,False,1,,,,,,,,,,,,,,,,,,,,,,,
103481,やまだかつてないWink,29209,8883,False,0,,,,,,,,,,,,,,,,,,,,,,,
103539,パックンマックン,65940,18436,False,1,,,,,,,,,,,,,,,,,,,,,,,
104438,エンジェルス (音楽グループ),26456,6838,False,0,,,,,,,,,,,,,,,,,,,,,,,
104571,ハイ・ローズ,23088,6479,False,0,,,,,,,,,,,,,,,,,,,,,,,
104775,F.I.R.,31891,10206,False,1,,,,,,,,,,,,,,,,,,,,,,,
105317,MONGOL800,133773,45196,False,1,,,,,,,,,,,,,,,,,,,,,,,
105538,イエス (バンド),207420,71666,False,1,,,,,,,,,,,,,,,,,,,,,,,
105716,フランキー堺とシティ・スリッカーズ,30894,8123,False,0,,,,,,,,,,,,,,,,,,,,,,,
106004,カンニング (お笑いコンビ),85914,20304,False,1,,,,,,,,,,,,,,,,,,,,,,,
106248,吉田兄弟,35930,9779,False,1,,,,,,,,,,,,,,,,,,,,,,,
