page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,主権国家,主要都市,人口,人口データの年,人口密度,公用語,別名,国名の謂れ,地形,宗教,成立年,戦争,所在地,条約,正式名称,消滅年,現在の地名,読み,通貨,隣国,面積,首都
52085,吉備国,73885,17115,False,0,,,,,,,,,,,,,,,,,,,,,,,
52745,タイ王国,341058,97161,False,0,,,,,,,,,,,,,,,,,,,,,,,
53177,チェチェン共和国,97150,31185,False,0,44,1,6,1,1,1,2,2,0,5,5,1,0,3,0,4,0,0,1,0,4,2,5
53413,匈奴,159595,55354,False,0,54,0,3,0,0,0,4,2,5,1,3,2,5,2,0,0,3,2,19,0,0,0,3
53562,斉 (春秋),53978,12114,False,1,,,,,,,,,,,,,,,,,,,,,,,
53994,サモア,101450,23809,False,0,,,,,,,,,,,,,,,,,,,,,,,
54040,カルムイク共和国,63056,12393,False,0,,,,,,,,,,,,,,,,,,,,,,,
54670,ダゲスタン共和国,73847,14134,False,0,,,,,,,,,,,,,,,,,,,,,,,
55178,トリニダード・トバゴ,121409,27486,False,0,,,,,,,,,,,,,,,,,,,,,,,
55595,地球連合 (ガンダムシリーズ),94960,25134,False,0,,,,,,,,,,,,,,,,,,,,,,,
55635,ペルシア帝国,43036,10223,False,0,,,,,,,,,,,,,,,,,,,,,,,
56752,トレビゾンド帝国,80561,13067,False,0,,,,,,,,,,,,,,,,,,,,,,,
56801,ナチス・ドイツ,303811,90239,False,7,157,0,2,1,1,0,1,77,0,0,6,6,34,0,14,3,7,1,0,1,0,2,1
56995,プロイセン王国,183844,51933,False,2,,,,,,,,,,,,,,,,,,,,,,,
57030,オーストリア＝ハンガリー帝国,131632,41912,False,0,,,,,,,,,,,,,,,,,,,,,,,
57031,オーストリア帝国,55114,14070,False,0,,,,,,,,,,,,,,,,,,,,,,,
57057,ハイチ,198586,55298,False,0,,,,,,,,,,,,,,,,,,,,,,,
57098,イタリア王国,128685,28092,False,0,,,,,,,,,,,,,,,,,,,,,,,
57128,イングーシ共和国,61213,16456,False,0,28,4,1,1,1,1,2,2,0,0,1,1,0,2,0,5,0,0,1,0,4,1,1
57130,アディゲ共和国,51752,10538,False,0,,,,,,,,,,,,,,,,,,,,,,,
57132,カラチャイ・チェルケス共和国,68551,16251,False,0,,,,,,,,,,,,,,,,,,,,,,,
57133,北オセチア共和国,76366,19466,False,0,55,3,8,1,1,1,2,9,1,2,2,2,6,5,0,3,0,0,1,0,4,1,3
57134,カバルダ・バルカル共和国,60093,11990,False,0,,,,,,,,,,,,,,,,,,,,,,,
57151,サハ共和国,89015,26061,False,0,,,,,,,,,,,,,,,,,,,,,,,
57206,ハンガリー王国,119680,28862,False,0,,,,,,,,,,,,,,,,,,,,,,,
57235,ウクライナ共和国,27222,8479,True,0,,,,,,,,,,,,,,,,,,,,,,,
57412,突厥,195034,47806,False,0,50,0,0,0,0,0,3,16,3,6,2,2,0,4,0,0,3,0,3,0,0,1,7
57748,ジョチ・ウルス,168317,42806,False,0,,,,,,,,,,,,,,,,,,,,,,,
58008,フランク王国,637386,188596,False,12,,,,,,,,,,,,,,,,,,,,,,,
58899,高句麗,219128,78787,False,0,,,,,,,,,,,,,,,,,,,,,,,
59097,メキシコ帝国,45786,11225,False,0,,,,,,,,,,,,,,,,,,,,,,,
59579,ドミニカ国,104305,24395,False,0,45,2,5,1,1,1,2,4,1,5,1,2,0,3,0,1,0,0,1,8,2,1,4
59733,グレナダ,95609,20961,False,0,,,,,,,,,,,,,,,,,,,,,,,
59876,セントルシア,102183,20514,False,0,43,5,3,1,1,1,2,1,1,9,3,3,0,2,0,2,0,0,0,3,3,1,2
60007,ナウル,113935,33946,False,0,,,,,,,,,,,,,,,,,,,,,,,
60675,ベリーズ,102611,21252,False,0,,,,,,,,,,,,,,,,,,,,,,,
60788,ホンジュラス,164589,49155,False,0,,,,,,,,,,,,,,,,,,,,,,,
61286,アンティオキア公国,152371,26403,False,0,34,0,5,0,0,0,5,2,0,0,1,2,8,0,1,0,3,1,1,0,1,0,4
61618,マリ・エル共和国,57953,12835,False,0,,,,,,,,,,,,,,,,,,,,,,,
61888,ザンスカール帝国,183864,38552,False,0,,,,,,,,,,,,,,,,,,,,,,,
62155,バヌアツ,124242,26584,False,0,,,,,,,,,,,,,,,,,,,,,,,
63179,マーシャル諸島,98645,19723,False,0,,,,,,,,,,,,,,,,,,,,,,,
64325,暗黒星団帝国,120304,32821,False,0,,,,,,,,,,,,,,,,,,,,,,,
64343,白色彗星帝国,118238,35599,False,0,,,,,,,,,,,,,,,,,,,,,,,
64355,ボラー連邦,88810,26229,False,0,,,,,,,,,,,,,,,,,,,,,,,
64932,エトルリア,47168,17302,False,0,,,,,,,,,,,,,,,,,,,,,,,
65488,前趙,128523,56972,False,0,,,,,,,,,,,,,,,,,,,,,,,
65504,魏 (戦国),47592,11077,False,1,,,,,,,,,,,,,,,,,,,,,,,
65693,西ローマ帝国,160325,52419,False,0,,,,,,,,,,,,,,,,,,,,,,,
65696,後趙,71995,19657,False,0,,,,,,,,,,,,,,,,,,,,,,,
65834,前燕,52824,14444,False,0,,,,,,,,,,,,,,,,,,,,,,,
65858,前秦,76798,19715,False,0,,,,,,,,,,,,,,,,,,,,,,,
65968,コソボ,209011,52494,False,0,,,,,,,,,,,,,,,,,,,,,,,
66325,北魏,221074,29635,False,0,,,,,,,,,,,,,,,,,,,,,,,
66361,北周,87929,19831,False,0,30,0,1,0,0,0,4,3,0,0,7,3,0,4,0,0,4,1,2,0,0,0,1
