page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,CAS番号,別称,化学式,原材料,商標名,密度,沸点,特性,生成化合物,用途,示性式,種類,融点,製造方法,読み
49037,糖原性アミノ酸,73155,14037,False,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
49043,ケト原性アミノ酸,63336,11247,False,0,,,,,,,,,,,,,,,,
49196,マルトース,57191,12143,False,1,,,,,,,,,,,,,,,,
49466,イミン,38365,10992,False,0,,,,,,,,,,,,,,,,
49751,二酸化窒素,58574,12506,False,1,,,,,,,,,,,,,,,,
50449,ルテイン,35550,8601,False,1,,,,,,,,,,,,,,,,
51553,ジエチルエーテル,90149,20893,False,1,,,,,,,,,,,,,,,,
51554,ジメチルエーテル,85327,32005,False,1,,,,,,,,,,,,,,,,
52096,メラトニン,181463,32932,False,1,,,,,,,,,,,,,,,,
52130,単糖,56325,12938,False,0,,,,,,,,,,,,,,,,
52277,ピリミジン,41617,9108,False,1,,,,,,,,,,,,,,,,
52280,ピラジン,43613,8952,False,1,,,,,,,,,,,,,,,,
52281,ピリダジン,37505,8276,False,1,,,,,,,,,,,,,,,,
52283,アデニン,70966,13647,False,1,,,,,,,,,,,,,,,,
52773,ベンゼン,116949,28152,False,1,,,,,,,,,,,,,,,,
52913,グリニャール試薬,76684,32657,False,0,,,,,,,,,,,,,,,,
53055,メントール,42849,14215,False,0,,,,,,,,,,,,,,,,
53165,六フッ化硫黄,55565,13887,False,1,,,,,,,,,,,,,,,,
53674,三酸化二窒素,41541,8082,False,1,,,,,,,,,,,,,,,,
53684,五酸化二窒素,50192,11586,False,1,,,,,,,,,,,,,,,,
56053,ナフチルアミン,22003,6042,True,0,,,,,,,,,,,,,,,,
56054,炭化ケイ素,73871,24869,False,0,,,,,,,,,,,,,,,,
56087,スルフィド,35420,9927,False,0,,,,,,,,,,,,,,,,
56091,次亜塩素酸カルシウム,45829,9869,False,1,35,2,11,4,4,0,1,0,3,3,4,0,0,1,1,1
56093,アルドール,22010,6191,False,0,,,,,,,,,,,,,,,,
56097,チオール,51518,14283,False,0,30,0,9,1,11,0,0,0,1,0,2,0,1,0,5,0
56103,補酵素A,62087,17919,False,1,,,,,,,,,,,,,,,,
56360,ポルフィリン,85726,21929,False,0,,,,,,,,,,,,,,,,
57930,ペンタン,30951,8335,False,0,22,1,5,2,0,0,1,1,4,0,4,1,2,1,0,0
57932,ヘキサン,37212,9637,False,1,,,,,,,,,,,,,,,,
57937,イソクエン酸,26448,6806,False,0,,,,,,,,,,,,,,,,
57939,アセチルCoA,44463,9399,False,1,,,,,,,,,,,,,,,,
59766,クレオール,24072,7124,True,0,,,,,,,,,,,,,,,,
59984,エチレングリコール,47929,11343,False,1,,,,,,,,,,,,,,,,
59985,ハロゲン化アルキル,43115,11676,False,0,,,,,,,,,,,,,,,,
60328,クラウンエーテル,50091,14183,False,0,,,,,,,,,,,,,,,,
60356,アセタール,22564,6923,False,0,,,,,,,,,,,,,,,,
60360,ヘミアセタール,24815,7094,False,0,,,,,,,,,,,,,,,,
61033,酸化カルシウム,95494,18661,False,1,61,1,16,4,3,0,1,2,10,2,15,0,1,3,2,1
61034,水酸化カルシウム,57797,13988,False,1,,,,,,,,,,,,,,,,
62294,塩化アンモニウム,61115,11525,False,1,,,,,,,,,,,,,,,,
62296,フッ化水素酸,48957,13295,False,1,,,,,,,,,,,,,,,,
62305,ニトロベンゼン,40023,11621,False,1,,,,,,,,,,,,,,,,
62432,フェノールフタレイン,63237,16027,False,1,,,,,,,,,,,,,,,,
62441,チクロ,31032,9090,False,0,,,,,,,,,,,,,,,,
62444,サッカリン,40689,12488,False,0,35,2,8,2,7,1,0,0,5,0,5,0,1,1,3,0
62464,尿素,55734,13696,False,1,35,1,7,3,1,0,1,0,5,3,8,1,1,1,2,1
62475,過酸化水素,129620,36207,False,1,,,,,,,,,,,,,,,,
62651,過マンガン酸カリウム,74202,18760,False,1,,,,,,,,,,,,,,,,
62654,六フッ化ウラン,46160,8733,False,1,16,1,0,2,0,0,1,2,4,2,1,0,0,2,0,1
62877,エノール,31043,8845,False,0,5,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0
63275,テトロドトキシン,112038,27870,False,1,,,,,,,,,,,,,,,,
63449,ボツリヌストキシン,62359,23209,False,1,34,1,2,1,0,4,0,0,2,0,22,0,2,0,0,0
65197,リトマス,31686,8995,False,0,,,,,,,,,,,,,,,,
65248,ラセミ体,32975,10284,False,0,,,,,,,,,,,,,,,,
66012,チオエステル,39040,10590,False,0,,,,,,,,,,,,,,,,
66053,アデノシン三リン酸,80542,18227,False,1,,,,,,,,,,,,,,,,
66054,ATP,23066,6877,True,0,,,,,,,,,,,,,,,,
69191,イノシン,29726,8612,False,1,,,,,,,,,,,,,,,,
71117,ホウ酸,90057,19847,False,1,,,,,,,,,,,,,,,,
71697,ペプチド,52824,13405,False,0,,,,,,,,,,,,,,,,
73048,ヒドラジン,66931,13046,False,1,,,,,,,,,,,,,,,,
73370,ヘプタン,24487,7156,False,0,15,1,4,2,0,0,0,1,2,0,0,1,3,1,0,0
73382,ノナン,42608,9072,False,1,,,,,,,,,,,,,,,,
73387,デカン,23943,6821,False,0,,,,,,,,,,,,,,,,
73695,デオキシリボース,48284,9857,False,0,,,,,,,,,,,,,,,,
73697,リボース,43569,8416,False,0,,,,,,,,,,,,,,,,
74409,酸化オスミウム(VIII),53147,12718,False,1,,,,,,,,,,,,,,,,
74841,シクロヘキサン,50419,12076,False,1,,,,,,,,,,,,,,,,
75385,ヌクレオシド,67404,10945,False,0,,,,,,,,,,,,,,,,
76095,キシレン,33111,9810,False,0,26,3,2,1,0,0,2,3,5,0,3,1,3,3,0,0
76108,ラクチド,22376,6485,False,0,,,,,,,,,,,,,,,,
76208,水酸化カリウム,57809,13375,False,1,28,1,6,2,0,0,1,1,5,0,6,0,3,1,1,1
76210,ニコチン,78735,21642,False,1,,,,,,,,,,,,,,,,
76245,シアン化カリウム,76986,21070,False,1,,,,,,,,,,,,,,,,
76459,クレゾール,27035,8161,False,0,,,,,,,,,,,,,,,,
76513,シクロブタン,27838,8262,False,0,,,,,,,,,,,,,,,,
78193,セロトニン,61543,16305,False,1,,,,,,,,,,,,,,,,
79177,ブロモチモールブルー,57624,13683,False,1,21,1,5,2,0,0,1,0,2,0,7,0,0,3,0,0
79710,塩化カリウム,55819,12461,False,1,29,1,3,2,2,0,1,0,6,0,7,0,1,3,2,1
79727,塩化バリウム,50864,10632,False,1,,,,,,,,,,,,,,,,
81232,ポリエチレン,49119,12819,False,1,,,,,,,,,,,,,,,,
85590,セロビオース,46143,9180,False,1,,,,,,,,,,,,,,,,
86422,ラクトース,50406,10530,False,1,,,,,,,,,,,,,,,,
86423,エルゴステロール,45757,9318,False,1,17,1,2,2,1,0,0,1,1,3,3,0,1,1,1,0
86424,コール酸,29926,8619,False,1,,,,,,,,,,,,,,,,
86425,シュウ酸,56273,15620,False,1,,,,,,,,,,,,,,,,
86426,メバロン酸,28232,7313,False,0,,,,,,,,,,,,,,,,
86429,シキミ酸,26946,7765,False,1,,,,,,,,,,,,,,,,
86432,クロロフィル,59507,16374,False,0,,,,,,,,,,,,,,,,
86433,吉草酸,41206,9488,False,0,,,,,,,,,,,,,,,,
86436,酒石酸,30849,9291,False,0,,,,,,,,,,,,,,,,
86438,プロピオン酸,42546,11805,False,0,30,2,4,1,4,0,1,2,4,0,2,1,2,2,4,1
86439,水酸化マグネシウム,43412,9899,False,1,19,1,1,2,0,0,1,0,5,1,3,0,1,1,2,1
86440,シラン (化合物),54640,13481,False,1,,,,,,,,,,,,,,,,
86441,アジピン酸,28051,7837,False,1,,,,,,,,,,,,,,,,
86442,マロン酸,27799,7476,False,0,,,,,,,,,,,,,,,,
86443,炭酸ナトリウム,64529,11319,False,1,,,,,,,,,,,,,,,,
86444,ピリジン,83582,16454,False,1,,,,,,,,,,,,,,,,
86445,ビピリジン,28264,8459,False,0,13,2,4,2,0,0,0,2,0,0,0,0,1,2,0,0
86446,フェナントロリン,48787,10647,False,1,,,,,,,,,,,,,,,,
86448,ピレン,49593,9678,False,1,18,1,2,2,0,0,1,2,6,0,0,0,2,2,0,0
86652,ジルコニア,37280,10632,False,1,,,,,,,,,,,,,,,,
86756,アルシン,67073,12103,False,1,,,,,,,,,,,,,,,,
86757,塩化銀(I),48607,10720,False,1,,,,,,,,,,,,,,,,
86762,酸化コバルト,24023,6799,True,0,,,,,,,,,,,,,,,,
86764,シアン化ナトリウム,65551,13180,False,1,,,,,,,,,,,,,,,,
86766,酸化カリウム,46878,9804,False,1,,,,,,,,,,,,,,,,
86767,臭化カリウム,53367,13243,False,1,,,,,,,,,,,,,,,,
86769,硝酸銀(I),47669,10284,False,1,,,,,,,,,,,,,,,,
86770,フラバン,23519,6819,False,0,,,,,,,,,,,,,,,,
86771,フラボン,39405,9504,False,0,,,,,,,,,,,,,,,,
86772,炭酸カリウム,49406,10786,False,1,29,1,4,2,3,0,1,1,5,0,6,0,0,3,2,1
86773,炭酸水素カリウム,56949,10649,False,1,,,,,,,,,,,,,,,,
86775,リン酸三ナトリウム,53948,8676,False,1,,,,,,,,,,,,,,,,
86778,ヨウ化カリウム,70754,12284,False,1,,,,,,,,,,,,,,,,
86782,リコペン,40990,9598,False,1,,,,,,,,,,,,,,,,
87159,ガチフロキサシン,46545,14151,False,1,,,,,,,,,,,,,,,,
88704,補酵素,48061,11311,False,0,,,,,,,,,,,,,,,,
89303,ニコチンアミドアデニンジヌクレオチド,68021,15229,False,1,,,,,,,,,,,,,,,,
89883,ニコチンアミドアデニンジヌクレオチドリン酸,54078,13098,False,1,,,,,,,,,,,,,,,,
90842,フラビンアデニンジヌクレオチド,42549,9228,False,1,,,,,,,,,,,,,,,,
90843,フラビンモノヌクレオチド,40647,8795,False,1,,,,,,,,,,,,,,,,
91267,オキサロ酢酸,45249,10925,False,1,,,,,,,,,,,,,,,,
91408,ユビキノン,75918,23223,False,0,,,,,,,,,,,,,,,,
91616,フマル酸,39299,11383,False,1,35,1,11,1,0,0,1,0,4,1,11,1,1,1,1,1
91851,テレフタル酸,34878,9363,False,1,,,,,,,,,,,,,,,,
91853,フタル酸,52982,17055,False,1,,,,,,,,,,,,,,,,
91854,マルガリン酸,39299,8707,False,0,,,,,,,,,,,,,,,,
94025,石灰,31898,9562,False,0,,,,,,,,,,,,,,,,
95100,ベンズアルデヒド,40216,9975,False,1,,,,,,,,,,,,,,,,
95102,シンナムアルデヒド,62733,15140,False,1,,,,,,,,,,,,,,,,
95104,アクロレイン,39300,11406,False,1,,,,,,,,,,,,,,,,
96114,ブタジエン,49976,14664,False,1,,,,,,,,,,,,,,,,
96125,ベンジルアルコール,31255,8414,False,1,,,,,,,,,,,,,,,,
97789,イリノテカン,82485,13392,False,1,,,,,,,,,,,,,,,,
97792,ドセタキセル,96876,18238,False,1,,,,,,,,,,,,,,,,
98482,フィロキノン,28342,8287,False,0,,,,,,,,,,,,,,,,
98989,マレイン酸,28885,8419,False,0,,,,,,,,,,,,,,,,
99729,臭化水素,58041,13049,False,1,,,,,,,,,,,,,,,,
99732,ヨウ化水素,74797,10759,False,1,,,,,,,,,,,,,,,,
101640,アクリル酸,39220,9395,False,1,,,,,,,,,,,,,,,,
104089,炭酸リチウム,52351,10439,False,1,,,,,,,,,,,,,,,,
104244,セメンタイト,26192,7948,False,0,,,,,,,,,,,,,,,,
106700,配位高分子,27088,9199,False,0,,,,,,,,,,,,,,,,
107940,アルギン酸ナトリウム,33949,9370,False,1,,,,,,,,,,,,,,,,
114082,アデノシン二リン酸,44803,8780,False,0,,,,,,,,,,,,,,,,
114415,カゼイン,34649,11381,False,0,,,,,,,,,,,,,,,,
115138,パントテン酸,53443,12288,False,1,,,,,,,,,,,,,,,,
118292,アクリルアミド,54727,15117,False,1,,,,,,,,,,,,,,,,
120694,ビタミンE,81685,19157,False,1,,,,,,,,,,,,,,,,
122421,アニリン,51391,12994,False,1,,,,,,,,,,,,,,,,
122825,尿酸,86965,19641,False,1,,,,,,,,,,,,,,,,
124943,ヒスタミン,50532,15585,False,0,,,,,,,,,,,,,,,,
126115,硫化鉄,24892,7159,False,0,,,,,,,,,,,,,,,,
126237,キニーネ,76396,30491,False,1,,,,,,,,,,,,,,,,
126993,カプロン酸,41790,9496,False,0,,,,,,,,,,,,,,,,
130738,リチウムジイソプロピルアミド,43806,12157,False,1,,,,,,,,,,,,,,,,
133141,塩 (化学),40922,11527,False,0,,,,,,,,,,,,,,,,
137826,アントラセン,57522,12713,False,1,,,,,,,,,,,,,,,,
139518,クロロゲン酸,28814,9096,False,0,,,,,,,,,,,,,,,,
140494,トリゴネリン,24598,7370,False,0,,,,,,,,,,,,,,,,
142234,エチレンジアミン,29494,8903,False,0,,,,,,,,,,,,,,,,
142523,DDT,59260,19291,False,1,18,1,4,1,0,0,1,1,1,0,3,0,4,1,1,0
142952,水素化ホウ素ナトリウム,56565,11658,False,1,,,,,,,,,,,,,,,,
143089,ニトロ化合物,42228,11220,False,0,,,,,,,,,,,,,,,,
145521,ヘキサメチレンジアミン,25846,7165,False,0,23,2,4,1,1,0,0,2,7,0,1,1,1,2,1,0
146624,ウレタン,30492,9215,False,0,,,,,,,,,,,,,,,,
146630,オレイン酸,63133,14147,False,1,,,,,,,,,,,,,,,,
147787,アクリロニトリル,49285,14312,False,1,,,,,,,,,,,,,,,,
149050,プロピオンアルデヒド,35023,8855,False,0,,,,,,,,,,,,,,,,
149389,アセト酢酸,29940,8160,False,1,,,,,,,,,,,,,,,,
149405,アセト酢酸エチル,34312,9588,False,0,,,,,,,,,,,,,,,,
149444,アセトアミド,38148,8927,False,1,,,,,,,,,,,,,,,,
151094,塩化銅,21148,6075,True,0,,,,,,,,,,,,,,,,
152309,リノール酸,47665,11821,False,1,,,,,,,,,,,,,,,,
152980,キシリトール,51402,15799,False,1,,,,,,,,,,,,,,,,
153172,硫化リン,23462,6539,False,0,8,0,0,1,0,0,0,0,3,1,0,0,2,0,0,1
153956,塩化亜鉛,47214,9806,False,1,,,,,,,,,,,,,,,,
154365,無水酢酸,33240,9582,False,0,,,,,,,,,,,,,,,,
154379,コルヒチン,35903,10061,False,1,,,,,,,,,,,,,,,,
154615,反水素,33235,9723,False,0,,,,,,,,,,,,,,,,
154725,二硫化炭素,54043,13692,False,1,,,,,,,,,,,,,,,,
155086,三酸化硫黄,50684,11783,False,1,,,,,,,,,,,,,,,,
155563,ヒドロニウム,28030,8269,False,1,,,,,,,,,,,,,,,,
155678,ラクトン,28570,8360,False,0,,,,,,,,,,,,,,,,
155795,無水マレイン酸,35849,9918,False,0,,,,,,,,,,,,,,,,
156484,クメン,29276,8212,False,1,,,,,,,,,,,,,,,,
156868,テトラヒドロフラン,50694,11944,False,1,44,1,15,1,4,0,1,2,5,4,3,0,2,2,4,0
157039,フラン (化学),52141,12070,False,1,,,,,,,,,,,,,,,,
157213,ビフェニル,41836,10724,False,1,,,,,,,,,,,,,,,,
157494,ボラジン,50928,9289,False,1,,,,,,,,,,,,,,,,
158089,エチレンジアミン四酢酸,49774,14073,False,2,,,,,,,,,,,,,,,,
158171,酢酸エチル,51327,14548,False,1,42,1,1,1,2,0,1,2,13,0,9,1,4,2,4,1
158185,酢酸ナトリウム,45381,9364,False,1,,,,,,,,,,,,,,,,
158504,ソルビン酸,28958,7900,False,1,,,,,,,,,,,,,,,,
158721,グルタミン酸ナトリウム,46878,15053,False,0,,,,,,,,,,,,,,,,
158929,窒化リチウム,44951,8430,False,1,,,,,,,,,,,,,,,,
159335,ジメチルスルホキシド,45994,11889,False,1,,,,,,,,,,,,,,,,
159836,クロトンアルデヒド,31785,8452,False,0,,,,,,,,,,,,,,,,
160117,チモールブルー,33180,8555,False,1,20,1,5,1,0,0,0,0,7,0,2,0,1,3,0,0
160119,"2,4-ジニトロフェノール",87234,19553,False,1,,,,,,,,,,,,,,,,
160120,メチルオレンジ,46229,10576,False,1,23,1,3,1,0,0,1,0,13,0,1,0,1,1,1,0
160122,ブロモフェノールブルー,30497,8369,False,1,,,,,,,,,,,,,,,,
160136,クレゾールレッド,28936,7809,False,1,9,1,2,1,0,0,0,0,2,0,2,0,1,0,0,0
160140,アリザリンイエローR,29917,7765,False,1,,,,,,,,,,,,,,,,
160144,メチレンブルー,42710,12469,False,1,,,,,,,,,,,,,,,,
160146,ジフェニルアミン,32957,7591,False,1,24,1,9,1,0,0,1,1,7,0,2,0,1,1,0,0
160155,フェロイン,30829,8478,False,1,,,,,,,,,,,,,,,,
160489,スチビン,49308,10638,False,1,,,,,,,,,,,,,,,,
160786,スチレン,36620,10570,False,1,26,1,8,1,0,0,1,1,3,1,1,1,4,1,3,0
160787,エチルベンゼン,28935,8079,False,1,,,,,,,,,,,,,,,,
161088,硝酸鉛(II),38586,9451,False,0,,,,,,,,,,,,,,,,
161092,トリクロサン,45107,10895,False,1,,,,,,,,,,,,,,,,
161158,ペクチン,32484,10255,False,0,,,,,,,,,,,,,,,,
161193,イボテン酸,37294,11673,False,0,,,,,,,,,,,,,,,,
161388,次亜塩素酸,59624,11213,False,1,26,1,2,2,0,0,1,0,9,1,4,0,1,0,4,1
