page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,分家,別名,名前の謂れ,国,大陸地域,家紋,家領,成立年,所属する人物,所属グループ,本拠地,民族,相続者,祖,祖の地位職業,種類,解散年,読み
33593,ブルボン家,694361,59765,False,0,,,,,,,,,,,,,,,,,,,
34688,斎藤氏,230296,27890,False,3,,,,,,,,,,,,,,,,,,,
34708,浅井氏,128089,20942,False,1,214,4,8,1,2,0,1,4,0,159,5,13,0,0,2,0,4,2,9
34713,朝倉氏,81332,22741,False,1,308,19,6,3,1,0,2,5,1,187,11,33,0,0,5,0,34,0,1
34737,毛利氏,458297,49162,False,1,,,,,,,,,,,,,,,,,,,
34745,武田氏,519261,62801,False,2,,,,,,,,,,,,,,,,,,,
35668,カンテミール家,24900,7190,False,0,,,,,,,,,,,,,,,,,,,
36141,英祖王統,36822,8526,False,0,,,,,,,,,,,,,,,,,,,
37847,後北条氏,296425,41294,False,1,,,,,,,,,,,,,,,,,,,
39688,畠山氏,239724,53663,False,1,712,107,19,1,1,0,1,29,0,397,42,76,0,0,10,0,27,0,2
39699,足利氏,295610,30740,False,1,,,,,,,,,,,,,,,,,,,
39703,細川氏,192313,58692,False,1,,,,,,,,,,,,,,,,,,,
39711,山名氏,285701,45001,False,1,,,,,,,,,,,,,,,,,,,
39968,九条家,187752,24020,False,1,,,,,,,,,,,,,,,,,,,
40576,北条氏,200970,35414,False,1,,,,,,,,,,,,,,,,,,,
43420,今川氏,221630,27463,False,1,,,,,,,,,,,,,,,,,,,
43541,宇喜多氏,214247,29378,False,1,,,,,,,,,,,,,,,,,,,
44215,渡辺氏,76054,24198,False,1,,,,,,,,,,,,,,,,,,,
44217,嵯峨源氏,187951,14235,False,1,,,,,,,,,,,,,,,,,,,
45301,佐竹氏,159118,34280,False,1,,,,,,,,,,,,,,,,,,,
45761,織田氏,573925,48573,False,1,,,,,,,,,,,,,,,,,,,
45785,長尾氏,226255,25347,False,2,,,,,,,,,,,,,,,,,,,
45793,伊達氏,304837,39368,False,1,,,,,,,,,,,,,,,,,,,
45805,上杉氏,327470,51450,False,1,,,,,,,,,,,,,,,,,,,
45813,宇都宮氏,99016,31463,False,1,,,,,,,,,,,,,,,,,,,
45823,羽柴氏,207289,23302,False,1,,,,,,,,,,,,,,,,,,,
48614,ボナンノ一家,50345,19445,False,0,,,,,,,,,,,,,,,,,,,
57175,ホーエンツォレルン家,409156,29464,False,0,,,,,,,,,,,,,,,,,,,
61962,島津氏,346205,50211,False,1,,,,,,,,,,,,,,,,,,,
65958,サヴォイア家,326223,22763,False,0,,,,,,,,,,,,,,,,,,,
70052,三井家,130616,27225,False,1,,,,,,,,,,,,,,,,,,,
70204,メディチ家,78761,26923,False,0,181,1,4,1,39,3,1,2,0,103,0,21,0,0,0,0,4,1,1
71182,住友家,88945,29184,False,1,,,,,,,,,,,,,,,,,,,
71447,高松宮,50063,12218,False,1,,,,,,,,,,,,,,,,,,,
71656,葉赫那拉氏,31634,11922,False,0,98,0,19,2,13,0,0,0,0,22,9,10,12,0,0,0,6,0,5
71659,愛新覚羅氏,38612,11951,False,2,,,,,,,,,,,,,,,,,,,
74250,大友氏,210226,28049,False,1,,,,,,,,,,,,,,,,,,,
78824,怕尼芝王統,37044,9065,False,0,,,,,,,,,,,,,,,,,,,
80132,大里王統,36372,9375,False,0,51,0,0,0,3,0,0,0,0,32,0,6,0,0,8,0,1,0,1
80280,立花氏,215492,16842,False,1,,,,,,,,,,,,,,,,,,,
80311,秩父宮,71171,11807,False,1,,,,,,,,,,,,,,,,,,,
80336,有栖川宮,102291,18330,False,1,,,,,,,,,,,,,,,,,,,
83726,スキピオ家,24559,6640,False,0,,,,,,,,,,,,,,,,,,,
84636,ソモサ,24819,6991,False,0,,,,,,,,,,,,,,,,,,,
85544,阿川毛利家,52292,9298,False,0,,,,,,,,,,,,,,,,,,,
85769,鍋島氏,223811,15824,False,1,,,,,,,,,,,,,,,,,,,
86952,村上氏,28618,8414,False,0,,,,,,,,,,,,,,,,,,,
87903,那須氏,225416,21307,False,1,,,,,,,,,,,,,,,,,,,
87917,神保氏,64636,15381,False,1,,,,,,,,,,,,,,,,,,,
87938,二本松氏,55064,14102,False,1,,,,,,,,,,,,,,,,,,,
88569,蘆名氏,100046,12714,False,1,,,,,,,,,,,,,,,,,,,
88628,諏訪氏,223633,34196,False,1,,,,,,,,,,,,,,,,,,,
88631,斯波氏,272202,53280,False,1,,,,,,,,,,,,,,,,,,,
88634,古河公方,131441,45575,False,0,,,,,,,,,,,,,,,,,,,
88639,里見氏,299419,38152,False,1,,,,,,,,,,,,,,,,,,,
88645,最上氏,192963,19412,False,1,,,,,,,,,,,,,,,,,,,
88681,尼子氏,162207,25581,False,1,336,8,7,1,1,0,2,0,1,226,10,45,0,0,5,3,22,4,1
88708,蘇我氏,61304,19781,False,1,,,,,,,,,,,,,,,,,,,
88855,扇谷上杉家,109818,15707,False,0,,,,,,,,,,,,,,,,,,,
88857,南部氏,180301,58880,False,1,,,,,,,,,,,,,,,,,,,
88860,蠣崎氏,352041,23844,False,1,,,,,,,,,,,,,,,,,,,
88865,龍造寺氏,155876,19307,False,1,,,,,,,,,,,,,,,,,,,
89102,山内上杉家,59575,14826,False,0,,,,,,,,,,,,,,,,,,,
89103,三村氏,63255,17062,False,1,181,2,17,2,2,0,6,12,0,79,29,22,0,0,3,0,5,1,1
89104,大内氏,255517,43827,False,1,,,,,,,,,,,,,,,,,,,
89426,肥前有馬氏,105990,10139,False,1,,,,,,,,,,,,,,,,,,,
89427,阿蘇氏,183431,28576,False,1,,,,,,,,,,,,,,,,,,,
89428,吉川氏,87715,21371,False,1,,,,,,,,,,,,,,,,,,,
89430,小早川氏,80407,20268,False,1,,,,,,,,,,,,,,,,,,,
89655,浦上氏,36596,10076,False,1,,,,,,,,,,,,,,,,,,,
89659,土佐一条氏,72125,18495,False,1,,,,,,,,,,,,,,,,,,,
89778,土岐氏,335193,32815,False,1,,,,,,,,,,,,,,,,,,,
89782,小笠原氏,379493,43453,False,2,,,,,,,,,,,,,,,,,,,
89784,椎名氏,48550,11391,False,2,,,,,,,,,,,,,,,,,,,
90159,小野寺氏,94168,13684,False,0,,,,,,,,,,,,,,,,,,,
90685,陶氏,53844,13945,False,1,,,,,,,,,,,,,,,,,,,
91175,葛西氏,142221,17541,False,1,,,,,,,,,,,,,,,,,,,
91445,岩崎家,161764,40628,False,1,,,,,,,,,,,,,,,,,,,
91717,西園寺家,204785,20901,False,1,251,23,0,1,1,0,2,8,0,185,13,2,0,4,4,3,4,0,1
91727,長宗我部氏,175264,37486,False,1,359,34,14,1,2,0,9,3,5,234,11,18,0,8,7,0,7,0,6
92305,城井氏,112826,15687,False,1,,,,,,,,,,,,,,,,,,,
93267,大谷家,313009,31315,False,1,,,,,,,,,,,,,,,,,,,
93408,間部氏,98987,9636,False,1,,,,,,,,,,,,,,,,,,,
93497,波多野氏,104313,14050,False,2,,,,,,,,,,,,,,,,,,,
94399,松永氏,65190,14206,False,1,,,,,,,,,,,,,,,,,,,
94543,金子氏,52035,13650,False,1,77,5,1,0,1,0,2,7,0,42,5,5,0,0,6,0,2,0,1
94834,三好氏,210730,40010,False,1,,,,,,,,,,,,,,,,,,,
96166,相馬氏,210300,23427,False,1,,,,,,,,,,,,,,,,,,,
96171,結城氏,137275,25664,False,1,298,22,13,1,1,0,7,6,0,203,20,11,0,0,11,0,2,0,1
96178,姉小路氏,102398,11478,False,1,,,,,,,,,,,,,,,,,,,
97350,六角氏,112401,17573,False,1,151,0,2,1,2,0,2,3,0,115,4,7,0,0,7,0,7,0,1
97808,神戸氏,126998,14049,False,1,,,,,,,,,,,,,,,,,,,
100484,物部氏,98909,18139,False,2,,,,,,,,,,,,,,,,,,,
101116,新田氏,93205,28983,False,1,,,,,,,,,,,,,,,,,,,
101226,大伴氏,131628,20278,False,1,,,,,,,,,,,,,,,,,,,
101255,別所氏,37973,10281,False,1,,,,,,,,,,,,,,,,,,,
102427,伏見宮,142910,17360,False,1,,,,,,,,,,,,,,,,,,,
102545,常陸宮,46955,8417,False,2,,,,,,,,,,,,,,,,,,,
102547,三笠宮,78933,15124,False,2,,,,,,,,,,,,,,,,,,,
102773,山階宮,63471,12459,False,1,,,,,,,,,,,,,,,,,,,
102794,閑院宮,79422,16554,False,1,103,0,3,1,1,0,0,7,2,53,7,5,0,0,9,2,11,1,1
102853,ビルラ,24692,6987,False,0,,,,,,,,,,,,,,,,,,,
102902,東伏見宮,60447,10652,False,2,53,0,1,0,1,0,0,0,1,24,1,2,0,0,12,0,8,2,1
102977,久邇宮,62555,12395,False,1,104,7,1,2,1,0,0,0,3,60,0,7,0,0,10,6,6,0,1
102980,小松宮,48920,11180,False,2,,,,,,,,,,,,,,,,,,,
103062,フッガー家,37451,11278,False,0,,,,,,,,,,,,,,,,,,,
103165,北白川宮,110192,14471,False,1,,,,,,,,,,,,,,,,,,,
103194,エステ家,131183,13334,False,0,,,,,,,,,,,,,,,,,,,
103239,奈羅訳語氏,28403,8099,False,0,,,,,,,,,,,,,,,,,,,
103430,高円宮,62185,10662,False,2,,,,,,,,,,,,,,,,,,,
104692,赤松氏,196772,25359,False,1,,,,,,,,,,,,,,,,,,,
104755,梨本宮,59234,11714,False,1,,,,,,,,,,,,,,,,,,,
104782,賀陽宮,56945,11335,False,1,60,0,3,1,1,0,0,0,1,29,0,7,0,0,9,2,6,0,1
105114,朝香宮,88708,12990,False,1,,,,,,,,,,,,,,,,,,,
105200,竹田宮,92629,13308,False,1,,,,,,,,,,,,,,,,,,,
105374,東久邇宮,89298,11621,False,1,70,1,0,0,1,0,1,0,1,43,4,0,0,0,7,1,6,4,1
106018,箕作家,444394,30226,False,1,,,,,,,,,,,,,,,,,,,
107345,相良氏,224215,22440,False,1,,,,,,,,,,,,,,,,,,,
108009,肥前石井氏,189169,33443,False,1,,,,,,,,,,,,,,,,,,,
108439,華頂宮,51871,12427,False,2,,,,,,,,,,,,,,,,,,,
108740,秋月氏,143576,14358,False,1,,,,,,,,,,,,,,,,,,,
109340,アンジュー家,39269,10897,False,0,,,,,,,,,,,,,,,,,,,
111504,戸沢氏,68750,23258,False,1,,,,,,,,,,,,,,,,,,,
112226,伊東氏,193577,23955,False,1,,,,,,,,,,,,,,,,,,,
113069,肝付氏,138435,13835,False,1,,,,,,,,,,,,,,,,,,,
113567,常盤井宮,41342,8803,False,1,,,,,,,,,,,,,,,,,,,
114631,河内源氏,222432,30887,False,1,,,,,,,,,,,,,,,,,,,
114680,蒲池氏,201869,40521,False,1,,,,,,,,,,,,,,,,,,,
114704,渡辺党蒲池氏,24679,7099,False,0,,,,,,,,,,,,,,,,,,,
114864,摂津源氏,123574,13456,False,1,,,,,,,,,,,,,,,,,,,
114868,源氏嫡流,33906,12159,False,0,,,,,,,,,,,,,,,,,,,
114874,多田源氏,46502,14967,False,0,,,,,,,,,,,,,,,,,,,
114889,筑後宇都宮氏,34261,8507,False,1,,,,,,,,,,,,,,,,,,,
115076,筑後十五城,37131,10377,False,0,,,,,,,,,,,,,,,,,,,
115136,山代氏,27040,7714,False,0,,,,,,,,,,,,,,,,,,,
115140,馬場氏,30439,9002,False,0,,,,,,,,,,,,,,,,,,,
116421,奥州藤原氏,97026,23425,False,1,,,,,,,,,,,,,,,,,,,
116693,少弐氏,98782,17556,False,1,,,,,,,,,,,,,,,,,,,
117037,藤原北家,626167,30950,False,1,,,,,,,,,,,,,,,,,,,
117043,藤原南家,235061,21658,False,1,,,,,,,,,,,,,,,,,,,
117051,藤原式家,112631,15716,False,1,,,,,,,,,,,,,,,,,,,
117057,藤原京家,58949,10196,False,1,,,,,,,,,,,,,,,,,,,
117573,橘氏,146052,17528,False,1,,,,,,,,,,,,,,,,,,,
119454,清華家,56987,15771,False,0,,,,,,,,,,,,,,,,,,,
119764,一色氏,262622,34326,False,1,411,32,1,2,2,0,3,8,0,278,13,60,0,0,4,3,4,0,1
119900,鷹司家,143438,15393,False,1,,,,,,,,,,,,,,,,,,,
120502,平野氏,31993,9195,False,0,,,,,,,,,,,,,,,,,,,
120887,李王家,72631,17574,False,0,187,0,2,0,32,0,1,0,2,124,1,2,0,4,0,0,16,1,2
121025,西園寺氏,66690,10226,False,1,,,,,,,,,,,,,,,,,,,
121157,大崎氏,51866,12962,False,1,116,8,2,2,1,0,1,3,0,63,12,10,0,0,5,2,4,2,1
121491,松浦氏,194862,18970,False,1,,,,,,,,,,,,,,,,,,,
121605,浪岡氏,78189,17925,False,1,,,,,,,,,,,,,,,,,,,
121624,千葉氏,99773,27000,False,1,396,145,1,0,1,0,1,3,0,195,15,17,0,0,7,2,5,2,2
121771,石田氏,71236,11193,False,1,,,,,,,,,,,,,,,,,,,
121799,河野氏,212735,25984,False,1,,,,,,,,,,,,,,,,,,,
124980,藤原四家,22755,6166,False,0,,,,,,,,,,,,,,,,,,,
126084,一条家,133432,14869,False,1,,,,,,,,,,,,,,,,,,,
126085,二条家,151297,16316,False,1,,,,,,,,,,,,,,,,,,,
126590,庵原氏,29611,9617,False,0,,,,,,,,,,,,,,,,,,,
126907,久我家,164416,19920,False,1,,,,,,,,,,,,,,,,,,,
127859,鈴木氏,47453,15549,False,1,,,,,,,,,,,,,,,,,,,
131015,本山氏,124951,18640,False,1,,,,,,,,,,,,,,,,,,,
131694,汝南袁氏,33415,12864,False,0,,,,,,,,,,,,,,,,,,,
131970,イギリス王室,129102,30910,False,1,,,,,,,,,,,,,,,,,,,
132103,下野宇都宮氏,173305,28107,False,1,,,,,,,,,,,,,,,,,,,
132463,日野家,222230,19767,False,1,300,45,1,1,2,0,1,2,0,223,13,3,0,0,3,0,4,1,1
133271,高遠氏,37961,8661,False,0,34,1,1,0,1,0,0,1,0,20,1,1,0,0,4,0,2,1,1
135672,三条家,130685,15091,False,1,,,,,,,,,,,,,,,,,,,
135762,リヒテンシュタイン家,69687,12927,False,0,,,,,,,,,,,,,,,,,,,
136344,伊木氏,41895,11856,False,1,,,,,,,,,,,,,,,,,,,
137764,清原氏,117193,13599,False,1,,,,,,,,,,,,,,,,,,,
139727,正親町三条家,146156,17806,False,1,,,,,,,,,,,,,,,,,,,
139729,三条西家,110844,18678,False,1,,,,,,,,,,,,,,,,,,,
140816,徳大寺家,131541,17658,False,1,,,,,,,,,,,,,,,,,,,
142355,曹氏,41076,9082,False,1,,,,,,,,,,,,,,,,,,,
153711,前田氏,287841,21482,False,2,,,,,,,,,,,,,,,,,,,
156824,ホルシュタイン＝ゴットルプ家,278511,27061,False,0,,,,,,,,,,,,,,,,,,,
158399,スフォルツァ家,52918,8403,False,0,,,,,,,,,,,,,,,,,,,
158425,ヴィスコンティ家,71793,12050,False,0,,,,,,,,,,,,,,,,,,,
161488,桂宮,104237,14838,False,1,134,5,5,0,3,0,0,9,1,69,12,10,0,0,12,0,4,3,1
163216,三浦氏,221950,22730,False,1,,,,,,,,,,,,,,,,,,,
163223,岩城氏,135071,15422,False,1,191,10,1,0,2,0,1,5,1,139,14,9,0,0,2,0,6,0,1
163228,田村氏,175106,31823,False,1,,,,,,,,,,,,,,,,,,,
163684,安東氏,256477,49706,False,1,,,,,,,,,,,,,,,,,,,
163695,大宝寺氏,80360,14978,False,1,,,,,,,,,,,,,,,,,,,
164762,秋田氏,92649,11354,False,1,,,,,,,,,,,,,,,,,,,
166630,吉田司家,86960,20174,False,0,,,,,,,,,,,,,,,,,,,
167644,京極氏,106533,31131,False,1,,,,,,,,,,,,,,,,,,,
168015,松戸徳川家,31808,7101,False,1,,,,,,,,,,,,,,,,,,,
169804,佐々木氏,60905,15517,False,1,,,,,,,,,,,,,,,,,,,
170563,多氏,32423,9468,False,1,,,,,,,,,,,,,,,,,,,
170987,ポラーニ,22157,6378,False,0,,,,,,,,,,,,,,,,,,,
172635,菊池氏,277156,41853,False,1,,,,,,,,,,,,,,,,,,,
173976,植松家,66445,10999,False,1,51,0,0,0,2,0,1,1,2,25,7,0,0,2,3,1,6,0,1
174213,マルケッルス,28127,7989,True,0,,,,,,,,,,,,,,,,,,,
176771,美作三浦氏,27479,8190,False,0,,,,,,,,,,,,,,,,,,,
177599,コロンナ家,26345,7389,False,0,,,,,,,,,,,,,,,,,,,
177612,オルシーニ家,25478,7000,False,0,,,,,,,,,,,,,,,,,,,
177903,北条氏 (極楽寺流),61513,8406,False,0,,,,,,,,,,,,,,,,,,,
177908,北条氏 (政村流),39454,6587,False,0,25,2,2,0,0,0,0,0,0,17,1,0,0,0,3,0,0,0,0
177909,北条氏 (宗政流),25354,7052,False,0,,,,,,,,,,,,,,,,,,,
177912,北条氏 (大仏流),53967,8365,False,0,,,,,,,,,,,,,,,,,,,
177915,北条氏 (金沢流),63854,11318,False,0,,,,,,,,,,,,,,,,,,,
178366,チャンダルル家,24861,7112,False,0,,,,,,,,,,,,,,,,,,,
181011,パッツィ家,101952,13473,False,0,63,0,1,0,1,0,0,1,1,49,4,3,0,0,3,0,0,0,0
181207,オラニエ＝ナッサウ家,218721,21189,False,0,,,,,,,,,,,,,,,,,,,
182415,上野長野氏,62442,24069,False,1,225,0,2,0,1,0,3,1,0,140,43,27,0,0,1,0,6,0,1
182817,ザクセン＝コーブルク＝ゴータ家,156416,18693,False,1,,,,,,,,,,,,,,,,,,,
182823,グリュックスブルク家,322097,24507,False,1,,,,,,,,,,,,,,,,,,,
185097,宗像氏,56336,14911,False,1,,,,,,,,,,,,,,,,,,,
185323,伊勢平氏,223785,17686,False,1,,,,,,,,,,,,,,,,,,,
188511,末野氏,25753,7145,False,0,,,,,,,,,,,,,,,,,,,
191088,吉良氏,271512,37307,False,2,,,,,,,,,,,,,,,,,,,
195133,東氏,54657,15797,False,1,,,,,,,,,,,,,,,,,,,
195347,水野氏,343029,43936,False,1,,,,,,,,,,,,,,,,,,,
198287,井伊氏,177376,21220,False,1,,,,,,,,,,,,,,,,,,,
200019,坂東八平氏,40325,11310,False,1,,,,,,,,,,,,,,,,,,,
200089,グラース家,37779,10585,False,0,,,,,,,,,,,,,,,,,,,
201505,甲斐源氏,51841,16781,False,0,,,,,,,,,,,,,,,,,,,
210121,宇多源氏,36519,8288,False,1,,,,,,,,,,,,,,,,,,,
211099,チナワット家,29049,8771,False,0,,,,,,,,,,,,,,,,,,,
213690,久松氏,61041,18719,False,1,,,,,,,,,,,,,,,,,,,
214167,波多氏,25173,7267,False,0,25,0,1,1,0,0,0,1,3,5,8,2,0,0,2,0,0,2,0
214389,木寺宮,44670,10318,False,1,,,,,,,,,,,,,,,,,,,
216576,冷泉家,200638,28470,False,1,,,,,,,,,,,,,,,,,,,
217540,真田氏,243462,35283,False,1,,,,,,,,,,,,,,,,,,,
220514,戸田氏,169983,51968,False,0,,,,,,,,,,,,,,,,,,,
221972,ロマノフ家,167310,21806,False,0,,,,,,,,,,,,,,,,,,,
223062,宇久氏,68170,20873,False,1,,,,,,,,,,,,,,,,,,,
223322,クルップ家,21238,5769,False,0,,,,,,,,,,,,,,,,,,,
224408,森氏,269872,33295,False,1,,,,,,,,,,,,,,,,,,,
226731,内藤氏,261550,25064,False,4,,,,,,,,,,,,,,,,,,,
227226,ロックフェラー,24213,6997,True,0,16,0,2,0,1,0,0,0,0,11,0,0,0,0,0,0,2,0,0
227742,ロックフェラー家,53858,11667,False,0,,,,,,,,,,,,,,,,,,,
231582,宗氏,135715,13681,False,1,,,,,,,,,,,,,,,,,,,
232069,関氏,198910,19121,False,3,,,,,,,,,,,,,,,,,,,
233129,ヴェルザー家,28026,7515,False,0,,,,,,,,,,,,,,,,,,,
241817,菅原氏,76212,13197,False,1,,,,,,,,,,,,,,,,,,,
242469,仁科氏,70667,20599,False,3,,,,,,,,,,,,,,,,,,,
243798,石川源氏,28681,7186,False,1,,,,,,,,,,,,,,,,,,,
246047,ザビ家,279626,102923,False,0,,,,,,,,,,,,,,,,,,,
246050,石川氏,196266,20567,False,0,,,,,,,,,,,,,,,,,,,
246125,吉備氏,38913,11031,False,1,,,,,,,,,,,,,,,,,,,
246270,宗形清氏,23599,7009,False,0,,,,,,,,,,,,,,,,,,,
247184,忌部氏,100951,27631,False,1,174,8,35,1,1,0,0,0,0,24,44,24,0,0,12,5,18,0,2
253876,益子氏,82270,30303,False,0,,,,,,,,,,,,,,,,,,,
260258,伊勢氏,150279,14656,False,1,,,,,,,,,,,,,,,,,,,
262669,多賀谷氏,52644,14679,False,0,,,,,,,,,,,,,,,,,,,
263422,松殿家,94308,12864,False,1,,,,,,,,,,,,,,,,,,,
263645,野長瀬氏,35339,11330,False,1,,,,,,,,,,,,,,,,,,,
264389,安倍氏 (奥州),115745,15283,False,1,,,,,,,,,,,,,,,,,,,
264390,安倍氏,23905,6865,True,0,,,,,,,,,,,,,,,,,,,
264765,上総酒井氏,33926,9554,False,1,,,,,,,,,,,,,,,,,,,
264912,飯富氏,38821,12426,False,0,,,,,,,,,,,,,,,,,,,
270693,大橋家,40522,11522,False,1,,,,,,,,,,,,,,,,,,,
272067,前田土佐守家,22348,6660,False,0,,,,,,,,,,,,,,,,,,,
274061,高橋氏,127450,17981,False,0,,,,,,,,,,,,,,,,,,,
275198,コンデ公,127208,11383,False,0,,,,,,,,,,,,,,,,,,,
280547,下間氏,130752,11040,False,0,138,7,0,1,0,0,0,2,0,115,1,0,0,0,6,0,5,0,1
280665,本間氏,59323,15606,False,2,,,,,,,,,,,,,,,,,,,
282027,頴娃氏,27198,6934,False,1,,,,,,,,,,,,,,,,,,,
282215,太田氏,139980,14985,False,0,,,,,,,,,,,,,,,,,,,
284608,吉見氏,59904,14252,False,1,,,,,,,,,,,,,,,,,,,
285064,荒尾氏,114450,13153,False,1,,,,,,,,,,,,,,,,,,,
285457,安達氏,61023,11054,False,1,,,,,,,,,,,,,,,,,,,
292875,土御門家,139204,14217,False,3,,,,,,,,,,,,,,,,,,,
292899,阿倍氏,133635,22308,False,1,,,,,,,,,,,,,,,,,,,
293507,ガティネ家,115737,26636,False,0,243,2,3,0,32,0,0,6,0,190,2,2,0,0,0,0,6,0,0
297921,猿女君,32051,8192,False,0,,,,,,,,,,,,,,,,,,,
300120,平島公方,64654,21819,False,1,,,,,,,,,,,,,,,,,,,
301552,五条家,110778,14268,False,1,,,,,,,,,,,,,,,,,,,
303159,高辻家,96920,11281,False,1,,,,,,,,,,,,,,,,,,,
303187,東坊城家,104165,12831,False,1,,,,,,,,,,,,,,,,,,,
303262,唐橋家,108579,11864,False,1,,,,,,,,,,,,,,,,,,,
303470,庭田家,102263,11158,False,1,,,,,,,,,,,,,,,,,,,
303479,綾小路家,78190,10446,False,1,,,,,,,,,,,,,,,,,,,
303505,慈光寺家,89150,10120,False,1,,,,,,,,,,,,,,,,,,,
303524,村上源氏,170938,14284,False,1,,,,,,,,,,,,,,,,,,,
303544,西洞院家,97198,10957,False,1,,,,,,,,,,,,,,,,,,,
303554,平松家,81404,12159,False,1,,,,,,,,,,,,,,,,,,,
303611,高倉家,111436,11783,False,1,,,,,,,,,,,,,,,,,,,
304323,美濃源氏,86044,12519,False,0,,,,,,,,,,,,,,,,,,,
304571,舟橋家,75526,11432,False,1,,,,,,,,,,,,,,,,,,,
304578,伏原家,60942,9801,False,1,,,,,,,,,,,,,,,,,,,
304595,澤家,62577,9763,False,1,,,,,,,,,,,,,,,,,,,
304605,大中臣氏,119892,11367,False,1,,,,,,,,,,,,,,,,,,,
304606,藤波家,88328,31743,False,1,,,,,,,,,,,,,,,,,,,
304608,卜部氏,67550,13310,False,0,,,,,,,,,,,,,,,,,,,
304609,吉田家,112620,14130,False,1,,,,,,,,,,,,,,,,,,,
304612,萩原家,65880,10079,False,1,,,,,,,,,,,,,,,,,,,
304617,錦織家,55354,9356,False,1,,,,,,,,,,,,,,,,,,,
304622,藤井家,89157,10007,False,1,,,,,,,,,,,,,,,,,,,
304627,富小路家,102069,10075,False,1,,,,,,,,,,,,,,,,,,,
306856,堀越氏,30675,8738,False,0,83,5,4,1,0,0,0,3,1,38,16,6,0,0,6,2,0,0,1
307759,ヴィッテルスバッハ家,131265,19569,False,1,,,,,,,,,,,,,,,,,,,
308405,片倉氏,96007,13353,False,1,,,,,,,,,,,,,,,,,,,
312666,白川伯王家,209800,19522,False,1,,,,,,,,,,,,,,,,,,,
314666,右田毛利家,51850,9447,False,0,36,0,1,0,0,0,0,3,0,20,2,1,0,0,4,0,4,0,1
315060,明智氏,65462,11511,False,1,,,,,,,,,,,,,,,,,,,
315396,厚狭毛利家,52839,9413,False,1,,,,,,,,,,,,,,,,,,,
315407,大野毛利家,53223,10485,False,0,,,,,,,,,,,,,,,,,,,
315410,吉敷毛利家,54017,10998,False,0,,,,,,,,,,,,,,,,,,,
318735,堺千家,29170,7445,False,1,,,,,,,,,,,,,,,,,,,
318911,ボルジギン氏,53847,16837,False,0,,,,,,,,,,,,,,,,,,,
319939,世尊寺家,78102,10886,False,1,,,,,,,,,,,,,,,,,,,
320227,山田屋権兵衛,22541,7144,False,0,,,,,,,,,,,,,,,,,,,
320956,ポニャトフスキ家,33472,9820,False,0,,,,,,,,,,,,,,,,,,,
322057,大蔵氏,38986,9840,False,1,,,,,,,,,,,,,,,,,,,
323905,甲良氏,25147,7390,False,0,,,,,,,,,,,,,,,,,,,
327901,ボルジア家,137056,15193,False,0,112,10,10,1,2,0,0,5,0,67,11,2,0,0,0,0,1,0,3
328281,カペー家,262794,27247,False,0,,,,,,,,,,,,,,,,,,,
