page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,主要都市,人口,人口データの年,付近の大陸・地形,別名,動物,名前の謂れ,含有岩石,周囲,国,国内位置,地形,属する諸島,島数,幅,座標・経度,座標・緯度,所在地,最高地点の高さ,最高峰,植物,構成する島,橋・トンネル,海洋,海洋内位置,湾,湾内位置,産業,種類,観光地,読み,諸島内の位置,長さ,面積
49441,硫黄島 (東京都),177185,48378,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49484,北硫黄島,78500,16600,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49505,南硫黄島,97625,24525,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49510,火山列島,70341,14253,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49548,沖大東島,63376,18738,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49734,八丈小島,79923,24201,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50047,須美寿島,84209,18177,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50049,ベヨネース列岩,81832,18039,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50268,銭洲,63314,15206,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50977,青海島,34703,9834,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51862,エロマンガ島,43394,11759,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52253,香港島,51179,12634,False,2,42,0,1,1,8,4,0,0,0,0,9,0,1,0,0,0,0,0,2,0,1,0,0,8,0,0,0,0,0,1,2,3,0,0,1
54473,クレタ島,157312,33046,False,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54560,キプロス島,39220,10300,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54641,ロドス島,110463,28346,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54663,マルタ島,26362,7635,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54690,オノゴロ島,55402,17848,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56529,ブリタンニア,138973,23323,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56619,西インド諸島,88281,21371,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57602,宮古島,176814,58635,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58251,エルバ島,42364,11207,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58383,シチリア,188997,49973,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58803,サルデーニャ,147780,45020,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60630,北マリアナ諸島,115404,23651,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60677,アメリカ領ヴァージン諸島,95017,23088,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64638,式根島,81903,22552,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65734,水晶島,53872,11361,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66856,徳之島,88827,28569,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67021,六甲アイランド,76648,17205,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67282,ボルネオ島,71062,16828,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69305,竹島 (愛知県),47928,14282,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69308,竹島 (鹿児島県),43076,9828,False,1,40,0,2,1,5,0,1,1,0,2,1,0,2,2,0,0,1,1,2,2,2,9,0,0,1,0,0,0,0,1,0,1,1,0,2
69377,バミューダ諸島,76108,17639,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70817,新居大島,51267,14487,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72117,ガダルカナル島,37460,9876,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72487,神島 (三重県),78545,23343,False,2,103,0,2,1,15,6,27,1,1,2,1,0,1,0,0,0,4,4,5,1,0,1,0,0,0,0,3,2,5,2,16,1,0,0,2
72694,中ノ鳥島,80627,20528,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73946,南沙諸島,272092,68726,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73947,西沙諸島,163202,33721,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74314,ブーゲンビル島,52070,13156,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76107,シテ島,48746,12671,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78662,アッツ島,32819,9315,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79493,伯方島,70245,19766,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79552,チューク諸島,53800,17265,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79898,姥島,34697,9286,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79991,久場島 (沖縄県石垣市),53664,13440,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80627,クイーンエリザベス諸島,33052,8082,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82474,バンクーバー島,33237,8984,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83864,マリアナ諸島,53040,17338,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84022,ファラリョン・デ・パハロス島,45047,9960,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84095,マウグ島,40560,9164,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84269,アスンシオン島,39506,9051,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84340,五島列島,124739,45521,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85657,アグリハン島,41288,9429,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85812,サボ島,25118,7253,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88522,ピーピー諸島,37470,10755,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89687,豊島 (香川県),68427,20968,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91028,豊島 (広島県),36239,9222,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92481,ビオコ島,45676,15963,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92573,ランター島,33721,8652,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92602,カロリン諸島,33385,9220,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93262,度島,36922,10619,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93692,天草諸島,98159,24894,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93931,アルビオン,66783,12893,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95162,ピョートル1世島,39155,9637,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95266,フォークランド諸島,118170,32652,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95373,小浜島,50392,11633,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95904,針尾島,79834,22787,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97609,モン・サン＝ミシェル,81861,21473,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98183,竹生島,67657,18252,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98339,キスカ島,41428,12548,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98724,州胡,21607,6262,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99564,澎湖諸島,80414,17238,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100869,占守島,74403,20425,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100875,得撫島,67220,16253,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100985,慶良間諸島,75925,15388,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101427,クレット島,23707,6834,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102243,鬱陵島,60212,18829,False,2,100,0,2,1,21,23,0,0,0,0,13,0,4,0,0,0,4,4,4,2,4,3,1,0,2,0,0,0,3,2,1,4,0,1,1
102269,済州島,105757,26827,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102270,フナフティ島,48413,10098,False,1,53,2,1,1,0,3,0,0,0,0,2,0,0,0,1,0,2,2,0,0,0,0,34,0,0,0,0,0,0,1,0,1,0,0,3
104311,ニューファンドランド島,105709,42235,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104345,実尾島,31233,8083,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104720,ウナラスカ,63740,11460,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104824,アリューシャン列島,62984,13367,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105958,奄美大島,92322,23308,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106464,プリンスエドワード島,38502,10905,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108800,与論島,69294,18936,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108994,端島 (山口県),28524,7862,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113169,馬島 (愛媛県),55734,11288,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114515,阿頼度島,63861,15582,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114546,羅処和島,56118,13714,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114834,春牟古丹島,54968,12476,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115161,城ヶ島,170078,63980,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115721,ガラパゴス諸島,93426,25171,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116139,磨勘留島,52709,11975,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116153,越渇磨島,51722,10975,False,1,36,0,0,0,3,4,0,1,1,0,5,0,4,1,0,1,1,1,1,2,5,0,0,0,1,0,0,0,0,1,0,1,1,1,1
116161,志林規島,54431,11825,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116190,武魯頓島,50859,11153,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117616,生口島,162384,40374,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118545,レイテ島,54457,14409,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120630,捨子古丹島,56063,13462,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121386,加計呂麻島,53982,14791,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122659,セントヘレナ,69564,20006,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124449,ラブアン,36612,8755,False,1,32,3,1,1,1,9,0,1,0,0,3,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3
127106,レユニオン,103607,27136,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128119,ゴレ島,65268,13140,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128565,ペリリュー島,38809,10968,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129385,マルティニーク,111592,25729,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129538,グアドループ,91830,19231,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134639,ミンダナオ島,71989,22910,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135060,ルソン島,96967,30377,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136078,アラン諸島,57466,14145,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136339,バーブーダ島,40661,9326,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136596,八景島,54552,16140,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138021,舳倉島,54663,15048,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138537,見島,88762,34687,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140815,コモロ諸島,32916,8095,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140934,ディエゴガルシア島,74117,15115,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141435,海南島,47582,12714,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143860,向島 (広島県),121245,31667,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144075,口永良部島,99671,25021,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144254,粟国島,58847,16902,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145033,イギリス領ヴァージン諸島,78410,16122,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145282,江華島,43467,12125,False,2,42,0,1,1,1,2,0,0,0,0,3,0,3,0,0,0,0,0,7,2,3,5,0,2,2,0,1,0,0,2,0,5,0,0,2
145642,粟島 (新潟県),47102,13667,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146128,初島,82498,22938,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146133,離島,67335,19805,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146251,周防大島,49020,14258,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146276,ビクトリア島,31501,8396,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146280,バフィン島,43761,10200,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146334,エルズミーア島,39148,9904,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146723,馬祖島,79280,15626,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147123,伊平屋島,48509,13080,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147124,伊是名島,47533,13329,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147126,伊良部島,59491,17421,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147127,多良間島,51382,12933,False,1,38,0,0,0,5,0,1,0,0,1,1,0,0,1,0,1,2,2,3,2,0,4,0,0,1,0,0,0,2,2,5,1,1,1,2
147620,青ヶ島,119405,28564,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147736,巌流島,50532,15100,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147869,南洋諸島,110967,38208,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148506,アンギラ,65360,14029,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149783,北大東島,56967,15696,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150122,日間賀島,126762,31523,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150126,三河大島,38323,12556,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153191,大野原島,61288,14671,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153382,竹島 (宮城県),25830,6790,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153867,直島諸島,33634,9248,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154422,家島諸島,73924,21311,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154458,藺灘波島,60792,14247,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154463,地内島,60042,11570,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154468,鵜渡根島,59325,14057,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154472,早島 (東京都),57865,10595,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155037,ハワイ島,101677,26651,False,1,89,7,2,2,3,4,2,0,1,0,1,1,22,2,0,0,2,2,2,1,2,1,0,0,3,0,1,0,2,3,19,1,0,1,2
155502,瓜生島,38101,11492,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155508,高麗島,24991,7531,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156932,ロード・ハウ島群,42010,9710,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157091,ロード・ハウ島,97336,16916,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157108,ボールズ・ピラミッド,49288,14997,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157402,フレーザー島,53157,14018,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157483,久光島,20302,5819,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157485,万里ヶ島,23840,7354,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157489,ウェーク島,59326,14528,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157590,犬島,211874,57345,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157596,犬島諸島,56619,11814,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157812,ハード島とマクドナルド諸島,57700,13548,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159311,馬羅島,29596,7444,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160370,ブーベ島,67242,19318,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160730,太陽の島,30216,9698,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
